"TBLID","ORDER","TITLE","estout","CME","CLB","CUB"
"B01001",39.000,"45 to 49 years","28,167","+/-663","27,504","28,830"
"B01001",40.000,"50 to 54 years","26,898","+/-678","26,220","27,576"
"B01001",41.000,"55 to 59 years","22,611","+/-1,165","21,446","23,776"
"B01001",42.000,"60 and 61 years","8,377","+/-904","7,473","9,281"
"B01001",43.000,"62 to 64 years","10,088","+/-766","9,322","10,854"
"B01001",44.000,"65 and 66 years","6,698","+/-736","5,962","7,434"
"B01001",45.000,"67 to 69 years","9,508","+/-836","8,672","10,344"
"B01001",46.000,"70 to 74 years","13,250","+/-1,033","12,217","14,283"
"B01001",47.000,"75 to 79 years","13,177","+/-1,023","12,154","14,200"
"B01001",48.000,"80 to 84 years","10,280","+/-984","9,296","11,264"
"B01001",49.000,"85 years and over","14,606","+/-1,070","13,536","15,676"
"B01001A",.,"SEX BY AGE (WHITE ALONE)",,,,
"B01001A",.,"Universe:  White alone population",,,,
"B01001A",1.000,"Total:","714,802","+/-2,293","712,509","717,095"
"B01001A",2.000,"Male:","354,212","+/-1,687","352,525","355,899"
"B01001A",3.000,"Under 5 years","22,603","+/-623","21,980","23,226"
"B01001A",4.000,"5 to 9 years","20,295","+/-1,156","19,139","21,451"
"B01001A",5.000,"10 to 14 years","21,570","+/-1,100","20,470","22,670"
"B01001A",6.000,"15 to 17 years","14,726","+/-519","14,207","15,245"
"B01001A",7.000,"18 and 19 years","11,828","+/-776","11,052","12,604"
"B01001A",8.000,"20 to 24 years","29,408","+/-992","28,416","30,400"
"B01001A",9.000,"25 to 29 years","27,477","+/-1,117","26,360","28,594"
"B01001A",10.000,"30 to 34 years","19,187","+/-675","18,512","19,862"
"B01001A",11.000,"35 to 44 years","43,190","+/-425","42,765","43,615"
"B01001A",12.000,"45 to 54 years","53,673","+/-527","53,146","54,200"
"B01001A",13.000,"55 to 64 years","40,419","+/-360","40,059","40,779"
"B01001A",14.000,"65 to 74 years","25,910","+/-322","25,588","26,232"
"B01001A",15.000,"75 to 84 years","17,738","+/-720","17,018","18,458"
"B01001A",16.000,"85 years and over","6,188","+/-747","5,441","6,935"
"B01001A",17.000,"Female:","360,590","+/-1,562","359,028","362,152"
"B01001A",18.000,"Under 5 years","20,806","+/-652","20,154","21,458"
"B01001A",19.000,"5 to 9 years","19,427","+/-1,290","18,137","20,717"
"B01001A",20.000,"10 to 14 years","21,630","+/-1,296","20,334","22,926"
"B01001A",21.000,"15 to 17 years","14,381","+/-526","13,855","14,907"
"B01001A",22.000,"18 and 19 years","12,675","+/-544","12,131","13,219"
"B01001A",23.000,"20 to 24 years","28,595","+/-740","27,855","29,335"
"B01001A",24.000,"25 to 29 years","24,494","+/-751","23,743","25,245"
"B01001A",25.000,"30 to 34 years","18,774","+/-521","18,253","19,295"
"B01001A",26.000,"35 to 44 years","41,581","+/-371","41,210","41,952"
"B01001A",27.000,"45 to 54 years","52,251","+/-386","51,865","52,637"
"B01001A",28.000,"55 to 64 years","39,592","+/-300","39,292","39,892"
"B01001A",29.000,"65 to 74 years","28,771","+/-178","28,593","28,949"
"B01001A",30.000,"75 to 84 years","23,152","+/-1,010","22,142","24,162"
"B01001A",31.000,"85 years and over","14,461","+/-1,066","13,395","15,527"
"B01001B",.,"SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE)",,,,
"B01001B",.,"Universe:  Black or African American alone population",,,,
"B01001B",1.000,"Total:","N","N","N","N"
"B01001B",2.000,"Male:","N","N","N","N"
"B01001B",3.000,"Under 5 years","N","N","N","N"
"B01001B",4.000,"5 to 9 years","N","N","N","N"
"B01001B",5.000,"10 to 14 years","N","N","N","N"
"B01001B",6.000,"15 to 17 years","N","N","N","N"
"B01001B",7.000,"18 and 19 years","N","N","N","N"
"B01001B",8.000,"20 to 24 years","N","N","N","N"
"B01001B",9.000,"25 to 29 years","N","N","N","N"
"B01001B",10.000,"30 to 34 years","N","N","N","N"
"B01001B",11.000,"35 to 44 years","N","N","N","N"
"B01001B",12.000,"45 to 54 years","N","N","N","N"
"B01001B",13.000,"55 to 64 years","N","N","N","N"
"B01001B",14.000,"65 to 74 years","N","N","N","N"
"B01001B",15.000,"75 to 84 years","N","N","N","N"
"B01001B",16.000,"85 years and over","N","N","N","N"
"B01001B",17.000,"Female:","N","N","N","N"
"B01001B",18.000,"Under 5 years","N","N","N","N"
"B01001B",19.000,"5 to 9 years","N","N","N","N"
"B01001B",20.000,"10 to 14 years","N","N","N","N"
"B01001B",21.000,"15 to 17 years","N","N","N","N"
"B01001B",22.000,"18 and 19 years","N","N","N","N"
"B01001B",23.000,"20 to 24 years","N","N","N","N"
"B01001B",24.000,"25 to 29 years","N","N","N","N"
"B01001B",25.000,"30 to 34 years","N","N","N","N"
"B01001B",26.000,"35 to 44 years","N","N","N","N"
"B01001B",27.000,"45 to 54 years","N","N","N","N"
"B01001B",28.000,"55 to 64 years","N","N","N","N"
"B01001B",29.000,"65 to 74 years","N","N","N","N"
"B01001B",30.000,"75 to 84 years","N","N","N","N"
"B01001B",31.000,"85 years and over","N","N","N","N"
"B01001C",.,"SEX BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE)",,,,
"B01001C",.,"Universe:  American Indian and Alaska Native alone population",,,,
"B01001C",1.000,"Total:","14,392","+/-1,362","13,030","15,754"
"B01001C",2.000,"Male:","7,166","+/-874","6,292","8,040"
"B01001C",3.000,"Under 5 years","802","+/-350","452","1,152"
"B01001C",4.000,"5 to 9 years","591","+/-452","139","1,043"
"B01001C",5.000,"10 to 14 years","725","+/-393","332","1,118"
"B01001C",6.000,"15 to 17 years","672","+/-458","214","1,130"
"B01001C",7.000,"18 and 19 years","340","+/-216","124","556"
"B01001C",8.000,"20 to 24 years","418","+/-310","108","728"
"B01001C",9.000,"25 to 29 years","878","+/-438","440","1,316"
"B01001C",10.000,"30 to 34 years","147","+/-131","16","278"
"B01001C",11.000,"35 to 44 years","835","+/-354","481","1,189"
"B01001C",12.000,"45 to 54 years","1,017","+/-326","691","1,343"
"B01001C",13.000,"55 to 64 years","424","+/-259","165","683"
"B01001C",14.000,"65 to 74 years","264","+/-169","95","433"
"B01001C",15.000,"75 to 84 years","28","+/-44","0","72"
"B01001C",16.000,"85 years and over","25","+/-46","0","71"
"B01001C",17.000,"Female:","7,226","+/-1,001","6,225","8,227"
"B01001C",18.000,"Under 5 years","302","+/-150","152","452"
"B01001C",19.000,"5 to 9 years","669","+/-177","492","846"
"B01001C",20.000,"10 to 14 years","476","+/-142","334","618"
"B01001C",21.000,"15 to 17 years","447","+/-296","151","743"
"B01001C",22.000,"18 and 19 years","123","+/-133","0","256"
"B01001C",23.000,"20 to 24 years","613","+/-382","231","995"
"B01001C",24.000,"25 to 29 years","211","+/-196","15","407"
"B01001C",25.000,"30 to 34 years","512","+/-330","182","842"
"B01001C",26.000,"35 to 44 years","933","+/-414","519","1,347"
"B01001C",27.000,"45 to 54 years","1,585","+/-730","855","2,315"
"B01001C",28.000,"55 to 64 years","799","+/-384","415","1,183"
"B01001C",29.000,"65 to 74 years","318","+/-256","62","574"
"B01001C",30.000,"75 to 84 years","218","+/-254","0","472"
"B01001C",31.000,"85 years and over","20","+/-33","0","53"
"B01001D",.,"SEX BY AGE (ASIAN ALONE)",,,,
"B01001D",.,"Universe:  Asian alone population",,,,
"B01001D",1.000,"Total:","7,652","+/-1,507","6,145","9,159"
"B01001D",2.000,"Male:","4,136","+/-975","3,161","5,111"
"B01001D",3.000,"Under 5 years","187","+/-301","0","488"
"B01001D",4.000,"5 to 9 years","110","+/-89","21","199"
"B01001D",5.000,"10 to 14 years","271","+/-171","100","442"
"B01001D",6.000,"15 to 17 years","187","+/-122","65","309"
"B01001D",7.000,"18 and 19 years","193","+/-173","20","366"
"B01001D",8.000,"20 to 24 years","777","+/-329","448","1,106"
"B01001D",9.000,"25 to 29 years","133","+/-109","24","242"
"B01001D",10.000,"30 to 34 years","590","+/-449","141","1,039"
"B01001D",11.000,"35 to 44 years","732","+/-476","256","1,208"
"B01001D",12.000,"45 to 54 years","304","+/-163","141","467"
"B01001D",13.000,"55 to 64 years","162","+/-175","0","337"
"B01001D",14.000,"65 to 74 years","295","+/-389","0","684"
"B01001D",15.000,"75 to 84 years","195","+/-138","57","333"
"B01001D",16.000,"85 years and over","0","+/-211","0","211"
"B01001D",17.000,"Female:","3,516","+/-777","2,739","4,293"
"B01001D",18.000,"Under 5 years","176","+/-123","53","299"
"B01001D",19.000,"5 to 9 years","174","+/-106","68","280"
"B01001D",20.000,"10 to 14 years","370","+/-214","156","584"
"B01001D",21.000,"15 to 17 years","178","+/-122","56","300"
"B01001D",22.000,"18 and 19 years","114","+/-133","0","247"
"B01001D",23.000,"20 to 24 years","609","+/-288","321","897"
"B01001D",24.000,"25 to 29 years","50","+/-55","0","105"
"B01001D",25.000,"30 to 34 years","365","+/-353","12","718"
"B01001D",26.000,"35 to 44 years","598","+/-345","253","943"
"B01001D",27.000,"45 to 54 years","409","+/-222","187","631"
"B01001D",28.000,"55 to 64 years","318","+/-229","89","547"
"B01001D",29.000,"65 to 74 years","101","+/-71","30","172"
"B01001D",30.000,"75 to 84 years","54","+/-68","0","122"
"B01001D",31.000,"85 years and over","0","+/-211","0","211"
"B01001E",.,"SEX BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)",,,,
"B01001E",.,"Universe:  Native Hawaiian and Other Pacific Islander alone population",,,,
"B01001E",1.000,"Total:","N","N","N","N"
"B01001E",2.000,"Male:","N","N","N","N"
"B01001E",3.000,"Under 5 years","N","N","N","N"
"B01001E",4.000,"5 to 9 years","N","N","N","N"
"B01001E",5.000,"10 to 14 years","N","N","N","N"
"B01001E",6.000,"15 to 17 years","N","N","N","N"
"B01001E",7.000,"18 and 19 years","N","N","N","N"
"B01001E",8.000,"20 to 24 years","N","N","N","N"
"B01001E",9.000,"25 to 29 years","N","N","N","N"
"B01001E",10.000,"30 to 34 years","N","N","N","N"
"B01001E",11.000,"35 to 44 years","N","N","N","N"
"B01001E",12.000,"45 to 54 years","N","N","N","N"
"B01001E",13.000,"55 to 64 years","N","N","N","N"
"B01001E",14.000,"65 to 74 years","N","N","N","N"
"B01001E",15.000,"75 to 84 years","N","N","N","N"
"B01001E",16.000,"85 years and over","N","N","N","N"
"B01001E",17.000,"Female:","N","N","N","N"
"B01001E",18.000,"Under 5 years","N","N","N","N"
"B01001E",19.000,"5 to 9 years","N","N","N","N"
"B01001E",20.000,"10 to 14 years","N","N","N","N"
"B01001E",21.000,"15 to 17 years","N","N","N","N"
"B01001E",22.000,"18 and 19 years","N","N","N","N"
"B01001E",23.000,"20 to 24 years","N","N","N","N"
"B01001E",24.000,"25 to 29 years","N","N","N","N"
"B01001E",25.000,"30 to 34 years","N","N","N","N"
"B01001E",26.000,"35 to 44 years","N","N","N","N"
"B01001E",27.000,"45 to 54 years","N","N","N","N"
"B01001E",28.000,"55 to 64 years","N","N","N","N"
"B01001E",29.000,"65 to 74 years","N","N","N","N"
"B01001E",30.000,"75 to 84 years","N","N","N","N"
"B01001E",31.000,"85 years and over","N","N","N","N"
"B01001F",.,"SEX BY AGE (SOME OTHER RACE ALONE)",,,,
"B01001F",.,"Universe:  Some other race alone population",,,,
"B01001F",1.000,"Total:","7,155","+/-1,845","5,310","9,000"
"B01001F",2.000,"Male:","3,280","+/-1,061","2,219","4,341"
"B01001F",3.000,"Under 5 years","386","+/-323","63","709"
"B01001F",4.000,"5 to 9 years","373","+/-246","127","619"
"B01001F",5.000,"10 to 14 years","175","+/-192","0","367"
"B01001F",6.000,"15 to 17 years","176","+/-197","0","373"
"B01001F",7.000,"18 and 19 years","99","+/-135","0","234"
"B01001F",8.000,"20 to 24 years","271","+/-254","17","525"
"B01001F",9.000,"25 to 29 years","112","+/-135","0","247"
"B01001F",10.000,"30 to 34 years","483","+/-360","123","843"
"B01001F",11.000,"35 to 44 years","493","+/-411","82","904"
"B01001F",12.000,"45 to 54 years","333","+/-289","44","622"
"B01001F",13.000,"55 to 64 years","185","+/-165","20","350"
"B01001F",14.000,"65 to 74 years","194","+/-217","0","411"
"B01001F",15.000,"75 to 84 years","0","+/-211","0","211"
"B01001F",16.000,"85 years and over","0","+/-211","0","211"
"B01001F",17.000,"Female:","3,875","+/-1,051","2,824","4,926"
"B01001F",18.000,"Under 5 years","417","+/-264","153","681"
"B01001F",19.000,"5 to 9 years","221","+/-210","11","431"
"B01001F",20.000,"10 to 14 years","316","+/-211","105","527"
"B01001F",21.000,"15 to 17 years","82","+/-90","0","172"
"B01001F",22.000,"18 and 19 years","203","+/-173","30","376"
"B01001F",23.000,"20 to 24 years","388","+/-293","95","681"
"B01001F",24.000,"25 to 29 years","389","+/-309","80","698"
"B01001F",25.000,"30 to 34 years","483","+/-289","194","772"
"B01001F",26.000,"35 to 44 years","621","+/-518","103","1,139"
"B01001F",27.000,"45 to 54 years","329","+/-189","140","518"
"B01001F",28.000,"55 to 64 years","200","+/-190","10","390"
"B01001F",29.000,"65 to 74 years","171","+/-223","0","394"
"B01001F",30.000,"75 to 84 years","0","+/-211","0","211"
"B01001F",31.000,"85 years and over","55","+/-82","0","137"
"B01001G",.,"SEX BY AGE (TWO OR MORE RACES)",,,,
"B01001G",.,"Universe:  Two or more races population",,,,
"B01001G",1.000,"Total:","7,611","+/-1,570","6,041","9,181"
"B01001G",2.000,"Male:","3,723","+/-923","2,800","4,646"
"B01001G",3.000,"Under 5 years","607","+/-332","275","939"
"B01001G",4.000,"5 to 9 years","750","+/-399","351","1,149"
"B01001G",5.000,"10 to 14 years","339","+/-210","129","549"
"B01001G",6.000,"15 to 17 years","429","+/-262","167","691"
"B01001G",7.000,"18 and 19 years","230","+/-202","28","432"
"B01001G",8.000,"20 to 24 years","570","+/-358","212","928"
"B01001G",9.000,"25 to 29 years","52","+/-74","0","126"
"B01001G",10.000,"30 to 34 years","93","+/-69","24","162"
"B01001G",11.000,"35 to 44 years","211","+/-279","0","490"
"B01001G",12.000,"45 to 54 years","201","+/-173","28","374"
"B01001G",13.000,"55 to 64 years","48","+/-79","0","127"
"B01001G",14.000,"65 to 74 years","107","+/-140","0","247"
"B01001G",15.000,"75 to 84 years","86","+/-72","14","158"
"B01001G",16.000,"85 years and over","0","+/-211","0","211"
"B01001G",17.000,"Female:","3,888","+/-931","2,957","4,819"
"B01001G",18.000,"Under 5 years","523","+/-337","186","860"
"B01001G",19.000,"5 to 9 years","709","+/-447","262","1,156"
"B01001G",20.000,"10 to 14 years","494","+/-344","150","838"
"B01001G",21.000,"15 to 17 years","293","+/-209","84","502"
"B01001G",22.000,"18 and 19 years","299","+/-213","86","512"
"B01001G",23.000,"20 to 24 years","372","+/-343","29","715"
"B01001G",24.000,"25 to 29 years","209","+/-198","11","407"
"B01001G",25.000,"30 to 34 years","108","+/-133","0","241"
"B01001G",26.000,"35 to 44 years","243","+/-225","18","468"
"B01001G",27.000,"45 to 54 years","279","+/-193","86","472"
"B01001G",28.000,"55 to 64 years","161","+/-170","0","331"
"B01001G",29.000,"65 to 74 years","95","+/-121","0","216"
"B01001G",30.000,"75 to 84 years","33","+/-55","0","88"
"B01001G",31.000,"85 years and over","70","+/-107","0","177"
"B01001H",.,"SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)",,,,
"B01001H",.,"Universe:  White alone, not Hispanic or Latino population",,,,
"B01001H",1.000,"Total:","693,773","+/-1,063","692,710","694,836"
"B01001H",2.000,"Male:","343,471","+/-819","342,652","344,290"
"B01001H",3.000,"Under 5 years","20,799","+/-233","20,566","21,032"
"B01001H",4.000,"5 to 9 years","19,148","+/-1,084","18,064","20,232"
"B01001H",5.000,"10 to 14 years","21,035","+/-1,099","19,936","22,134"
"B01001H",6.000,"15 to 17 years","14,252","+/-434","13,818","14,686"
"B01001H",7.000,"18 and 19 years","11,519","+/-701","10,818","12,220"
"B01001H",8.000,"20 to 24 years","28,787","+/-882","27,905","29,669"
"B01001H",9.000,"25 to 29 years","25,412","+/-574","24,838","25,986"
"B01001H",10.000,"30 to 34 years","18,052","+/-204","17,848","18,256"
"B01001H",11.000,"35 to 44 years","42,271","+/-162","42,109","42,433"
"B01001H",12.000,"45 to 54 years","52,834","+/-254","52,580","53,088"
"B01001H",13.000,"55 to 64 years","39,849","+/-159","39,690","40,008"
"B01001H",14.000,"65 to 74 years","25,606","+/-202","25,404","25,808"
"B01001H",15.000,"75 to 84 years","17,719","+/-720","16,999","18,439"
"B01001H",16.000,"85 years and over","6,188","+/-747","5,441","6,935"
"B01001H",17.000,"Female:","350,302","+/-713","349,589","351,015"
"B01001H",18.000,"Under 5 years","19,259","+/-123","19,136","19,382"
"B01001H",19.000,"5 to 9 years","17,946","+/-1,100","16,846","19,046"
"B01001H",20.000,"10 to 14 years","20,155","+/-1,131","19,024","21,286"
"B01001H",21.000,"15 to 17 years","14,184","+/-429","13,755","14,613"
"B01001H",22.000,"18 and 19 years","12,331","+/-509","11,822","12,840"
"B01001H",23.000,"20 to 24 years","27,727","+/-547","27,180","28,274"
"B01001H",24.000,"25 to 29 years","22,956","+/-170","22,786","23,126"
"B01001H",25.000,"30 to 34 years","17,516","+/-142","17,374","17,658"
"B01001H",26.000,"35 to 44 years","41,138","+/-197","40,941","41,335"
"B01001H",27.000,"45 to 54 years","51,632","+/-178","51,454","51,810"
"B01001H",28.000,"55 to 64 years","39,208","+/-171","39,037","39,379"
"B01001H",29.000,"65 to 74 years","28,753","+/-173","28,580","28,926"
"B01001H",30.000,"75 to 84 years","23,145","+/-1,010","22,135","24,155"
"B01001H",31.000,"85 years and over","14,352","+/-1,046","13,306","15,398"
"B01001I",.,"SEX BY AGE (HISPANIC OR LATINO)",,,,
"B01001I",.,"Universe:  Hispanic or Latino population",,,,
"B01001I",1.000,"Total:","29,318","+/-492","28,826","29,810"
"B01001I",2.000,"Male:","14,788","+/-1,072","13,716","15,860"
"B01001I",3.000,"Under 5 years","2,279","+/-506","1,773","2,785"
"B01001I",4.000,"5 to 9 years","1,586","+/-487","1,099","2,073"
"B01001I",5.000,"10 to 14 years","803","+/-299","504","1,102"
"B01001I",6.000,"15 to 17 years","735","+/-417","318","1,152"
"B01001I",7.000,"18 and 19 years","506","+/-302","204","808"
"B01001I",8.000,"20 to 24 years","1,012","+/-535","477","1,547"
"B01001I",9.000,"25 to 29 years","2,192","+/-912","1,280","3,104"
"B01001I",10.000,"30 to 34 years","1,584","+/-671","913","2,255"
"B01001I",11.000,"35 to 44 years","1,477","+/-541","936","2,018"
"B01001I",12.000,"45 to 54 years","1,299","+/-606","693","1,905"
"B01001I",13.000,"55 to 64 years","798","+/-377","421","1,175"
"B01001I",14.000,"65 to 74 years","498","+/-302","196","800"
"B01001I",15.000,"75 to 84 years","19","+/-27","0","46"
"B01001I",16.000,"85 years and over","0","+/-211","0","211"
"B01001I",17.000,"Female:","14,530","+/-1,028","13,502","15,558"
"B01001I",18.000,"Under 5 years","2,139","+/-682","1,457","2,821"
"B01001I",19.000,"5 to 9 years","1,730","+/-539","1,191","2,269"
"B01001I",20.000,"10 to 14 years","1,845","+/-592","1,253","2,437"
"B01001I",21.000,"15 to 17 years","279","+/-213","66","492"
"B01001I",22.000,"18 and 19 years","523","+/-325","198","848"
"B01001I",23.000,"20 to 24 years","1,343","+/-550","793","1,893"
"B01001I",24.000,"25 to 29 years","1,883","+/-777","1,106","2,660"
"B01001I",25.000,"30 to 34 years","1,741","+/-545","1,196","2,286"
"B01001I",26.000,"35 to 44 years","1,076","+/-530","546","1,606"
"B01001I",27.000,"45 to 54 years","948","+/-371","577","1,319"
"B01001I",28.000,"55 to 64 years","663","+/-324","339","987"
"B01001I",29.000,"65 to 74 years","189","+/-229","0","418"
"B01001I",30.000,"75 to 84 years","7","+/-12","0","19"
"B01001I",31.000,"85 years and over","164","+/-184","0","348"
"B01002",.,"MEDIAN AGE BY SEX",,,,
"B01002",.,"Universe:  Total population",,,,
"B01002",0.700,"Median age --",,,,
"B01002",1.000,"Total:","37.8","+/-0.3","37.5","38.1"
"B01002",2.000,"Male","36.5","+/-0.4","36.1","36.9"
"B01002",3.000,"Female","39.1","+/-0.4","38.7","39.5"
"B01002A",.,"MEDIAN AGE BY SEX (WHITE ALONE)",,,,
"B01002A",.,"Universe:  White alone population",,,,
"B01002A",0.700,"Median age --",,,,
"B01002A",1.000,"Total:","38.8","+/-0.3","38.5","39.1"
"B01002A",2.000,"Male","37.6","+/-0.3","37.3","37.9"
"B01002A",3.000,"Female","40.0","+/-0.4","39.6","40.4"
"B01002B",.,"MEDIAN AGE BY SEX (BLACK OR AFRICAN AMERICAN ALONE)",,,,
"B01002B",.,"Universe:  Black or African American alone population",,,,
"B01002B",0.700,"Median age --",,,,
"B01002B",1.000,"Total:","19.2","+/-1.7","17.5","20.9"
"B01002B",2.000,"Male","22.5","+/-3.1","19.4","25.6"
"B01002B",3.000,"Female","17.7","+/-2.5","15.2","20.2"
"B01002C",.,"MEDIAN AGE BY SEX (AMERICAN INDIAN AND ALASKA NATIVE)",,,,
"B01002C",.,"Universe:  American Indian and Alaska Native alone population",,,,
"B01002C",0.700,"Median age --",,,,
"B01002C",1.000,"Total:","29.8","+/-4.9","24.9","34.7"
"B01002C",2.000,"Male","25.3","+/-4.3","21.0","29.6"
"B01002C",3.000,"Female","38.2","+/-6.0","32.2","44.2"
"B01002D",.,"MEDIAN AGE BY SEX (ASIAN ALONE)",,,,
"B01002D",.,"Universe:  Asian alone population",,,,
"B01002D",0.700,"Median age --",,,,
"B01002D",1.000,"Total:","31.8","+/-4.3","27.5","36.1"
"B01002D",2.000,"Male","32.8","+/-7.0","25.8","39.8"
"B01002D",3.000,"Female","31.3","+/-6.7","24.6","38.0"
"B01002E",.,"MEDIAN AGE BY SEX (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)",,,,
"B01002E",.,"Universe:  Native Hawaiian and Other Pacific Islander alone population",,,,
"B01002E",0.700,"Median age --",,,,
"B01002E",1.000,"Total:","13.0","+/-13.0","0.0","26.0"
"B01002E",2.000,"Male","7.7","+/-4.4","3.3","12.1"
"B01002E",3.000,"Female","20.0","+/-11.7","8.3","31.7"
"B01002F",.,"MEDIAN AGE BY SEX (SOME OTHER RACE ALONE)",,,,
"B01002F",.,"Universe:  Some other race alone population",,,,
"B01002F",0.700,"Median age --",,,,
"B01002F",1.000,"Total:","29.3","+/-5.4","23.9","34.7"
"B01002F",2.000,"Male","30.6","+/-6.7","23.9","37.3"
"B01002F",3.000,"Female","28.7","+/-5.9","22.8","34.6"
"B01002G",.,"MEDIAN AGE BY SEX (TWO OR MORE RACES)",,,,
"B01002G",.,"Universe:  Two or more races population",,,,
"B01002G",0.700,"Median age --",,,,
"B01002G",1.000,"Total:","16.4","+/-2.6","13.8","19.0"
"B01002G",2.000,"Male","15.6","+/-2.4","13.2","18.0"
"B01002G",3.000,"Female","17.3","+/-4.1","13.2","21.4"
"B01002H",.,"MEDIAN AGE BY SEX (WHITE ALONE, NOT HISPANIC OR LATINO)",,,,
"B01002H",.,"Universe:  White alone, not Hispanic or Latino population",,,,
"B01002H",0.700,"Median age --",,,,
"B01002H",1.000,"Total:","39.8","+/-0.2","39.6","40.0"
"B01002H",2.000,"Male","38.4","+/-0.3","38.1","38.7"
"B01002H",3.000,"Female","41.0","+/-0.3","40.7","41.3"
"B01002I",.,"MEDIAN AGE BY SEX (HISPANIC OR LATINO)",,,,
"B01002I",.,"Universe:  Hispanic or Latino population",,,,
"B01002I",0.700,"Median age --",,,,
"B01002I",1.000,"Total:","24.8","+/-1.8","23.0","26.6"
"B01002I",2.000,"Male","26.1","+/-1.6","24.5","27.7"
"B01002I",3.000,"Female","22.8","+/-3.6","19.2","26.4"
"B01003",.,"TOTAL POPULATION",,,,
"B01003",.,"Universe:  Total population",,,,
"B01003",1.000,"Total","757,341","+/-898","756,443","758,239"
"B02001",.,"RACE",,,,
"B02001",.,"Universe:  Total population",,,,
"B02001",1.000,"Total:","757,341","+/-898","756,443","758,239"
"B02001",2.000,"White alone","714,802","+/-2,293","712,509","717,095"
"B02001",3.000,"Black or African American alone","5,023","+/-1,062","3,961","6,085"
"B02001",4.000,"American Indian and Alaska Native alone","14,392","+/-1,362","13,030","15,754"
"B02001",5.000,"Asian alone","7,652","+/-1,507","6,145","9,159"
"B02001",6.000,"Native Hawaiian and Other Pacific Islander alone","706","+/-540","166","1,246"
"B02001",7.000,"Some other race alone","7,155","+/-1,845","5,310","9,000"
