Rec ID	Name of Recipient	City	St	Cst Ctr	DBE Appr Date	CFY Pending	CFY Reserved	Total Available	CFY Obligations	Percent
         1139	MESA COUNTY                                                           	GRAND JUNCTION      	CO	        78800	16-apr-2004              	               $0.00	         $1307757.00	         $1307757.00	         $1307757.00	          100
         1140	CITY OF  PUEBLO                                                       	PUEBLO              	CO	        78800	01-jun-2004              	               $0.00	         $1416709.00	         $1416709.00	         $1416709.00	          100
         1143	CITY OF GREELEY                                                       	GREELEY             	CO	        78800	                         	               $0.00	         $1026055.00	         $1026055.00	         $1026055.00	          100
         1144	MONTANA DEPARTMENT OF TRANSPORTATION                                  	HELENA              	MT	        78800	                         	               $0.00	         $3095945.00	         $3095945.00	         $3095945.00	          100
         1148	GREAT FALLS TRANSIT DISTRICT                                          	GREAT FALLS         	MT	        78800	                         	               $0.00	          $291262.00	          $291262.00	          $291262.00	          100
         1149	MISSOULA URBAN TRANSPORTATION DISTRICT                                	MISSOULA            	MT	        78800	                         	               $0.00	         $1940602.00	         $1940602.00	         $1940602.00	          100
         1150	CITY OF BILLINGS                                                      	BILLINGS            	MT	        78800	14-may-2004              	               $0.00	         $4499712.00	         $4499712.00	          $791851.00	           18
         1153	NORTH DAKOTA DEPARTMENT OF TRANSPORTATION                             	BISMARCK            	ND	        78800	                         	               $0.00	         $2596488.00	         $2596488.00	         $2596488.00	          100
         1155	CITY OF BISMARCK                                                      	BISMARCK            	ND	        78800	04-may-2004              	               $0.00	         $1529173.00	         $1529173.00	         $1529173.00	          100
         1156	CITY OF FARGO                                                         	FARGO               	ND	        78800	07-jun-2004              	               $0.00	         $3235384.00	         $3235384.00	         $3235384.00	          100
         1157	CITY OF GRAND FORKS                                                   	GRAND FORKS         	ND	        78800	30-sep-2004              	               $0.00	          $834454.00	          $834454.00	          $834454.00	          100
         1160	SOUTH DAKOTA DEPARTMENT OF TRANSPORTATION                             	PIERRE              	SD	        78800	21-jul-2004              	               $0.00	         $1117095.00	         $1117095.00	         $1117095.00	          100
         1162	CITY OF RAPID CITY                                                    	RAPID CITY          	SD	        78800	                         	               $0.00	          $574035.00	          $574035.00	          $574035.00	          100
         1163	SIOUX FALLS TRANSIT                                                   	SIOUX FALLS         	SD	        78800	28-may-2004              	               $0.00	         $2431011.00	         $2431011.00	         $2431011.00	          100
         1164	UTAH DEPARTMENT OF TRANSPORTATION                                     	SALT LAKE CITY      	UT	        78800	11-may-2000              	               $0.00	          $891925.00	          $891925.00	          $891925.00	          100
         1167	UTAH TRANSIT AUTHORITY                                                	SALT LAKE CITY      	UT	        78800	27-may-2007              	          $700000.00	        $30178231.00	        $30878231.00	        $30178231.00	           98
         1168	WYOMING DEPARTMENT OF TRANSPORTATION                                  	CHEYENNE            	WY	        78800	31-jan-2004              	               $0.00	         $1872509.00	         $1872509.00	         $1872509.00	          100
         1169	CHEYENNE, CITY OF                                                     	CHEYENNE            	WY	        78800	                         	               $0.00	          $732219.00	          $732219.00	          $732219.00	          100
         1171	CITY OF CASPER                                                        	CASPER              	WY	        78800	07-may-2004              	               $0.00	          $813755.00	          $813755.00	          $813755.00	          100
         1173	TELLURIDE, TOWN OF                                                    	TELLURIDE           	CO	        78800	13-apr-2004              	               $0.00	          $323403.00	          $323403.00	          $323403.00	          100
         1177	STATE OF ILLINOIS DEPARTMENT OF TRANSPORTATION                        	CHICAGO             	IL	        78500	                         	               $0.00	        $17234865.00	        $17234865.00	        $17234865.00	          100
         1179	GREATER PEORIA MASS TRANSIT DISTRICT                                  	PEORIA              	IL	        78500	                         	               $0.00	         $1503764.00	         $1503764.00	         $1503764.00	          100
         1180	ROCK ISLAND COUNTY METROPOLITAN MASS TRANSIT DISTRICT                 	ROCK ISLAND         	IL	        78700	01-apr-2005              	           $55200.00	          $714052.00	          $769252.00	          $714052.00	           93
         1181	BLOOMINGTON-NORMAL                 PUBLIC TRANSIT SYSTEM              	BLOOMINGTON         	IL	        78500	                         	               $0.00	         $1515365.00	         $1515365.00	         $1515365.00	          100
         1182	CHICAGO TRANSIT AUTHORITY                                             	CHICAGO             	IL	        78500	04-may-2000              	               $0.00	        $53155082.00	        $53155082.00	        $53155082.00	          100
         1186	ROCKFORD MASS TRANSIT DISTRICT                                        	ROCKFORD            	IL	        78500	14-sep-2000              	          $182509.00	         $1968217.00	         $2150726.00	         $1968217.00	           92
         1187	SPRINGFIELD MASS TRANSIT DISTRICT                                     	SPRINGFIELD         	IL	        78500	                         	               $0.00	         $1826223.00	         $1826223.00	         $1826223.00	          100
         1188	CHAMPAIGN-URBANA MASS TRANSIT DISTRICT                                	URBANA              	IL	        78500	                         	               $0.00	         $4736000.00	         $4736000.00	         $4240000.00	           90
         1189	INDIANA DEPARTMENT OF TRANSPORTATION                                  	INDIANAPOLIS        	IN	        78500	10-mar-2000              	               $0.00	        $10182303.00	        $10182303.00	        $10182303.00	          100
         1191	FORT WAYNE PUBLIC TRANSPORTATION CORP.                                	FORT WAYNE          	IN	        78500	14-sep-2000              	               $0.00	         $2407635.00	         $2407635.00	         $2407635.00	          100
         1193	NORTHWESTERN INDIANA REGIONAL PLANNING COMMISSION                     	PORTAGE             	IN	        78500	14-sep-2000              	               $0.00	         $3447728.00	         $3447728.00	         $3447728.00	          100
         1194	GREATER LAFAYETTE PUBLIC TRANSPORTATION CORPORATION                   	LAFAYETTE           	IN	        78500	                         	               $0.00	         $2788365.00	         $2788365.00	         $2619444.00	           94
         1197	SOUTH BEND PUBLIC TRANSPORTATION   CORPORATION                        	SOUTH BEND          	IN	        78500	                         	               $0.00	         $3097526.00	         $3097526.00	         $3097526.00	          100
         1198	CITY OF ANDERSON                                                      	ANDERSON            	IN	        78500	25-may-2000              	               $0.00	          $873366.00	          $873366.00	          $873366.00	          100
         1200	GARY PUBLIC TRANSPORTATION CORPORATION                                	GARY                	IN	        78500	                         	               $0.00	         $3571228.00	         $3571228.00	         $3571228.00	          100
         1202	INDIANAPOLIS PUBLIC TRANSPORTATION CORPORATION                        	INDIANAPOLIS        	IN	        78500	                         	               $0.00	         $6360816.00	         $6360816.00	         $6360816.00	          100
         1207	MICHIGAN DEPARTMENT OF TRANSPORTATION                                 	LANSING             	MI	        78500	27-jul-2000              	         $1748070.00	         $6453088.00	         $8201158.00	         $6453088.00	           79
         1208	BAY  METROPOLITAN TRANSPORTATION AUTHORITY                            	BAY CITY            	MI	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1209	SUBURBAN MOBILITY AUTHORITY FOR REGIONAL TRANSPORTATION               	DETROIT             	MI	        78500	                         	               $0.00	         $7339024.00	         $7339024.00	         $1713819.00	           23
         1210	Interurban Transit Partnership                                        	GRAND RAPIDS        	MI	        78500	07-sep-2000              	               $0.00	         $3486666.00	         $3486666.00	         $1440000.00	           41
         1211	KALAMAZOO METRO TRANSIT                                               	KALAMAZOO           	MI	        78500	22-aug-2000              	               $0.00	         $1952520.00	         $1952520.00	         $1952520.00	          100
         1212	COUNTY OF MUSKEGON -- MUSKEGON AREA TRANSIT SYSTEM                    	MUSKEGON HEIGHTS    	MI	        78500	                         	         $1466834.00	               $0.00	         $1466834.00	               $0.00	            0
         1214	BATTLE CREEK TRANSIT SYSTEM                                           	BATTLE CREEK        	MI	        78500	07-sep-2000              	               $0.00	          $624074.00	          $624074.00	          $624074.00	          100
         1215	TWIN CITIES  AREA TRANSPORTATION AUTHORITY                            	BENTON HARBOR       	MI	        78500	                         	               $0.00	          $809730.00	          $809730.00	          $809730.00	          100
         1218	CAPITAL  AREA TRANSPORTATION AUTHORITY                                	LANSING             	MI	        78500	                         	               $0.00	         $1780837.00	         $1780837.00	          $345004.00	           19
         1220	ANN ARBOR TRANSPORTATION AUTHORITY                                    	ANN ARBOR           	MI	        78500	24-may-2000              	               $0.00	         $4245644.00	         $4245644.00	         $4245644.00	          100
         1221	DULUTH TRANSIT AUTHORITY                                              	DULUTH              	MN	        78500	                         	          $987647.00	         $2569600.00	         $3557247.00	         $2569600.00	           72
         1222	CITY OF ROCHESTER                                                     	ROCHESTER           	MN	        78500	                         	               $0.00	          $877855.00	          $877855.00	          $877855.00	          100
         1223	ST. CLOUD METROPOLITAN TRANSIT     COMMISSION                         	ST. CLOUD           	MN	        78500	                         	         $2666806.00	         $1441445.00	         $4108251.00	         $1441445.00	           35
         1224	METROPOLITAN TRANSIT COMMISSION                                       	MINNEAPOLIS,        	MN	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1225	OHIO DEPT. OF TRANSPORTATION                                          	COLUMBUS            	OH	        78500	01-may-2000              	        $11917848.00	         $7260956.00	        $19178804.00	         $7260956.00	           38
         1226	Stark Area Regional Transit Authority                                 	CANTON              	OH	        78500	                         	               $0.00	         $2609974.00	         $2609974.00	         $2609974.00	          100
         1228	CENTRAL OHIO TRANSIT AUTHORITY                                        	COLUMBUS            	OH	        78500	                         	               $0.00	        $10107770.00	        $10107770.00	        $10107770.00	          100
         1229	LORAIN COUNTY TRANSIT BOARD                                           	LORAIN              	OH	        78500	                         	               $0.00	         $4922848.00	         $4922848.00	         $4922848.00	          100
         1230	ALLEN COUNTY REGIONAL TRANSIT      AUTHORITY                          	LIMA                	OH	        78500	                         	               $0.00	          $287000.00	          $287000.00	          $287000.00	          100
         1231	MIDDLETOWN, CITY OF                DIRECTOR OF PUBLIC SERVICE         	MIDDLETOWN          	OH	        78500	11-dec-2000              	               $0.00	          $449343.00	          $449343.00	          $449343.00	          100
         1234	WESTERN RESERVE TRANSIT AUTHORITY                                     	YOUNGSTOWN          	OH	        78500	                         	               $0.00	         $3223986.00	         $3223986.00	         $3223986.00	          100
         1235	METRO REGIONAL TRANSIT AUTHORITY                                      	AKRON               	OH	        78500	                         	               $0.00	         $4011148.00	         $4011148.00	         $4011148.00	          100
         1237	GREATER CLEVELAND REGIONAL TRANSIT AUTHORITY                          	CLEVELAND           	OH	        78500	09-may-2000              	        $56638272.00	        $37295085.00	        $93933357.00	        $37295085.00	           40
         1238	Greater Dayton Regional Transit Authority                             	DAYTON              	OH	        78500	                         	               $0.00	         $4953676.00	         $4953676.00	         $4953676.00	          100
         1240	RICHLAND COUNTY TRANSIT BOARD                                         	MANSFIELD           	OH	        78500	                         	               $0.00	          $298807.00	          $298807.00	          $298807.00	          100
         1242	CITY OF SPRINGFIELD                                                   	SPRINGFIELD         	OH	        78500	                         	               $0.00	          $139242.00	          $139242.00	          $139242.00	          100
         1243	TOLEDO AREA REGIONAL TRANSIT AUTHORITY                                	TOLEDO              	OH	        78500	                         	               $0.00	         $7126210.00	         $7126210.00	         $7126210.00	          100
         1245	WISCONSIN DEPT. OF TRANSPORTATION/BUREAU OF TRANSIT                   	MADISON             	WI	        78500	01-jan-2000              	               $0.00	        $24371659.00	        $24371659.00	         $7722638.00	           32
         1247	CITY OF GREEN BAY TRANSIT SYSTEM                                      	GREEN BAY           	WI	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1256	KENOSHA DEPARTMENT OF TRANSPORTATION                                  	KENOSHA             	WI	        78500	                         	         $1598233.00	               $0.00	         $1598233.00	               $0.00	            0
         1262	CITY OF RACINE                                                        	RACINE              	WI	        78500	                         	         $1807597.00	               $0.00	         $1807597.00	               $0.00	            0
         1264	WAUKESHA COUNTY                                                       	WAUKESHA            	WI	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1266	OSHKOSH TRANSIT SYSTEM                                                	OSHKOSH             	WI	        78500	                         	               $0.00	          $761079.00	          $761079.00	          $761079.00	          100
         1274	CITY OF DECATUR                                                       	DECATUR             	IL	        78500	                         	               $0.00	         $1306579.00	         $1306579.00	         $1306579.00	          100
         1288	MICHIANA AREA COUNCIL OF GOVERNMENTS                                  	SOUTH BEND          	IN	        78500	                         	         $1607609.00	               $0.00	         $1607609.00	               $0.00	            0
         1308	OHIO-KENTUCKY-INDIANA REGIONAL     COUNCIL OF GOVERNMENTS             	CINCINNATI          	OH	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1309	NORTHEAST OHIO AREAWIDE COORDINATING AGENCY                           	CLEVELAND           	OH	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1318	CITY OF BELOIT                                                        	BELOIT              	WI	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1319	CITY OF EAU CLAIRE                                                    	EAU CLAIRE          	WI	        78500	                         	               $0.00	               $0.00	               $0.00	               $0.00	            0
         1322	JANESVILLE TRANSIT SYSTEM                                             	JANESVILLE          	WI	        78500	                         	               $0.00	          $433007.00	          $433007.00	          $433007.00	          100
         1323	LACROSSE MUNICIPAL TRANSIT UTILITY                                    	LACROSSE            	WI	        78500	                         	         $1327717.00	               $0.00	         $1327717.00	               $0.00	            0
         1334	CONNECTICUT DEPARTMENT OF TRANSPORTATION                              	NEWINGTON           	CT	        78100	23-mar-2000              	               $0.00	        $63798460.00	        $63798460.00	        $63798460.00	          100
         1335	GREATER HARTFORD TRANSIT DISTRICT                                     	HARTFORD            	CT	        78100	29-feb-2000              	           $25000.00	         $3802469.00	         $3827469.00	         $3730469.00	           97
         1339	NORWALK TRANSIT DISTRICT                                              	NORWALK             	CT	        78100	15-may-2000              	               $0.00	          $718967.00	          $718967.00	          $316967.00	           44
         1346	MAINE DEPARTMENT OF TRANSPORTATION                                    	AUGUSTA             	ME	        78100	18-may-2000              	        $11140000.00	         $3435540.00	        $14575540.00	         $3192595.00	           22
         1348	GREATER PORTLAND TRANSIT DISTRICT                                     	PORTLAND            	ME	        78100	08-jun-2000              	          $780000.00	         $1650000.00	         $2430000.00	         $1650000.00	           68
         1365	GREATER ATTLEBORO-TAUNTON REGIONAL TRANSIT AUTHORITY                  	ATTLEBORO           	MA	        78100	30-jun-2000              	         $2360000.00	          $109106.00	         $2469106.00	               $0.00	            0
         1368	CAPE COD REGIONAL TRANSIT AUTHORITY                                   	Hyannis             	MA	        78100	13-jun-2000              	               $0.00	         $3230055.00	         $3230055.00	         $2175254.00	           67
         1369	MASSACHUSETTS BAY TRANSPORTATION AUTHORITY                            	BOSTON              	MA	        78100	17-mar-2000              	        $35480000.00	       $137698978.00	       $173178978.00	       $107122978.00	           62
         1370	BROCKTON AREA TRANSIT AUTHORITY                                       	BROCKTON            	MA	        78100	28-aug-2000              	          $510000.00	         $1830395.00	         $2340395.00	         $1154709.00	           49
         1371	MONTACHUSETT REGIONAL TRANSIT      AUTHORITY                          	FITCHBURG           	MA	        78100	19-mar-2001              	          $811360.00	         $1407763.00	         $2219123.00	         $1407763.00	           63
         1372	CAPE ANN TRANSPORTATION AUTHORITY                                     	GLOUCESTER          	MA	        78100	                         	          $615985.00	               $0.00	          $615985.00	               $0.00	            0
         1373	FRANKLIN REGIONAL TRANSIT AUTHORITY                                   	GREENFIELD          	MA	        78100	13-jun-2000              	               $0.00	          $239104.00	          $239104.00	               $0.00	            0
         1374	MERRIMACK VALLEY REGIONAL TRANSIT AUTHORITY                           	HAVERHILL           	MA	        78100	30-may-2000              	           $50679.00	         $5162226.00	         $5212905.00	         $4824383.00	           93
         1375	LOWELL REGIONAL TRANSIT AUTHORITY                                     	LOWELL              	MA	        78100	21-aug-2000              	          $656288.00	         $1004059.00	         $1660347.00	          $700000.00	           42
         1378	BERKSHIRE REGIONAL TRANSIT AUTHORITY                                  	PITTSFIELD          	MA	        78100	                         	          $497982.00	         $1406238.00	         $1904220.00	         $1406238.00	           74
         1379	PIONEER VALLEY TRANSIT AUTHORITY                                      	SPRINGFIELD         	MA	        78100	14-jun-2000              	         $3000000.00	         $3933693.00	         $6933693.00	               $0.00	            0
         1380	WORCESTER REGIONAL TRANSIT AUTHORITY                                  	WORCESTER           	MA	        78100	13-jun-2000              	         $1846398.00	               $0.00	         $1846398.00	               $0.00	            0
         1385	NEW HAMPSHIRE DEPARTMENT OF TRANSPORTATION                            	CONCORD             	NH	        78100	10-mar-2000              	               $0.00	         $2112433.00	         $2112433.00	         $2112433.00	          100
         1387	MANCHESTER TRANSIT AUTHORITY                                          	MANCHESTER          	NH	        78100	30-may-2000              	               $0.00	          $960000.00	          $960000.00	          $960000.00	          100
         1388	RHODE ISLAND PUBLIC TRANSIT AUTHORITY                                 	PROVIDENCE          	RI	        78100	                         	         $1727261.00	        $11439004.00	        $13166265.00	        $11439004.00	           87
         1393	VERMONT AGENCY OF TRANSPORTATION                                      	MONTPELIER          	VT	        78100	30-mar-2000              	           $88930.00	         $4872907.00	         $4961837.00	         $4872907.00	           98
         1394	CHITTENDEN COUNTY TRANSPORTATION AUTHORITY                            	BURLINGTON          	VT	        78100	26-oct-2000              	               $0.00	          $370155.00	          $370155.00	          $370155.00	          100
         1396	DELAWARE DEPARTMENT OF TRANSPORTATION                                 	DOVER               	DE	        78300	07-mar-2000              	           $20000.00	         $6693987.00	         $6713987.00	         $6693987.00	          100
         1397	GOVERNMENT OF THE DISTRICT OF COLUMBIA, DEPT. OF TRANSPORTATION       	WASHINGTON          	DC	        78300	20-apr-2000              	               $0.00	          $658362.00	          $658362.00	          $658362.00	          100
         1398	WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA)                	WASHINGTON          	DC	        65000	18-nov-1999              	        $56737845.00	        $50598011.00	       $107335856.00	          $491839.00	            0
         1399	CITY OF ASHLAND                                                       	ASHLAND             	KY	        78400	07-sep-2000              	               $0.00	          $535254.00	          $535254.00	          $535254.00	          100
         1401	MARYLAND TRANSIT ADMINISTRATION                                       	BALTIMORE           	MD	        78300	05-apr-2000              	        $42286530.00	       $111802375.00	       $154088905.00	       $107382206.00	           70
         1413	DELAWARE RIVER PORT AUTHORITY                                         	CAMDEN              	NJ	        78300	10-oct-2000              	               $0.00	        $19811393.00	        $19811393.00	        $19811393.00	          100
         1414	NEW JERSEY TRANSIT CORPORATION                                        	NEWARK              	NJ	        78200	25-apr-2000              	        $36300157.00	       $156555517.00	       $192855674.00	        $40525853.00	           21
