_EF_PROGRAM_FACILITY_EZ.PGM_SYS_ACRNM,V_EF_PROGRAM_FACILITY_EZ.PGM_SYS_ID,V_EF_PROGRAM_FACILITY_EZ.REGISTRY_ID,V_EF_PROGRAM_FACILITY_EZ.STANDZED_PRIM_NAME,V_EF_PROGRAM_FACILITY_EZ.PRIMARY_NAME,V_EF_PROGRAM_FACILITY_EZ.CITY_NAME,V_EF_PROGRAM_FACILITY_EZ.COUNTY_NAME,V_EF_PROGRAM_FACILITY_EZ.STATE_CODE,V_EF_PROGRAM_FACILITY_EZ.POSTAL_CODE
TRIS,77003MRDCN3115P,110002133272,AMRAD,AMRAD CO INC,HOUSTON,HARRIS,TX,770034630
TRIS,77503LBMRL2500N,110000462669,ALBEMARLE ; HOUSTON PLT,ALBEMARLE CORPORATION HOUSTON PLANT,PASADENA,HARRIS,TX,775030000
TRIS,77503MCCHM1500N,110000462678,BP AMOCO CHEM,BP AMOCO CHEMICAL COMPANY,PASADENA,HARRIS,TX,775012016
TRIS,76367WRGRC1301M,110000822619,CRYOVAC IA PARK FACLTY,CRYOVAC IOWA PARK FACILITY,IOWA PARK,WICHITA,TX,76367
TRIS,77033GRDNR6733S,110002133575,GARDNER ASPHALT,GARDNER ASPHALT,HOUSTON,HARRIS,TX,77033
TRIS,77507CMRCS5757U,110000462776,SYNGENTA CROP PROTECTION,SYNGENTA CROP PROTECTION,PASADENA,HARRIS,TX,77507
TRIS,77506SDPWT701LI,110000462785,AES DEEPWATER COGENERATION PLT,AES DEEPWATER COGENERATION PLANT,PASADENA,HARRIS,TX,77506
TRIS,77507FMCCR12000,110000462838,FMC BAYPORT TX FACLTY,FMC BAYPORT TEXAS FACILITY,PASADENA,HARRIS,TX,77507
TRIS,77507HLDRT10010,110000462883,HALDOR TOPSOE,HALDOR TOPSOE,PASADENA,HARRIS,TX,77507
TRIS,77520TXSPT464WB,110000501519,TX PETROCHEMICALS BAYTOWN TERML,TEXAS PETROCHEMICALS BAYTOWN TERMINAL,BAYTOWN,HARRIS,TX,77520
TRIS,75040QKTFX209RA,110000501724,QUICK TO FIX FOODS,QUICK TO FIX FOODS  INC,GARLAND,DALLAS,TX,75040
TRIS,75051TXSRC417ID,110000769543,TX AIRCRAFT MILLING,TEXAS AIRCRAFT MILLING,GRAND PRAIRIE,DALLAS,TX,750512499
TRIS,77488NNYPL700HW,110000823798,NAN YA PLASTICS,NAN YA PLASTICS,WHARTON,WHARTON,TX,77488
TRIS,77043MLLPR10875,110002133673,US FILTER,U S FILTER,HOUSTON,HARRIS,TX,77043
TRIS,77074HLLBR6909S,110002133842,HALLIBURTON GEO SVC,HALLIBURTON GEOPHYSICAL SERVICES,HOUSTON,HARRIS,TX,77074
TRIS,77507RCCHM10801,110000463007,LCC BAYPORT LYONDELL,LCC BAYPORT LYONDELL,PASADENA,HARRIS,TX,77507
TRIS,77520NTRLG3601D,110000463105,NATURAL GAS ODORIZING,NATURAL GAS ODORIZING,BAYTOWN,HARRIS,TX,77520
TRIS,79701PTRLTI20WE,110000713602,BAKER PETROLITE,BAKER PETROLITE CORPORATION,MIDLAND,MIDLAND,TX,79711
TRIS,76111DSGNF3709E,110000769687,5 STAR CUSTOM FOODS,FIVE STAR CUSTOM FOODS,FORT WORTH,TARRANT,TX,76111
TRIS,77025BRCHS11530,110000769703,BROCHSTEINS,BROCHSTEINS,HOUSTON,HARRIS,TX,77025
TRIS,77289CSTMB2550G,110002134002,CUSTOM BLAST SVC,CUSTOM BLAST SERVICES,HOUSTON,HARRIS,TX,772890426
TRIS,77303RRWHD9200F,110002134011,ARROWHEAD IND WATER,ARROWHEAD INDUSTRIAL WATER,CONROE,MONTGOMERY,TX,77303
TRIS,77503GNC004402P,110002134048,POLYONE,POLYONE CORPORATION,PASADENA,HARRIS,TX,77503
TRIS,76117NDCSN4105M,110001876925,ANODICS,ANODICS,HALTOM CITY,TARRANT,TX,76117
TRIS,77536SFTYK2027B,110000463365,CLEAN HARBORS DEER PARK LP,CLEAN HARBORS DEER PARK LP,DEER PARK,HARRIS,TX,77536
TRIS,77541SCHNC702FM,110000463427,SI GROUP TX OPR,SI GROUP TEXAS OPERATIONS,FREEPORT,BRAZORIA,TX,77541
TRIS,79601FRTPHFM283,110000502046,FT PHANTOM PWR STA,FORT PHANTOM POWER STATION,ABILENE,TAYLOR,TX,79601
TRIS,75119GLBPR1490J,110000824458,GLOBE PROD,GLOBE PRODUCTS COMPANY,ENNIS,ELLIS,TX,75119
TRIS,77515GRFBR1508E,110002134119,GREIF BROS ANGLETON,GREIF BROTHERS ANGLETON,ANGLETON,BRAZORIA,TX,77515
TRIS,77550MDRLL4105P,110002134173,M I DRILLING FLUIDS ; CO GALVESTON,M-I DRILLING FLUIDS CO - CO-GALVESTON,GALVESTON,GALVESTON,TX,77550
TRIS,77627BGTHR5100N,110002134226,AIR LIQUIDE AMER NEDERLAND ASU,AIR LIQUIDE AMERICA NEDERLAND ASU,NEDERLAND,JEFFERSON,TX,776273150
TRIS,77840LCTRN7807E,110002134351,ELEC ASMBLY PLT ELEC ASMBLY EAP ES,ELECTRONIC ASSEMBLY PLANT ELECTRONIC ASSEMBLY EAP ES,COLLEGE STATION,BRAZOS,TX,77845
TRIS,77665SDBGH24784,110005025506,BIG HILL STRATEGIC PETRO RESERVE,BIG HILL STRATEGIC PETROLEUM RESERVE,WINNIE,CHAMBERS,TX,77665
TRIS,77571RSTCH8811S,110000463631,SUNOCO R AND M LA PORTE PLT,SUNOCO R&M LA PORTE PLANT,LA PORTE,HARRIS,TX,775721436
TRIS,77572LRLND780SO,110000463668,LAUREL IND,LAUREL INDUSTRIES INCORPORATED,LA PORTE,HARRIS,TX,77571
TRIS,77625HYDRC5131W,110000463908,HYDRO ACTION,HYDRO-ACTION INC,KOUNTZE,HARDIN,TX,776259319
TRIS,78023VLCNM12354,110001994959,VULCAN HELOTES ASPHALT CONCRETE PLT NO 2,VULCAN HELOTES ASPHALT CONCRETE PLANT NO 2,HELOTES,BEXAR,TX,78023
TRIS,75087LNSTR1930A,110000825000,LONE STAR CIRCUITS ROCKWALL,LONE STAR CIRCUITS ROCKWALL,ROCKWALL,ROCKWALL,TX,75087
TRIS,77630SCHLMTHOMA,110000463962,A SCHULMAN ; DISPERSIONS DIV,A SCHULMAN INCORPORATED DISPERSIONS DIVISION,ORANGE,ORANGE,TX,776301517
TRIS,77641BTHLH2500M,110000464033,TX DRYDOCK ; DOCKYARD,TEXAS DRYDOCK INC DOCKYARD,PORT ARTHUR,JEFFERSON,TX,77640
TRIS,75119NNSPN2800O,110000598764,ENNIS PAINT NORTH PLT,ENNIS PAINT NORTH PLANT,ENNIS,ELLIS,TX,75119
TRIS,78249LMMRB4931E,110002134743,ALAMO MARBLE,ALAMO MARBLE,SAN ANTONIO,BEXAR,TX,78249
TRIS,78415BRDNN4930A,110002134805,BORDEN ; GROCERY AND SPCLTY PROD,BORDEN INC. GROCERY & SPECIALTY PRODUCTS,CORPUS CHRISTI,NUECES,TX,78415
TRIS,77801KNTMR1460F,110000464257,KENT MOORE CBNT,KENT MOORE CABINETS,BRYAN,BRAZOS,TX,778011129
TRIS,77833GTSML1GATE,110000464328,LONGWOOD ELASTOMERS,LONGWOOD ELASTOMERS,BRENHAM,WASHINGTON,TX,77833
TRIS,75662RMTGSHWY25,110000598880,MANSFIELD PLUMBING PROD,MANSFIELD PLUMBING PRODUCTS,KILGORE,GREGG,TX,75662
TRIS,75792DRBRN12032,110000598960,DEARBORN BRASS MOEN,DEARBORN BRASS MOEN INC,TYLER,SMITH,TX,75708
TRIS,75951TXSLCBEVIL,110000599059,TX ELEC COOP JASPER,TEXAS ELECTRIC COOPERATIVES JASPER,JASPER,JASPER,TX,75951
TRIS,75972DWDPRHWY96,110000599077,D AND I WOOD PROD,D & I WOOD PRODUCTS INC.,SAN AUGUSTINE,SAN AUGUSTINE,TX,75972
TRIS,75006PLSTC1223T,110002130738,PLASTECH,PLASTECH CORPORATION,CARROLLTON,DALLAS,TX,75006
TRIS,78577KRNLB400EE,110002134930,KERN LIEBERS TX,KERN LIEBERS TEXAS INCORPORATED,PHARR,HIDALGO,TX,78577
TRIS,78611SRCST200SU,110002134949,SURE CAST,SURE CAST,BURNET,BURNET,TX,78611
TRIS,78758HRTGR8000S,110002135118,HART GRAPHICS,HART GRAPHICS INCORPORATED,AUSTIN,TRAVIS,TX,78758
TRIS,78118NDSTR300WR,110000464505,IND PIPE AND PLASTICS,INDUSTRIAL PIPE AND PLASTICS,KARNES CITY,KARNES,TX,78118
TRIS,78119QLNCM1MILL,110000464514,AQUALON MILL STREET PLT,AQUALON MILL STREET PLANT,KENEDY,KARNES,TX,78119
TRIS,78154MNTCH9893D,110000464578,MONOTECH OF TX,MONOTECH OF TEXAS,SCHERTZ,COMAL,TX,78154-9400
TRIS,78216GDNVT8803W,110000464701,ALLIED AVIATION OF SAN ANTONIO,ALLIED AVIATION OF SAN ANTONIO,SAN ANTONIO,BEXAR,TX,78216
TRIS,78218BRRDG6515F,110000464747,BERRIDGE MFG,BERRIDGE MANUFACTURING,SAN ANTONIO,BEXAR,TX,78218
TRIS,75662PTRLT1602S,110005100292,BAKER PETROLITE KILGORE WHSE,BAKER PETROLITE KILGORE WHSE,KILGORE,GREGG,TX,75662
TRIS,75243TXSNS13500,110005058043,TX INSTRUMENTS NORTH CAMPUS,TEXAS INSTRUMENTS NORTH CAMPUS,DALLAS,DALLAS,TX,75243
TRIS,79756CHMPN110NE,110005154670,CHAMPION TECH,CHAMPION TECHNOLOGIES,MONAHANS,WARD,TX,79756
TRIS,77705FTRFMROUTE,110005102913,FUTURE FOAM,FUTURE FOAM INC,BEAUMONT,JEFFERSON,TX,77705
TRIS,77507NVMLC10200,110005125587,NOVA MOLECULAR TECH,NOVA MOLECULAR TECHNOLOGIES,PASADENA,HARRIS,TX,77507
TRIS,76092DLDNC4285T,110005112644,DALDEN,DALDEN,SOUTHLAKE,TARRANT,TX,76092
TRIS,76055RNGRMOLDMI,110006525527,RANGAIRE,RANGAIRE COMPANY,ITASCA,HILL,TX,76055
TRIS,77868TRNTYHWY6S,110006526027,TRINITY IND 56,TRINITY INDUSTRIES 56,NAVASOTA,GRIMES,TX,77868
TRIS,76040DRCTF12625,110007199245,DIRECT FUELS,DIRECT FUELS,EULESS,TARRANT,TX,76040
TRIS,79711MDLND10306,110007197808,TUBOSCOPE MIDLAND COTG PLT,TUBOSCOPE MIDLAND COATING PLANT,MIDLAND,MIDLAND,TX,79701
TRIS,75216TMKRF7910C,110007177198,TAMKO BLDG PROD DALLAS,TAMKO BUILDING PRODUCTS DALLAS,DALLAS,DALLAS,TX,75216-4128
TRIS,77469TXPSL7535H,110007177553,CLODINE EXPANDED SHALE AND CLAY PROD,CLODINE EXPANDED SHALE & CLAY PRODUCTS,RICHMOND,FORT BEND,TX,77469
TRIS,79013SBFTTSCHRO,110008150614,S B FOOT TANNING,S B FOOT TANNING CO,CACTUS,MOORE,TX,79013
TRIS,77417HDSNPHIGHW,110009748274,HUDSON PROD,HUDSON PRODUCTS CORPORATION,BEASLEY,FORT BEND,TX,77417
TRIS,78402KCHRFTRIBB,110008169490,KOCH RFNRY ; TERML 2,KOCH REFINING CO TERMINAL 2,CORPUS CHRISTI,NUECES,TX,78408
TRIS,75050RTMTV606FO,110009498285,REEVES BROS ; ARA AUTO GROUP DIV,REEVES BROTHERS INC. ARA AUTOMOTIVE GROUP DIV.,GRAND PRAIRIE,DALLAS,TX,75050
TRIS,75215BRCKW3301S,110009498604,GOLD AUTO PARTS RECYCLING,GOLD AUTO PARTS RECYCLING,DALLAS,DALLAS,TX,75215
TRIS,77868TBSCPFM122,110008171343,NOV TUBOSCOPE NAVASOTA,NOV TUBOSCOPE NAVASOTA,NAVASOTA,GRIMES,TX,77868
TRIS,79066RNTRN5MILE,110008143384,VARCO RIG SOLUTIONS PAMPA FACLTY,VARCO RIG SOLUTIONS PAMPA FACILITY,PAMPA,GRAY,TX,79065
TRIS,77707MBLCHHWY90,110009495901,MOBIL BEAUMONT POLYETHYLENE PLT,MOBIL BEAUMONT POLYETHYLENE PLANT,BEAUMONT,JEFFERSON,TX,77704
TRIS,77039RYLNS1144B,110008060551,ROYAL BATHS BUSCHONG ROAD FACLTY,ROYAL BATHS BUSCHONG ROAD FACILITY,HOUSTON,HARRIS,TX,77039
TRIS,77029HRTHT3611N,110008060588,HART HEAT TRANSFER PROD,HART HEAT TRANSFER PRODUCTS INC,HOUSTON,HARRIS,TX,770291039
TRIS,77002NSSRC5711E,110008060597,NSSI RECOVERY SVC,NSSI/RECOVERY SERVICES INC,HOUSTON,HARRIS,TX,77002
TRIS,77578BNCHM21520,110008060640,BENCHMARK RESEARCH AND TECH,BENCHMARK RESEARCH & TECHNOLOGY INC,MANVEL,BRAZORIA,TX,77578
TRIS,77520KCHMT1220A,110008060677,KOCH MATL,KOCH MATERIALS CO.,BAYTOWN,HARRIS,TX,77520
TRIS,78701RDDYC601E1,110008060695,REDDY ICE,REDDY ICE CORP,AUSTIN,TRAVIS,TX,78701
TRIS,78220RGSST335NW,110008060819,AIRGAS SOUTHWEST,AIRGAS SOUTHWEST,SAN ANTONIO,BEXAR,TX,78220
TRIS,78112BRLMT14910,110008060855,BORAL MATL TECH ; BRAUNIG ADMIXTURES,BORAL MATERIAL TECHNOLOGIES INC BRAUNIG ADMIXTURES,ELMENDORF,BEXAR,TX,78112
TRIS,78535VLLYS25MIL,110008144855,VALLEY SOLVENT,VALLEY SOLVENT COMPANY INC,COMBES,CAMERON,TX,78535
TRIS,78112VHBRN15290,110008060873,V H BRAUNIG A VON ROSENBERG PLT,V H BRAUNIG A VON ROSENBERG PLANT,ELMENDORF,BEXAR,TX,78112
TRIS,77303HMPLC600CO,110005185566,HEMPEL US,HEMPEL USA INC,CONROE,MONTGOMERY,TX,77301
TRIS,75110NCHRG1901S,110002339443,ANCHOR GLASS CONTAINER,ANCHOR GLASS CONTAINER,CORSICANA,NAVARRO,TX,75110
TRIS,75110PLXC 2901E,110002339452,PLEXCO,PLEXCO,CORSICANA,NAVARRO,TX,75110
TRIS,75110TLSRC19700,110002339489,TX MPP,TEXAS MPP CORP,CORSICANA,NAVARRO,TX,75110
TRIS,76642HBBSN1000H,110002339531,HOBBS IND,HOBBS INDUSTRIES,GROESBECK,LIMESTONE,TX,76642
TRIS,78501PNNWL4001W,110002339595,PENNWALT ; DECCO DIV,PENNWALT CORP.  DECCO DIV.,MC ALLEN,HIDALGO,TX,78501
TRIS,75501TXSFB114SO,110012492908,TX FIBERS TEXARKANA,TEXAS FIBERS-TEXARKANA,TEXARKANA,BOWIE,TX,75501
TRIS,77536SRBRT2018M,110002344393,HOUSTON LIGHTING AND PWR,HOUSTON LIGHTING AND POWER COMPANY,DEER PARK,HARRIS,TX,77536
TRIS,78411NTRNT4222S,110002344776,INTL RESISTIVE,INTERNATIONAL RESISTIVE COMPANY,CORPUS CHRISTI,NUECES,TX,78411
TRIS,78602LCRSM927PO,110006125558,LCRA SIM GIDEON PWR PLT,LCRA SIM GIDEON POWER PLANT,BASTROP,BASTROP,TX,78602
TRIS,78226STNDR661DU,110005187172,STANDARD AERO SAN ANTONIO,STANDARD AERO SAN ANTONIO,SAN ANTONIO,BEXAR,TX,78226
TRIS,75902CHMPNHIGHW,110006125870,DONOHUE IND,DONOHUE INDUSTRIES INCORPORATED,LUFKIN,ANGELINA,TX,75901
TRIS,75149LMXLM227TO,110012488753,METALS US BLDG PROD L P,METALS USA BUILDING PRODUCTS  L. P.,MESQUITE,DALLAS,TX,751492809
TRIS,75789NCKVRHWY13,110006179107,NECKOVER TRAILER MFG,NECKOVER TRAILER MANUFACTURING CO,TROUP,SMITH,TX,75789
TRIS,79403FTHRL1508E,110012488968,FEATHERLITE BLDG PROD,FEATHERLITE BUILDING PRODUCTS CORP.,LUBBOCK,LUBBOCK,TX,794033214
TRIS,75229SSRYP3402C,110005178592,USSERY PRINTING,USSERY PRINTING,IRVING,DALLAS,TX,75062
TRIS,75119GNSTRNORTH,110006645675,GS ROOFING PROD,GS ROOFING PRODUCTS,ENNIS,ELLIS,TX,75119
TRIS,76360NTC  OLDBU,110006130962,NATCO ELECTRA PLT,NATCO ELECTRA PLANT,ELECTRA,WICHITA,TX,76360
TRIS,75236FRTLY3433M,110001132051,FRITO LAY,FRITO LAY COMPANY,DALLAS,DALLAS,TX,75236
TRIS,75165DTTMRRT2BO,110001132113,DITTMAR LUMBER,DITTMAR LUMBER CORPORATION,WAXAHACHIE,ELLIS,TX,75165
TRIS,77020FRSYT875LO,110001132248,FORSYTH ENGINEERING AND MACH,FORSYTH ENGINEERING & MACHINE CORPORATION,HOUSTON,HARRIS,TX,77020
TRIS,75126CRRGT1MIEA,110002469999,CORRUGATED SVC,CORRUGATED SERVICES INCORPORATED,FORNEY,KAUFMAN,TX,75126
TRIS,79730CYNSGPOBOX,110002470013,DELHI GAS PIPELINE,DELHI GAS PIPELINE CORPORATION,COYANOSA,PECOS,TX,79730
TRIS,78208DTTMR500SE,110001132408,DITTMAR LUMBER SAN ANTONIO,DITTMAR LUMBER SAN ANTONIO,SAN ANTONIO,BEXAR,TX,78208
TRIS,77587MRBLP1002P,110001132417,MARBLE PROD,MARBLE PRODUCTS INC,SOUTH HOUSTON,HARRIS,TX,77587
TRIS,77429BLGRS16703,110001132435,BLUE GRASS CHEM SPCLTY LP,BLUE GRASS CHEMICAL SPECIALTIES LP,CYPRESS,HARRIS,TX,77429
TRIS,77048RFNDS10020,110001132471,REEF IND,REEF INDUSTRIES,HOUSTON,HARRIS,TX,77048
TRIS,75602NCLPR203GU,110001138359,AAON COIL PROD,AAON COIL PRODUCTS,LONGVIEW,GREGG,TX,75602
TRIS,79336MPLGSLEAGU,110002470610,MAPLE GAS ; LEVELLAND PLT,MAPLE GAS CORPORATION LEVELLAND PLANT,LEVELLAND,HOCKLEY,TX,793369519
TRIS,75051NSGPR739PA,110002470852,NO SAG PROD,NO SAG PRODUCTS CORPORATION,GRAND PRAIRIE,DALLAS,TX,75051
TRIS,79359VNTRCHWY38,110002471557,VENTURE CHEM,VENTURE CHEMICALS INCORPORATED,SEAGRAVES,GAINES,TX,79359
TRIS,78583TDPRD1MILE,110002471566,WILBUR ELLIS,WILBUR ELLIS COMPANY,RIO HONDO,CAMERON,TX,78583
TRIS,75160NCRBL600AP,110006801700,NUCOR BLDG SYS,NUCOR BUILDING SYSTEMS,TERRELL,KAUFMAN,TX,75160
TRIS,77901SFTYRHWY59,110001141498,SAFETY RR SVC,SAFETY RAILWAY SERVICE,VICTORIA,VICTORIA,TX,77901
TRIS,77701STHMF155AR,110005159354,EASTHAM FORGE,EASTHAM FORGE INC,BEAUMONT,JEFFERSON,TX,77704
TRIS,78646QTCNC11880,110001143646,AQUATIC IND,AQUATIC INDUSTRIES INCORPORATED,LEANDER,WILLIAMSON,TX,78646
TRIS,78648DRLWS600NM,110001148534,DUROL WESTERN MFG,DUROL WESTERN MANUFACTURING CO,LULING,CALDWELL,TX,78648
TRIS,77471SDPRTCOUNT,110001148954,US DOE BRYAN MOUND SPR SITE,U.S. DOE BRYAN MOUND SPR SITE,FREEPORT,BRAZORIA,TX,77541
TRIS,75051LTVRS1850W,110002317412,LTV AEROSPACE AND DEFENSE,LTV AEROSPACE & DEFENSE COMPANY,GRAND PRAIRIE,TARRANT,TX,750501924
TRIS,78204PNRFL129EG,110011437748,PIONEER FLOUR MILLS,PIONEER FLOUR MILLS,SAN ANTONIO,BEXAR,TX,78291
TRIS,79765DDNSW9421N,110012182333,UNITED FUEL AND ENGRY,UNITED FUEL & ENERGY,ODESSA,ECTOR,TX,79765
TRIS,76401SSCTDSMITH,110010696149,DAIRY FARMERS OF AMER,DAIRY FARMERS OF AMERICA  INC.,STEPHENVILLE,ERATH,TX,76401
TRIS,77535CHMPN3182H,110012182627,CHAMPION TECH DAYTON DISTRICT OFFICE,CHAMPION TECHNOLOGIES-DAYTON DISTRICT OFFICE,DAYTON,LIBERTY,TX,77535
TRIS,75165NTDST200SI,110009258212,US ALUMN,U S ALUMINUM,WAXAHACHIE,ELLIS,TX,75165
TRIS,77507CNTRT52UND,110012183216,CENTAURI TECH L P,CENTAURI TECHNOLOGIES L P,PASADENA,HARRIS,TX,77507
TRIS,77592TXTNCHIGHW,110009313616,TEX TIN,TEX-TIN CORP.,TEXAS CITY,GALVESTON,TX,77590
TRIS,75428HYDRL2000E,110015679452,HYDRO ALUMN NORTH AMER,HYDRO ALUMINUM NORTH AMERICA,COMMERCE,HUNT,TX,75428
TRIS,75603NVRS 12477,110015679489,UNIVAR US LONGVIEW,UNIVAR USA LONGVIEW,LONGVIEW,GREGG,TX,75603
TRIS,77087GNRLP5727L,110015679568,GNRL PLASTICS AND COMPOSITES LP,GENERAL PLASTICS AND COMPOSITES LP,HOUSTON,HARRIS,TX,77087
TRIS,77705SRTMR11455,110024599031,SARTOMER,SARTOMER COMPANY INC,BEAUMONT,JEFFERSON,TX,77705
TRIS,78218SFGRD4728G,110031000887,SAFEGUARD SECURITY SVC,SAFEGUARD SECURITY SERVICES,SAN ANTONIO,BEXAR,TX,78218
TRIS,79604DDNSW7800N,110012703011,EDDINS WALCHER,EDDINS WALCHER CO,ABILENE,TAYLOR,TX,79604
TRIS,79778DDNSW702MA,110012703066,UNITED FUEL AND ENGRY,UNITED FUEL & ENERGY CORP,RANKIN,UPTON,TX,79778
TRIS,78742CMXRV8900R,110012703173,CEMEX ; RIVER PLT 72,CEMEX INC  RIVER PLANT 72,AUSTIN,TRAVIS,TX,78742
TRIS,77701CRGLL220AV,110012703333,GERDAU AMERISTEEL BEAUMONT WIRE DIV,GERDAU AMERISTEEL BEAUMONT WIRE DIVISION,BEAUMONT,JEFFERSON,TX,77701
TRIS,77477CMXST4122S,110012703627,CEMEX US CONSTRCTN MATL PLT 2 STAFFORD,CEMEX USA CONSTRUCTION MATERIALS PLANT 2 STAFFORD,STAFFORD,FORT BEND,TX,77477
TRIS,78840SNTLP4121V,110022411549,US NATL PARK SVC AMISTAD NRA,U.S. NATL. PARK SERVICE AMISTAD NRA,DEL RIO,VAL VERDE,TX,78840
TRIS,76943DDNSW3032I,110013286602,EDDINS WALCHER,EDDINS WALCHER CO,OZONA,CROCKETT,TX,76943
TRIS,77833MCGRP1801I,110013286684,MAGNETIC INSTRUMENTS DBA MIC GROUP,MAGNETIC INSTRUMENTS DBA MIC GROUP,BRENHAM,WASHINGTON,TX,77833
TRIS,78236SRFRC1555A,110013286693,LACKLAND AIR FORCE BASE,LACKLAND AIR FORCE BASE,LACKLAND AFB,BEXAR,TX,78236
TRIS,75069BBMNC2140R,110013286899,BBM,BBM INC,MC KINNEY,COLLIN,TX,75069
TRIS,75074NTRCM2621S,110013286906,INTECOM AN EADS TELECOM NORTH AMER,INTECOM AN EADS TELECOM NORTH AMERICA CO.,PLANO,COLLIN,TX,75074
TRIS,75081LMHLC1001E,110013286915,LEEMAH ELEC,LEEMAH ELECTRONICS INC.,RICHARDSON,DALLAS,TX,75081
TRIS,75606XLSNN110IN,110017747580,WEATHERFORD ARTIFICIAL LIFT SYS,WEATHERFORD ARTIFICIAL LIFT SYSTEMS,LONGVIEW,HARRISON,TX,75602
TRIS,76066CMBRCROUT1,110013961837,ACME BRICK BENNET PLT,ACME BRICK BENNET PLANT,MILLSAP,PARKER,TX,76066
TRIS,76031BGTHR11426,110016668319,AIR LIQUIDE AMER L P,AIR LIQUIDE AMERICA L.P.,LA PORTE,HARRIS,TX,77571
TRIS,77642PRXRN21HUS,110016761823,PRAXAIR ; PORT ARTHUR HYDROGEN FACLTY 497,PRAXAIR INC PORT ARTHUR HYDROGEN FACILITY 497,PORT ARTHUR,JEFFERSON,TX,77642
TRIS,75109FRSTN421EH,110016798722,FIRESTONE BLDG PROD,FIRESTONE BUILDING PRODUCTS,CORSICANA,NAVARRO,TX,75110
TRIS,79711VKNGP10600,110017285169,VIKING POOLS LLC MIDLAND FACLTY,VIKING POOLS LLC MIDLAND FACILITY,MIDLAND,MIDLAND,TX,79711
TRIS,75901GBPNDHIGHW,110017353335,AMER COLOR GRAPHICS,AMERICAN COLOR GRAPHICS,LUFKIN,ANGELINA,TX,759011525
TRIS,78754SLCNH854CR,110020515502,SILICON HILLS DESIGN,SILICON HILLS DESIGN INC,AUSTIN,TRAVIS,TX,78754
TRIS,77651SPSYN1615M,110020515735,AMERIPOL SYNPOL,AMERIPOL SYNPOL CORPORATION,PORT NECHES,JEFFERSON,TX,77651
TRIS,78728CLSTC4616W,110020515780,CELESTICA AEROSPACE TECH,CELESTICA AEROSPACE TECHNOLOGIES,AUSTIN,TRAVIS,TX,78728
TRIS,77012TRNST1NBRA,110025317342,TRANSIT MIX LA PORTE PLT PLT 1401,TRANSIT MIX  LA PORTE PLANT PLANT #1401,HOUSTON,HARRIS,TX,77012
TRIS,77011MSCNC63NAV,110025333921,OMSCO,OMSCO INC,HOUSTON,HARRIS,TX,77011
TRIS,77520DNSCH421FM,110025334056,DUNA US CHAMBERS CNTY PLT,DUNA USA CHAMBERS COUNTY PLANT,BAYTOWN,CHAMBERS,TX,77520
TRIS,75904STTXS246SP,110030818097,EAST TX ASPHALT,EAST TEXAS ASPHALT,LUFKIN,ANGELINA,TX,75904
TRIS,76111PLRCP601NO,110030818104,REDDY ICE,REDDY ICE,FORT WORTH,TARRANT,TX,76111
TRIS,77575LBRTY157FR,110030818186,LIBERTY FORGE,LIBERTY FORGE INC,LIBERTY,LIBERTY,TX,77575
TRIS,78402MRTNP52ENA,110031000896,CORPUS CHRISTI BARGE TERML,CORPUS CHRISTI BARGE TERMINAL,CORPUS CHRISTI,NUECES,TX,78402
TRIS,77520MRTNP9853N,110031000752,MARTIN OPR PARTNERSHIP LP MOUNT BELVIEU RR,MARTIN OPERATING PARTNERSHIP LP MOUNT BELVIEU RAIL,BAYTOWN,CHAMBERS,TX,77520
TRIS,77662MSDVT1LDHW,110031000789,IMS DIV TUBE CITY IMS,IMS DIV TUBE CITY IMS,ROSE CITY,ORANGE,TX,77662
TRIS,78628STNSP9WEIR,110031000930,AUSTIN ASPHALT LP GEORGETOWN,AUSTIN ASPHALT LP GEORGETOWN,GEORGETOWN,WILLIAMSON,TX,78628
TRIS,78220BLLNC3443E,110033404368,BLUE LINE,BLUE LINE CORPORATION,SAN ANTONIO,BEXAR,TX,782201322
TRIS,75602LNGVW4FRJD,110033484218,LONGVIEW PLT,LONGVIEW PLANT,LONGVIEW,HARRISON,TX,756024704
TRIS,79927RSYST12504,110033486699,AIR SYS COMPONENTS,AIR SYSTEM COMPONENTS,HORIZON CITY,EL PASO,TX,799287335
TRIS,76063STNDR94S6T,110034243968,STANDARD PAINTS,STANDARD PAINTS,MANSFIELD,TARRANT,TX,760632725
TRIS,77830NDRSN674HW,110034458272,ROLLIGON,ROLLIGON,ANDERSON,GRIMES,TX,778309035
TRIS,77041PNTSM11811,110034856591,POINTSMITH POINT OF PURCHASE MGMT SVC,POINTSMITH POINT-OF-PURCHASE MANAGEMENT SERVICES,HOUSTON,HARRIS,TX,770417224
TRIS,75801RCLSR9549F,110034554578,RE CAL SVC,RE-CAL SERVICE,PALESTINE,ANDERSON,TX,758010598
TRIS,77507KZCHM13000,110037836063,AKZO NOBEL POLYMER CHEM L LC,AKZO NOBEL POLYMER CHEMICALS L LC.,PASADENA,HARRIS,TX,775071104
TRIS,78343XBSHPUSHWY,110037146745,OXEA BISHOP LLC,OXEA BISHOP LLC,BISHOP,NUECES,TX,78343
TRIS,77053CSSPR14211,110031018093,ACS SEPARATIONS AND MASS TRANSFER PROD,ACS SEPARATIONS & MASS TRANSFER PRODUCTS,HOUSTON,HARRIS,TX,77053
