"TBLID","ORDER","TITLE","estout","CME","CLB","CUB"
"B07401",24.0000,"35 to 39 years","287,939","+/-8,421","279,518","296,360"
"B07401",25.0000,"40 to 44 years","304,278","+/-9,119","295,159","313,397"
"B07401",26.0000,"45 to 49 years","306,467","+/-3,628","302,839","310,095"
"B07401",27.0000,"50 to 54 years","288,331","+/-3,529","284,802","291,860"
"B07401",28.0000,"55 to 59 years","260,050","+/-7,390","252,660","267,440"
"B07401",29.0000,"60 to 64 years","194,619","+/-6,599","188,020","201,218"
"B07401",30.0000,"65 to 69 years","138,882","+/-3,625","135,257","142,507"
"B07401",31.0000,"70 to 74 years","108,735","+/-3,456","105,279","112,191"
"B07401",32.0000,"75 years and over","241,087","+/-2,335","238,752","243,422"
"B07401",33.0000,"Moved within same county:","349,685","+/-16,502","333,183","366,187"
"B07401",34.0000,"1 to 4 years","24,643","+/-3,179","21,464","27,822"
"B07401",35.0000,"5 to 17 years","53,565","+/-6,078","47,487","59,643"
"B07401",36.0000,"18 and 19 years","11,040","+/-2,142","8,898","13,182"
"B07401",37.0000,"20 to 24 years","40,501","+/-4,876","35,625","45,377"
"B07401",38.0000,"25 to 29 years","42,034","+/-3,324","38,710","45,358"
"B07401",39.0000,"30 to 34 years","38,861","+/-4,543","34,318","43,404"
"B07401",40.0000,"35 to 39 years","34,773","+/-3,432","31,341","38,205"
"B07401",41.0000,"40 to 44 years","27,983","+/-3,117","24,866","31,100"
"B07401",42.0000,"45 to 49 years","23,822","+/-2,952","20,870","26,774"
"B07401",43.0000,"50 to 54 years","13,163","+/-2,018","11,145","15,181"
"B07401",44.0000,"55 to 59 years","12,443","+/-2,245","10,198","14,688"
"B07401",45.0000,"60 to 64 years","9,092","+/-1,525","7,567","10,617"
"B07401",46.0000,"65 to 69 years","4,703","+/-1,462","3,241","6,165"
"B07401",47.0000,"70 to 74 years","3,317","+/-1,056","2,261","4,373"
"B07401",48.0000,"75 years and over","9,745","+/-1,822","7,923","11,567"
"B07401",49.0000,"Moved to different county within same state:","173,938","+/-10,648","163,290","184,586"
"B07401",50.0000,"1 to 4 years","10,797","+/-2,294","8,503","13,091"
"B07401",51.0000,"5 to 17 years","19,643","+/-4,181","15,462","23,824"
"B07401",52.0000,"18 and 19 years","14,777","+/-1,701","13,076","16,478"
"B07401",53.0000,"20 to 24 years","23,726","+/-3,842","19,884","27,568"
"B07401",54.0000,"25 to 29 years","22,586","+/-2,594","19,992","25,180"
"B07401",55.0000,"30 to 34 years","19,754","+/-2,733","17,021","22,487"
"B07401",56.0000,"35 to 39 years","15,346","+/-2,543","12,803","17,889"
"B07401",57.0000,"40 to 44 years","13,024","+/-2,024","11,000","15,048"
"B07401",58.0000,"45 to 49 years","9,580","+/-1,764","7,816","11,344"
"B07401",59.0000,"50 to 54 years","7,791","+/-1,735","6,056","9,526"
"B07401",60.0000,"55 to 59 years","6,272","+/-1,473","4,799","7,745"
"B07401",61.0000,"60 to 64 years","3,123","+/-860","2,263","3,983"
"B07401",62.0000,"65 to 69 years","2,309","+/-851","1,458","3,160"
"B07401",63.0000,"70 to 74 years","1,537","+/-574","963","2,111"
"B07401",64.0000,"75 years and over","3,673","+/-895","2,778","4,568"
"B07401",65.0000,"Moved to different state:","68,206","+/-6,599","61,607","74,805"
"B07401",66.0000,"1 to 4 years","4,477","+/-1,467","3,010","5,944"
"B07401",67.0000,"5 to 17 years","6,416","+/-1,810","4,606","8,226"
"B07401",68.0000,"18 and 19 years","3,829","+/-755","3,074","4,584"
"B07401",69.0000,"20 to 24 years","8,359","+/-1,740","6,619","10,099"
"B07401",70.0000,"25 to 29 years","9,158","+/-1,901","7,257","11,059"
"B07401",71.0000,"30 to 34 years","8,783","+/-1,733","7,050","10,516"
"B07401",72.0000,"35 to 39 years","7,863","+/-1,738","6,125","9,601"
"B07401",73.0000,"40 to 44 years","4,324","+/-1,081","3,243","5,405"
"B07401",74.0000,"45 to 49 years","2,777","+/-992","1,785","3,769"
"B07401",75.0000,"50 to 54 years","3,049","+/-1,091","1,958","4,140"
"B07401",76.0000,"55 to 59 years","2,546","+/-714","1,832","3,260"
"B07401",77.0000,"60 to 64 years","2,660","+/-702","1,958","3,362"
"B07401",78.0000,"65 to 69 years","1,352","+/-643","709","1,995"
"B07401",79.0000,"70 to 74 years","1,198","+/-575","623","1,773"
"B07401",80.0000,"75 years and over","1,415","+/-697","718","2,112"
"B07402",.,"MEDIAN AGE BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07402",.,"Universe:  Population 1 year and over in the United States",,,,
"B07402",0.7000,"Median age --",,,,
"B07402",1.0000,"Total living in area 1 year ago:","39.2","+/-0.2","39.0","39.4"
"B07402",2.0000,"Same house","41.2","+/-0.3","40.9","41.5"
"B07402",3.0000,"Moved within same county","30.3","+/-0.5","29.8","30.8"
"B07402",4.0000,"Moved to different county within same state","28.9","+/-1.1","27.8","30.0"
"B07402",5.0000,"Moved to different state","30.7","+/-1.1","29.6","31.8"
"B07403",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07403",.,"Universe:  Population 1 year and over in the United States",,,,
"B07403",1.0000,"Total living in area 1 year ago:","4,133,433","+/-13,154","4,120,279","4,146,587"
"B07403",2.0000,"Male","2,058,924","+/-8,158","2,050,766","2,067,082"
"B07403",3.0000,"Female","2,074,509","+/-8,213","2,066,296","2,082,722"
"B07403",4.0000,"Same house:","3,541,604","+/-21,952","3,519,652","3,563,556"
"B07403",5.0000,"Male","1,760,036","+/-11,959","1,748,077","1,771,995"
"B07403",6.0000,"Female","1,781,568","+/-12,877","1,768,691","1,794,445"
"B07403",7.0000,"Moved within same county:","349,685","+/-16,502","333,183","366,187"
"B07403",8.0000,"Male","172,611","+/-9,209","163,402","181,820"
"B07403",9.0000,"Female","177,074","+/-9,729","167,345","186,803"
"B07403",10.0000,"Moved to different county within same state:","173,938","+/-10,648","163,290","184,586"
"B07403",11.0000,"Male","89,673","+/-6,347","83,326","96,020"
"B07403",12.0000,"Female","84,265","+/-6,160","78,105","90,425"
"B07403",13.0000,"Moved to different state:","68,206","+/-6,599","61,607","74,805"
"B07403",14.0000,"Male","36,604","+/-3,849","32,755","40,453"
"B07403",15.0000,"Female","31,602","+/-3,779","27,823","35,381"
"B07404A",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404A",.,"Universe:  White alone population 1 year and over in the United States",,,,
"B07404A",1.0000,"Total living in area 1 year ago:","2,341,952","+/-21,589","2,320,363","2,363,541"
"B07404A",2.0000,"Same house","2,018,429","+/-20,989","1,997,440","2,039,418"
"B07404A",3.0000,"Moved within same county","189,316","+/-12,662","176,654","201,978"
"B07404A",4.0000,"Moved to different county within same state","93,139","+/-7,149","85,990","100,288"
"B07404A",5.0000,"Moved to different state","41,068","+/-4,897","36,171","45,965"
"B07404B",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404B",.,"Universe:  Black or African American alone population 1 year and over in the United States",,,,
"B07404B",1.0000,"Total living in area 1 year ago:","361,451","+/-5,304","356,147","366,755"
"B07404B",2.0000,"Same house","293,075","+/-7,725","285,350","300,800"
"B07404B",3.0000,"Moved within same county","39,337","+/-5,879","33,458","45,216"
"B07404B",4.0000,"Moved to different county within same state","22,632","+/-4,447","18,185","27,079"
"B07404B",5.0000,"Moved to different state","6,407","+/-1,900","4,507","8,307"
"B07404C",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404C",.,"Universe:  American Indian and Alaska Native alone population 1 year and over in the United States",,,,
"B07404C",1.0000,"Total living in area 1 year ago:","17,302","+/-2,765","14,537","20,067"
"B07404C",2.0000,"Same house","13,636","+/-2,549","11,087","16,185"
"B07404C",3.0000,"Moved within same county","1,464","+/-815","649","2,279"
"B07404C",4.0000,"Moved to different county within same state","1,895","+/-1,050","845","2,945"
"B07404C",5.0000,"Moved to different state","307","+/-304","3","611"
"B07404D",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404D",.,"Universe:  Asian alone population 1 year and over in the United States",,,,
"B07404D",1.0000,"Total living in area 1 year ago:","902,198","+/-8,568","893,630","910,766"
"B07404D",2.0000,"Same house","794,373","+/-12,468","781,905","806,841"
"B07404D",3.0000,"Moved within same county","61,951","+/-7,074","54,877","69,025"
"B07404D",4.0000,"Moved to different county within same state","32,857","+/-4,565","28,292","37,422"
"B07404D",5.0000,"Moved to different state","13,017","+/-3,220","9,797","16,237"
"B07404E",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404E",.,"Universe:  Native Hawaiian and Other Pacific Islander alone population 1 year and over in the United States",,,,
"B07404E",1.0000,"Total living in area 1 year ago:","26,885","+/-1,920","24,965","28,805"
"B07404E",2.0000,"Same house","23,863","+/-2,374","21,489","26,237"
"B07404E",3.0000,"Moved within same county","1,895","+/-1,194","701","3,089"
"B07404E",4.0000,"Moved to different county within same state","855","+/-571","284","1,426"
"B07404E",5.0000,"Moved to different state","272","+/-264","8","536"
"B07404F",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404F",.,"Universe:  Some other race alone population 1 year and over in the United States",,,,
"B07404F",1.0000,"Total living in area 1 year ago:","335,349","+/-16,683","318,666","352,032"
"B07404F",2.0000,"Same house","276,382","+/-15,937","260,445","292,319"
"B07404F",3.0000,"Moved within same county","40,289","+/-6,406","33,883","46,695"
"B07404F",4.0000,"Moved to different county within same state","14,850","+/-3,247","11,603","18,097"
"B07404F",5.0000,"Moved to different state","3,828","+/-1,695","2,133","5,523"
"B07404G",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404G",.,"Universe:  Two or more races population 1 year and over in the United States",,,,
"B07404G",1.0000,"Total living in area 1 year ago:","148,296","+/-8,062","140,234","156,358"
"B07404G",2.0000,"Same house","121,846","+/-7,822","114,024","129,668"
"B07404G",3.0000,"Moved within same county","15,433","+/-3,595","11,838","19,028"
"B07404G",4.0000,"Moved to different county within same state","7,710","+/-1,938","5,772","9,648"
"B07404G",5.0000,"Moved to different state","3,307","+/-1,446","1,861","4,753"
"B07404H",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404H",.,"Universe:  White alone, not Hispanic or Latino population 1 year and over in the United States",,,,
"B07404H",1.0000,"Total living in area 1 year ago:","1,898,318","+/-9,993","1,888,325","1,908,311"
"B07404H",2.0000,"Same house","1,639,879","+/-13,595","1,626,284","1,653,474"
"B07404H",3.0000,"Moved within same county","143,643","+/-10,562","133,081","154,205"
"B07404H",4.0000,"Moved to different county within same state","77,456","+/-6,006","71,450","83,462"
"B07404H",5.0000,"Moved to different state","37,340","+/-4,284","33,056","41,624"
"B07404I",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404I",.,"Universe:  Hispanic or Latino population 1 year and over in the United States",,,,
"B07404I",1.0000,"Total living in area 1 year ago:","821,300","+/-6,184","815,116","827,484"
"B07404I",2.0000,"Same house","689,057","+/-9,727","679,330","698,784"
"B07404I",3.0000,"Moved within same county","89,454","+/-8,648","80,806","98,102"
"B07404I",4.0000,"Moved to different county within same state","33,399","+/-4,937","28,462","38,336"
"B07404I",5.0000,"Moved to different state","9,390","+/-2,742","6,648","12,132"
"B07407",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY CITIZENSHIP STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07407",.,"Universe:  Population 1 year and over in the United States",,,,
"B07407",1.0000,"Total living in area 1 year ago:","4,133,433","+/-13,154","4,120,279","4,146,587"
"B07407",2.0000,"Native","2,921,739","+/-21,186","2,900,553","2,942,925"
"B07407",3.0000,"Foreign born:","1,211,694","+/-17,690","1,194,004","1,229,384"
"B07407",4.0000,"Naturalized U.S. citizen","668,457","+/-14,229","654,228","682,686"
"B07407",5.0000,"Not a U.S. citizen","543,237","+/-15,922","527,315","559,159"
"B07407",6.0000,"Same house:","3,541,604","+/-21,952","3,519,652","3,563,556"
"B07407",7.0000,"Native","2,486,705","+/-23,521","2,463,184","2,510,226"
"B07407",8.0000,"Foreign born:","1,054,899","+/-17,779","1,037,120","1,072,678"
"B07407",9.0000,"Naturalized U.S. citizen","607,053","+/-14,758","592,295","621,811"
"B07407",10.0000,"Not a U.S. citizen","447,846","+/-14,964","432,882","462,810"
"B07407",11.0000,"Moved within same county:","349,685","+/-16,502","333,183","366,187"
"B07407",12.0000,"Native","242,597","+/-13,599","228,998","256,196"
"B07407",13.0000,"Foreign born:","107,088","+/-8,262","98,826","115,350"
"B07407",14.0000,"Naturalized U.S. citizen","40,307","+/-4,049","36,258","44,356"
"B07407",15.0000,"Not a U.S. citizen","66,781","+/-7,697","59,084","74,478"
"B07407",16.0000,"Moved to different county within same state:","173,938","+/-10,648","163,290","184,586"
"B07407",17.0000,"Native","136,987","+/-9,460","127,527","146,447"
"B07407",18.0000,"Foreign born:","36,951","+/-4,166","32,785","41,117"
"B07407",19.0000,"Naturalized U.S. citizen","16,543","+/-2,630","13,913","19,173"
"B07407",20.0000,"Not a U.S. citizen","20,408","+/-2,969","17,439","23,377"
"B07407",21.0000,"Moved to different state:","68,206","+/-6,599","61,607","74,805"
"B07407",22.0000,"Native","55,450","+/-5,572","49,878","61,022"
"B07407",23.0000,"Foreign born:","12,756","+/-2,567","10,189","15,323"
"B07407",24.0000,"Naturalized U.S. citizen","4,554","+/-1,313","3,241","5,867"
"B07407",25.0000,"Not a U.S. citizen","8,202","+/-1,925","6,277","10,127"
"B07408",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07408",.,"Universe:  Population 15 years and over in the United States",,,,
"B07408",1.0000,"Total living in area 1 year ago:","3,431,313","+/-11,855","3,419,458","3,443,168"
"B07408",2.0000,"Never married","1,189,739","+/-18,663","1,171,076","1,208,402"
"B07408",3.0000,"Now married, except separated","1,643,442","+/-20,978","1,622,464","1,664,420"
"B07408",4.0000,"Divorced","331,083","+/-10,011","321,072","341,094"
"B07408",5.0000,"Separated","69,658","+/-5,144","64,514","74,802"
"B07408",6.0000,"Widowed","197,391","+/-6,732","190,659","204,123"
"B07408",7.0000,"Same house:","2,943,468","+/-17,366","2,926,102","2,960,834"
"B07408",8.0000,"Never married","951,418","+/-17,752","933,666","969,170"
"B07408",9.0000,"Now married, except separated","1,477,263","+/-19,353","1,457,910","1,496,616"
"B07408",10.0000,"Divorced","279,966","+/-8,886","271,080","288,852"
"B07408",11.0000,"Separated","53,857","+/-4,413","49,444","58,270"
"B07408",12.0000,"Widowed","180,964","+/-6,451","174,513","187,415"
"B07408",13.0000,"Moved within same county:","282,923","+/-12,234","270,689","295,157"
"B07408",14.0000,"Never married","131,974","+/-8,303","123,671","140,277"
"B07408",15.0000,"Now married, except separated","98,437","+/-7,736","90,701","106,173"
"B07408",16.0000,"Divorced","30,866","+/-3,669","27,197","34,535"
"B07408",17.0000,"Separated","10,600","+/-1,993","8,607","12,593"
"B07408",18.0000,"Widowed","11,046","+/-2,168","8,878","13,214"
"B07408",19.0000,"Moved to different county within same state:","146,601","+/-7,223","139,378","153,824"
"B07408",20.0000,"Never married","79,105","+/-5,017","74,088","84,122"
"B07408",21.0000,"Now married, except separated","45,304","+/-4,745","40,559","50,049"
"B07408",22.0000,"Divorced","14,125","+/-2,012","12,113","16,137"
"B07408",23.0000,"Separated","3,737","+/-962","2,775","4,699"
"B07408",24.0000,"Widowed","4,330","+/-853","3,477","5,183"
"B07408",25.0000,"Moved to different state:","58,321","+/-5,121","53,200","63,442"
"B07408",26.0000,"Never married","27,242","+/-3,684","23,558","30,926"
"B07408",27.0000,"Now married, except separated","22,438","+/-3,187","19,251","25,625"
"B07408",28.0000,"Divorced","6,126","+/-1,618","4,508","7,744"
"B07408",29.0000,"Separated","1,464","+/-682","782","2,146"
"B07408",30.0000,"Widowed","1,051","+/-466","585","1,517"
"B07409",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07409",.,"Universe:  Population 25 years and over in the United States",,,,
"B07409",1.0000,"Total living in area 1 year ago:","2,907,708","+/-9,698","2,898,010","2,917,406"
"B07409",2.0000,"Less than high school graduate","379,592","+/-11,550","368,042","391,142"
"B07409",3.0000,"High school graduate (includes equivalency)","563,496","+/-15,230","548,266","578,726"
"B07409",4.0000,"Some college or associate's degree","725,693","+/-12,112","713,581","737,805"
"B07409",5.0000,"Bachelor's degree","767,468","+/-11,972","755,496","779,440"
"B07409",6.0000,"Graduate or professional degree","471,459","+/-10,498","460,961","481,957"
"B07409",7.0000,"Same house:","2,537,652","+/-13,924","2,523,728","2,551,576"
"B07409",8.0000,"Less than high school graduate","334,923","+/-11,588","323,335","346,511"
"B07409",9.0000,"High school graduate (includes equivalency)","492,526","+/-14,493","478,033","507,019"
"B07409",10.0000,"Some college or associate's degree","633,366","+/-10,959","622,407","644,325"
"B07409",11.0000,"Bachelor's degree","664,599","+/-11,386","653,213","675,985"
"B07409",12.0000,"Graduate or professional degree","412,238","+/-9,830","402,408","422,068"
"B07409",13.0000,"Moved within same county:","219,936","+/-9,538","210,398","229,474"
"B07409",14.0000,"Less than high school graduate","28,697","+/-3,022","25,675","31,719"
"B07409",15.0000,"High school graduate (includes equivalency)","46,053","+/-5,193","40,860","51,246"
"B07409",16.0000,"Some college or associate's degree","54,611","+/-3,989","50,622","58,600"
"B07409",17.0000,"Bachelor's degree","57,016","+/-5,110","51,906","62,126"
"B07409",18.0000,"Graduate or professional degree","33,559","+/-3,371","30,188","36,930"
"B07409",19.0000,"Moved to different county within same state:","104,995","+/-5,570","99,425","110,565"
"B07409",20.0000,"Less than high school graduate","13,274","+/-2,217","11,057","15,491"
"B07409",21.0000,"High school graduate (includes equivalency)","18,812","+/-2,241","16,571","21,053"
"B07409",22.0000,"Some college or associate's degree","25,846","+/-3,088","22,758","28,934"
"B07409",23.0000,"Bachelor's degree","30,405","+/-2,964","27,441","33,369"
"B07409",24.0000,"Graduate or professional degree","16,658","+/-2,176","14,482","18,834"
"B07409",25.0000,"Moved to different state:","45,125","+/-4,488","40,637","49,613"
"B07409",26.0000,"Less than high school graduate","2,698","+/-1,044","1,654","3,742"
"B07409",27.0000,"High school graduate (includes equivalency)","6,105","+/-1,538","4,567","7,643"
"B07409",28.0000,"Some college or associate's degree","11,870","+/-1,982","9,888","13,852"
"B07409",29.0000,"Bachelor's degree","15,448","+/-2,118","13,330","17,566"
"B07409",30.0000,"Graduate or professional degree","9,004","+/-1,854","7,150","10,858"
"B07410",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07410",.,"Universe:  Population 15 years and over in the United States",,,,
"B07410",1.0000,"Total living in area 1 year ago:","3,431,313","+/-11,855","3,419,458","3,443,168"
"B07410",2.0000,"No income","433,266","+/-11,365","421,901","444,631"
"B07410",3.0000,"With income:","2,998,047","+/-13,688","2,984,359","3,011,735"
"B07410",4.0000,"$1 to $9,999 or loss","528,178","+/-10,722","517,456","538,900"
"B07410",5.0000,"$10,000 to $14,999","267,019","+/-9,542","257,477","276,561"
"B07410",6.0000,"$15,000 to $24,999","388,786","+/-9,607","379,179","398,393"
"B07410",7.0000,"$25,000 to $34,999","312,538","+/-9,464","303,074","322,002"
"B07410",8.0000,"$35,000 to $49,999","393,531","+/-10,530","383,001","404,061"
"B07410",9.0000,"$50,000 to $64,999","296,097","+/-8,798","287,299","304,895"
"B07410",10.0000,"$65,000 to $74,999","150,747","+/-6,360","144,387","157,107"
"B07410",11.0000,"$75,000 or more","661,151","+/-10,385","650,766","671,536"
"B07410",12.0000,"Same house:","2,943,468","+/-17,366","2,926,102","2,960,834"
"B07410",13.0000,"No income","368,733","+/-10,843","357,890","379,576"
"B07410",14.0000,"With income:","2,574,735","+/-15,010","2,559,725","2,589,745"
"B07410",15.0000,"$1 to $9,999 or loss","441,803","+/-9,811","431,992","451,614"
"B07410",16.0000,"$10,000 to $14,999","226,388","+/-8,307","218,081","234,695"
"B07410",17.0000,"$15,000 to $24,999","326,076","+/-9,042","317,034","335,118"
"B07410",18.0000,"$25,000 to $34,999","262,100","+/-8,610","253,490","270,710"
"B07410",19.0000,"$35,000 to $49,999","338,873","+/-9,631","329,242","348,504"
"B07410",20.0000,"$50,000 to $64,999","257,768","+/-8,260","249,508","266,028"
"B07410",21.0000,"$65,000 to $74,999","129,846","+/-5,792","124,054","135,638"
"B07410",22.0000,"$75,000 or more","591,881","+/-9,718","582,163","601,599"
"B07410",23.0000,"Moved within same county:","282,923","+/-12,234","270,689","295,157"
"B07410",24.0000,"No income","36,865","+/-3,961","32,904","40,826"
"B07410",25.0000,"With income:","246,058","+/-10,705","235,353","256,763"
"B07410",26.0000,"$1 to $9,999 or loss","41,692","+/-4,441","37,251","46,133"
"B07410",27.0000,"$10,000 to $14,999","24,483","+/-3,312","21,171","27,795"
"B07410",28.0000,"$15,000 to $24,999","39,516","+/-4,380","35,136","43,896"
"B07410",29.0000,"$25,000 to $34,999","32,408","+/-3,805","28,603","36,213"
"B07410",30.0000,"$35,000 to $49,999","33,235","+/-3,583","29,652","36,818"
"B07410",31.0000,"$50,000 to $64,999","22,697","+/-2,886","19,811","25,583"
"B07410",32.0000,"$65,000 to $74,999","11,805","+/-2,334","9,471","14,139"
"B07410",33.0000,"$75,000 or more","40,222","+/-3,948","36,274","44,170"
"B07410",34.0000,"Moved to different county within same state:","146,601","+/-7,223","139,378","153,824"
"B07410",35.0000,"No income","19,956","+/-2,525","17,431","22,481"
"B07410",36.0000,"With income:","126,645","+/-6,417","120,228","133,062"
"B07410",37.0000,"$1 to $9,999 or loss","33,366","+/-3,027","30,339","36,393"
"B07410",38.0000,"$10,000 to $14,999","10,681","+/-1,670","9,011","12,351"
"B07410",39.0000,"$15,000 to $24,999","16,360","+/-2,221","14,139","18,581"
"B07410",40.0000,"$25,000 to $34,999","12,406","+/-2,298","10,108","14,704"
"B07410",41.0000,"$35,000 to $49,999","15,959","+/-2,406","13,553","18,365"
"B07410",42.0000,"$50,000 to $64,999","11,103","+/-2,138","8,965","13,241"
"B07410",43.0000,"$65,000 to $74,999","6,990","+/-1,823","5,167","8,813"
"B07410",44.0000,"$75,000 or more","19,780","+/-2,498","17,282","22,278"
"B07410",45.0000,"Moved to different state:","58,321","+/-5,121","53,200","63,442"
"B07410",46.0000,"No income","7,712","+/-1,913","5,799","9,625"
"B07410",47.0000,"With income:","50,609","+/-4,557","46,052","55,166"
"B07410",48.0000,"$1 to $9,999 or loss","11,317","+/-1,757","9,560","13,074"
"B07410",49.0000,"$10,000 to $14,999","5,467","+/-1,653","3,814","7,120"
"B07410",50.0000,"$15,000 to $24,999","6,834","+/-1,233","5,601","8,067"
"B07410",51.0000,"$25,000 to $34,999","5,624","+/-1,338","4,286","6,962"
"B07410",52.0000,"$35,000 to $49,999","5,464","+/-1,478","3,986","6,942"
"B07410",53.0000,"$50,000 to $64,999","4,529","+/-1,186","3,343","5,715"
"B07410",54.0000,"$65,000 to $74,999","2,106","+/-650","1,456","2,756"
"B07410",55.0000,"$75,000 or more","9,268","+/-1,879","7,389","11,147"
"B07411",.,"MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07411",.,"Universe:  Population 15 years and over in the United States with income",,,,
"B07411",0.7000,"Median income in the past 12 months --",,,,
"B07411",1.0000,"Total living in area 1 year ago:","35,074","+/-500","34,574","35,574"
"B07411",2.0000,"Same house","36,078","+/-448","35,630","36,526"
"B07411",3.0000,"Moved within same county","30,340","+/-1,710","28,630","32,050"
"B07411",4.0000,"Moved to different county within same state","27,072","+/-2,762","24,310","29,834"
"B07411",5.0000,"Moved to different state","29,976","+/-3,631","26,345","33,607"
"B07412",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07412",.,"Universe:  Population 1 year and over in the United States for whom poverty status is determined",,,,
