Table A.13
Median Age At Start Of Esrd Therapy
By Year, By Race, Sex, and Primary Disease Causing ESRD

------------------------------------------------------------------------------------------------
|                                  | 1987 | 1988 | 1989 | 1990 | 1991 | 1992 | 1993 | 1994 | 1995 | 1996 |
|----------------------------------+------+------+------+------+------+------+------+------+------+------|
|Age              0-19             |  15.0|  15.0|  15.0|  15.0|  14.0|  15.0|  14.0|  14.0|  14.0|  14.0|
|                 20-44            |  35.0|  35.0|  35.0|  35.0|  36.0|  36.0|  36.0|  36.0|  36.0|  37.0|
|                 45-64            |  57.0|  57.0|  57.0|  57.0|  57.0|  57.0|  56.0|  56.0|  56.0|  56.0|
|                 65-74            |  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  69.0|  70.0|
|                 75 plus          |  78.0|  78.0|  79.0|  79.0|  79.0|  79.0|  79.0|  79.0|  79.0|  79.0|
|Disease          1 Diabetes       |  59.0|  59.0|  60.0|  61.0|  61.0|  62.0|  62.0|  62.0|  62.0|  62.0|
|                 2 Hypertension   |  66.0|  67.0|  67.0|  68.0|  68.0|  68.0|  69.0|  68.0|  69.0|  69.0|
|                 3 Glomeruloneph. |  52.0|  52.0|  53.0|  53.0|  54.0|  54.0|  54.0|  54.0|  53.0|  53.0|
|                 4 Cystic Kidney  |  55.0|  53.0|  53.5|  54.0|  54.0|  54.0|  53.0|  54.0|  53.0|  53.0|
|                 5 Other Urologic |  68.0|  68.0|  69.0|  67.0|  62.0|  64.0|  62.0|  63.0|  65.0|  65.0|
|                 6 Other Cause    |  56.0|  56.0|  57.0|  56.0|  58.0|  58.0|  57.0|  56.0|  56.0|  57.0|
|                 7 Unknown Cause  |  64.0|  65.0|  65.0|  65.0|  65.0|  65.0|  65.0|  64.0|  66.0|  66.0|
|                 8 Missing Cause  |  58.0|  58.0|  64.0|  63.0|  63.0|  65.0|  69.0|  65.0|  66.0|  49.0|
|Race             1 Native Amer.   |  57.0|  57.0|  59.0|  58.0|  58.0|  60.0|  60.0|  58.0|  58.0|  57.0|
|                 2 Asian          |  58.0|  58.5|  60.0|  60.0|  61.0|  61.0|  62.0|  62.0|  62.0|  63.0|
|                 3 Black          |  58.0|  57.0|  58.0|  59.0|  59.0|  59.0|  59.0|  58.0|  57.0|  57.0|
|                 4 White          |  62.0|  63.0|  64.0|  64.0|  65.0|  65.0|  66.0|  65.0|  65.0|  66.0|
|                 5 Unknown        |  64.0|  64.0|  72.0|  72.0|  71.0|  71.0|  72.0|  68.0|  70.0|  56.5|
|                 9 Other          |  55.5|  56.0|  56.0|  45.5|  45.5|  57.0|  61.0|  56.0|  56.0|  56.0|
|Sex              Female           |  62.0|  62.0|  63.0|  63.0|  64.0|  64.0|  65.0|  64.0|  64.0|  64.0|
|                 Male             |  60.0|  60.0|  61.0|  61.0|  62.0|  62.0|  63.0|  62.0|  62.0|  62.0|
|Total            Total            |  61.0|  61.0|  62.0|  62.0|  63.0|  63.0|  64.0|  63.0|  63.0|  63.0|
----------------------------------------------------------------------------------------------------------
 
 
 
Table A.14
 Mean Age At Start Of Esrd Therapy
By Year, By Race, Sex, and Primary Disease Causing ESRD

------------------------------------------------------------------------------------------------
|                                  | 1987 | 1988 | 1989 | 1990 | 1991 | 1992 | 1993 | 1994 | 1995 | 1996 |
|----------------------------------+------+------+------+------+------+------+------+------+------+------|
|Age              0-19             |  12.8|  12.9|  13.1|  12.7|  12.3|  12.9|  12.5|  12.7|  12.2|  12.3|
|                 20-44            |  34.2|  34.2|  34.3|  34.6|  34.9|  34.9|  34.9|  34.9|  35.2|  35.4|
|                 45-64            |  56.1|  56.1|  56.0|  56.0|  56.0|  55.9|  55.8|  55.7|  55.6|  55.5|
|                 65-74            |  69.2|  69.3|  69.3|  69.3|  69.3|  69.4|  69.4|  69.5|  69.5|  69.6|
|                 75 plus          |  79.2|  79.3|  79.5|  79.6|  79.5|  79.7|  79.8|  79.7|  79.8|  79.9|
|Disease          1 Diabetes       |  56.1|  56.9|  57.3|  58.3|  58.9|  59.3|  59.7|  60.0|  60.3|  60.8|
|                 2 Hypertension   |  63.5|  63.7|  64.1|  64.5|  64.9|  64.9|  65.2|  65.0|  64.8|  65.0|
|                 3 Glomeruloneph. |  50.7|  50.7|  51.3|  51.7|  52.4|  52.3|  52.3|  52.8|  52.1|  52.8|
|                 4 Cystic Kidney  |  54.1|  53.6|  53.5|  54.0|  53.6|  54.4|  54.2|  54.8|  53.7|  54.3|
|                 5 Other Urologic |  61.2|  61.7|  62.8|  60.8|  55.2|  56.5|  55.8|  56.5|  59.2|  59.5|
|                 6 Other Cause    |  51.3|  51.5|  52.3|  51.9|  53.3|  54.2|  53.4|  53.1|  53.2|  54.1|
|                 7 Unknown Cause  |  59.6|  60.0|  60.2|  59.6|  59.4|  59.6|  59.2|  58.8|  61.1|  61.0|
|                 8 Missing Cause  |  54.9|  54.9|  60.9|  59.9|  58.7|  61.6|  66.3|  59.8|  61.4|  49.6|
|Race             1 Native Amer.   |  54.6|  54.7|  56.9|  56.2|  56.2|  58.4|  58.1|  56.2|  56.3|  56.2|
|                 2 Asian          |  55.5|  56.1|  55.5|  56.5|  57.4|  57.2|  58.1|  58.7|  59.7|  60.0|
|                 3 Black          |  55.2|  55.0|  55.3|  55.9|  56.2|  56.4|  56.5|  56.1|  55.6|  55.8|
|                 4 White          |  58.0|  58.7|  59.4|  59.9|  60.6|  61.1|  61.6|  61.7|  61.7|  62.2|
|                 5 Unknown        |  56.9|  60.1|  70.8|  71.3|  70.3|  69.4|  70.4|  64.3|  67.7|  51.8|
|                 9 Other          |  52.5|  52.5|  51.1|  43.3|  45.4|  53.6|  54.8|  51.4|  53.2|  53.1|
|Sex              Female           |  58.2|  58.4|  59.3|  59.7|  60.3|  60.6|  61.2|  60.8|  60.7|  60.8|
|                 Male             |  56.2|  56.7|  57.4|  57.8|  58.2|  58.8|  59.0|  58.9|  58.7|  59.2|
|Total            Total            |  57.1|  57.5|  58.3|  58.7|  59.2|  59.6|  60.0|  59.8|  59.6|  59.9|
----------------------------------------------------------------------------------------------------------
 
 
 
 
 
 
 

Includes all patients: residents of the 50 states, the District of Colulmbia, Puerto Rico and the Territories.
* Values for cells with fewer than 10 patients are suppressed.


Table A.15
Incidence Of Reported ESRD Therapy
Median Age At Incidence, Sex, Race, and One Year Transplant and Death Status
By Detailed Primary Disease, For All Patients, 1992-1996
                                                                                                  %    % Tran  % Died
                                           Total      %    Median    %      %      %      %    Native  First   First
. Hepatorenal syndrome                        329     0.1    56     68.1  85.4    9.1    0.9    2.7     13.4    42.6 
. Tubular necrosis (no recovery)            3,188     1.0    68     60.0  84.2   12.9    1.3    0.7      2.4    33.2 
. Post-Partum Fail, Oth Renal Disorders     1,353     0.4    66     60.2  78.0   16.8    2.6    1.2      5.9    28.5 
Etiology Uncertain                         14,151     4.4    65     57.4  70.6   23.2    3.6    1.2      7.2    23.6 
Missing                                     9,175       .    66     50.7  46.6   23.4    1.3    0.6     14.6    36.8 

* Values for cells with fewer than 10 patients are suppressed.  Includes all patients: residents of the 50 states, the District of Colulmbia, Puerto Rico and the Territories.

Table A.16
Incidence Of Reported ESRD Therapy By Detailed Primary Disease And Race
For All Patients, 1992-1996
                                                                                #                         Native
                                           Total          #       #       #  Native  White  Black  Asian  Amer.
Primary Disease Groups                    Patients    White   Black   Asian  Amer.    (%)    (%)    (%)    (%)

All ESRD, (reference)                     332,459   212,461  97,753  10,324  5,044   100.0  100.0  100.0  100.0 
Diabetes                                  130,473    83,729  37,185   4,298  3,188    40.2   38.9   42.1   63.9 
. Type 1, juvenile type                    46,100    32,377  11,469   1,086    734    15.6   12.0   10.6   14.7 
. Type 2, adult-onset or unspec. type      84,373    51,352  25,716   3,212  2,454    24.7   26.9   31.5   49.2 
Glomerulonephritis                         36,499    24,826   8,789   1,836    452    11.9    9.2   18.0    9.1 
. Focal glomerulosclerosis, focal GN        6,497     3,747   2,430     173     62     1.8    2.5    1.7    1.2 
. Membranous nephropathy                    1,554     1,109     376      36     17     0.5    0.4    0.4    0.3 
. Membranoproliferative GN, types 1&2       1,284       953     215      71     22     0.5    0.2    0.7    0.4 
. IgA nephropathy, Bergers disease          1,080       799      92     134     20     0.4    0.1    1.3    0.4 
. IgM nephropathy                             121        86      13      16      *     0.0    0.0    0.2    0.0 
. Rapidly progressive GN                    1,336     1,071     172      53     20     0.5    0.2    0.5    0.4 
. Goodpastures Syndrome                       780       697      55      14      *     0.3    0.1    0.1    0.2 
. Post infectious GN, SBE                     214       161      41       *      *     0.1    0.0    0.0    0.1 
. Glomerulonephritis (GN)                  22,749    15,549   5,230   1,286    287     7.5    5.5   12.6    5.7 
. Other proliferative GN                      884       654     165      48     10     0.3    0.2    0.5    0.2 
Secondary GN/Vasculitis                     8,122     5,144   2,482     274    101     2.5    2.6    2.7    2.0 
. Lupus erythematosus, (SLE nephritis)      4,177     1,999   1,838     202     46     1.0    1.9    2.0    0.9 
. Polyarteritis                               173       142      20       *      *     0.1    0.0    0.1    0.0 
. Wegeners granulomatosis                     890       815      48      10     12     0.4    0.1    0.1    0.2 
. Henoch-Schonlein syndrome                   153       125      11      10      *     0.1    0.0    0.1    0.1 
. Vasculitis and its derivatives              467       412      38       *      *     0.2    0.0    0.1    0.1 
. Scleroderma                                 740       593     129       *      *     0.3    0.1    0.1    0.2 
. Hemolytic uremic syndrome                   695       573     106       *      *     0.3    0.1    0.1    0.1 
. Nephropathy from heroin /related abuse      661       388     234      18     13     0.2    0.2    0.2    0.3 
. Secondary GN, other                         166        97      58       *      *     0.0    0.1    0.0    0.1 
Interstitial Nephritis/Pyelonephritis      14,577    11,541   2,321     410    139     5.5    2.4    4.0    2.8 
. Chronic pyelonephritis, reflux neph.      1,805     1,520     179      63     19     0.7    0.2    0.6    0.4 
. Analgesic abuse                             416       322      75      10      *     0.2    0.1    0.1    0.1 
. Nephropathy caused by other agents        1,865     1,442     350      40     15     0.7    0.4    0.4    0.3 
. Nephrolithiasis, Obstruction, Gouty       4,078     3,206     664     124     31     1.5    0.7    1.2    0.6 
. Nephrocalcinosis                            121        94      17       *      *     0.0    0.0    0.0    0.0 
. Chronic interstitial nephritis            5,946     4,675     983     161     69     2.2    1.0    1.6    1.4 
. Acute interstitial nephritis                346       282      53       *      *     0.1    0.1    0.1    0.0 
Hypertensive/large vessel disease          93,651    54,542  35,137   2,436    728    26.2   36.8   23.9   14.6 
. Hypertension, (no primary ren. dis.)     86,403    47,847  34,740   2,348    684    23.0   36.3   23.0   13.7 
. Renal artery stenosis or occlusion        5,894     5,422     348      70     36     2.6    0.4    0.7    0.7 
. Cholesterol emboli, renal emboli          1,354     1,273      49      18      *     0.6    0.1    0.2    0.2 
Cystic/Heriditary/Congenital Diseases      11,618     9,545   1,548     268     96     4.6    1.6    2.6    1.9 
. Polycystic kidneys, adult (dominant)      8,724     7,262   1,103     206     60     3.5    1.2    2.0    1.2 
. Polycystic, infantile (recessive)            65        49      14       *      0     0.0    0.0    0.0    0.0 
. Medullary cystic, inc nephronophthisis       90        75      12       *      *     0.0    0.0    0.0    0.0 
. Alports, other hereditary/familial dis      720       608      76      13     10     0.3    0.1    0.1    0.2 
. Tuberous sclerosis                          139       112      21       *      *     0.1    0.0    0.0    0.0 
. Cystinosis                                   57        52       *       0      *     0.0    0.0    0.0    0.0 
. Primary oxalosis                             92        84       *       *      0     0.0    0.0    0.0    0.0 
. Fabrys disease                               79        70       *       0      *     0.0    0.0    0.0    0.0 
. Congenital nephrotic syndrome                84        53      21       *      *     0.0    0.0    0.1    0.0 
. Drash syndrome, mesangial sclerosis          11         *       *       0      *     0.0    0.0    0.0    0.0 
. Congenital obstructive uropathy             769       577     133      22      *     0.3    0.1    0.2    0.1 
. Renal hypoplasia, dysplasia                 734       556     137      11     11     0.3    0.1    0.1    0.2 
. Prune belly syndrome                         54        41      11       *      0     0.0    0.0    0.0    0.0 
Neoplasms/Tumors                            5,428     4,286     976      84     48     2.1    1.0    0.8    1.0 
. Renal or Urological Neoplasms             1,457     1,175     240      18     15     0.6    0.3    0.2    0.3 
. Multiple myeloma                          2,809     2,150     572      46     24     1.0    0.6    0.5    0.5 
. Light chain nephropathy                     158       120      29       *      *     0.1    0.0    0.0    0.0 
. Amyloidosis                               1,004       841     135      15      *     0.4    0.1    0.1    0.2 
Miscellaneous Conditions                    8,765     4,579   3,881      92     74     2.2    4.1    0.9    1.5 
. Complication post bone marr/other txp       111        94      13       *      *     0.0    0.0    0.0    0.0 
. Sickle cell disease/anemia or trait         345        18     318       0      *     0.0    0.3    0.0    0.1 
. AIDS nephropathy                          3,264       302   2,861       *     17     0.1    3.0    0.1    0.3 
. Traumatic/surgical loss of kidney(s)        175       144      22       *      *     0.1    0.0    0.0    0.0 
. Hepatorenal syndrome                        329       281      30       *      *     0.1    0.0    0.0    0.2 
. Tubular necrosis (no recovery)            3,188     2,684     410      43     23     1.3    0.4    0.4    0.5 
. Post-Partum Fail, Oth Renal Disorders     1,353     1,056     227      35     16     0.5    0.2    0.3    0.3 
Etiology Uncertain                         14,151     9,994   3,286     506    166     4.8    3.4    5.0    3.3 
Missing                                     9,175     4,275   2,148     120     52       .      .      .      . 
* Values for cells with fewer than 10 patients are suppressed.  Includes all patients: residents of the 50 states, the District of Colulmbia, Puerto Rico and the Territories.



Table A.17:  Incidence Of Reported ESRD Therapy
Median Age At Incidence, Sex, Race, and One Year Transplant and Death Status
By Detailed Primary Disease, For Patients Age 65 And Over, 1992-1996
                                                                                                 %    % Tran  % Died
                                           Total      %    Median    %      %      %      %    Native  First   First
Primary Disease Groups                    Patients  Incid   Age    Males  White  Black  Asian  Amer.    Year    Year

All ESRD, (reference)                     155,530   100.0    73     50.8   71.9  22.0    3.0    1.1      0.3    32.4 
Diabetes                                   55,794    37.1    71     42.8   67.3  25.7    3.8    1.9      0.2    30.1 
. Type 1, juvenile type                    14,571     9.7    71     42.3   71.0  23.8    3.1    1.2      0.2    31.6 
. Type 2, adult-onset or unspec. type      41,223    27.4    71     42.9   66.0  26.4    4.1    2.1      0.2    29.6 
Glomerulonephritis                         12,277     8.2    73     59.4   83.7  11.2    3.7    0.8      0.9    25.6 
. Focal glomerulosclerosis, focal GN        1,396     0.9    72     65.1   84.0  12.5    2.5    0.6      1.4    20.6 
. Membranous nephropathy                      533     0.4    72     63.4   81.8  13.9    3.0    0.6      1.1    18.8 
. Membranoproliferative GN, types 1&2         264     0.2    72     58.7   87.5   9.5    1.5    1.1      1.1    19.7 
. IgA nephropathy, Bergers disease            148     0.1    71     72.3   88.5   3.4    7.4    0.0      0.0    21.6 
. IgM nephropathy                              18     0.0    71     83.3   88.9   5.6    5.6    0.0      5.6     5.6 
. Rapidly progressive GN                      577     0.4    73     50.6   89.9   6.9    1.6    0.9      0.3    30.5 
