CRUISE	SHIP	JUL_DAY	GREG_DAY	PRIN_IN	RECOR_BY	INST	TIME_ZULU	STATION	GROUP	DEG_LAT	MIN_LAT	LAT_HEMI	DEG_LONG	MIN_LONG	LONG_HEMI	SAMP_TYPE	DEPTH_ALT	DEP_OR_ALT	SAMP_NUMB	COMMENTS
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	30	930980030		29	4.29	N	89	40.74	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	100	930980100		29	3.71	N	89	38.10	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	130	930980130		29	2.54	N	89	35.46	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	200	930980200		29	1.40	N	89	32.81	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	234	930980234		29	0.00	N	89	30.07	W	"H22,H24,H25,H26,H10"	"12,8,4,0"	D	20	"CTD 20, CHL, NUTS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	330	930980330		28	56.91	N	89	30.06	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	400	930980400		28	54.59	N	89	30.28	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	430	930980430		28	52.23	N	89	30.33	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	500	930980500		28	49.52	N	89	30.15	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	610	930980610		28	44.89	N	89	29.95	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	635	930980635		28	43.23	N	89	40.00	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	702	930980702		28	41.90	N	89	31.13	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	730	930980730		28	42.06	N	89	33.56	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	800	930980800		28	43.67	N	89	34.97	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	832	930980832		28	46.77	N	89	34.97	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	900	930980900		28	48.90	N	89	35.25	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	930	930980930		28	51.69	N	89	36.01	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	1000	930981000		28	54.29	N	89	35.80	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	1030	930981030		28	56.78	N	89	35.48	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	1100	930981100		28	59.18	N	89	35.22	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	98	4/8/93	MIKE DAGG	AMY GORMAN	LUMCON	1126	930981126		29	0.90	N	89	35.00	W	"H22,H24,H25,H26,H10"	"12,8,4,0"	D	21	"CTD 21, CHL, NUTS"
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	AMY GORMAN	LUMCON	1313	931001313		28	51.45	N	89	34.53	W	"H22,H24,H25,H26,H10"	"70,50,40,30,25,20,15,10,5,0"	D	22	"CTD 22, CHL, NUTS"
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	AMY GORMAN	LUMCON	1707	931001707		28	51.37	N	89	35.46	W	"H22,H24,H25,H26,H10"	"68.2,50,40,30,25,20,15,10,5,0"	D	23	"CTD 23, CHL, NUTS"
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	AMY GORMAN	LUMCON	1850	931001850		28	52.28	N	89	37.72	W	B09	50	D		NET TOW
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	AMY GORMAN	LUMCON	1905	931001905		28	52.32	N	89	37.61	W	B09	50	D		NET TOW
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	AMY GORMAN	LUMCON	1953	931001953		28	52.07	N	89	37.39	W		42	D	24	WATER COLLECTION
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	AMY GORMAN	LUMCON	2021	931002021		28	52.08	N	89	37.50	W		42	D	25	WATER COLLECTION
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	AMY GORMAN	LUMCON	2053	931002053		28	52.05	N	89	37.47	W		42	D	26	WATER COLLECTION
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	RORY TOON	LUMCON	2115	931002115		28	52.09	N	89	37.59	W		42	D	27	WATER COLLECTION
PE930403	R V PELICAN	100	4/10/93	MIKE DAGG	RORY TOON	LUMCON	2303	931002303		28	51.66	N	89	37.26	W		42	D	28	ABORTED CTD CAST
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	7	931010007		28	51.06	N	89	37.03	W	"H10,H22,H24,H25,H26"	42	D	29	"RECAST OF ABORTED CTD #28 - NUTS, CHL"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	305	931010305		28	49.58	N	89	37.27	W	B09	50	D		NET TOW
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	315	931010315		28	49.64	N	89	37.42	W	B09	50	D		NET TOW
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	502	931010502		28	49.05	N	89	39.29	W	"H10,H22,H24,H25,H26,B02"	"65,50,40,30,25,20,15,10,5,0"	D	30	"CTD 30, CHL, NUTS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	931	931010931		28	48.14	N	89	43.77	W	"H10,H22,H24,H25,H26,B02"	"20.5,10.3,4.2,1.9,2"	D	31	"CTD 31, CHL, NUTS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1004	931011004		28	43.38	N	89	44.72	W	"H10,H22,H24,H25,H26,B02"	2.4	D	32	CTD 32
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1239	931011239		28	48.07	N	89	46.76	W	"H10,H22,H24,H25,H26,B02"	2.4	D	33	"CTD 33, CHL, NUTS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1430	931011430		28	44.02	N	89	44.82	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1500	931011500		28	41.54	N	89	43.57	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1530	931011530		28	38.74	N	89	42.13	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1600	931011600		28	36.19	N	89	41.06	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1633	931011633		28	36.32	N	89	40.53	W	"H22,H24,H25,H26,B02"		D		"CHL, NUTS FROM MIDAS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1714	931011714		28	28.35	N	89	39.89	W	"H22,H24,H25,H26,B02,H10"	"300,200,120,100,75,60,50,40,30,20,15,0"	D	34	"CTD 34, CHL, NUTS"
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1830	931011830		28	29.81	N	89	39.05	W	B09	300	D		NET TOW
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1846	931011846		28	30.33	N	89	38.79	W	B09	100	D		NET TOW
PE930403	R V PELICAN	101	4/11/93	MIKE DAGG	RORY TOON	LUMCON	1850	931011850		28	30.54	N	89	38.74	W	B09	100	D		NET TOW
PE930403	R V PELICAN	100	4/10/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1306	931001306		28	51.46	N	89	34.43	W	"B04,B05"	"15,25"	D		SEDIMENT TRAP DEPLOYED
PE930403	R V PELICAN	100	4/10/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1405	931001405		28	51.38	N	89	35.23	W	B02	50	D	P04103AA	PNF LIGHT CAST
PE930403	R V PELICAN	100	4/10/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1416	931001416		28	51.37	N	89	35.46	W	H16	1	D		SECCHI DISK
PE930403	R V PELICAN	100	4/10/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1729	931001729		28	52.11	N	89	36.95	W	B02	50	D	P04103AB	PNF LIGHT CAST
PE930403	R V PELICAN	100	4/10/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1736	931001736		28	52.18	N	89	36.98	W	H16	1.33	D		SECCHI DISK
PE930403	R V PELICAN	101	4/11/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	931	931010931		28	48.17	N	89	43.77	W	"B01,B02,B80,H22,H24,H25,H26,H10"	65	D	31	"CTD 31, PRIMARY PRODUCTIVITY, NUTS, CHL, PI, DIC"
PE930403	R V PELICAN	101	4/11/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1004	931011004		28	43.38	N	89	44.72	W	"B01,B02,B80,H22,H24,H25,H26,H10"	2.4	D	32	"CTD 31, PRIMARY PRODUCTIVITY, NUTS, CHL, PI, DIC"
PE930403	R V PELICAN	101	4/11/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1327	931011327		28	48.58	N	89	46.71	W	B02	50	D	P04113AA	PNF LIGHT CAST
PE930403	R V PELICAN	101	4/11/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1333	931011333		28	48.65	N	89	46.87	W	H16	1	D		SECCHI DISK
PE930403	R V PELICAN	101	4/11/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1756	931011756		28	29.44	N	89	39.48	W	B02/H16	100/~26	D	P04113AB/-	PNF/SECCHI DISK
PE930403	R V PELICAN	100	4/10/93	LOHRENZ/REDALJE	ROBIN KREST	USM/CMS	1748	931001748		28	52.18	N	89	36.98	W	"B02,B28,H10,H16"	50	D	PE93F13	VFIN/BEAST
PE930403	R V PELICAN	101	4/11/93	PETER ORTNER	PETER ORTNER	AOML	205	931010205		28	51.00	N	89	37.00	W	"B02,B28,H10,H16"	50	D	PE93F14	VFIN/BEAST
PE930403	R V PELICAN	101	4/11/93	PETER ORTNER	PETER ORTNER	AOML	1318	931011318		28	48.58	N	89	46.80	W	"B02,B28,H10,H16"	2	D	PE93F15	VFIN/BEAST
PE930403	R V PELICAN	101	4/11/93	PETER ORTNER	PETER ORTNER	AOML	1418	931011418		28	45.50	N	89	45.50	W	B09	2	D	ZM25	ZOOPLANKTON FROM MIDAS
PE930403	R V PELICAN	101	4/11/93	PETER ORTNER	PETER ORTNER	AOML	1520	931011520		28	39.50	N	89	42.57	W	B09	2	D	ZM26	ZOOPLANKTON FROM MIDAS
PE930403	R V PELICAN	101	4/11/93	PETER ORTNER	PETER ORTNER	AOML	1630	931011630		28	33.65	N	89	39.99	W	B09	2	D	ZM27	ZOOPLANKTON FROM MIDAS
PE930403	R V PELICAN	101	4/11/93	PETER ORTNER	PETER ORTNER	AOML	1909	931011909		28	30.83	N	89	38.39	W	"B02,B28,H10,H16"	100	D	PE93F16	VFIN/BEAST
PE930403	R V PELICAN	95	4/5/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	926	930950926		28	46.83	N	90	5.10	W	B08	"0,5,15,33"	D	QD1	
PE930403	R V PELICAN	95	4/5/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1335	930951335		28	46.83	N	90	5.15	W	B08	"0,5,15,25,35"	D	QD2	
PE930403	R V PELICAN	95	4/5/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1738	930951738		28	46.68	N	90	5.53	W	B08	"0,5,15,30"	D	QD3	
PE930403	R V PELICAN	95	4/5/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	2316	930952316		28	45.18	N	90	5.84	W	B08	"0,5,15,30"	D	QD4	
PE930403	R V PELICAN	96	4/6/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	455	930960455		28	43.84	N	90	8.97	W	B08	"0,5,15,25,30"	D	QD5	
PE930403	R V PELICAN	96	4/6/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	922	930960922		28	44.32	N	90	11.80	W	B08	"0,7,15,22"	D	QD6	
PE930403	R V PELICAN	96	4/6/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1715	930961715		28	45.93	N	90	14.40	W	B08	"0,5,10,15,20"	D	QD7	
PE930403	R V PELICAN	96	4/6/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	2304	930962304		28	46.43	N	90	14.43	W	B08	"0,5,10,15,20"	D	QD8	
PE930403	R V PELICAN	97	4/7/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	359	930970359		28	46.29	N	90	17.67	W	B08	"0,5,10,15"	D	QD9	
PE930403	R V PELICAN	97	4/7/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	910	930970910		28	46.98	N	90	18.78	W	B08	"0,5,10,15"	D	QD10	
PE930403	R V PELICAN	97	4/7/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	800	930970800		28	46.98	N	90	18.94	W	B08		D		HYPOXIA SEDIMENT TRAP
PE930403	R V PELICAN	100	4/10/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1303	931001303		28	51.45	N	89	34.53	W	B08	"0,10,15,20,25"	D	QD11	
PE930403	R V PELICAN	100	4/10/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1707	931001707		28	51.89	N	89	36.90	W	B08	"0,10,15,20,25"	D	QD12	
PE930403	R V PELICAN	101	4/11/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	7	931010007		28	51.06	N	89	37.03	W	B08	"0,10,15,20,25"	D	QD13	
PE930403	R V PELICAN	101	4/11/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	502	931010502		28	49.05	N	89	39.29	W	B08	"0,10,15,20,25"	D	QD14	
PE930403	R V PELICAN	101	4/11/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	931	931010931		28	48.17	N	89	43.77	W	B08	"0,4,10,20"	D	QD15	
PE930403	R V PELICAN	101	4/11/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1004	931011004		28	43.38	N	89	44.72	W	B08	2.5	D	QD15	
PE930403	R V PELICAN	101	4/11/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1302	931011302		28	48.58	N	89	46.98	W	B08	"15,25"	D	"MS01,MS02"	
PE930403	R V PELICAN	101	4/11/93	QUAY DORTCH	RANDY ROBICHAUX	LUMCON	1714	931011714		28	28.35	N	89	39.89	W	B08	"0,15,30,50,60,75"	D	QD16	
PE930403	R V PELICAN	95	4/5/93	S. E. LOHRENZ	XIAOGANG CHEN	USM/CMS	926	930950926		28	46.83	N	90	5.10	W	"B01,B03,H90"	"0,5,15"	D		"PI CURVES, SPM, DIC"
PE930403	R V PELICAN	95	4/5/93	S. E. LOHRENZ	XIAOGANG CHEN	USM/CMS	1738	930951738		28	46.68	N	90	5.53	W	"B01,B03,H90"	"0,5,15"	D		"PI CURVES, SPM, DIC"
PE930403	R V PELICAN	96	4/6/93	S. E. LOHRENZ	XIAOGANG CHEN	USM/CMS	922	930960922		28	44.32	N	90	11.80	W	"B01,B03,H90"	"0,5,15"	D		"PI CURVES, SPM, DIC"
PE930403	R V PELICAN	100	4/10/93	S. E. LOHRENZ	XIAOGANG CHEN	USM/CMS	1313	931001313		28	51.45	N	89	34.53	W	"B01,B03,H90"	"0,15,25"	D		"PI CURVES, SPM, DIC"
PE930403	R V PELICAN	100	4/10/93	S. E. LOHRENZ	XIAOGANG CHEN	USM/CMS	1707	931001707		28	51.89	N	89	36.90	W	"B01,B03,H90"	"0,15,25"	D		"PI CURVES, SPM, DIC"
PE930403	R V PELICAN	101	4/11/93	S. E. LOHRENZ	XIAOGANG CHEN	USM/CMS	931	931010931		28	48.17	N	89	43.77	W	"B01,B03,H90"	"1.7,2.4,4.2"	D		"PI CURVES, SPM, DIC"
PE930403	R V PELICAN	101	4/11/93	S. E. LOHRENZ	XIAOGANG CHEN	USM/CMS	1714	931011714		28	28.35	N	89	39.89	W	"B01,B03,H90"	"0,15,60"	D		"PI CURVES, SPM, DIC"
PE930403	R V PELICAN	101	4/11/93	PETER ORTNER	PETER ORTNER	AOML	0			0	0.00	N	0	0.00	W			D		
PE930403	R/V PELICAN	95	4/5/93	M. DAGG	P. ORTNER	AOML	1941	930951941		28	46.58	N	90	5.03	W	"B02, B28, H10, H16"	30	D	PE93F1/2	VFIN/BEAST
PE930403	R/V PELICAN	96	4/6/93	M. DAGG	P. ORTNER	AOML	400	930960400		28	45.00	N	90	0.00	W	"B02, B28, H10, H16"	30	D	PE93F03	VFIN/BEAST
PE930403	R/V PELICAN	96	4/6/93	M. DAGG	P. ORTNER	AOML	1745	930961745		28	46.18	N	90	14.48	W	"B02, B28, H10, H16"	25	D	PE93F04	VFIN/BEAST
PE930403	R/V PELICAN	97	4/7/93	M. DAGG	P. ORTNER	AOML	1545	930971545		28	38.50	N	89	49.00	W	"B02, B28, H10, H16"	2	D	PE93F05	VFIN/BEAST
PE930403	R/V PELICAN	97	4/7/93	M. DAGG	P. ORTNER	AOML	1711	930971711		28	45.00	N	89	49.00	W	"B02, B28, H10, H16"	2	D	PE93F06	VFIN/BEAST
PE930403	R/V PELICAN	97	4/7/93	M. DAGG	P. ORTNER	AOML	2221	930972221		29	9.02	N	89	30.00	W	"B02, B28, H10, H16"	2	D	PE93F07	VFIN/BEAST
PE930403	R/V PELICAN	98	4/8/93	M. DAGG	P. ORTNER	AOML	1127	930981127		29	0.90	N	89	35.00	W	B09	1	D	ZM 023	ZOOPLANKTON SAMPLE
PE930403	R/V PELICAN	95	4/5/93	LOHRENZ/REDALJE	"KREST, R."	USM/CMS	1316	930951316		28	46.80	N	90	5.13	W	"B04, B05"	20	D		SEDIMENT ARRAY DEPLOYED
PE930403	R/V PELICAN	97	4/7/93	LOHRENZ/REDALJE	"KREST, R."	USM/CMS	800	930970800		28	46.98	N	90	18.94	W	"B04, B05"	20	D		SEDIMENT ARRAY RECOVERED
