-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
NANO        49718.000    1995     1     1     0
NANO        52274.750    2001    12    31    18
NANO     -2335726.738 -3451608.345  4812009.996
49738.75     0.222970     0.161123    -0.075902
49739.00     0.286406     0.050040     0.186254
49739.25     0.313115     0.018252     0.397999
49739.50     0.307953     0.023846     0.537439
49739.75     0.233164     0.056237     0.068830
49740.00     0.242009    -0.028881     0.288169
49740.25     0.239718    -0.059209     0.316006
49740.50     0.248193    -0.088949     0.569320
49740.75     0.236955    -0.032594     0.128449
49741.00     0.317217    -0.081293     0.512017
49741.25     0.369568    -0.017540     0.412105
49741.50     0.358310     0.001686     0.973287
49741.75     0.308613     0.104441     0.787576
49742.00     0.262197     0.011248     1.472601
49742.25     0.184533    -0.014772     1.760087
49742.50     0.112530    -0.050417     2.294124
49742.75     0.086023    -0.058651     2.159358
49743.00     0.092002    -0.210434     2.806464
49743.25     0.028084    -0.257809     2.946004
49743.50    -0.004682    -0.285423     3.003938
49743.75    -0.038972    -0.234785     2.075151
49744.00     0.058893    -0.314636     1.788507
49744.25     0.127148    -0.257871     1.198733
49744.50     0.196333    -0.207624     0.893318
49744.75     0.177074    -0.026389    -0.078124
49745.00     0.251105     0.064459    -0.450108
49745.25     0.240059     0.255900    -0.710070
49745.50     0.126631     0.422184    -0.363077
49745.75    -0.125838     0.611648    -0.488272
49746.00    -0.303090     0.568823     0.323118
49746.25    -0.572277     0.590966     1.140387
49746.50    -0.824979     0.497339     2.151667
49746.75    -0.995686     0.328820     2.077058
49747.00    -0.989842     0.038174     1.501052
49747.25    -0.817814    -0.048887     1.038979
49747.50    -0.788917    -0.097701     2.234629
49747.75    -1.047984    -0.193925     3.450026
49748.00    -1.180965    -0.432910     3.221829
49748.25    -1.035814    -0.437236     3.098056
49748.50    -1.062735    -0.490542     4.852677
49748.75    -1.291769    -0.505929     5.349409
49749.00    -1.346344    -0.623723     5.185083
49749.25    -1.268862    -0.555451     4.261398
49749.50    -1.132534    -0.509745     3.552392
49749.75    -0.980438    -0.394262     2.515417
49750.00    -0.827895    -0.458978     2.554030
49750.25    -0.703290    -0.321253     1.044893
49750.50    -0.412846    -0.144496    -0.443338
49750.75    -0.216144     0.142714    -1.832056
49751.00    -0.020804     0.331550    -2.351558
49751.25    -0.098285     0.588324    -2.206521
49751.50    -0.219652     0.631839    -2.090598
49751.75    -0.225601     0.625556    -3.083264
49752.00    -0.082514     0.525497    -3.257976
49752.25     0.035222     0.521504    -3.347425
49752.50     0.164977     0.563451    -3.226813
49752.75     0.196390     0.630327    -3.507605
49753.00     0.230918     0.524548    -3.030361
49753.25     0.192824     0.532330    -2.786299
49753.50     0.086530     0.530198    -2.338419
49753.75    -0.077198     0.594913    -2.611473
49754.00    -0.048858     0.481521    -2.493266
49754.25    -0.019119     0.439719    -2.683511
49754.50     0.110470     0.330352    -2.696113
49754.75     0.233096     0.336264    -3.481869
49755.00     0.406974     0.213089    -3.653114
49755.25     0.572222     0.233328    -4.086074
49755.50     0.662227     0.193009    -4.020253
49755.75     0.664161     0.248233    -4.238359
49756.00     0.706180     0.159990    -3.607082
49756.25     0.698249     0.173144    -3.504787
49756.50     0.621248     0.184121    -3.336862
49756.75     0.460477     0.247086    -3.855540
49757.00     0.407392     0.015187    -3.300447
49757.25     0.311527    -0.157037    -2.812450
49757.50     0.352023    -0.338607    -2.121584
49757.75     0.435137    -0.286889    -2.794188
49758.00     0.546999    -0.349383    -2.671432
49758.25     0.611858    -0.279183    -2.710480
49758.50     0.639658    -0.312900    -2.349169
49758.75     0.596268    -0.215391    -2.516996
49759.00     0.604078    -0.340450    -1.790112
49759.25     0.628383    -0.370296    -1.048187
49759.50     0.707402    -0.430612    -0.445065
49759.75     0.783068    -0.372503    -0.620734
49760.00     0.874888    -0.467504     0.031647
49760.25     0.884664    -0.421603     0.515117
49760.50     0.860005    -0.419649     1.440575
49760.75     0.710264    -0.369455     1.508480
49761.00     0.636109    -0.554760     2.204519
49761.25     0.393029    -0.612548     2.709350
49761.50     0.200531    -0.739420     3.607817
49761.75    -0.076936    -0.778967     3.867078
49762.00    -0.149159    -0.986547     4.896581
49762.25    -0.265991    -1.001969     4.937559
49762.50    -0.362151    -1.058783     5.367299
49762.75    -0.536687    -1.002130     5.132628
49763.00    -0.638543    -1.026975     5.647172
49763.25    -0.747097    -0.887666     6.423328
49763.50    -0.762803    -1.027648     7.530513
49763.75    -0.687771    -0.979264     5.849545
49764.00    -0.511088    -0.900751     4.138199
49764.25    -0.401531    -0.622546     2.535531
49764.50    -0.397032    -0.455920     2.207565
49764.75    -0.612663    -0.182220     1.932896
49765.00    -0.863493    -0.172083     3.268027
49765.25    -1.079250    -0.177555     3.867830
49765.50    -1.150791    -0.188550     5.369222
49765.75    -1.320556    -0.188656     5.220634
49766.00    -1.041931    -0.363844     3.931003
49766.25    -0.745436    -0.162385     1.900058
49766.50    -0.551476     0.085625     0.873559
49766.75    -0.606311     0.439672     0.492450
49767.00    -0.851246     0.395751     1.600154
49767.25    -0.944490     0.295657     1.631574
49767.50    -0.937589     0.201787     1.111719
49767.75    -0.737594     0.296356    -0.712485
49768.00    -0.525941     0.305885    -1.006146
49768.25    -0.477946     0.473157    -0.822827
49768.50    -0.696650     0.505574     0.198387
49768.75    -0.805425     0.496019    -0.057929
49769.00    -0.738361     0.253890     0.242616
49769.25    -0.724433     0.146086     0.346047
49769.50    -0.675285     0.084990     0.578922
49769.75    -0.673928     0.116831    -0.095359
49770.00    -0.468802    -0.062004    -0.304596
49770.25    -0.262071    -0.058249    -0.734107
49770.50    -0.088441    -0.067903    -0.808937
49770.75     0.061843     0.035003    -1.734974
49771.00     0.226781     0.006774    -1.827561
49771.25     0.303750     0.156118    -2.030209
49771.50     0.260310     0.301817    -1.739570
49771.75     0.097765     0.464318    -1.912208
49772.00     0.081577     0.375853    -1.381680
49772.25     0.033690     0.400470    -1.204860
49772.50    -0.055224     0.318296    -0.642786
49772.75    -0.128905     0.376488    -1.022189
49773.00    -0.058896     0.134925    -0.625857
49773.25     0.130604    -0.001728    -0.919666
49773.50     0.346912    -0.059413    -1.201305
49773.75     0.489561     0.065251    -2.076116
49774.00     0.608025    -0.048684    -1.831344
49774.25     0.685526     0.047268    -1.991892
49774.50     0.775300     0.105267    -2.022804
49774.75     0.826403     0.310018    -3.081947
49775.00     0.929438     0.292480    -3.203366
49775.25     1.008536     0.434526    -3.932657
49775.50     1.049698     0.503860    -4.187068
49775.75     1.005585     0.682325    -5.254154
49776.00     1.114060     0.615273    -5.081739
49776.25     1.111623     0.688388    -5.137541
49776.50     1.128693     0.658066    -4.725810
49776.75     1.035202     0.796112    -5.259083
49777.00     1.054013     0.640008    -4.410990
49777.25     1.008719     0.578797    -3.816312
49777.50     0.984372     0.451654    -3.182068
49777.75     0.824753     0.485188    -3.338582
49778.00     0.765314     0.237436    -2.349383
49778.25     0.615210     0.182574    -1.659443
49778.50     0.561530     0.044949    -0.741122
49778.75     0.461318     0.089037    -0.665797
49779.00     0.546483    -0.055469     0.125222
49779.25     0.531935    -0.027651     0.693917
49779.50     0.531100    -0.038112     1.264430
49779.75     0.424390     0.033442     1.371510
49780.00     0.471576    -0.062299     1.699747
49780.25     0.528073     0.013945     1.510190
49780.50     0.598191     0.006055     1.747623
49780.75     0.569071     0.144617     1.097128
49781.00     0.620533     0.015879     1.291356
49781.25     0.642836     0.011684     1.012705
49781.50     0.598209    -0.109500     1.126761
49781.75     0.488160    -0.072716     0.420366
49782.00     0.541034    -0.177466     0.363453
49782.25     0.618177    -0.094025    -0.213976
49782.50     0.762588    -0.031293    -0.597777
49782.75     0.743556     0.224388    -1.891596
49783.00     0.770903     0.200701    -1.846588
49783.25     0.703489     0.258418    -1.682549
49783.50     0.632040     0.262762    -1.158062
49783.75     0.417588     0.397984    -1.285641
49784.00     0.334079     0.256873    -0.002767
49784.25     0.165271     0.264003     1.095404
49784.50    -0.019057     0.156481     2.874516
49784.75    -0.300663     0.202639     3.772575
49785.00    -0.492508     0.000309     5.377161
49785.25    -0.663962    -0.082099     6.303233
49785.50    -0.658006    -0.257917     7.881580
49785.75    -0.848068    -0.308833     8.944069
49786.00    -1.173724    -0.502421    11.040261
49786.25    -1.326426    -0.537922     9.291534
49786.50    -1.123250    -0.540457     9.041501
49786.75    -1.087645    -0.518708     8.995046
49787.00    -0.983664    -0.748101     9.906330
49787.25    -1.087315    -0.851372    10.670507
49787.50    -1.210099    -0.900365    10.777904
49787.75    -1.215979    -0.816353     9.555514
49788.00    -1.186999    -0.911345     9.181594
49788.25    -1.124202    -0.852194     7.542722
49788.50    -0.995475    -0.787532     6.343262
49788.75    -0.798002    -0.572633     4.282216
49789.00    -0.527660    -0.485608     3.581298
49789.25    -0.295810    -0.223903     3.090685
49789.50    -0.268271    -0.061574     3.573446
49789.75    -0.350624     0.184404     2.617738
49790.00    -0.342556     0.248147     2.096299
49790.25    -0.245312     0.455455     1.000236
49790.50    -0.088273     0.476847     1.614236
49790.75    -0.254481     0.675478     2.174455
49791.00    -0.423958     0.458222     1.523368
49791.25    -0.264229     0.410288     0.618101
49791.50    -0.171879     0.296172     0.263012
49791.75    -0.095693     0.364804    -1.590412
49792.00     0.113125     0.294325    -2.266736
49792.25     0.294468     0.411281    -2.980976
49792.50     0.398217     0.420353    -2.611424
49792.75     0.311814     0.568824    -2.687868
49793.00     0.301235     0.500030    -2.010171
49793.25     0.190954     0.584008    -1.564972
49793.50     0.058941     0.563276    -0.673821
49793.75    -0.176747     0.572273    -0.408352
49794.00    -0.247004     0.363461     0.256901
49794.25    -0.357458     0.310662     0.803269
49794.50    -0.463740     0.139475     1.784676
49794.75    -0.646781     0.065269     1.613999
49795.00    -0.656724    -0.193577     1.904703
49795.25    -0.708435    -0.226595     1.313249
49795.50    -0.668654    -0.341224     1.097163
49795.75    -0.617047    -0.300727     0.527482
49796.00    -0.530049    -0.523821     2.276293
49796.25    -0.561543    -0.611885     4.721142
49796.50    -0.789129    -0.785362     7.259942
49796.75    -1.036953    -0.895744     7.758783
49797.00    -1.112354    -1.156113     8.979760
49797.25    -1.224954    -1.110821     9.531315
49797.50    -1.333013    -1.184885    10.036524
49797.75    -1.187947    -1.201375     8.368505
49798.00    -0.885730    -1.338636     7.993909
49798.25    -0.604377    -1.269209     7.206584
49798.50    -0.421445    -1.256932     7.146004
49798.75    -0.372539    -1.028405     5.928839
49799.00    -0.237167    -0.998773     5.507237
49799.25    -0.098432    -0.900663     5.086124
49799.50    -0.103664    -0.864497     5.367669
49799.75    -0.177627    -0.716070     4.704750
49800.00    -0.174663    -0.775613     4.573535
49800.25    -0.043863    -0.663992     3.400279
49800.50     0.035083    -0.622732     2.502610
49800.75     0.142160    -0.463414     0.643531
49801.00     0.351008    -0.408516    -0.361286
49801.25     0.520046    -0.136898    -2.004077
49801.50     0.648316     0.004800    -2.669278
49801.75     0.647744     0.222709    -4.008707
49802.00     0.778190     0.246648    -4.279651
49802.25     0.884283     0.450365    -5.201703
49802.50     1.003829     0.543285    -5.582688
49802.75     1.052681     0.745376    -6.810993
49803.00     1.163986     0.703291    -6.872290
49803.25     1.244599     0.786839    -7.343338
49803.50     1.297121     0.816052    -7.305170
49803.75     1.244598     0.987602    -8.110767
49804.00     1.301040     0.904781    -7.763776
49804.25     1.272960     1.020405    -7.692219
49804.50     1.224298     0.977870    -7.124165
49804.75     1.005249     0.990649    -6.906722
49805.00     0.864207     0.765328    -5.621934
49805.25     0.676279     0.711756    -4.732758
49805.50     0.520620     0.535363    -3.447300
49805.75     0.314743     0.488701    -3.076273
49806.00     0.258924     0.291052    -2.049010
49806.25     0.115790     0.259274    -1.466615
49806.50     0.026759     0.151727    -0.597961
49806.75    -0.155355     0.188556    -0.757009
49807.00    -0.139199     0.025883    -0.020711
49807.25    -0.223292     0.072466     0.207001
49807.50    -0.301457     0.019416     0.695380
49807.75    -0.405234     0.065934     0.340578
49808.00    -0.395668    -0.152618     0.811170
49808.25    -0.429443    -0.209676     0.732379
49808.50    -0.470800    -0.283638     0.838640
49808.75    -0.537300    -0.196316    -0.015141
49809.00    -0.429889    -0.323053    -0.048258
49809.25    -0.360359    -0.232431    -0.607456
49809.50    -0.278296    -0.220409    -0.678540
49809.75    -0.234899    -0.067048    -1.710553
49810.00     0.028904    -0.159280    -1.896799
49810.25     0.208494     0.027959    -2.314564
49810.50     0.265764     0.164143    -2.021347
49810.75     0.088149     0.370913    -2.174789
49811.00    -0.010032     0.242221    -1.873843
49811.25    -0.200843     0.211476    -1.189714
49811.50    -0.420813    -0.001283     0.003258
49811.75     1.101511     1.263416    -9.856369
49812.00    -0.463487    -0.376393     0.641331
49812.25    -0.350565    -0.388120     0.806812
49812.50    -0.283419    -0.458923     1.615573
49812.75    -0.337155    -0.432342     1.848481
49813.00    -0.302046    -0.565445     2.747045
49813.25    -0.358053    -0.481893     3.021303
49813.50    -0.392442    -0.440010     3.493898
49813.75    -0.395355    -0.374926     2.985566
49814.00    -0.245402    -0.459713     3.142489
49814.25    -0.175664    -0.326367     3.462508
49814.50    -0.223502    -0.330328     4.313375
49814.75    -0.382384    -0.311092     3.965672
49815.00    -0.328092    -0.427321     3.729525
49815.25    -0.348915    -0.395830     3.184155
49815.50    -0.334215    -0.409226     2.779815
49815.75    -0.320255    -0.369038     1.605221
49816.00    -0.182382    -0.474842     1.085742
49816.25    -0.078916    -0.369553    -0.052638
49816.50     0.000679    -0.316620    -0.790991
49816.75     0.016449    -0.139665    -1.979486
49817.00     0.064844    -0.130470    -1.873039
49817.25     0.033368     0.083096    -2.016353
49817.50    -0.060705     0.152093    -1.109797
49817.75    -0.266446     0.231819    -0.662466
49818.00    -0.350915     0.019836     0.586570
49818.25    -0.374669    -0.098646     0.633193
49818.50    -0.204213    -0.203638     0.335097
49818.75    -0.114391    -0.167885    -0.572961
49819.00     0.046532    -0.291395    -0.325312
49819.25     0.183537    -0.222486    -0.341793
49819.50     0.237346    -0.191074     0.341448
49819.75     0.109085    -0.108215     0.543810
49820.00     0.065862    -0.261458     1.886556
49820.25    -0.049981    -0.241513     2.621176
49820.50    -0.285043    -0.353845     3.171036
49820.75    -0.389256    -0.298380     2.122363
49821.00    -0.232937    -0.421528     1.535932
49821.25    -0.083187    -0.366462     0.663884
49821.50     0.057414    -0.375200     0.304343
49821.75     0.177584    -0.241187    -0.731388
49822.00     0.349511    -0.258337    -0.603556
49822.25     0.544550    -0.102100    -0.775776
49822.50     0.719257    -0.111796    -0.332835
49822.75     0.734850    -0.052301    -0.817013
49823.00     0.769097    -0.125407    -0.398457
49823.25     0.712342     0.052678    -0.829713
49823.50     0.631115     0.144074    -0.733948
49823.75     0.437184     0.260417    -0.915884
49824.00     0.339252     0.108946     0.255927
49824.25     0.213040     0.107243     0.903361
49824.50     0.120844    -0.007303     1.703737
49824.75     0.069995    -0.049793     1.287045
49825.00     0.161966    -0.240340     1.154512
49825.25     0.259930    -0.192028     0.214023
49825.50     0.334638    -0.205191    -0.203663
49825.75     0.300624    -0.172612    -0.824565
49826.00     0.267643    -0.343984    -0.096133
49826.25     0.199486    -0.298468     0.065326
49826.50     0.125574    -0.381504     0.987019
49826.75     0.001277    -0.383240     1.448344
49827.00    -0.006638    -0.566994     2.901314
49827.25     0.080833    -0.585854     3.509283
49827.50     0.141648    -0.617860     3.324420
49827.75     0.206601    -0.453151     1.564090
49828.00     0.378557    -0.412058     0.368271
49828.25     0.544203    -0.163927    -1.340382
49828.50     0.655839    -0.033717    -2.376079
49828.75     0.683056     0.161770    -3.871810
49829.00     0.775627     0.147121    -4.025262
49829.25     0.826304     0.307067    -4.457354
49829.50     0.901732     0.381738    -4.672824
49829.75     0.852168     0.519901    -5.468805
49830.00     0.901553     0.427416    -4.956022
49830.25     0.825916     0.471695    -4.726701
49830.50     0.778928     0.425518    -4.301643
49830.75     0.670423     0.373947    -4.309490
49831.00     0.726069     0.117630    -3.184530
49831.25     0.724286     0.025007    -2.423206
49831.50     0.774510    -0.084643    -1.767165
49831.75     0.882490    -0.044192    -2.060893
49832.00     1.034671    -0.132169    -1.599866
49832.25     1.083486     0.060133    -2.240963
49832.50     1.053688     0.160826    -2.466772
49832.75     0.914770     0.300168    -3.157888
49833.00     0.837500     0.207459    -2.403497
49833.25     0.746250     0.264674    -2.075957
49833.50     0.726751     0.255715    -1.715909
49833.75     0.721791     0.263079    -1.768218
49834.00     0.834556     0.087263    -0.970749
49834.25     0.893695     0.106170    -0.898262
49834.50     0.959867     0.093619    -0.608804
49834.75     0.950863     0.164036    -0.991093
49835.00     0.957899     0.000252    -0.573266
49835.25     0.844342     0.054606    -0.913817
49835.50     0.809387     0.051167    -0.982473
49835.75     0.705675     0.089811    -1.390677
49836.00     0.732109    -0.019566    -0.936585
49836.25     0.710449     0.035675    -0.721927
49836.50     0.712892     0.016427    -0.272153
49836.75     0.674737     0.079978    -0.668813
49837.00     0.675245    -0.000467    -0.596010
49837.25     0.585879     0.107468    -1.203025
49837.50     0.540816     0.168971    -1.542535
49837.75     0.509453     0.330565    -2.564006
49838.00     0.556884     0.216995    -2.152938
49838.25     0.555352     0.214008    -1.618448
49838.50     0.481899     0.022925     0.047819
49838.75     0.342555    -0.138215     0.816475
49839.00     0.217375    -0.432197     1.993056
49839.25     0.150273    -0.424644     1.992778
49839.50     0.120653    -0.425354     1.766974
49839.75     0.123981    -0.299201     0.587155
49840.00     0.226795    -0.379793     0.147675
49840.25     0.311501    -0.200667    -0.756273
49840.50     0.372572    -0.147210    -1.032381
49840.75     0.409213    -0.047794    -1.851946
49841.00     0.500661    -0.137472    -1.582300
49841.25     0.492644    -0.026222    -1.713115
49841.50     0.495267     0.010523    -1.521757
49841.75     0.480302     0.109670    -2.060552
49842.00     0.498523    -0.063374    -1.268773
49842.25     0.469931    -0.002311    -1.236066
49842.50     0.458971    -0.039353    -0.798147
49842.75     0.401124    -0.034550    -0.986660
49843.00     0.347354    -0.258289    -0.206770
49843.25     0.310728    -0.215624    -0.270286
49843.50     0.331486    -0.287905     0.082023
49843.75     0.333911    -0.281241    -0.129395
49844.00     0.359109    -0.384130     0.635648
49844.25     0.367311    -0.218307     0.324672
49844.50     0.391806    -0.180815     0.357324
49844.75     0.426859    -0.097167    -0.187234
49845.00     0.462010    -0.135908     0.037809
49845.25     0.529608    -0.019014    -0.292075
49845.50     0.592269    -0.003395    -0.298514
49845.75     0.657964     0.115661    -1.032484
49846.00     0.659023     0.022373    -0.723594
49846.25     0.611473     0.123716    -1.083024
49846.50     0.605134     0.159814    -1.306362
49846.75     0.584892     0.236668    -2.101601
49847.00     0.547939     0.071112    -1.624432
49847.25     0.426938     0.109398    -1.508829
49847.50     0.282516     0.096322    -1.100343
49847.75     0.177859     0.100436    -1.348737
49848.00     0.152780    -0.137622    -0.279730
49848.25     0.047141    -0.216657     0.786212
49848.50     0.013319    -0.384441     1.731903
49848.75    -0.018197    -0.457027     1.355640
49849.00     0.031077    -0.674914     1.664378
49849.25     0.073588    -0.680897     1.657539
49849.50     0.172593    -0.738652     1.744430
49849.75     0.308064    -0.713692     1.047820
49850.00     0.454709    -0.828337     1.384304
49850.25     0.580016    -0.688215     1.009036
49850.50     0.721602    -0.636040     0.662063
49850.75     0.701934    -0.474890    -0.275917
49851.00     0.624427    -0.486551     0.229031
49851.25     0.445996    -0.282681    -0.095020
49851.50     0.259391    -0.224833     0.129207
49851.75     0.110500    -0.108907    -0.379135
49852.00     0.038638    -0.340326     0.655360
49852.25     0.021385    -0.353086     0.851839
49852.50     0.090584    -0.381911     1.050605
49852.75     0.077071    -0.328333     0.689051
49853.00     0.031197    -0.502196     1.531635
49853.25    -0.016644    -0.400178     1.364123
49853.50    -0.027435    -0.422107     1.336059
49853.75    -0.006109    -0.394363     0.598189
49854.00     0.030556    -0.635369     1.211460
49854.25     0.094486    -0.602623     0.889938
49854.50     0.159637    -0.616495     0.720762
49854.75     0.196768    -0.506310    -0.326016
49855.00     0.295556    -0.590741    -0.312436
49855.25     0.435104    -0.420497    -1.156435
49855.50     0.521525    -0.348699    -1.603755
49855.75     0.593841    -0.203792    -2.616869
49856.00     0.702321    -0.266589    -2.398580
49856.25     0.780672    -0.099746    -2.832076
49856.50     0.802258    -0.051734    -2.809673
49856.75     0.740594     0.003431    -3.000472
49857.00     0.706842    -0.194076    -1.698139
49857.25     0.642376    -0.186337    -1.091585
49857.50     0.602134    -0.236045    -0.570141
49857.75     0.577749    -0.232355    -0.740062
49858.00     0.645408    -0.358355    -0.157317
49858.25     0.728300    -0.205602    -0.677291
49858.50     0.744270    -0.122295    -0.971627
49858.75     0.745748     0.022638    -1.876794
49859.00     0.777204    -0.109739    -1.202526
49859.25     0.801806     0.078178    -1.701002
49859.50     0.820182     0.136656    -1.841113
49859.75     0.825055     0.236464    -2.597210
49860.00     0.809311     0.073846    -1.760691
49860.25     0.831409     0.126423    -2.027357
49860.50     0.884682     0.156021    -2.168907
49860.75     0.932013     0.245175    -2.943670
49861.00     0.999733     0.123680    -2.399780
49861.25     1.015104     0.217940    -2.606787
49861.50     1.034037     0.296451    -2.730177
49861.75     0.999528     0.397264    -3.189934
49862.00     0.933395     0.269534    -2.177791
49862.25     0.865704     0.339327    -1.976568
49862.50     0.857496     0.332306    -1.584869
49862.75     0.802926     0.406740    -1.951594
49863.00     0.682575     0.290113    -1.125543
49863.25     0.544567     0.421440    -1.204554
49863.50     0.448175     0.379916    -0.947024
49863.75     0.378463     0.396547    -1.369493
49864.00     0.350628     0.173526    -0.502751
49864.25     0.329603     0.225611    -0.663136
49864.50     0.367099     0.213398    -0.844016
49864.75     0.419302     0.280840    -1.817020
49865.00     0.421708     0.097194    -1.246532
49865.25     0.415590     0.176228    -1.419506
49865.50     0.423191     0.186952    -1.491235
49865.75     0.388386     0.257322    -2.087076
49866.00     0.331806     0.071590    -1.113540
49866.25     0.271756     0.093481    -0.898468
49866.50     0.247782     0.096743    -0.774150
49866.75     0.190640     0.135127    -1.227694
49867.00     0.138194    -0.059391    -0.452479
49867.25     0.052871    -0.033237    -0.281350
49867.50    -0.003390    -0.041848    -0.234904
49867.75    -0.053002    -0.039131    -0.803345
49868.00    -0.016085    -0.234974    -0.264518
49868.25     0.051196    -0.164701    -0.493876
49868.50     0.130066    -0.128983    -0.567195
49868.75     0.124895    -0.050572    -1.103597
49869.00     0.172838    -0.170419    -0.701118
49869.25     0.238776    -0.076460    -0.808072
49869.50     0.295535    -0.062295    -0.594857
49869.75     0.294462    -0.009883    -0.787543
49870.00     0.289497    -0.208321     0.274606
49870.25     0.302745    -0.147019     0.293749
49870.50     0.316651    -0.156252     0.397727
49870.75     0.333696    -0.090514    -0.304781
49871.00     0.355475    -0.241657    -0.003931
49871.25     0.393084    -0.072968    -0.579616
49871.50     0.428374     0.000856    -0.751038
49871.75     0.380544     0.082956    -1.034288
49872.00     0.291583    -0.033458    -0.210525
49872.25     0.203441     0.044538    -0.156677
49872.50     0.175582     0.071713    -0.062276
49872.75     0.171656     0.061507    -0.391184
49873.00     0.159489    -0.196867     0.283472
