"TBLID","ORDER","TITLE","estout","CME","CLB","CUB"
"B07401",24.0000,"35 to 39 years","126,269","+/-4,589","121,680","130,858"
"B07401",25.0000,"40 to 44 years","139,412","+/-4,011","135,401","143,423"
"B07401",26.0000,"45 to 49 years","154,009","+/-2,474","151,535","156,483"
"B07401",27.0000,"50 to 54 years","140,784","+/-2,485","138,299","143,269"
"B07401",28.0000,"55 to 59 years","117,634","+/-3,837","113,797","121,471"
"B07401",29.0000,"60 to 64 years","93,340","+/-3,694","89,646","97,034"
"B07401",30.0000,"65 to 69 years","69,623","+/-3,443","66,180","73,066"
"B07401",31.0000,"70 to 74 years","55,524","+/-3,123","52,401","58,647"
"B07401",32.0000,"75 years and over","111,472","+/-2,225","109,247","113,697"
"B07401",33.0000,"Moved within same county:","206,031","+/-12,676","193,355","218,707"
"B07401",34.0000,"1 to 4 years","17,598","+/-3,046","14,552","20,644"
"B07401",35.0000,"5 to 17 years","39,300","+/-4,213","35,087","43,513"
"B07401",36.0000,"18 and 19 years","8,144","+/-1,271","6,873","9,415"
"B07401",37.0000,"20 to 24 years","29,912","+/-3,530","26,382","33,442"
"B07401",38.0000,"25 to 29 years","23,788","+/-2,836","20,952","26,624"
"B07401",39.0000,"30 to 34 years","18,865","+/-2,216","16,649","21,081"
"B07401",40.0000,"35 to 39 years","13,402","+/-2,401","11,001","15,803"
"B07401",41.0000,"40 to 44 years","13,208","+/-1,846","11,362","15,054"
"B07401",42.0000,"45 to 49 years","11,471","+/-2,201","9,270","13,672"
"B07401",43.0000,"50 to 54 years","10,821","+/-2,115","8,706","12,936"
"B07401",44.0000,"55 to 59 years","4,927","+/-1,185","3,742","6,112"
"B07401",45.0000,"60 to 64 years","4,255","+/-1,046","3,209","5,301"
"B07401",46.0000,"65 to 69 years","1,913","+/-812","1,101","2,725"
"B07401",47.0000,"70 to 74 years","2,020","+/-649","1,371","2,669"
"B07401",48.0000,"75 years and over","6,407","+/-1,498","4,909","7,905"
"B07401",49.0000,"Moved to different county within same state:","75,138","+/-5,364","69,774","80,502"
"B07401",50.0000,"1 to 4 years","4,971","+/-1,536","3,435","6,507"
"B07401",51.0000,"5 to 17 years","8,397","+/-1,661","6,736","10,058"
"B07401",52.0000,"18 and 19 years","8,330","+/-1,357","6,973","9,687"
"B07401",53.0000,"20 to 24 years","13,709","+/-2,440","11,269","16,149"
"B07401",54.0000,"25 to 29 years","12,060","+/-1,941","10,119","14,001"
"B07401",55.0000,"30 to 34 years","5,020","+/-1,114","3,906","6,134"
"B07401",56.0000,"35 to 39 years","4,405","+/-1,085","3,320","5,490"
"B07401",57.0000,"40 to 44 years","5,241","+/-1,371","3,870","6,612"
"B07401",58.0000,"45 to 49 years","3,543","+/-1,141","2,402","4,684"
"B07401",59.0000,"50 to 54 years","2,584","+/-800","1,784","3,384"
"B07401",60.0000,"55 to 59 years","1,445","+/-673","772","2,118"
"B07401",61.0000,"60 to 64 years","1,659","+/-804","855","2,463"
"B07401",62.0000,"65 to 69 years","986","+/-473","513","1,459"
"B07401",63.0000,"70 to 74 years","690","+/-430","260","1,120"
"B07401",64.0000,"75 years and over","2,098","+/-910","1,188","3,008"
"B07401",65.0000,"Moved to different state:","55,670","+/-4,945","50,725","60,615"
"B07401",66.0000,"1 to 4 years","4,075","+/-1,176","2,899","5,251"
"B07401",67.0000,"5 to 17 years","7,883","+/-1,828","6,055","9,711"
"B07401",68.0000,"18 and 19 years","4,936","+/-1,054","3,882","5,990"
"B07401",69.0000,"20 to 24 years","9,104","+/-1,873","7,231","10,977"
"B07401",70.0000,"25 to 29 years","7,896","+/-1,435","6,461","9,331"
"B07401",71.0000,"30 to 34 years","5,055","+/-1,519","3,536","6,574"
"B07401",72.0000,"35 to 39 years","4,536","+/-1,158","3,378","5,694"
"B07401",73.0000,"40 to 44 years","2,972","+/-1,172","1,800","4,144"
"B07401",74.0000,"45 to 49 years","2,412","+/-990","1,422","3,402"
"B07401",75.0000,"50 to 54 years","1,925","+/-651","1,274","2,576"
"B07401",76.0000,"55 to 59 years","1,402","+/-731","671","2,133"
"B07401",77.0000,"60 to 64 years","1,271","+/-630","641","1,901"
"B07401",78.0000,"65 to 69 years","802","+/-451","351","1,253"
"B07401",79.0000,"70 to 74 years","372","+/-285","87","657"
"B07401",80.0000,"75 years and over","1,029","+/-561","468","1,590"
"B07402",.,"MEDIAN AGE BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07402",.,"Universe:  Population 1 year and over in the United States",,,,
"B07402",0.7000,"Median age --",,,,
"B07402",1.0000,"Total living in area 1 year ago:","37.0","+/-0.2","36.8","37.2"
"B07402",2.0000,"Same house","40.0","+/-0.3","39.7","40.3"
"B07402",3.0000,"Moved within same county","26.6","+/-1.1","25.5","27.7"
"B07402",4.0000,"Moved to different county within same state","25.7","+/-0.7","25.0","26.4"
"B07402",5.0000,"Moved to different state","25.8","+/-0.9","24.9","26.7"
"B07403",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07403",.,"Universe:  Population 1 year and over in the United States",,,,
"B07403",1.0000,"Total living in area 1 year ago:","2,101,624","+/-9,298","2,092,326","2,110,922"
"B07403",2.0000,"Male","1,025,732","+/-5,764","1,019,968","1,031,496"
"B07403",3.0000,"Female","1,075,892","+/-6,171","1,069,721","1,082,063"
"B07403",4.0000,"Same house:","1,764,785","+/-15,609","1,749,176","1,780,394"
"B07403",5.0000,"Male","856,688","+/-8,543","848,145","865,231"
"B07403",6.0000,"Female","908,097","+/-8,987","899,110","917,084"
"B07403",7.0000,"Moved within same county:","206,031","+/-12,676","193,355","218,707"
"B07403",8.0000,"Male","99,568","+/-7,070","92,498","106,638"
"B07403",9.0000,"Female","106,463","+/-7,448","99,015","113,911"
"B07403",10.0000,"Moved to different county within same state:","75,138","+/-5,364","69,774","80,502"
"B07403",11.0000,"Male","41,005","+/-3,584","37,421","44,589"
"B07403",12.0000,"Female","34,133","+/-3,525","30,608","37,658"
"B07403",13.0000,"Moved to different state:","55,670","+/-4,945","50,725","60,615"
"B07403",14.0000,"Male","28,471","+/-2,749","25,722","31,220"
"B07403",15.0000,"Female","27,199","+/-3,428","23,771","30,627"
"B07404A",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404A",.,"Universe:  White alone population 1 year and over in the United States",,,,
"B07404A",1.0000,"Total living in area 1 year ago:","1,775,657","+/-8,482","1,767,175","1,784,139"
"B07404A",2.0000,"Same house","1,522,076","+/-12,257","1,509,819","1,534,333"
"B07404A",3.0000,"Moved within same county","144,974","+/-9,211","135,763","154,185"
"B07404A",4.0000,"Moved to different county within same state","63,436","+/-5,083","58,353","68,519"
"B07404A",5.0000,"Moved to different state","45,171","+/-4,410","40,761","49,581"
"B07404B",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404B",.,"Universe:  Black or African American alone population 1 year and over in the United States",,,,
"B07404B",1.0000,"Total living in area 1 year ago:","245,137","+/-4,345","240,792","249,482"
"B07404B",2.0000,"Same house","179,619","+/-7,340","172,279","186,959"
"B07404B",3.0000,"Moved within same county","51,202","+/-6,704","44,498","57,906"
"B07404B",4.0000,"Moved to different county within same state","8,017","+/-1,664","6,353","9,681"
"B07404B",5.0000,"Moved to different state","6,299","+/-2,371","3,928","8,670"
"B07404C",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404C",.,"Universe:  American Indian and Alaska Native alone population 1 year and over in the United States",,,,
"B07404C",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404C",2.0000,"Same house","N","N","N","N"
"B07404C",3.0000,"Moved within same county","N","N","N","N"
"B07404C",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404C",5.0000,"Moved to different state","N","N","N","N"
"B07404D",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404D",.,"Universe:  Asian alone population 1 year and over in the United States",,,,
"B07404D",1.0000,"Total living in area 1 year ago:","34,061","+/-2,474","31,587","36,535"
"B07404D",2.0000,"Same house","27,241","+/-2,237","25,004","29,478"
"B07404D",3.0000,"Moved within same county","3,178","+/-1,560","1,618","4,738"
"B07404D",4.0000,"Moved to different county within same state","1,337","+/-812","525","2,149"
"B07404D",5.0000,"Moved to different state","2,305","+/-1,029","1,276","3,334"
"B07404E",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404E",.,"Universe:  Native Hawaiian and Other Pacific Islander alone population 1 year and over in the United States",,,,
"B07404E",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404E",2.0000,"Same house","N","N","N","N"
"B07404E",3.0000,"Moved within same county","N","N","N","N"
"B07404E",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404E",5.0000,"Moved to different state","N","N","N","N"
"B07404F",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404F",.,"Universe:  Some other race alone population 1 year and over in the United States",,,,
"B07404F",1.0000,"Total living in area 1 year ago:","10,382","+/-2,489","7,893","12,871"
"B07404F",2.0000,"Same house","8,091","+/-2,309","5,782","10,400"
"B07404F",3.0000,"Moved within same county","1,066","+/-636","430","1,702"
"B07404F",4.0000,"Moved to different county within same state","457","+/-397","60","854"
"B07404F",5.0000,"Moved to different state","768","+/-541","227","1,309"
"B07404G",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404G",.,"Universe:  Two or more races population 1 year and over in the United States",,,,
"B07404G",1.0000,"Total living in area 1 year ago:","32,641","+/-3,114","29,527","35,755"
"B07404G",2.0000,"Same house","24,658","+/-3,122","21,536","27,780"
"B07404G",3.0000,"Moved within same county","5,062","+/-1,756","3,306","6,818"
"B07404G",4.0000,"Moved to different county within same state","1,820","+/-706","1,114","2,526"
"B07404G",5.0000,"Moved to different state","1,101","+/-720","381","1,821"
"B07404H",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404H",.,"Universe:  White alone, not Hispanic or Latino population 1 year and over in the United States",,,,
"B07404H",1.0000,"Total living in area 1 year ago:","1,756,101","+/-7,597","1,748,504","1,763,698"
"B07404H",2.0000,"Same house","1,507,567","+/-12,176","1,495,391","1,519,743"
"B07404H",3.0000,"Moved within same county","142,480","+/-9,072","133,408","151,552"
"B07404H",4.0000,"Moved to different county within same state","62,413","+/-5,028","57,385","67,441"
"B07404H",5.0000,"Moved to different state","43,641","+/-4,144","39,497","47,785"
"B07404I",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404I",.,"Universe:  Hispanic or Latino population 1 year and over in the United States",,,,
"B07404I",1.0000,"Total living in area 1 year ago:","33,676","+/-2,016","31,660","35,692"
"B07404I",2.0000,"Same house","25,189","+/-2,266","22,923","27,455"
"B07404I",3.0000,"Moved within same county","4,271","+/-1,624","2,647","5,895"
"B07404I",4.0000,"Moved to different county within same state","1,493","+/-781","712","2,274"
"B07404I",5.0000,"Moved to different state","2,723","+/-1,392","1,331","4,115"
"B07407",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY CITIZENSHIP STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07407",.,"Universe:  Population 1 year and over in the United States",,,,
"B07407",1.0000,"Total living in area 1 year ago:","2,101,624","+/-9,298","2,092,326","2,110,922"
"B07407",2.0000,"Native","2,031,270","+/-10,410","2,020,860","2,041,680"
"B07407",3.0000,"Foreign born:","70,354","+/-4,780","65,574","75,134"
"B07407",4.0000,"Naturalized U.S. citizen","34,672","+/-3,310","31,362","37,982"
"B07407",5.0000,"Not a U.S. citizen","35,682","+/-3,591","32,091","39,273"
"B07407",6.0000,"Same house:","1,764,785","+/-15,609","1,749,176","1,780,394"
"B07407",7.0000,"Native","1,706,039","+/-15,659","1,690,380","1,721,698"
"B07407",8.0000,"Foreign born:","58,746","+/-4,560","54,186","63,306"
"B07407",9.0000,"Naturalized U.S. citizen","30,541","+/-3,145","27,396","33,686"
"B07407",10.0000,"Not a U.S. citizen","28,205","+/-3,545","24,660","31,750"
"B07407",11.0000,"Moved within same county:","206,031","+/-12,676","193,355","218,707"
"B07407",12.0000,"Native","199,859","+/-12,512","187,347","212,371"
"B07407",13.0000,"Foreign born:","6,172","+/-2,000","4,172","8,172"
"B07407",14.0000,"Naturalized U.S. citizen","2,087","+/-1,259","828","3,346"
"B07407",15.0000,"Not a U.S. citizen","4,085","+/-1,572","2,513","5,657"
"B07407",16.0000,"Moved to different county within same state:","75,138","+/-5,364","69,774","80,502"
"B07407",17.0000,"Native","73,234","+/-5,273","67,961","78,507"
"B07407",18.0000,"Foreign born:","1,904","+/-804","1,100","2,708"
"B07407",19.0000,"Naturalized U.S. citizen","894","+/-564","330","1,458"
"B07407",20.0000,"Not a U.S. citizen","1,010","+/-538","472","1,548"
"B07407",21.0000,"Moved to different state:","55,670","+/-4,945","50,725","60,615"
"B07407",22.0000,"Native","52,138","+/-4,633","47,505","56,771"
"B07407",23.0000,"Foreign born:","3,532","+/-1,309","2,223","4,841"
"B07407",24.0000,"Naturalized U.S. citizen","1,150","+/-724","426","1,874"
"B07407",25.0000,"Not a U.S. citizen","2,382","+/-1,049","1,333","3,431"
"B07408",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07408",.,"Universe:  Population 15 years and over in the United States",,,,
"B07408",1.0000,"Total living in area 1 year ago:","1,688,141","+/-7,150","1,680,991","1,695,291"
"B07408",2.0000,"Never married","525,560","+/-8,632","516,928","534,192"
"B07408",3.0000,"Now married, except separated","841,029","+/-13,257","827,772","854,286"
"B07408",4.0000,"Divorced","188,141","+/-7,048","181,093","195,189"
"B07408",5.0000,"Separated","32,285","+/-2,907","29,378","35,192"
"B07408",6.0000,"Widowed","101,126","+/-3,704","97,422","104,830"
"B07408",7.0000,"Same house:","1,423,086","+/-11,425","1,411,661","1,434,511"
"B07408",8.0000,"Never married","390,856","+/-9,924","380,932","400,780"
"B07408",9.0000,"Now married, except separated","764,167","+/-12,727","751,440","776,894"
"B07408",10.0000,"Divorced","154,829","+/-6,598","148,231","161,427"
"B07408",11.0000,"Separated","21,594","+/-2,381","19,213","23,975"
"B07408",12.0000,"Widowed","91,640","+/-3,458","88,182","95,098"
"B07408",13.0000,"Moved within same county:","156,143","+/-9,525","146,618","165,668"
"B07408",14.0000,"Never married","77,687","+/-6,279","71,408","83,966"
"B07408",15.0000,"Now married, except separated","42,221","+/-4,819","37,402","47,040"
"B07408",16.0000,"Divorced","22,143","+/-2,731","19,412","24,874"
"B07408",17.0000,"Separated","7,583","+/-1,736","5,847","9,319"
"B07408",18.0000,"Widowed","6,509","+/-1,506","5,003","8,015"
"B07408",19.0000,"Moved to different county within same state:","63,451","+/-4,277","59,174","67,728"
"B07408",20.0000,"Never married","33,111","+/-3,511","29,600","36,622"
"B07408",21.0000,"Now married, except separated","18,803","+/-2,471","16,332","21,274"
"B07408",22.0000,"Divorced","7,721","+/-1,516","6,205","9,237"
"B07408",23.0000,"Separated","1,801","+/-719","1,082","2,520"
"B07408",24.0000,"Widowed","2,015","+/-615","1,400","2,630"
"B07408",25.0000,"Moved to different state:","45,461","+/-3,772","41,689","49,233"
"B07408",26.0000,"Never married","23,906","+/-2,964","20,942","26,870"
"B07408",27.0000,"Now married, except separated","15,838","+/-2,594","13,244","18,432"
"B07408",28.0000,"Divorced","3,448","+/-945","2,503","4,393"
"B07408",29.0000,"Separated","1,307","+/-563","744","1,870"
"B07408",30.0000,"Widowed","962","+/-506","456","1,468"
"B07409",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07409",.,"Universe:  Population 25 years and over in the United States",,,,
"B07409",1.0000,"Total living in area 1 year ago:","1,384,651","+/-6,184","1,378,467","1,390,835"
"B07409",2.0000,"Less than high school graduate","188,871","+/-6,237","182,634","195,108"
"B07409",3.0000,"High school graduate (includes equivalency)","457,355","+/-10,935","446,420","468,290"
"B07409",4.0000,"Some college or associate's degree","349,202","+/-9,014","340,188","358,216"
"B07409",5.0000,"Bachelor's degree","251,188","+/-7,434","243,754","258,622"
"B07409",6.0000,"Graduate or professional degree","138,035","+/-5,282","132,753","143,317"
"B07409",7.0000,"Same house:","1,204,171","+/-8,252","1,195,919","1,212,423"
"B07409",8.0000,"Less than high school graduate","155,802","+/-5,424","150,378","161,226"
"B07409",9.0000,"High school graduate (includes equivalency)","396,309","+/-10,833","385,476","407,142"
"B07409",10.0000,"Some college or associate's degree","303,629","+/-8,492","295,137","312,121"
"B07409",11.0000,"Bachelor's degree","224,969","+/-7,303","217,666","232,272"
"B07409",12.0000,"Graduate or professional degree","123,462","+/-5,166","118,296","128,628"
"B07409",13.0000,"Moved within same county:","111,077","+/-6,893","104,184","117,970"
"B07409",14.0000,"Less than high school graduate","22,971","+/-2,588","20,383","25,559"
"B07409",15.0000,"High school graduate (includes equivalency)","41,336","+/-4,146","37,190","45,482"
"B07409",16.0000,"Some college or associate's degree","27,289","+/-3,145","24,144","30,434"
"B07409",17.0000,"Bachelor's degree","13,067","+/-2,021","11,046","15,088"
"B07409",18.0000,"Graduate or professional degree","6,414","+/-1,370","5,044","7,784"
"B07409",19.0000,"Moved to different county within same state:","39,731","+/-3,234","36,497","42,965"
"B07409",20.0000,"Less than high school graduate","6,080","+/-1,221","4,859","7,301"
"B07409",21.0000,"High school graduate (includes equivalency)","14,177","+/-2,025","12,152","16,202"
"B07409",22.0000,"Some college or associate's degree","9,806","+/-1,835","7,971","11,641"
"B07409",23.0000,"Bachelor's degree","6,681","+/-1,511","5,170","8,192"
"B07409",24.0000,"Graduate or professional degree","2,987","+/-826","2,161","3,813"
"B07409",25.0000,"Moved to different state:","29,672","+/-2,853","26,819","32,525"
"B07409",26.0000,"Less than high school graduate","4,018","+/-1,318","2,700","5,336"
"B07409",27.0000,"High school graduate (includes equivalency)","5,533","+/-1,179","4,354","6,712"
"B07409",28.0000,"Some college or associate's degree","8,478","+/-1,359","7,119","9,837"
"B07409",29.0000,"Bachelor's degree","6,471","+/-1,141","5,330","7,612"
"B07409",30.0000,"Graduate or professional degree","5,172","+/-1,130","4,042","6,302"
"B07410",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07410",.,"Universe:  Population 15 years and over in the United States",,,,
"B07410",1.0000,"Total living in area 1 year ago:","1,688,141","+/-7,150","1,680,991","1,695,291"
"B07410",2.0000,"No income","164,308","+/-6,433","157,875","170,741"
"B07410",3.0000,"With income:","1,523,833","+/-8,277","1,515,556","1,532,110"
"B07410",4.0000,"$1 to $9,999 or loss","335,576","+/-8,712","326,864","344,288"
"B07410",5.0000,"$10,000 to $14,999","149,357","+/-5,733","143,624","155,090"
"B07410",6.0000,"$15,000 to $24,999","243,893","+/-7,939","235,954","251,832"
"B07410",7.0000,"$25,000 to $34,999","208,857","+/-6,869","201,988","215,726"
"B07410",8.0000,"$35,000 to $49,999","231,945","+/-6,184","225,761","238,129"
"B07410",9.0000,"$50,000 to $64,999","135,477","+/-5,993","129,484","141,470"
"B07410",10.0000,"$65,000 to $74,999","59,484","+/-3,592","55,892","63,076"
"B07410",11.0000,"$75,000 or more","159,244","+/-4,514","154,730","163,758"
"B07410",12.0000,"Same house:","1,423,086","+/-11,425","1,411,661","1,434,511"
"B07410",13.0000,"No income","134,208","+/-5,574","128,634","139,782"
"B07410",14.0000,"With income:","1,288,878","+/-11,230","1,277,648","1,300,108"
"B07410",15.0000,"$1 to $9,999 or loss","266,410","+/-8,488","257,922","274,898"
"B07410",16.0000,"$10,000 to $14,999","119,016","+/-5,166","113,850","124,182"
"B07410",17.0000,"$15,000 to $24,999","197,880","+/-6,981","190,899","204,861"
"B07410",18.0000,"$25,000 to $34,999","178,534","+/-6,459","172,075","184,993"
"B07410",19.0000,"$35,000 to $49,999","202,631","+/-6,338","196,293","208,969"
"B07410",20.0000,"$50,000 to $64,999","121,841","+/-5,556","116,285","127,397"
"B07410",21.0000,"$65,000 to $74,999","55,878","+/-3,415","52,463","59,293"
"B07410",22.0000,"$75,000 or more","146,688","+/-4,282","142,406","150,970"
"B07410",23.0000,"Moved within same county:","156,143","+/-9,525","146,618","165,668"
"B07410",24.0000,"No income","16,353","+/-2,386","13,967","18,739"
"B07410",25.0000,"With income:","139,790","+/-8,691","131,099","148,481"
"B07410",26.0000,"$1 to $9,999 or loss","39,614","+/-4,092","35,522","43,706"
"B07410",27.0000,"$10,000 to $14,999","18,594","+/-2,769","15,825","21,363"
"B07410",28.0000,"$15,000 to $24,999","29,682","+/-3,657","26,025","33,339"
"B07410",29.0000,"$25,000 to $34,999","17,978","+/-2,635","15,343","20,613"
"B07410",30.0000,"$35,000 to $49,999","17,651","+/-2,225","15,426","19,876"
"B07410",31.0000,"$50,000 to $64,999","8,477","+/-1,747","6,730","10,224"
"B07410",32.0000,"$65,000 to $74,999","1,756","+/-776","980","2,532"
"B07410",33.0000,"$75,000 or more","6,038","+/-1,281","4,757","7,319"
"B07410",34.0000,"Moved to different county within same state:","63,451","+/-4,277","59,174","67,728"
"B07410",35.0000,"No income","8,077","+/-1,163","6,914","9,240"
"B07410",36.0000,"With income:","55,374","+/-4,080","51,294","59,454"
"B07410",37.0000,"$1 to $9,999 or loss","18,017","+/-2,127","15,890","20,144"
"B07410",38.0000,"$10,000 to $14,999","6,263","+/-1,302","4,961","7,565"
"B07410",39.0000,"$15,000 to $24,999","10,487","+/-1,864","8,623","12,351"
"B07410",40.0000,"$25,000 to $34,999","7,110","+/-1,321","5,789","8,431"
"B07410",41.0000,"$35,000 to $49,999","6,815","+/-1,473","5,342","8,288"
"B07410",42.0000,"$50,000 to $64,999","2,790","+/-840","1,950","3,630"
"B07410",43.0000,"$65,000 to $74,999","946","+/-557","389","1,503"
"B07410",44.0000,"$75,000 or more","2,946","+/-830","2,116","3,776"
"B07410",45.0000,"Moved to different state:","45,461","+/-3,772","41,689","49,233"
"B07410",46.0000,"No income","5,670","+/-1,448","4,222","7,118"
"B07410",47.0000,"With income:","39,791","+/-3,458","36,333","43,249"
"B07410",48.0000,"$1 to $9,999 or loss","11,535","+/-1,820","9,715","13,355"
"B07410",49.0000,"$10,000 to $14,999","5,484","+/-1,536","3,948","7,020"
"B07410",50.0000,"$15,000 to $24,999","5,844","+/-1,433","4,411","7,277"
"B07410",51.0000,"$25,000 to $34,999","5,235","+/-1,293","3,942","6,528"
"B07410",52.0000,"$35,000 to $49,999","4,848","+/-1,117","3,731","5,965"
"B07410",53.0000,"$50,000 to $64,999","2,369","+/-699","1,670","3,068"
"B07410",54.0000,"$65,000 to $74,999","904","+/-451","453","1,355"
"B07410",55.0000,"$75,000 or more","3,572","+/-913","2,659","4,485"
"B07411",.,"MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07411",.,"Universe:  Population 15 years and over in the United States with income",,,,
"B07411",0.7000,"Median income in the past 12 months --",,,,
"B07411",1.0000,"Total living in area 1 year ago:","26,327","+/-338","25,989","26,665"
"B07411",2.0000,"Same house","28,055","+/-596","27,459","28,651"
"B07411",3.0000,"Moved within same county","18,404","+/-1,325","17,079","19,729"
"B07411",4.0000,"Moved to different county within same state","16,882","+/-1,060","15,822","17,942"
"B07411",5.0000,"Moved to different state","17,496","+/-3,165","14,331","20,661"
"B07412",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07412",.,"Universe:  Population 1 year and over in the United States for whom poverty status is determined",,,,
"B07412",1.0000,"Total living in area 1 year ago:","2,049,621","+/-9,648","2,039,973","2,059,269"
"B07412",2.0000,"Below 100 percent of the poverty level","224,440","+/-12,891","211,549","237,331"
"B07412",3.0000,"100 to 149 percent of the poverty level","151,378","+/-11,065","140,313","162,443"
"B07412",4.0000,"At or above 150 percent of the poverty level","1,673,803","+/-16,348","1,657,455","1,690,151"
"B07412",5.0000,"Same house:","1,742,429","+/-15,781","1,726,648","1,758,210"
