"TBLID","ORDER","TITLE","estout","CME","CLB","CUB"
"B07401",25.0000,"40 to 44 years","6,625","+/-929","5,696","7,554"
"B07401",26.0000,"45 to 49 years","6,030","+/-563","5,467","6,593"
"B07401",27.0000,"50 to 54 years","6,553","+/-441","6,112","6,994"
"B07401",28.0000,"55 to 59 years","5,703","+/-905","4,798","6,608"
"B07401",29.0000,"60 to 64 years","4,938","+/-788","4,150","5,726"
"B07401",30.0000,"65 to 69 years","3,065","+/-526","2,539","3,591"
"B07401",31.0000,"70 to 74 years","2,682","+/-556","2,126","3,238"
"B07401",32.0000,"75 years and over","4,452","+/-234","4,218","4,686"
"B07401",33.0000,"Moved within same county:","13,521","+/-2,128","11,393","15,649"
"B07401",34.0000,"1 to 4 years","353","+/-229","124","582"
"B07401",35.0000,"5 to 17 years","1,723","+/-895","828","2,618"
"B07401",36.0000,"18 and 19 years","1,122","+/-427","695","1,549"
"B07401",37.0000,"20 to 24 years","5,561","+/-1,055","4,506","6,616"
"B07401",38.0000,"25 to 29 years","1,423","+/-473","950","1,896"
"B07401",39.0000,"30 to 34 years","580","+/-353","227","933"
"B07401",40.0000,"35 to 39 years","492","+/-234","258","726"
"B07401",41.0000,"40 to 44 years","464","+/-303","161","767"
"B07401",42.0000,"45 to 49 years","852","+/-348","504","1,200"
"B07401",43.0000,"50 to 54 years","355","+/-266","89","621"
"B07401",44.0000,"55 to 59 years","269","+/-204","65","473"
"B07401",45.0000,"60 to 64 years","91","+/-111","0","202"
"B07401",46.0000,"65 to 69 years","50","+/-68","0","118"
"B07401",47.0000,"70 to 74 years","116","+/-134","0","250"
"B07401",48.0000,"75 years and over","70","+/-94","0","164"
"B07401",49.0000,"Moved to different county within same state:","5,703","+/-1,780","3,923","7,483"
"B07401",50.0000,"1 to 4 years","221","+/-287","0","508"
"B07401",51.0000,"5 to 17 years","237","+/-262","0","499"
"B07401",52.0000,"18 and 19 years","112","+/-184","0","296"
"B07401",53.0000,"20 to 24 years","2,492","+/-824","1,668","3,316"
"B07401",54.0000,"25 to 29 years","830","+/-494","336","1,324"
"B07401",55.0000,"30 to 34 years","310","+/-291","19","601"
"B07401",56.0000,"35 to 39 years","311","+/-282","29","593"
"B07401",57.0000,"40 to 44 years","275","+/-377","0","652"
"B07401",58.0000,"45 to 49 years","166","+/-156","10","322"
"B07401",59.0000,"50 to 54 years","120","+/-135","0","255"
"B07401",60.0000,"55 to 59 years","68","+/-109","0","177"
"B07401",61.0000,"60 to 64 years","0","+/-267","0","267"
"B07401",62.0000,"65 to 69 years","0","+/-267","0","267"
"B07401",63.0000,"70 to 74 years","186","+/-284","0","470"
"B07401",64.0000,"75 years and over","375","+/-280","95","655"
"B07401",65.0000,"Moved to different state:","5,273","+/-2,137","3,136","7,410"
"B07401",66.0000,"1 to 4 years","90","+/-134","0","224"
"B07401",67.0000,"5 to 17 years","1,155","+/-1,145","10","2,300"
"B07401",68.0000,"18 and 19 years","287","+/-236","51","523"
"B07401",69.0000,"20 to 24 years","1,813","+/-815","998","2,628"
"B07401",70.0000,"25 to 29 years","664","+/-369","295","1,033"
"B07401",71.0000,"30 to 34 years","277","+/-306","0","583"
"B07401",72.0000,"35 to 39 years","466","+/-476","0","942"
"B07401",73.0000,"40 to 44 years","78","+/-126","0","204"
"B07401",74.0000,"45 to 49 years","0","+/-267","0","267"
"B07401",75.0000,"50 to 54 years","225","+/-219","6","444"
"B07401",76.0000,"55 to 59 years","46","+/-79","0","125"
"B07401",77.0000,"60 to 64 years","43","+/-78","0","121"
"B07401",78.0000,"65 to 69 years","0","+/-267","0","267"
"B07401",79.0000,"70 to 74 years","129","+/-210","0","339"
"B07401",80.0000,"75 years and over","0","+/-267","0","267"
"B07402",.,"MEDIAN AGE BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07402",.,"Universe:  Population 1 year and over in the United States",,,,
"B07402",0.7000,"Median age --",,,,
"B07402",1.0000,"Total living in area 1 year ago:","30.3","+/-0.9","29.4","31.2"
"B07402",2.0000,"Same house","34.5","+/-0.9","33.6","35.4"
"B07402",3.0000,"Moved within same county","22.5","+/-0.5","22.0","23.0"
"B07402",4.0000,"Moved to different county within same state","24.7","+/-1.3","23.4","26.0"
"B07402",5.0000,"Moved to different state","23.0","+/-1.4","21.6","24.4"
"B07403",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07403",.,"Universe:  Population 1 year and over in the United States",,,,
"B07403",1.0000,"Total living in area 1 year ago:","122,105","+/-3,663","118,442","125,768"
"B07403",2.0000,"Male","61,866","+/-2,069","59,797","63,935"
"B07403",3.0000,"Female","60,239","+/-2,397","57,842","62,636"
"B07403",4.0000,"Same house:","97,608","+/-3,091","94,517","100,699"
"B07403",5.0000,"Male","48,296","+/-1,847","46,449","50,143"
"B07403",6.0000,"Female","49,312","+/-1,889","47,423","51,201"
"B07403",7.0000,"Moved within same county:","13,521","+/-2,128","11,393","15,649"
"B07403",8.0000,"Male","7,356","+/-1,476","5,880","8,832"
"B07403",9.0000,"Female","6,165","+/-1,112","5,053","7,277"
"B07403",10.0000,"Moved to different county within same state:","5,703","+/-1,780","3,923","7,483"
"B07403",11.0000,"Male","3,620","+/-1,219","2,401","4,839"
"B07403",12.0000,"Female","2,083","+/-888","1,195","2,971"
"B07403",13.0000,"Moved to different state:","5,273","+/-2,137","3,136","7,410"
"B07403",14.0000,"Male","2,594","+/-1,117","1,477","3,711"
"B07403",15.0000,"Female","2,679","+/-1,250","1,429","3,929"
"B07404A",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404A",.,"Universe:  White alone population 1 year and over in the United States",,,,
"B07404A",1.0000,"Total living in area 1 year ago:","88,899","+/-3,180","85,719","92,079"
"B07404A",2.0000,"Same house","70,267","+/-2,631","67,636","72,898"
"B07404A",3.0000,"Moved within same county","9,659","+/-1,747","7,912","11,406"
"B07404A",4.0000,"Moved to different county within same state","4,543","+/-1,602","2,941","6,145"
"B07404A",5.0000,"Moved to different state","4,430","+/-2,071","2,359","6,501"
"B07404B",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404B",.,"Universe:  Black or African American alone population 1 year and over in the United States",,,,
"B07404B",1.0000,"Total living in area 1 year ago:","28,538","+/-1,424","27,114","29,962"
"B07404B",2.0000,"Same house","23,399","+/-1,533","21,866","24,932"
"B07404B",3.0000,"Moved within same county","3,513","+/-1,239","2,274","4,752"
"B07404B",4.0000,"Moved to different county within same state","1,135","+/-567","568","1,702"
"B07404B",5.0000,"Moved to different state","491","+/-340","151","831"
"B07404C",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404C",.,"Universe:  American Indian and Alaska Native alone population 1 year and over in the United States",,,,
"B07404C",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404C",2.0000,"Same house","N","N","N","N"
"B07404C",3.0000,"Moved within same county","N","N","N","N"
"B07404C",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404C",5.0000,"Moved to different state","N","N","N","N"
"B07404D",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404D",.,"Universe:  Asian alone population 1 year and over in the United States",,,,
"B07404D",1.0000,"Total living in area 1 year ago:","2,379","+/-399","1,980","2,778"
"B07404D",2.0000,"Same house","1,835","+/-314","1,521","2,149"
"B07404D",3.0000,"Moved within same county","299","+/-182","117","481"
"B07404D",4.0000,"Moved to different county within same state","0","+/-267","0","267"
"B07404D",5.0000,"Moved to different state","245","+/-217","28","462"
"B07404E",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404E",.,"Universe:  Native Hawaiian and Other Pacific Islander alone population 1 year and over in the United States",,,,
"B07404E",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404E",2.0000,"Same house","N","N","N","N"
"B07404E",3.0000,"Moved within same county","N","N","N","N"
"B07404E",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404E",5.0000,"Moved to different state","N","N","N","N"
"B07404F",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404F",.,"Universe:  Some other race alone population 1 year and over in the United States",,,,
"B07404F",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404F",2.0000,"Same house","N","N","N","N"
"B07404F",3.0000,"Moved within same county","N","N","N","N"
"B07404F",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404F",5.0000,"Moved to different state","N","N","N","N"
"B07404G",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404G",.,"Universe:  Two or more races population 1 year and over in the United States",,,,
"B07404G",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404G",2.0000,"Same house","N","N","N","N"
"B07404G",3.0000,"Moved within same county","N","N","N","N"
"B07404G",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404G",5.0000,"Moved to different state","N","N","N","N"
"B07404H",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404H",.,"Universe:  White alone, not Hispanic or Latino population 1 year and over in the United States",,,,
"B07404H",1.0000,"Total living in area 1 year ago:","87,658","+/-3,259","84,399","90,917"
"B07404H",2.0000,"Same house","69,264","+/-2,568","66,696","71,832"
"B07404H",3.0000,"Moved within same county","9,471","+/-1,713","7,758","11,184"
"B07404H",4.0000,"Moved to different county within same state","4,493","+/-1,601","2,892","6,094"
"B07404H",5.0000,"Moved to different state","4,430","+/-2,071","2,359","6,501"
"B07404I",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404I",.,"Universe:  Hispanic or Latino population 1 year and over in the United States",,,,
"B07404I",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404I",2.0000,"Same house","N","N","N","N"
"B07404I",3.0000,"Moved within same county","N","N","N","N"
"B07404I",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404I",5.0000,"Moved to different state","N","N","N","N"
"B07407",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY CITIZENSHIP STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07407",.,"Universe:  Population 1 year and over in the United States",,,,
"B07407",1.0000,"Total living in area 1 year ago:","122,105","+/-3,663","118,442","125,768"
"B07407",2.0000,"Native","117,500","+/-3,730","113,770","121,230"
"B07407",3.0000,"Foreign born:","4,605","+/-759","3,846","5,364"
"B07407",4.0000,"Naturalized U.S. citizen","2,005","+/-693","1,312","2,698"
"B07407",5.0000,"Not a U.S. citizen","2,600","+/-516","2,084","3,116"
"B07407",6.0000,"Same house:","97,608","+/-3,091","94,517","100,699"
"B07407",7.0000,"Native","94,072","+/-3,100","90,972","97,172"
"B07407",8.0000,"Foreign born:","3,536","+/-669","2,867","4,205"
"B07407",9.0000,"Naturalized U.S. citizen","1,624","+/-694","930","2,318"
"B07407",10.0000,"Not a U.S. citizen","1,912","+/-518","1,394","2,430"
"B07407",11.0000,"Moved within same county:","13,521","+/-2,128","11,393","15,649"
"B07407",12.0000,"Native","12,946","+/-2,092","10,854","15,038"
"B07407",13.0000,"Foreign born:","575","+/-300","275","875"
"B07407",14.0000,"Naturalized U.S. citizen","93","+/-151","0","244"
"B07407",15.0000,"Not a U.S. citizen","482","+/-293","189","775"
"B07407",16.0000,"Moved to different county within same state:","5,703","+/-1,780","3,923","7,483"
"B07407",17.0000,"Native","5,625","+/-1,800","3,825","7,425"
"B07407",18.0000,"Foreign born:","78","+/-117","0","195"
"B07407",19.0000,"Naturalized U.S. citizen","0","+/-267","0","267"
"B07407",20.0000,"Not a U.S. citizen","78","+/-117","0","195"
"B07407",21.0000,"Moved to different state:","5,273","+/-2,137","3,136","7,410"
"B07407",22.0000,"Native","4,857","+/-2,132","2,725","6,989"
"B07407",23.0000,"Foreign born:","416","+/-282","134","698"
"B07407",24.0000,"Naturalized U.S. citizen","288","+/-249","39","537"
"B07407",25.0000,"Not a U.S. citizen","128","+/-139","0","267"
"B07408",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07408",.,"Universe:  Population 15 years and over in the United States",,,,
"B07408",1.0000,"Total living in area 1 year ago:","100,818","+/-2,613","98,205","103,431"
"B07408",2.0000,"Never married","38,847","+/-2,512","36,335","41,359"
"B07408",3.0000,"Now married, except separated","45,521","+/-3,124","42,397","48,645"
"B07408",4.0000,"Divorced","9,590","+/-1,567","8,023","11,157"
"B07408",5.0000,"Separated","2,221","+/-788","1,433","3,009"
"B07408",6.0000,"Widowed","4,639","+/-902","3,737","5,541"
"B07408",7.0000,"Same house:","79,664","+/-2,325","77,339","81,989"
"B07408",8.0000,"Never married","24,616","+/-2,531","22,085","27,147"
"B07408",9.0000,"Now married, except separated","41,161","+/-3,006","38,155","44,167"
"B07408",10.0000,"Divorced","8,129","+/-1,495","6,634","9,624"
"B07408",11.0000,"Separated","1,438","+/-594","844","2,032"
"B07408",12.0000,"Widowed","4,320","+/-869","3,451","5,189"
"B07408",13.0000,"Moved within same county:","11,781","+/-1,596","10,185","13,377"
"B07408",14.0000,"Never married","8,064","+/-1,331","6,733","9,395"
"B07408",15.0000,"Now married, except separated","1,925","+/-682","1,243","2,607"
"B07408",16.0000,"Divorced","1,204","+/-599","605","1,803"
"B07408",17.0000,"Separated","452","+/-329","123","781"
"B07408",18.0000,"Widowed","136","+/-137","0","273"
"B07408",19.0000,"Moved to different county within same state:","5,277","+/-1,489","3,788","6,766"
"B07408",20.0000,"Never married","3,510","+/-1,193","2,317","4,703"
"B07408",21.0000,"Now married, except separated","1,121","+/-682","439","1,803"
"B07408",22.0000,"Divorced","132","+/-151","0","283"
"B07408",23.0000,"Separated","331","+/-385","0","716"
"B07408",24.0000,"Widowed","183","+/-189","0","372"
"B07408",25.0000,"Moved to different state:","4,096","+/-1,246","2,850","5,342"
"B07408",26.0000,"Never married","2,657","+/-939","1,718","3,596"
"B07408",27.0000,"Now married, except separated","1,314","+/-786","528","2,100"
"B07408",28.0000,"Divorced","125","+/-146","0","271"
"B07408",29.0000,"Separated","0","+/-267","0","267"
"B07408",30.0000,"Widowed","0","+/-267","0","267"
"B07409",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07409",.,"Universe:  Population 25 years and over in the United States",,,,
"B07409",1.0000,"Total living in area 1 year ago:","70,607","+/-2,007","68,600","72,614"
"B07409",2.0000,"Less than high school graduate","11,745","+/-1,808","9,937","13,553"
"B07409",3.0000,"High school graduate (includes equivalency)","17,202","+/-1,801","15,401","19,003"
"B07409",4.0000,"Some college or associate's degree","19,370","+/-1,967","17,403","21,337"
"B07409",5.0000,"Bachelor's degree","12,427","+/-1,875","10,552","14,302"
"B07409",6.0000,"Graduate or professional degree","9,863","+/-1,406","8,457","11,269"
"B07409",7.0000,"Same house:","61,276","+/-1,869","59,407","63,145"
"B07409",8.0000,"Less than high school graduate","10,041","+/-1,667","8,374","11,708"
"B07409",9.0000,"High school graduate (includes equivalency)","15,547","+/-1,764","13,783","17,311"
"B07409",10.0000,"Some college or associate's degree","16,812","+/-1,812","15,000","18,624"
"B07409",11.0000,"Bachelor's degree","10,464","+/-1,770","8,694","12,234"
"B07409",12.0000,"Graduate or professional degree","8,412","+/-1,308","7,104","9,720"
"B07409",13.0000,"Moved within same county:","4,762","+/-1,037","3,725","5,799"
"B07409",14.0000,"Less than high school graduate","1,005","+/-471","534","1,476"
"B07409",15.0000,"High school graduate (includes equivalency)","786","+/-365","421","1,151"
"B07409",16.0000,"Some college or associate's degree","1,110","+/-535","575","1,645"
"B07409",17.0000,"Bachelor's degree","1,234","+/-457","777","1,691"
"B07409",18.0000,"Graduate or professional degree","627","+/-267","360","894"
"B07409",19.0000,"Moved to different county within same state:","2,641","+/-978","1,663","3,619"
"B07409",20.0000,"Less than high school graduate","522","+/-283","239","805"
"B07409",21.0000,"High school graduate (includes equivalency)","605","+/-473","132","1,078"
"B07409",22.0000,"Some college or associate's degree","945","+/-578","367","1,523"
"B07409",23.0000,"Bachelor's degree","211","+/-198","13","409"
"B07409",24.0000,"Graduate or professional degree","358","+/-229","129","587"
"B07409",25.0000,"Moved to different state:","1,928","+/-815","1,113","2,743"
"B07409",26.0000,"Less than high school graduate","177","+/-283","0","460"
"B07409",27.0000,"High school graduate (includes equivalency)","264","+/-195","69","459"
"B07409",28.0000,"Some college or associate's degree","503","+/-528","0","1,031"
"B07409",29.0000,"Bachelor's degree","518","+/-355","163","873"
"B07409",30.0000,"Graduate or professional degree","466","+/-252","214","718"
"B07410",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07410",.,"Universe:  Population 15 years and over in the United States",,,,
"B07410",1.0000,"Total living in area 1 year ago:","100,818","+/-2,613","98,205","103,431"
"B07410",2.0000,"No income","8,715","+/-1,112","7,603","9,827"
"B07410",3.0000,"With income:","92,103","+/-2,524","89,579","94,627"
"B07410",4.0000,"$1 to $9,999 or loss","23,925","+/-2,205","21,720","26,130"
"B07410",5.0000,"$10,000 to $14,999","11,119","+/-1,858","9,261","12,977"
"B07410",6.0000,"$15,000 to $24,999","14,832","+/-2,265","12,567","17,097"
"B07410",7.0000,"$25,000 to $34,999","12,617","+/-1,697","10,920","14,314"
"B07410",8.0000,"$35,000 to $49,999","13,509","+/-1,549","11,960","15,058"
"B07410",9.0000,"$50,000 to $64,999","7,709","+/-1,228","6,481","8,937"
"B07410",10.0000,"$65,000 to $74,999","2,039","+/-536","1,503","2,575"
"B07410",11.0000,"$75,000 or more","6,353","+/-956","5,397","7,309"
"B07410",12.0000,"Same house:","79,664","+/-2,325","77,339","81,989"
"B07410",13.0000,"No income","7,411","+/-975","6,436","8,386"
"B07410",14.0000,"With income:","72,253","+/-2,301","69,952","74,554"
"B07410",15.0000,"$1 to $9,999 or loss","17,005","+/-1,754","15,251","18,759"
"B07410",16.0000,"$10,000 to $14,999","8,267","+/-1,619","6,648","9,886"
"B07410",17.0000,"$15,000 to $24,999","11,359","+/-1,904","9,455","13,263"
"B07410",18.0000,"$25,000 to $34,999","9,990","+/-1,548","8,442","11,538"
"B07410",19.0000,"$35,000 to $49,999","11,306","+/-1,388","9,918","12,694"
"B07410",20.0000,"$50,000 to $64,999","6,548","+/-1,231","5,317","7,779"
"B07410",21.0000,"$65,000 to $74,999","1,898","+/-520","1,378","2,418"
"B07410",22.0000,"$75,000 or more","5,880","+/-898","4,982","6,778"
"B07410",23.0000,"Moved within same county:","11,781","+/-1,596","10,185","13,377"
"B07410",24.0000,"No income","907","+/-408","499","1,315"
"B07410",25.0000,"With income:","10,874","+/-1,576","9,298","12,450"
"B07410",26.0000,"$1 to $9,999 or loss","3,786","+/-1,015","2,771","4,801"
"B07410",27.0000,"$10,000 to $14,999","1,445","+/-469","976","1,914"
"B07410",28.0000,"$15,000 to $24,999","1,556","+/-659","897","2,215"
"B07410",29.0000,"$25,000 to $34,999","1,919","+/-733","1,186","2,652"
"B07410",30.0000,"$35,000 to $49,999","1,154","+/-518","636","1,672"
"B07410",31.0000,"$50,000 to $64,999","715","+/-359","356","1,074"
"B07410",32.0000,"$65,000 to $74,999","141","+/-131","10","272"
"B07410",33.0000,"$75,000 or more","158","+/-145","13","303"
"B07410",34.0000,"Moved to different county within same state:","5,277","+/-1,489","3,788","6,766"
"B07410",35.0000,"No income","138","+/-147","0","285"
"B07410",36.0000,"With income:","5,139","+/-1,486","3,653","6,625"
"B07410",37.0000,"$1 to $9,999 or loss","1,468","+/-705","763","2,173"
"B07410",38.0000,"$10,000 to $14,999","915","+/-502","413","1,417"
"B07410",39.0000,"$15,000 to $24,999","1,260","+/-701","559","1,961"
"B07410",40.0000,"$25,000 to $34,999","557","+/-467","90","1,024"
"B07410",41.0000,"$35,000 to $49,999","712","+/-541","171","1,253"
"B07410",42.0000,"$50,000 to $64,999","227","+/-166","61","393"
"B07410",43.0000,"$65,000 to $74,999","0","+/-267","0","267"
"B07410",44.0000,"$75,000 or more","0","+/-267","0","267"
"B07410",45.0000,"Moved to different state:","4,096","+/-1,246","2,850","5,342"
"B07410",46.0000,"No income","259","+/-303","0","562"
"B07410",47.0000,"With income:","3,837","+/-1,174","2,663","5,011"
"B07410",48.0000,"$1 to $9,999 or loss","1,666","+/-808","858","2,474"
"B07410",49.0000,"$10,000 to $14,999","492","+/-292","200","784"
"B07410",50.0000,"$15,000 to $24,999","657","+/-354","303","1,011"
"B07410",51.0000,"$25,000 to $34,999","151","+/-159","0","310"
"B07410",52.0000,"$35,000 to $49,999","337","+/-267","70","604"
"B07410",53.0000,"$50,000 to $64,999","219","+/-205","14","424"
"B07410",54.0000,"$65,000 to $74,999","0","+/-267","0","267"
"B07410",55.0000,"$75,000 or more","315","+/-225","90","540"
"B07411",.,"MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07411",.,"Universe:  Population 15 years and over in the United States with income",,,,
"B07411",0.7000,"Median income in the past 12 months --",,,,
"B07411",1.0000,"Total living in area 1 year ago:","21,601","+/-1,551","20,050","23,152"
"B07411",2.0000,"Same house","24,290","+/-2,691","21,599","26,981"
"B07411",3.0000,"Moved within same county","16,108","+/-4,476","11,632","20,584"
"B07411",4.0000,"Moved to different county within same state","16,029","+/-3,319","12,710","19,348"
"B07411",5.0000,"Moved to different state","11,991","+/-4,575","7,416","16,566"
"B07412",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07412",.,"Universe:  Population 1 year and over in the United States for whom poverty status is determined",,,,
"B07412",1.0000,"Total living in area 1 year ago:","117,996","+/-3,659","114,337","121,655"
"B07412",2.0000,"Below 100 percent of the poverty level","20,802","+/-3,457","17,345","24,259"
"B07412",3.0000,"100 to 149 percent of the poverty level","12,245","+/-2,538","9,707","14,783"
"B07412",4.0000,"At or above 150 percent of the poverty level","84,949","+/-4,334","80,615","89,283"
"B07412",5.0000,"Same house:","96,047","+/-2,943","93,104","98,990"
"B07412",6.0000,"Below 100 percent of the poverty level","14,190","+/-2,803","11,387","16,993"
"B07412",7.0000,"100 to 149 percent of the poverty level","9,834","+/-2,147","7,687","11,981"
"B07412",8.0000,"At or above 150 percent of the poverty level","72,023","+/-3,866","68,157","75,889"
"B07412",9.0000,"Moved within same county:","11,839","+/-1,992","9,847","13,831"
"B07412",10.0000,"Below 100 percent of the poverty level","4,011","+/-1,274","2,737","5,285"
"B07412",11.0000,"100 to 149 percent of the poverty level","1,270","+/-564","706","1,834"
"B07412",12.0000,"At or above 150 percent of the poverty level","6,558","+/-1,595","4,963","8,153"
"B07412",13.0000,"Moved to different county within same state:","5,279","+/-1,707","3,572","6,986"
"B07412",14.0000,"Below 100 percent of the poverty level","803","+/-413","390","1,216"
"B07412",15.0000,"100 to 149 percent of the poverty level","385","+/-287","98","672"
"B07412",16.0000,"At or above 150 percent of the poverty level","4,091","+/-1,622","2,469","5,713"
"B07412",17.0000,"Moved to different state:","4,831","+/-2,123","2,708","6,954"
"B07412",18.0000,"Below 100 percent of the poverty level","1,798","+/-1,600","198","3,398"
"B07412",19.0000,"100 to 149 percent of the poverty level","756","+/-1,031","0","1,787"
"B07412",20.0000,"At or above 150 percent of the poverty level","2,277","+/-902","1,375","3,179"
"B07413",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07413",.,"Universe:  Population 1 year and over in households in the United States",,,,
"B07413",1.0000,"Total living in area 1 year ago:","118,595","+/-3,772","114,823","122,367"
"B07413",2.0000,"Householder lived in owner-occupied housing units","79,871","+/-4,382","75,489","84,253"
"B07413",3.0000,"Householder lived in renter-occupied housing units","38,724","+/-4,484","34,240","43,208"
"B07413",4.0000,"Same house:","96,545","+/-3,048","93,497","99,593"
"B07413",5.0000,"Householder lived in owner-occupied housing units","72,261","+/-4,112","68,149","76,373"
"B07413",6.0000,"Householder lived in renter-occupied housing units","24,284","+/-3,493","20,791","27,777"
