Time,F-Scale,Location,County,State,Lat,Lon,Comments
2318,100,2 S MOORE,CLEVELAND,OK,35.31,-97.49,REPORTED AT THE MOORE WATER TREATMENT PLANT. MAINLY DIME SIZE WITH A FEW QUARTERS COVERING THE GROUND. (OUN)
2320,100,OILTON,CREEK,OK,36.08,-96.58,(TSA)
2320,75,JENNINGS,PAWNEE,OK,36.18,-96.57,(TSA)
2324,175,MARLOW,STEPHENS,OK,34.64,-97.96,(OUN)
2326,100,YALE,PAYNE,OK,36.11,-96.7,(OUN)
2329,75,6 W MEEKER,LINCOLN,OK,35.5,-97,(OUN)
2330,100,HENRIETTA,CLAY,TX,33.82,-98.19,(OUN)
2334,75,TECUMSEH,JOHNSON,NE,40.37,-96.19,(OAX)
2338,100,1 S FRANKFORT,MARSHALL,KS,39.69,-96.42,ALSO HAD 50 MPH PLUS WINDS. (TOP)
2338,75,2 W FORT CALHOUN,WASHINGTON,NE,41.46,-96.06,(OAX)
2341,100,2 WSW WESTPORT,PAWNEE,OK,36.21,-96.36,ALSO DIME AND NICKEL HAIL OBSERVED (TSA)
2344,100,BLANCHARD,MCCLAIN,OK,35.15,-97.66,(OUN)
2350,175,COX CITY,GRADY,OK,34.73,-97.73,(OUN)
2350,100,2 SW BLANCHARD,GRADY,OK,35.12,-97.68,(OUN)
2355,88,BAILEYVILLE,NEMAHA,KS,39.84,-96.18,(TOP)
0000,75,1 S TERRAL,JEFFERSON,OK,33.88,-97.94,THE HAIL COVERED THE GROUND. (OUN)
0000,75,4 WSW LINDSAY,GRADY,OK,34.82,-97.67,HAIL COVERED THE GROUND (OUN)
0000,125,2 SW BLANCHARD,GRADY,OK,35.12,-97.68,(OUN)
0000,100,2 S BAILEYVILLE,NEMAHA,KS,39.82,-96.18,(TOP)
0001,88,3 ENE PIERSON,CHEROKEE,IA,42.56,-95.82,(FSD)
0005,100,2 S LINDSAY,GARVIN,OK,34.81,-97.61,(OUN)
0007,100,2 WNW MOORE,CLEVELAND,OK,35.35,-97.53,REPORTED NEAR SW 119TH AND WESTERN. HAIL RANGED FROM PEA TO QUARTER SIZE. (OUN)
0014,150,DEL CITY,OKLAHOMA,OK,35.45,-97.44,REPORTED AT SE 44TH AND SOONER ROAD. (OUN)
0015,75,7 NNE KINGSLEY,PLYMOUTH,IA,42.69,-95.92,HAIL COVERED THE GROUND. (FSD)
0024,100,AVANT,OSAGE,OK,36.49,-96.06,(TSA)
0026,100,3 WSW VERA,TULSA,OK,36.43,-95.93,(TSA)
0027,175,2 WSW VERA,WASHINGTON,OK,36.44,-95.91,(TSA)
0029,75,GUTHRIE,LOGAN,OK,35.88,-97.42,REPORTED AT THE INTERSECTION OF HIGHWAY 33 AND I-35. (OUN)
0030,88,WAYNE,MCCLAIN,OK,34.92,-97.32,NICKEL SIZE HAIL COVERING THE GROUND. (OUN)
0050,88,6 NE PIEDMONT,CANADIAN,OK,35.7,-97.67,(OUN)
0057,100,4 S LEON,BUTLER,KS,37.63,-96.78,(ICT)
0100,175,2 SSW NAVINA,LOGAN,OK,35.77,-97.57,HWY 74,KNOCKED OUT VEHICLE WINDSHEILD (OUN)
0107,100,10 S STILLWATER,PAYNE,OK,35.97,-97.06,(OUN)
0110,100,1 NNE LONE GROVE,CARTER,OK,34.19,-97.26,(OUN)
0115,75,10 S TECUMSEH,POTTAWATOMIE,OK,35.12,-96.93,LOCATION ESTIMATED (OUN)
0134,75,8 W EMPORIA,LYON,KS,38.41,-96.33,(TOP)
0150,175,1 N HALLETT,PAWNEE,OK,36.25,-96.57,(TSA)
0204,100,5 W CLEVELAND,OSAGE,OK,36.31,-96.55,(TSA)
0205,125,5 NW PIEDMONT,CANADIAN,OK,35.69,-97.81,(OUN)
0211,100,3 E TABLER,GRADY,OK,35.05,-97.77,(OUN)
0215,88,9 S ANADARKO,CADDO,OK,34.94,-98.24,(OUN)
0230,75,3 S NORMAN,CLEVELAND,OK,35.18,-97.44,(OUN)
0245,75,CHOCTAW,OKLAHOMA,OK,35.48,-97.27,(OUN)
0246,88,5 N SKIATOOK,WASHINGTON,OK,36.44,-96,ON HWY 11 (TSA)
0300,175,5 W SHAWNEE,POTTAWATOMIE,OK,35.34,-97,THE HAIL WAS REPORTED A HALF OF A MILE EAST OF HIGHWAY 102. (OUN)
0310,88,4 S NOWATA,NOWATA,OK,36.64,-95.64,(TSA)
0312,100,2 WSW CHOCTAW,OKLAHOMA,OK,35.47,-97.3,(OUN)
0326,88,3 W NORMAN,CLEVELAND,OK,35.22,-97.5,(OUN)
0328,75,6 SW SPERRY,OSAGE,OK,36.24,-96.07,40 TO 50 MPH WINDS (TSA)
0342,75,SKIATOOK,TULSA,OK,36.37,-96,(TSA)
0418,75,KIEFER,CREEK,OK,35.94,-96.07,(TSA)
0420,75,CROMWELL,SEMINOLE,OK,35.34,-96.45,(OUN)
0422,75,3 SE MOUNDS,OKMULGEE,OK,35.85,-96.02,(TSA)
0439,88,1 NE BROKEN ARROW,TULSA,OK,36.06,-95.78,PEA TO NICKEL HAIL (TSA)
0444,75,6 NE BROKEN ARROW,WAGONER,OK,36.11,-95.71,61ST AND 257TH EAST AVE (TSA)
0447,75,N COWETA,WAGONER,OK,35.95,-95.65,96TH AND 281ST EAST AVE (TSA)
0450,88,OKEMAH,OKFUSKEE,OK,35.43,-96.3,(TSA)
0454,75,10 N OKMULGEE,OKMULGEE,OK,35.77,-95.96,(TSA)
0458,175,INOLA,ROGERS,OK,36.15,-95.51,(TSA)
0612,125,4 N SOUTH WEST CITY,MCDONALD,MO,36.57,-94.61,ALSO ESTIMATED 30 TO 40 MPH WINDS. (SGF)
0615,88,STOCKTON,CEDAR,MO,37.7,-93.8,NICKLE HAIL REPORTED IN STOCKTON (SGF)
0628,88,PINEVILLE,MCDONALD,MO,36.59,-94.38,NICKLE HAIL IN PINEVILLE ALSO NO POWER IN TOWN (SGF)
0700,88,MONETT,BARRY,MO,36.92,-93.93,(SGF)
0703,100,3 SE CENTERTON,BENTON,AR,36.33,-94.25,(TSA)
0755,100,SPRINGFIELD,GREENE,MO,37.2,-93.29,AT KEARNY AND NORTHEAST AVE. (SGF)
