

"tblid","profln","totcest","totcme","cest","cme"
"S0201","          35","      32.3","               +/-0.1","              28.6","               +/-1.4"
"S0201","          36","       8.7","               +/-0.1","              13.9","               +/-1.6"
"S0201","          37","       5.1","               +/-0.1","               5.4","               +/-1.2"
"S0201","          38","       1.7","               +/-0.1","               0.7","               +/-0.3"
" ","          38"," "," "," "," "
" ","          39"," "," "," "," "
"S0201","          39"," 7,854,938","            +/-16,076","            61,136","             +/-3,904"
"S0201","          40","      66.7","               +/-0.3","              76.5","               +/-2.7"
"S0201","          41","      31.8","               +/-0.2","              35.7","               +/-3.0"
"S0201","          42","      47.3","               +/-0.2","              60.7","               +/-3.1"
"S0201","          43","      22.3","               +/-0.2","              31.0","               +/-3.1"
"S0201","          44","      14.6","               +/-0.2","              11.8","               +/-1.8"
"S0201","          45","       7.6","               +/-0.2","               3.0","               +/-1.1"
"S0201","          46","      33.3","               +/-0.3","              23.5","               +/-2.7"
"S0201","          47","      14.6","               +/-0.2","               7.1","               +/-1.8"
"S0201","          48","      11.6","               +/-0.2","               5.4","               +/-1.4"
"S0201","          49","       3.0","               +/-0.1","               1.7","               +/-0.8"
"S0201","          50","      18.6","               +/-0.2","              16.3","               +/-2.5"
"S0201","          51","      16.3","               +/-0.2","              13.2","               +/-2.3"
"S0201","          52","       2.3","               +/-0.1","               3.1","               +/-1.1"
" ","          52"," "," "," "," "
"S0201","          53","      2.73","              +/-0.01","              3.14","              +/-0.11"
"S0201","          54","      3.39","              +/-0.01","              3.60","              +/-0.11"
" ","          54"," "," "," "," "
" ","          55"," "," "," "," "
"S0201","          55","17,622,403","             +/-1,640","           171,919","            +/-10,651"
"S0201","          56","      47.7","               +/-0.2","              58.0","               +/-2.0"
"S0201","          57","       6.7","               +/-0.1","               5.3","               +/-0.9"
"S0201","          58","       8.0","               +/-0.1","               3.7","               +/-0.8"
"S0201","          59","       2.8","               +/-0.1","               2.0","               +/-0.6"
"S0201","          60","      34.8","               +/-0.2","              31.1","               +/-1.8"
" ","          60"," "," "," "," "
"S0201","          61"," 8,410,148","             +/-2,177","            74,249","             +/-6,065"
"S0201","          62","      51.2","               +/-0.3","              60.2","               +/-2.9"
"S0201","          63","       2.6","               +/-0.1","               2.2","               +/-0.9"
"S0201","          64","       6.3","               +/-0.1","               2.6","               +/-0.9"
"S0201","          65","       2.1","               +/-0.1","               0.9","               +/-0.5"
"S0201","          66","      37.7","               +/-0.2","              34.1","               +/-3.0"
" ","          66"," "," "," "," "
"S0201","          67"," 9,212,255","             +/-2,417","            97,670","             +/-5,949"
"S0201","          68","      44.5","               +/-0.3","              56.3","               +/-2.8"
"S0201","          69","      10.3","               +/-0.1","               7.7","               +/-1.5"
"S0201","          70","       9.5","               +/-0.2","               4.5","               +/-1.1"
"S0201","          71","       3.4","               +/-0.1","               2.7","               +/-0.9"
"S0201","          72","      32.2","               +/-0.2","              28.8","               +/-2.3"
" ","          72"," "," "," "," "
" ","          73"," "," "," "," "
"S0201","          73"," 5,813,960","            +/-22,023","            51,616","             +/-4,649"
"S0201","          74","       7.1","               +/-0.1","               5.9","               +/-1.7"
"S0201","          75","       4.9","               +/-0.1","               4.2","               +/-1.5"
"S0201","          76","      40.0","               +/-0.2","              34.4","               +/-3.3"
"S0201","          77","      22.1","               +/-0.2","              18.9","               +/-2.5"
"S0201","          78","      25.8","               +/-0.2","              36.5","               +/-3.3"
" ","          78"," "," "," "," "
"S0201","          79"," 2,851,485","            +/-15,860","            26,732","             +/-3,192"
"S0201","          80","      69.9","               +/-0.3","              56.1","               +/-4.9"
"S0201","          81","      22.5","               +/-0.3","              37.2","               +/-5.1"
"S0201","          82"," 2,962,475","            +/-14,078","            24,884","             +/-2,694"
"S0201","          83","      64.4","               +/-0.3","              59.1","               +/-4.3"
"S0201","          84","      29.0","               +/-0.3","              35.9","               +/-4.4"
" ","          84"," "," "," "," "
" ","          85"," "," "," "," "
"S0201","          85","14,689,046","             +/-3,747","           150,133","             +/-9,208"
"S0201","          86","      15.8","               +/-0.2","               3.9","               +/-0.8"
"S0201","          87","      28.5","               +/-0.2","               8.1","               +/-1.5"
"S0201","          88","      21.2","               +/-0.2","              21.2","               +/-2.0"
"S0201","          89","      20.3","               +/-0.2","              54.2","               +/-2.3"
"S0201","          90","      14.2","               +/-0.1","              12.7","               +/-1.4"
" ","          90"," "," "," "," "
"S0201","          91","      84.2","               +/-0.2","              96.1","               +/-0.8"
"S0201","          92","      84.1","               +/-0.2","              96.6","               +/-1.1"
"S0201","          93","      84.3","               +/-0.2","              95.8","               +/-1.0"
"S0201","          94","      34.4","               +/-0.2","              66.9","               +/-2.5"
"S0201","          95","      35.6","               +/-0.3","              64.0","               +/-3.3"
"S0201","          96","      33.4","               +/-0.2","              69.0","               +/-3.0"
" ","          96"," "," "," "," "
" ","          97"," "," "," "," "
"S0201","          97"," 5,693,785","             +/-6,607","            61,065","             +/-4,432"
"S0201","          98","   280,172","             +/-8,109","             2,788","               +/-835"
"S0201","          99","    77,172","             +/-4,757","               435","               +/-349"
"S0201","         100","      27.5","               +/-1.4","              15.6","              +/-11.9"
" ","         100"," "," "," "," "
" ","         101"," "," "," "," "
"S0201","         101","13,346,064","             +/-2,582","           138,612","             +/-8,358"
"S0201","         102","       3.7","               +/-0.1","               6.5","               +/-1.4"
"S0201","         103","      26.6","               +/-1.2","               7.2","               +/-4.9"
" ","         103"," "," "," "," "
" ","         104"," "," "," "," "
"S0201","         104","16,688,593","             +/-2,016","           164,465","            +/-10,190"
"S0201","         105","       6.5","               +/-0.1","               1.6","               +/-0.5"
" ","         105"," "," "," "," "
" ","         106"," "," "," "," "
"S0201","         106","20,277,892","             +/-2,477","           193,995","            +/-11,919"
"S0201","         107","      12.5","               +/-0.1","               8.5","               +/-1.1"
"S0201","         108"," 3,204,196","             +/-7,288","            24,994","             +/-2,685"
"S0201","         109","       5.2","               +/-0.2","               1.5","               +/-1.1"
"S0201","         110","14,404,043","             +/-8,360","           148,629","             +/-9,196"
"S0201","         111","       9.4","               +/-0.1","               5.8","               +/-1.0"
"S0201","         112","      90.6","               +/-0.1","              94.2","               +/-1.0"
"S0201","         113"," 2,669,653","             +/-4,255","            20,372","             +/-2,607"
"S0201","         114","      38.0","               +/-0.5","              36.9","               +/-6.2"
" ","         114"," "," "," "," "
" ","         115"," "," "," "," "
"S0201","         115","21,691,542","             +/-6,950","           201,151","            +/-12,236"
"S0201","         116","      88.8","               +/-0.2","              85.0","               +/-2.7"
"S0201","         117","      10.4","               +/-0.2","              12.2","               +/-2.3"
"S0201","         118","       6.7","               +/-0.2","               7.3","               +/-1.8"
"S0201","         119","       3.7","               +/-0.1","               4.9","               +/-1.1"
"S0201","         120","       2.2","               +/-0.1","               2.2","               +/-0.8"
"S0201","         121","       1.5","               +/-0.1","               2.8","               +/-0.8"
"S0201","         122","       0.9","               +/-0.1","               2.8","               +/-1.0"
" ","         122"," "," "," "," "
" ","         123"," "," "," "," "
"S0201","         123","21,976,224","*****","           203,089","            +/-12,425"
"S0201","         124","16,232,657","            +/-41,395","            49,136","             +/-4,786"
"S0201","         125","      48.3","               +/-0.1","              52.1","               +/-3.5"
"S0201","         126","      51.7","               +/-0.1","              47.9","               +/-3.5"
"S0201","         127"," 5,743,567","            +/-41,395","           153,953","             +/-9,882"
"S0201","         128","      48.7","               +/-0.2","              41.9","               +/-1.5"
"S0201","         129","      51.3","               +/-0.2","              58.1","               +/-1.5"
"S0201","         130"," 2,890,166","            +/-29,751","            88,112","             +/-6,587"
"S0201","         131","      45.9","               +/-0.3","              40.6","               +/-2.1"
"S0201","         132","      54.1","               +/-0.3","              59.4","               +/-2.1"
"S0201","         133"," 2,853,401","            +/-34,467","            65,841","             +/-6,623"
"S0201","         134","      51.4","               +/-0.5","              43.6","               +/-2.6"
"S0201","         135","      48.6","               +/-0.5","              56.4","               +/-2.6"
" ","         136"," "," "," "," "
"S0201","         136","      21.6","               +/-0.4","              21.2","               +/-2.6"
"S0201","         137","      31.1","               +/-0.5","              29.9","               +/-2.2"
"S0201","         138","      47.3","               +/-0.4","              49.0","               +/-2.6"
" ","         138"," "," "," "," "
" ","         139"," "," "," "," "
"S0201","         139"," 5,743,501","            +/-41,376","           153,953","             +/-9,882"
"S0201","         140","      19.0","               +/-0.3","               0.5","               +/-0.4"
"S0201","         141","      26.0","               +/-0.3","              98.9","               +/-0.6"
"S0201","         142","       3.6","               +/-0.2","               0.1","               +/-0.1"
"S0201","         143","       0.2","               +/-0.1","               0.1","               +/-0.1"
"S0201","         144","      50.2","               +/-0.4","               0.4","               +/-0.3"
"S0201","         145","       1.0","               +/-0.1","               0.1","               +/-0.1"
" ","         145"," "," "," "," "
" ","         146"," "," "," "," "
"S0201","         146","20,525,710","             +/-1,060","           194,527","            +/-11,960"
"S0201","         147","      65.3","               +/-0.2","              26.1","               +/-2.0"
"S0201","         148","      34.7","               +/-0.2","              73.9","               +/-2.0"
"S0201","         149","      15.7","               +/-0.1","              20.4","               +/-2.1"
" ","         149"," "," "," "," "
" ","         150"," "," "," "," "
"S0201","         150","17,317,503","             +/-7,378","           169,504","            +/-10,445"
"S0201","         151","      64.4","               +/-0.2","              71.7","               +/-1.8"
"S0201","         152","      64.4","               +/-0.2","              71.5","               +/-1.8"
"S0201","         153","      60.2","               +/-0.2","              68.0","               +/-1.9"
"S0201","         154","       4.1","               +/-0.1","               3.5","               +/-0.9"
"S0201","         155","       6.4","               +/-0.1","               4.9","               +/-1.2"
"S0201","         156","       0.1","               +/-0.1","               0.2","               +/-0.2"
"S0201","         157","      35.6","               +/-0.2","              28.3","               +/-1.8"
" ","         157"," "," "," "," "
"S0201","         158"," 9,063,399","             +/-5,381","            96,533","             +/-5,934"
"S0201","         159","      57.9","               +/-0.2","              72.3","               +/-2.3"
"S0201","         160","      57.9","               +/-0.2","              72.3","               +/-2.3"
"S0201","         161","      54.2","               +/-0.3","              68.7","               +/-2.6"
"S0201","         162","       3.7","               +/-0.1","               3.5","               +/-1.2"
"S0201","         163","       6.4","               +/-0.2","               4.9","               +/-1.6"
" ","         163"," "," "," "," "
" ","         164"," "," "," "," "
"S0201","         164","10,106,223","            +/-33,318","           112,193","             +/-7,774"
"S0201","         165","      54.5","               +/-0.3","              48.1","               +/-2.8"
"S0201","         166","       7.7","               +/-0.1","              10.1","               +/-1.7"
"S0201","         167","      26.2","               +/-0.2","              32.1","               +/-2.1"
"S0201","         168","       5.7","               +/-0.1","               6.1","               +/-1.6"
"S0201","         169","       2.1","               +/-0.1","               0.9","               +/-0.5"
"S0201","         170","       3.8","               +/-0.1","               2.7","               +/-0.8"
"S0201","         171","      33.0","               +/-0.1","              34.8","               +/-1.5"
" ","         171"," "," "," "," "
"S0201","         172","10,430,478","            +/-31,851","           115,222","             +/-7,925"
" ","         173"," "," "," "," "
"S0201","         173","      38.4","               +/-0.3","              57.7","               +/-3.0"
"S0201","         174","      17.6","               +/-0.2","              14.6","               +/-1.9"
"S0201","         175","      26.6","               +/-0.2","              20.9","               +/-2.1"
"S0201","         176","       0.1","               +/-0.1","               0.0","               +/-0.1"
"S0201","         177","       7.8","               +/-0.2","               2.2","               +/-0.6"
"S0201","         178","       9.5","               +/-0.2","               4.7","               +/-1.2"
" ","         178"," "," "," "," "
"S0201","         179"," 5,519,581","            +/-19,944","            48,876","             +/-4,302"
"S0201","         180","      35.6","               +/-0.3","              50.7","               +/-4.8"
"S0201","         181","      15.8","               +/-0.3","              12.9","               +/-2.4"
"S0201","         182","      20.1","               +/-0.3","              22.3","               +/-3.5"
"S0201","         183","       0.2","               +/-0.1","               0.0","               +/-0.3"
"S0201","         184","      14.4","               +/-0.3","               5.0","               +/-1.5"
"S0201","         185","      13.9","               +/-0.3","               9.1","               +/-2.6"
" ","         185"," "," "," "," "
"S0201","         186"," 4,910,897","            +/-23,549","            66,346","             +/-4,788"
"S0201","         187","      41.5","               +/-0.4","              62.8","               +/-3.3"
"S0201","         188","      19.7","               +/-0.3","              15.7","               +/-2.4"
"S0201","         189","      33.8","               +/-0.4","              19.9","               +/-2.3"
"S0201","         190","       0.0","               +/-0.1","               0.0","               +/-0.2"
"S0201","         191","       0.5","               +/-0.1","               0.0","               +/-0.1"
"S0201","         192","       4.5","               +/-0.2","               1.5","               +/-0.7"
" ","         192"," "," "," "," "
" ","         193"," "," "," "," "
"S0201","         193","       0.2","               +/-0.1","               0.1","               +/-0.1"
"S0201","         194","       6.3","               +/-0.1","               0.9","               +/-0.5"
"S0201","         195","       7.5","               +/-0.1","               6.7","               +/-1.2"
"S0201","         196","       3.6","               +/-0.1","               2.4","               +/-0.8"
"S0201","         197","      10.6","               +/-0.2","               6.7","               +/-1.1"
"S0201","         198","       5.7","               +/-0.1","               3.3","               +/-0.8"
"S0201","         199","       3.7","               +/-0.1","               2.3","               +/-0.6"
"S0201","         200","       9.9","               +/-0.2","              12.1","               +/-2.0"
"S0201","         201","      12.1","               +/-0.2","              10.4","               +/-1.5"
"S0201","         202","      23.5","               +/-0.2","              43.7","               +/-2.6"
"S0201","         203","       7.7","               +/-0.2","               3.8","               +/-0.9"
"S0201","         204","       5.0","               +/-0.1","               4.5","               +/-1.1"
"S0201","         205","       4.2","               +/-0.1","               2.9","               +/-0.7"
" ","         205"," "," "," "," "
" ","         206"," "," "," "," "
"S0201","         206","      78.9","               +/-0.2","              83.2","               +/-2.0"
"S0201","         207","      14.8","               +/-0.2","              12.3","               +/-1.7"
"S0201","         208","       6.2","               +/-0.1","               4.4","               +/-1.1"
"S0201","         209","       0.2","               +/-0.1","               0.1","               +/-0.2"
" ","         209"," "," "," "," "
" ","         210"," "," "," "," "
"S0201","         210"," 7,854,938","            +/-16,076","            61,136","             +/-3,904"
"S0201","         211","    60,239","               +/-263","            93,439","             +/-5,381"
" ","         211"," "," "," "," "
"S0201","         212","      80.4","               +/-0.2","              93.3","               +/-1.6"
"S0201","         213","    89,236","               +/-606","           106,470","             +/-4,555"
"S0201","         214","      26.4","               +/-0.2","              18.6","               +/-2.2"
"S0201","         215","    14,633","                +/-83","            13,244","             +/-1,071"
"S0201","         216","       4.4","               +/-0.1","               3.4","               +/-0.9"
"S0201","         217","     7,471","               +/-113","             5,149","               +/-905"
"S0201","         218","       2.7","               +/-0.1","               1.7","               +/-0.8"
"S0201","         219","     3,551","               +/-137","             4,071","             +/-1,025"
"S0201","         220","      16.0","               +/-0.2","              10.2","               +/-1.8"
"S0201","         221","    21,671","               +/-330","            20,941","             +/-3,513"
"S0201","         222","       7.7","               +/-0.1","               2.3","               +/-0.8"
" ","         222"," "," "," "," "
"S0201","         223"," 5,243,044","            +/-22,785","            46,787","             +/-3,247"
"S0201","         224","    72,050","               +/-374","           103,171","             +/-3,903"
"S0201","         225","      70.9","               +/-0.3","              79.4","               +/-2.6"
"S0201","         226","    88,428","               +/-662","           109,549","             +/-4,695"
"S0201","         227","       7.2","               +/-0.2","               5.2","               +/-1.5"
"S0201","         228","    52,130","             +/-1,011","            88,084","            +/-13,872"
"S0201","         229","      21.9","               +/-0.3","              15.5","               +/-2.4"
"S0201","         230","    36,950","               +/-551","            70,395","             +/-9,624"
" ","         230"," "," "," "," "
"S0201","         231","21,976,224","*****","           203,089","            +/-12,425"
"S0201","         232","    31,744","               +/-193","            35,856","             +/-1,587"
" ","         232"," "," "," "," "
" ","         233"," "," "," "," "
"S0201","         233"," 4,152,406","            +/-22,725","            33,718","             +/-3,363"
"S0201","         234"," 2,958,420","            +/-21,442","            45,998","             +/-3,809"
" ","         235"," "," "," "," "
"S0201","         235","    74,483","               +/-704","            61,596","             +/-4,417"
"S0201","         236","    51,753","               +/-393","            63,466","             +/-3,211"
" ","         237"," "," "," "," "
"S0201","         237","    50,846","               +/-168","            47,495","             +/-3,955"
"S0201","         238","    40,986","               +/-188","            56,036","             +/-4,036"
" ","         238"," "," "," "," "
" ","         239"," "," "," "," "
"S0201","         239","       9.4","               +/-0.2","               1.2","               +/-0.8"
"S0201","         240","      13.7","               +/-0.4","               1.0","               +/-0.8"
"S0201","         241","      12.0","               +/-0.8","N","N"
"S0201","         242","       4.7","               +/-0.2","               1.3","               +/-1.0"
"S0201","         243","       5.8","               +/-0.3","               0.9","               +/-0.8"
"S0201","         244","       5.6","               +/-0.6","N","N"
"S0201","         245","      24.3","               +/-0.7","               1.4","               +/-1.4"
"S0201","         246","      33.4","               +/-0.9","N","N"
"S0201","         247","      35.0","               +/-2.6","N","N"
" ","         247"," "," "," "," "
"S0201","         248","      12.2","               +/-0.2","               2.3","               +/-0.7"
"S0201","         249","      17.1","               +/-0.5","               2.0","               +/-1.7"
"S0201","         250","      16.9","               +/-0.5","               1.9","               +/-1.7"
"S0201","         251","      18.2","               +/-0.7","N","N"
"S0201","         252","      16.4","               +/-0.5","N","N"
"S0201","         253","      10.6","               +/-0.2","               2.3","               +/-0.6"
"S0201","         254","      10.4","               +/-0.2","               2.2","               +/-0.6"
"S0201","         255","      11.5","               +/-0.4","               2.9","               +/-2.0"
"S0201","         256","      10.2","               +/-0.2","               1.3","               +/-0.7"
"S0201","         257","      21.8","               +/-0.4","               9.2","               +/-2.4"
" ","         257"," "," "," "," "
"S0201","         258"," 7,854,938","            +/-16,076","            61,136","             +/-3,904"
" ","         259"," "," "," "," "
"S0201","         259","      56.1","               +/-0.3","              61.9","               +/-3.3"
"S0201","         260","      43.9","               +/-0.3","              38.1","               +/-3.3"
" ","         260"," "," "," "," "
"S0201","         261","      2.92","              +/-0.01","              3.45","              +/-0.14"
"S0201","         262","      2.49","              +/-0.01","              2.64","              +/-0.17"
" ","         262"," "," "," "," "
" ","         263"," "," "," "," "
"S0201","         263","      47.2","               +/-0.2","              51.7","               +/-2.8"
"S0201","         264","      18.2","               +/-0.2","              18.1","               +/-2.4"
"S0201","         265","      34.0","               +/-0.2","              29.9","               +/-2.8"
"S0201","         266","       0.5","               +/-0.1","               0.3","               +/-0.3"
" ","         266"," "," "," "," "
" ","         267"," "," "," "," "
"S0201","         267","       4.5","               +/-0.1","               5.9","               +/-1.4"
"S0201","         268","       6.0","               +/-0.1","               7.8","               +/-1.7"
"S0201","         269","       8.4","               +/-0.1","              10.0","               +/-1.7"
"S0201","         270","      24.7","               +/-0.2","              23.1","               +/-2.8"
"S0201","         271","      27.7","               +/-0.2","              28.7","               +/-2.8"
"S0201","         272","      28.7","               +/-0.3","              24.5","               +/-2.8"
" ","         272"," "," "," "," "
" ","         273"," "," "," "," "
"S0201","         273","      27.0","               +/-0.2","              23.1","               +/-2.8"
"S0201","         274","      73.0","               +/-0.2","              76.9","               +/-2.8"
" ","         274"," "," "," "," "
" ","         275"," "," "," "," "
"S0201","         275","      55.3","               +/-0.3","              72.1","               +/-3.0"
"S0201","         276","       9.2","               +/-0.1","               9.9","               +/-1.9"
"S0201","         277","      35.1","               +/-0.3","              18.0","               +/-2.4"
"S0201","         278","       0.4","               +/-0.1","               0.0","               +/-0.3"
" ","         278"," "," "," "," "
" ","         279"," "," "," "," "
"S0201","         279","       4.8","               +/-0.1","               5.1","               +/-1.5"
"S0201","         280","       4.6","               +/-0.1","               6.2","               +/-1.4"
" ","         280"," "," "," "," "
"S0201","         281"," 4,406,852","            +/-21,644","            37,843","             +/-2,898"
" ","         282"," "," "," "," "
"S0201","         282","      59.4","               +/-0.4","              62.7","               +/-3.2"
"S0201","         283","      40.6","               +/-0.4","              37.3","               +/-3.2"
" ","         283"," "," "," "," "
" ","         284"," "," "," "," "
"S0201","         284","   438,600","             +/-1,276","           430,800","            +/-14,926"
"S0201","         285","     2,296","                +/-10","             2,669","                +/-88"
"S0201","         286","       803","                 +/-6","               808","                +/-93"
" ","         286"," "," "," "," "
"S0201","         287"," 3,448,086","            +/-21,300","            23,293","             +/-2,707"
" ","         288"," "," "," "," "
"S0201","         288","      51.4","               +/-0.4","              68.6","               +/-5.6"
"S0201","         289","      48.6","               +/-0.4","              31.4","               +/-5.6"
" ","         289"," "," "," "," "
" ","         290"," "," "," "," "
"S0201","         290","       981","                 +/-4","             1,085","                +/-57"
