"TBLID","ORDER","TITLE","estout","CME","CLB","CUB"
"B08501",3.000,"20 to 24 years","N","N","N","N"
"B08501",4.000,"25 to 44 years","N","N","N","N"
"B08501",5.000,"45 to 54 years","N","N","N","N"
"B08501",6.000,"55 to 59 years","N","N","N","N"
"B08501",7.000,"60 to 64 years","N","N","N","N"
"B08501",8.000,"65 years and over","N","N","N","N"
"B08501",9.000,"Car, truck, or van - drove alone:","N","N","N","N"
"B08501",10.000,"16 to 19 years","N","N","N","N"
"B08501",11.000,"20 to 24 years","N","N","N","N"
"B08501",12.000,"25 to 44 years","N","N","N","N"
"B08501",13.000,"45 to 54 years","N","N","N","N"
"B08501",14.000,"55 to 59 years","N","N","N","N"
"B08501",15.000,"60 to 64 years","N","N","N","N"
"B08501",16.000,"65 years and over","N","N","N","N"
"B08501",17.000,"Car, truck, or van - carpooled:","N","N","N","N"
"B08501",18.000,"16 to 19 years","N","N","N","N"
"B08501",19.000,"20 to 24 years","N","N","N","N"
"B08501",20.000,"25 to 44 years","N","N","N","N"
"B08501",21.000,"45 to 54 years","N","N","N","N"
"B08501",22.000,"55 to 59 years","N","N","N","N"
"B08501",23.000,"60 to 64 years","N","N","N","N"
"B08501",24.000,"65 years and over","N","N","N","N"
"B08501",25.000,"Public transportation (excluding taxicab):","N","N","N","N"
"B08501",26.000,"16 to 19 years","N","N","N","N"
"B08501",27.000,"20 to 24 years","N","N","N","N"
"B08501",28.000,"25 to 44 years","N","N","N","N"
"B08501",29.000,"45 to 54 years","N","N","N","N"
"B08501",30.000,"55 to 59 years","N","N","N","N"
"B08501",31.000,"60 to 64 years","N","N","N","N"
"B08501",32.000,"65 years and over","N","N","N","N"
"B08501",33.000,"Walked:","N","N","N","N"
"B08501",34.000,"16 to 19 years","N","N","N","N"
"B08501",35.000,"20 to 24 years","N","N","N","N"
"B08501",36.000,"25 to 44 years","N","N","N","N"
"B08501",37.000,"45 to 54 years","N","N","N","N"
"B08501",38.000,"55 to 59 years","N","N","N","N"
"B08501",39.000,"60 to 64 years","N","N","N","N"
"B08501",40.000,"65 years and over","N","N","N","N"
"B08501",41.000,"Taxicab, motorcycle, bicycle, or other means:","N","N","N","N"
"B08501",42.000,"16 to 19 years","N","N","N","N"
"B08501",43.000,"20 to 24 years","N","N","N","N"
"B08501",44.000,"25 to 44 years","N","N","N","N"
"B08501",45.000,"45 to 54 years","N","N","N","N"
"B08501",46.000,"55 to 59 years","N","N","N","N"
"B08501",47.000,"60 to 64 years","N","N","N","N"
"B08501",48.000,"65 years and over","N","N","N","N"
"B08501",49.000,"Worked at home:","N","N","N","N"
"B08501",50.000,"16 to 19 years","N","N","N","N"
"B08501",51.000,"20 to 24 years","N","N","N","N"
"B08501",52.000,"25 to 44 years","N","N","N","N"
"B08501",53.000,"45 to 54 years","N","N","N","N"
"B08501",54.000,"55 to 59 years","N","N","N","N"
"B08501",55.000,"60 to 64 years","N","N","N","N"
"B08501",56.000,"65 years and over","N","N","N","N"
"B08503",.,"MEDIAN AGE BY MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY",,,,
"B08503",.,"Universe:  Workers 16 years and over",,,,
"B08503",0.700,"Median age --",,,,
"B08503",1.000,"Total:","43.1","+/-1.5","41.6","44.6"
"B08503",2.000,"Car, truck, or van - drove alone","43.4","+/-1.2","42.2","44.6"
"B08503",3.000,"Car, truck, or van - carpooled","32.6","+/-9.8","22.8","42.4"
"B08503",4.000,"Public transportation (excluding taxicab)","-","**","**","**"
"B08503",5.000,"Walked","32.8","+/-19.6","13.2","52.4"
"B08503",6.000,"Taxicab, motorcycle, bicycle, or other means","42.3","+/-4.3","38.0","46.6"
"B08503",7.000,"Worked at home","46.9","+/-3.5","43.4","50.4"
"B08505A",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE)",,,,
"B08505A",.,"Universe:  White alone workers 16 years and over",,,,
"B08505A",1.000,"Total:","44,195","+/-2,180","42,015","46,375"
"B08505A",2.000,"Car, truck, or van - drove alone","37,208","+/-2,230","34,978","39,438"
"B08505A",3.000,"Car, truck, or van - carpooled","3,391","+/-954","2,437","4,345"
"B08505A",4.000,"Public transportation (excluding taxicab)","13","+/-23","0","36"
"B08505A",5.000,"Walked","1,412","+/-618","794","2,030"
"B08505A",6.000,"Taxicab, motorcycle, bicycle, or other means","465","+/-290","175","755"
"B08505A",7.000,"Worked at home","1,706","+/-547","1,159","2,253"
"B08505B",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (BLACK OR AFRICAN AMERICAN ALONE)",,,,
"B08505B",.,"Universe:  Black or African American alone workers 16 years and over",,,,
"B08505B",1.000,"Total:","N","N","N","N"
"B08505B",2.000,"Car, truck, or van - drove alone","N","N","N","N"
"B08505B",3.000,"Car, truck, or van - carpooled","N","N","N","N"
"B08505B",4.000,"Public transportation (excluding taxicab)","N","N","N","N"
"B08505B",5.000,"Walked","N","N","N","N"
"B08505B",6.000,"Taxicab, motorcycle, bicycle, or other means","N","N","N","N"
"B08505B",7.000,"Worked at home","N","N","N","N"
"B08505C",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (AMERICAN INDIAN AND ALASKA NATIVE ALONE)",,,,
"B08505C",.,"Universe:  American Indian and Alaska Native alone workers 16 years and over",,,,
"B08505C",1.000,"Total:","N","N","N","N"
"B08505C",2.000,"Car, truck, or van - drove alone","N","N","N","N"
"B08505C",3.000,"Car, truck, or van - carpooled","N","N","N","N"
"B08505C",4.000,"Public transportation (excluding taxicab)","N","N","N","N"
"B08505C",5.000,"Walked","N","N","N","N"
"B08505C",6.000,"Taxicab, motorcycle, bicycle, or other means","N","N","N","N"
"B08505C",7.000,"Worked at home","N","N","N","N"
"B08505D",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (ASIAN ALONE)",,,,
"B08505D",.,"Universe:  Asian alone workers 16 years and over",,,,
"B08505D",1.000,"Total:","N","N","N","N"
"B08505D",2.000,"Car, truck, or van - drove alone","N","N","N","N"
"B08505D",3.000,"Car, truck, or van - carpooled","N","N","N","N"
"B08505D",4.000,"Public transportation (excluding taxicab)","N","N","N","N"
"B08505D",5.000,"Walked","N","N","N","N"
"B08505D",6.000,"Taxicab, motorcycle, bicycle, or other means","N","N","N","N"
"B08505D",7.000,"Worked at home","N","N","N","N"
"B08505E",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)",,,,
"B08505E",.,"Universe:  Native Hawaiian and Other Pacific Islander alone workers 16 years and over",,,,
"B08505E",1.000,"Total:","N","N","N","N"
"B08505E",2.000,"Car, truck, or van - drove alone","N","N","N","N"
"B08505E",3.000,"Car, truck, or van - carpooled","N","N","N","N"
"B08505E",4.000,"Public transportation (excluding taxicab)","N","N","N","N"
"B08505E",5.000,"Walked","N","N","N","N"
"B08505E",6.000,"Taxicab, motorcycle, bicycle, or other means","N","N","N","N"
"B08505E",7.000,"Worked at home","N","N","N","N"
"B08505F",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (SOME OTHER RACE ALONE)",,,,
"B08505F",.,"Universe:  Some other race alone workers 16 years and over",,,,
"B08505F",1.000,"Total:","N","N","N","N"
"B08505F",2.000,"Car, truck, or van - drove alone","N","N","N","N"
"B08505F",3.000,"Car, truck, or van - carpooled","N","N","N","N"
"B08505F",4.000,"Public transportation (excluding taxicab)","N","N","N","N"
"B08505F",5.000,"Walked","N","N","N","N"
"B08505F",6.000,"Taxicab, motorcycle, bicycle, or other means","N","N","N","N"
"B08505F",7.000,"Worked at home","N","N","N","N"
"B08505G",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (TWO OR MORE RACES)",,,,
"B08505G",.,"Universe:  Two or more races workers 16 years and over",,,,
"B08505G",1.000,"Total:","N","N","N","N"
"B08505G",2.000,"Car, truck, or van - drove alone","N","N","N","N"
"B08505G",3.000,"Car, truck, or van - carpooled","N","N","N","N"
"B08505G",4.000,"Public transportation (excluding taxicab)","N","N","N","N"
"B08505G",5.000,"Walked","N","N","N","N"
"B08505G",6.000,"Taxicab, motorcycle, bicycle, or other means","N","N","N","N"
"B08505G",7.000,"Worked at home","N","N","N","N"
"B08505H",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)",,,,
"B08505H",.,"Universe:  White alone, not Hispanic or Latino workers 16 years and over",,,,
"B08505H",1.000,"Total:","41,895","+/-2,159","39,736","44,054"
"B08505H",2.000,"Car, truck, or van - drove alone","35,670","+/-2,243","33,427","37,913"
"B08505H",3.000,"Car, truck, or van - carpooled","2,708","+/-800","1,908","3,508"
"B08505H",4.000,"Public transportation (excluding taxicab)","13","+/-23","0","36"
"B08505H",5.000,"Walked","1,362","+/-610","752","1,972"
"B08505H",6.000,"Taxicab, motorcycle, bicycle, or other means","436","+/-283","153","719"
"B08505H",7.000,"Worked at home","1,706","+/-547","1,159","2,253"
"B08505I",.,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO)",,,,
"B08505I",.,"Universe:  Hispanic or Latino workers 16 years and over",,,,
"B08505I",1.000,"Total:","N","N","N","N"
"B08505I",2.000,"Car, truck, or van - drove alone","N","N","N","N"
"B08505I",3.000,"Car, truck, or van - carpooled","N","N","N","N"
"B08505I",4.000,"Public transportation (excluding taxicab)","N","N","N","N"
"B08505I",5.000,"Walked","N","N","N","N"
"B08505I",6.000,"Taxicab, motorcycle, bicycle, or other means","N","N","N","N"
"B08505I",7.000,"Worked at home","N","N","N","N"
"B08511",.,"MEANS OF TRANSPORTATION TO WORK BY CITIZENSHIP STATUS FOR WORKPLACE GEOGRAPHY",,,,
"B08511",.,"Universe:  Workers 16 years and over",,,,
"B08511",1.000,"Total:","N","N","N","N"
"B08511",2.000,"Native","N","N","N","N"
"B08511",3.000,"Foreign born:","N","N","N","N"
"B08511",4.000,"Naturalized U.S. citizen","N","N","N","N"
"B08511",5.000,"Not a U.S. citizen","N","N","N","N"
"B08511",6.000,"Car, truck, or van - drove alone:","N","N","N","N"
"B08511",7.000,"Native","N","N","N","N"
"B08511",8.000,"Foreign born:","N","N","N","N"
"B08511",9.000,"Naturalized U.S. citizen","N","N","N","N"
"B08511",10.000,"Not a U.S. citizen","N","N","N","N"
"B08511",11.000,"Car, truck, or van - carpooled:","N","N","N","N"
"B08511",12.000,"Native","N","N","N","N"
"B08511",13.000,"Foreign born:","N","N","N","N"
"B08511",14.000,"Naturalized U.S. citizen","N","N","N","N"
"B08511",15.000,"Not a U.S. citizen","N","N","N","N"
"B08511",16.000,"Public transportation (excluding taxicab):","N","N","N","N"
"B08511",17.000,"Native","N","N","N","N"
"B08511",18.000,"Foreign born:","N","N","N","N"
"B08511",19.000,"Naturalized U.S. citizen","N","N","N","N"
"B08511",20.000,"Not a U.S. citizen","N","N","N","N"
"B08511",21.000,"Walked:","N","N","N","N"
"B08511",22.000,"Native","N","N","N","N"
"B08511",23.000,"Foreign born:","N","N","N","N"
"B08511",24.000,"Naturalized U.S. citizen","N","N","N","N"
"B08511",25.000,"Not a U.S. citizen","N","N","N","N"
"B08511",26.000,"Taxicab, motorcycle, bicycle, or other means:","N","N","N","N"
"B08511",27.000,"Native","N","N","N","N"
"B08511",28.000,"Foreign born:","N","N","N","N"
"B08511",29.000,"Naturalized U.S. citizen","N","N","N","N"
"B08511",30.000,"Not a U.S. citizen","N","N","N","N"
"B08511",31.000,"Worked at home:","N","N","N","N"
"B08511",32.000,"Native","N","N","N","N"
"B08511",33.000,"Foreign born:","N","N","N","N"
"B08511",34.000,"Naturalized U.S. citizen","N","N","N","N"
"B08511",35.000,"Not a U.S. citizen","N","N","N","N"
"B08513",.,"MEANS OF TRANSPORTATION TO WORK BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH FOR WORKPLACE GEOGRAPHY",,,,
"B08513",.,"Universe:  Workers 16 years and over",,,,
"B08513",1.000,"Total:","N","N","N","N"
"B08513",2.000,"Speak only English","N","N","N","N"
"B08513",3.000,"Speak Spanish:","N","N","N","N"
"B08513",4.000,"Speak English ""very well""","N","N","N","N"
"B08513",5.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",6.000,"Speak other languages:","N","N","N","N"
"B08513",7.000,"Speak English ""very well""","N","N","N","N"
"B08513",8.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",9.000,"Car, truck, or van - drove alone:","N","N","N","N"
"B08513",10.000,"Speak only English","N","N","N","N"
"B08513",11.000,"Speak Spanish:","N","N","N","N"
"B08513",12.000,"Speak English ""very well""","N","N","N","N"
"B08513",13.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",14.000,"Speak other languages:","N","N","N","N"
"B08513",15.000,"Speak English ""very well""","N","N","N","N"
"B08513",16.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",17.000,"Car, truck, or van - carpooled:","N","N","N","N"
"B08513",18.000,"Speak only English","N","N","N","N"
"B08513",19.000,"Speak Spanish:","N","N","N","N"
"B08513",20.000,"Speak English ""very well""","N","N","N","N"
"B08513",21.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",22.000,"Speak other languages:","N","N","N","N"
"B08513",23.000,"Speak English ""very well""","N","N","N","N"
"B08513",24.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",25.000,"Public transportation (excluding taxicab):","N","N","N","N"
"B08513",26.000,"Speak only English","N","N","N","N"
"B08513",27.000,"Speak Spanish:","N","N","N","N"
"B08513",28.000,"Speak English ""very well""","N","N","N","N"
"B08513",29.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",30.000,"Speak other languages:","N","N","N","N"
"B08513",31.000,"Speak English ""very well""","N","N","N","N"
"B08513",32.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",33.000,"Walked:","N","N","N","N"
"B08513",34.000,"Speak only English","N","N","N","N"
"B08513",35.000,"Speak Spanish:","N","N","N","N"
"B08513",36.000,"Speak English ""very well""","N","N","N","N"
"B08513",37.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",38.000,"Speak other languages:","N","N","N","N"
"B08513",39.000,"Speak English ""very well""","N","N","N","N"
"B08513",40.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",41.000,"Taxicab, motorcycle, bicycle, or other means:","N","N","N","N"
"B08513",42.000,"Speak only English","N","N","N","N"
"B08513",43.000,"Speak Spanish:","N","N","N","N"
"B08513",44.000,"Speak English ""very well""","N","N","N","N"
"B08513",45.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",46.000,"Speak other languages:","N","N","N","N"
"B08513",47.000,"Speak English ""very well""","N","N","N","N"
"B08513",48.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",49.000,"Worked at home:","N","N","N","N"
"B08513",50.000,"Speak only English","N","N","N","N"
"B08513",51.000,"Speak Spanish:","N","N","N","N"
"B08513",52.000,"Speak English ""very well""","N","N","N","N"
"B08513",53.000,"Speak English less than ""very well""","N","N","N","N"
"B08513",54.000,"Speak other languages:","N","N","N","N"
"B08513",55.000,"Speak English ""very well""","N","N","N","N"
"B08513",56.000,"Speak English less than ""very well""","N","N","N","N"
"B08519",.,"MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR WORKPLACE GEOGRAPHY",,,,
"B08519",.,"Universe:  Workers 16 years and over with earnings",,,,
"B08519",1.000,"Total:","N","N","N","N"
"B08519",2.000,"$1 to $9,999 or loss","N","N","N","N"
"B08519",3.000,"$10,000 to $14,999","N","N","N","N"
"B08519",4.000,"$15,000 to $24,999","N","N","N","N"
"B08519",5.000,"$25,000 to $34,999","N","N","N","N"
"B08519",6.000,"$35,000 to $49,999","N","N","N","N"
"B08519",7.000,"$50,000 to $64,999","N","N","N","N"
"B08519",8.000,"$65,000 to $74,999","N","N","N","N"
"B08519",9.000,"$75,000 or more","N","N","N","N"
"B08519",10.000,"Car, truck, or van - drove alone:","N","N","N","N"
"B08519",11.000,"$1 to $9,999 or loss","N","N","N","N"
"B08519",12.000,"$10,000 to $14,999","N","N","N","N"
"B08519",13.000,"$15,000 to $24,999","N","N","N","N"
"B08519",14.000,"$25,000 to $34,999","N","N","N","N"
"B08519",15.000,"$35,000 to $49,999","N","N","N","N"
"B08519",16.000,"$50,000 to $64,999","N","N","N","N"
"B08519",17.000,"$65,000 to $74,999","N","N","N","N"
"B08519",18.000,"$75,000 or more","N","N","N","N"
"B08519",19.000,"Car, truck, or van - carpooled:","N","N","N","N"
"B08519",20.000,"$1 to $9,999 or loss","N","N","N","N"
"B08519",21.000,"$10,000 to $14,999","N","N","N","N"
"B08519",22.000,"$15,000 to $24,999","N","N","N","N"
"B08519",23.000,"$25,000 to $34,999","N","N","N","N"
"B08519",24.000,"$35,000 to $49,999","N","N","N","N"
"B08519",25.000,"$50,000 to $64,999","N","N","N","N"
"B08519",26.000,"$65,000 to $74,999","N","N","N","N"
"B08519",27.000,"$75,000 or more","N","N","N","N"
"B08519",28.000,"Public transportation (excluding taxicab):","N","N","N","N"
"B08519",29.000,"$1 to $9,999 or loss","N","N","N","N"
"B08519",30.000,"$10,000 to $14,999","N","N","N","N"
"B08519",31.000,"$15,000 to $24,999","N","N","N","N"
"B08519",32.000,"$25,000 to $34,999","N","N","N","N"
"B08519",33.000,"$35,000 to $49,999","N","N","N","N"
"B08519",34.000,"$50,000 to $64,999","N","N","N","N"
"B08519",35.000,"$65,000 to $74,999","N","N","N","N"
"B08519",36.000,"$75,000 or more","N","N","N","N"
"B08519",37.000,"Walked:","N","N","N","N"
"B08519",38.000,"$1 to $9,999 or loss","N","N","N","N"
"B08519",39.000,"$10,000 to $14,999","N","N","N","N"
"B08519",40.000,"$15,000 to $24,999","N","N","N","N"
"B08519",41.000,"$25,000 to $34,999","N","N","N","N"
"B08519",42.000,"$35,000 to $49,999","N","N","N","N"
"B08519",43.000,"$50,000 to $64,999","N","N","N","N"
"B08519",44.000,"$65,000 to $74,999","N","N","N","N"
"B08519",45.000,"$75,000 or more","N","N","N","N"
"B08519",46.000,"Taxicab, motorcycle, bicycle, or other means:","N","N","N","N"
"B08519",47.000,"$1 to $9,999 or loss","N","N","N","N"
"B08519",48.000,"$10,000 to $14,999","N","N","N","N"
"B08519",49.000,"$15,000 to $24,999","N","N","N","N"
"B08519",50.000,"$25,000 to $34,999","N","N","N","N"
"B08519",51.000,"$35,000 to $49,999","N","N","N","N"
"B08519",52.000,"$50,000 to $64,999","N","N","N","N"
"B08519",53.000,"$65,000 to $74,999","N","N","N","N"
"B08519",54.000,"$75,000 or more","N","N","N","N"
"B08519",55.000,"Worked at home:","N","N","N","N"
"B08519",56.000,"$1 to $9,999 or loss","N","N","N","N"
"B08519",57.000,"$10,000 to $14,999","N","N","N","N"
"B08519",58.000,"$15,000 to $24,999","N","N","N","N"
"B08519",59.000,"$25,000 to $34,999","N","N","N","N"
"B08519",60.000,"$35,000 to $49,999","N","N","N","N"
"B08519",61.000,"$50,000 to $64,999","N","N","N","N"
"B08519",62.000,"$65,000 to $74,999","N","N","N","N"
"B08519",63.000,"$75,000 or more","N","N","N","N"
"B08521",.,"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY",,,,
"B08521",.,"Universe:  Workers 16 years and over",,,,
"B08521",0.700,"Median earnings in the past 12 months --",,,,
"B08521",1.000,"Total:","29,112","+/-2,406","26,706","31,518"
"B08521",2.000,"Car, truck, or van - drove alone","30,263","+/-1,839","28,424","32,102"
"B08521",3.000,"Car, truck, or van - carpooled","22,715","+/-5,516","17,199","28,231"
"B08521",4.000,"Public transportation (excluding taxicab)","-","**","**","**"
"B08521",5.000,"Walked","12,406","+/-13,127","-721","25,533"
"B08521",6.000,"Taxicab, motorcycle, bicycle, or other means","7,346","+/-68,275","-60,929","75,621"
"B08521",7.000,"Worked at home","34,524","+/-24,665","9,859","59,189"
"B08522",.,"MEANS OF TRANSPORTATION TO WORK BY POVERTY STATUS IN THE PAST 12 MONTHS FOR WORKPLACE GEOGRAPHY",,,,
"B08522",.,"Universe:  Workers 16 years and over for whom poverty status is determined",,,,
"B08522",1.000,"Total:","45,272","+/-2,125","43,147","47,397"
"B08522",2.000,"Below 100 percent of the poverty level","2,227","+/-821","1,406","3,048"
"B08522",3.000,"100 to 149 percent of the poverty level","1,841","+/-662","1,179","2,503"
"B08522",4.000,"At or above 150 percent of the poverty level","41,204","+/-2,002","39,202","43,206"
"B08522",5.000,"Car, truck, or van - drove alone:","38,196","+/-2,241","35,955","40,437"
"B08522",6.000,"Below 100 percent of the poverty level","1,396","+/-681","715","2,077"
"B08522",7.000,"100 to 149 percent of the poverty level","1,186","+/-432","754","1,618"
"B08522",8.000,"At or above 150 percent of the poverty level","35,614","+/-2,069","33,545","37,683"
"B08522",9.000,"Car, truck, or van - carpooled:","3,434","+/-952","2,482","4,386"
"B08522",10.000,"Below 100 percent of the poverty level","219","+/-166","53","385"
"B08522",11.000,"100 to 149 percent of the poverty level","428","+/-479","0","907"
