"tblid","profln","totcest","totcme","cest","cme"
"S0201","44","13.7","+/-0.2","6.1","+/-1.4"
"S0201","45","8.5","+/-0.2","3.1","+/-1.0"
"S0201","46","29.9","+/-0.3","30.3","+/-3.4"
"S0201","47","14.7","+/-0.2","18.6","+/-3.3"
"S0201","48","11.6","+/-0.2","14.6","+/-2.8"
"S0201","49","3.0","+/-0.1","4.0","+/-1.3"
"S0201","50","15.2","+/-0.2","11.7","+/-2.2"
"S0201","51","13.2","+/-0.2","9.9","+/-2.1"
"S0201","52","2.0","+/-0.1","1.9","+/-0.8"
,"52",,,,
"S0201","53","2.83","+/-0.01","2.67","+/-0.09"
"S0201","54","3.41","+/-0.01","3.25","+/-0.09"
,"54",,,,
,"55",,,,
"S0201","55","18,066,247","+/-4,638","114,161","+/-7,469"
"S0201","56","51.3","+/-0.2","57.2","+/-2.6"
"S0201","57","5.6","+/-0.1","2.2","+/-0.6"
"S0201","58","10.7","+/-0.1","9.5","+/-1.2"
"S0201","59","2.9","+/-0.1","0.7","+/-0.4"
"S0201","60","29.5","+/-0.2","30.4","+/-2.7"
,"60",,,,
"S0201","61","8,928,657","+/-6,050","57,711","+/-4,667"
"S0201","62","53.1","+/-0.3","56.6","+/-3.1"
"S0201","63","2.3","+/-0.1","1.0","+/-0.5"
"S0201","64","9.3","+/-0.2","9.5","+/-2.0"
"S0201","65","2.3","+/-0.1","0.8","+/-0.6"
"S0201","66","33.1","+/-0.2","32.2","+/-3.2"
,"66",,,,
"S0201","67","9,137,590","+/-5,677","56,450","+/-3,877"
"S0201","68","49.5","+/-0.3","57.8","+/-3.0"
"S0201","69","8.9","+/-0.1","3.5","+/-1.1"
"S0201","70","12.0","+/-0.2","9.4","+/-1.7"
"S0201","71","3.6","+/-0.1","0.6","+/-0.5"
"S0201","72","26.0","+/-0.2","28.6","+/-3.4"
,"72",,,,
,"73",,,,
"S0201","73","6,566,761","+/-24,121","48,863","+/-3,891"
"S0201","74","6.5","+/-0.1","7.0","+/-1.8"
"S0201","75","5.7","+/-0.2","5.2","+/-1.4"
"S0201","76","42.9","+/-0.2","38.2","+/-3.4"
"S0201","77","22.3","+/-0.2","21.6","+/-2.6"
"S0201","78","22.6","+/-0.2","27.9","+/-3.6"
,"78",,,,
"S0201","79","3,262,877","+/-17,468","23,642","+/-2,225"
"S0201","80","73.0","+/-0.4","67.7","+/-5.3"
"S0201","81","20.2","+/-0.4","25.1","+/-4.8"
"S0201","82","3,303,884","+/-14,906","25,221","+/-3,013"
"S0201","83","68.7","+/-0.3","62.5","+/-4.6"
"S0201","84","25.0","+/-0.3","30.6","+/-4.9"
,"84",,,,
,"85",,,,
"S0201","85","14,551,694","+/-9,132","91,164","+/-6,127"
"S0201","86","21.4","+/-0.2","1.4","+/-0.6"
"S0201","87","27.2","+/-0.2","14.0","+/-2.0"
"S0201","88","26.6","+/-0.2","25.6","+/-2.0"
"S0201","89","16.7","+/-0.2","37.2","+/-2.9"
"S0201","90","8.0","+/-0.1","21.9","+/-2.2"
,"90",,,,
"S0201","91","78.6","+/-0.2","98.6","+/-0.6"
"S0201","92","78.0","+/-0.3","98.4","+/-0.9"
"S0201","93","79.1","+/-0.2","98.9","+/-0.7"
"S0201","94","24.7","+/-0.2","59.1","+/-2.8"
"S0201","95","25.7","+/-0.2","61.3","+/-3.2"
"S0201","96","23.7","+/-0.2","56.8","+/-3.4"
,"96",,,,
,"97",,,,
"S0201","97","6,091,625","+/-7,299","40,090","+/-3,222"
"S0201","98","386,167","+/-9,245","2,050","+/-665"
"S0201","99","124,644","+/-6,292","201","+/-199"
"S0201","100","32.3","+/-1.4","9.8","+/-9.1"
,"100",,,,
,"101",,,,
"S0201","101","12,804,582","+/-8,018","80,023","+/-5,536"
"S0201","102","4.9","+/-0.1","2.5","+/-0.6"
"S0201","103","44.5","+/-1.3","50.4","+/-18.7"
,"103",,,,
,"104",,,,
"S0201","104","16,924,145","+/-5,224","105,409","+/-6,941"
"S0201","105","9.8","+/-0.1","13.8","+/-1.5"
,"105",,,,
,"106",,,,
"S0201","106","21,106,536","+/-4,717","136,547","+/-8,404"
"S0201","107","14.6","+/-0.2","8.9","+/-1.2"
"S0201","108","3,874,986","+/-10,774","26,074","+/-2,898"
"S0201","109","6.7","+/-0.2","5.9","+/-2.3"
"S0201","110","15,011,389","+/-10,095","101,004","+/-6,899"
"S0201","111","12.1","+/-0.2","7.1","+/-1.3"
"S0201","112","87.9","+/-0.2","92.9","+/-1.3"
"S0201","113","2,220,161","+/-4,447","9,469","+/-1,494"
"S0201","114","45.5","+/-0.5","36.6","+/-7.5"
,"114",,,,
,"115",,,,
"S0201","115","23,135,372","+/-7,946","145,793","+/-8,676"
"S0201","116","80.1","+/-0.3","83.7","+/-1.7"
"S0201","117","19.0","+/-0.3","15.8","+/-1.7"
"S0201","118","11.7","+/-0.2","8.7","+/-1.5"
"S0201","119","7.4","+/-0.1","7.1","+/-1.2"
"S0201","120","4.6","+/-0.1","3.9","+/-0.9"
"S0201","121","2.7","+/-0.1","3.2","+/-0.8"
"S0201","122","0.8","+/-0.1","0.6","+/-0.3"
,"122",,,,
,"123",,,,
"S0201","123","23,507,783","*****","148,171","+/-8,915"
"S0201","124","19,767,116","+/-34,163","143,816","+/-8,760"
"S0201","125","49.3","+/-0.1","50.9","+/-1.8"
"S0201","126","50.7","+/-0.1","49.1","+/-1.8"
"S0201","127","3,740,667","+/-34,163","4,355","+/-1,544"
"S0201","128","52.3","+/-0.3","52.1","+/-13.2"
"S0201","129","47.7","+/-0.3","47.9","+/-13.2"
"S0201","130","1,144,585","+/-20,046","1,378","+/-862"
"S0201","131","48.8","+/-0.7","76.0","+/-23.3"
"S0201","132","51.2","+/-0.7","24.0","+/-23.3"
"S0201","133","2,596,082","+/-30,761","2,977","+/-1,105"
"S0201","134","53.9","+/-0.4","41.1","+/-12.0"
"S0201","135","46.1","+/-0.4","58.9","+/-12.0"
,"136",,,,
"S0201","136","27.1","+/-0.6","25.0","+/-12.5"
"S0201","137","32.8","+/-0.6","32.7","+/-17.9"
"S0201","138","40.1","+/-0.5","42.3","+/-17.4"
,"138",,,,
,"139",,,,
"S0201","139","3,740,667","+/-34,163","4,355","+/-1,544"
"S0201","140","4.5","+/-0.2","N","N"
"S0201","141","16.6","+/-0.3","N","N"
"S0201","142","2.9","+/-0.2","N","N"
"S0201","143","0.2","+/-0.1","N","N"
"S0201","144","74.6","+/-0.4","N","N"
"S0201","145","1.2","+/-0.1","N","N"
,"145",,,,
,"146",,,,
"S0201","146","21,585,556","+/-3,768","137,579","+/-8,354"
"S0201","147","66.2","+/-0.1","94.3","+/-1.1"
"S0201","148","33.8","+/-0.1","5.7","+/-1.1"
"S0201","149","14.5","+/-0.2","1.0","+/-0.4"
,"149",,,,
,"150",,,,
"S0201","150","17,704,037","+/-9,358","111,464","+/-7,344"
"S0201","151","65.6","+/-0.1","71.1","+/-2.0"
"S0201","152","65.2","+/-0.1","70.8","+/-2.0"
"S0201","153","60.6","+/-0.1","67.9","+/-1.9"
"S0201","154","4.6","+/-0.1","2.9","+/-0.8"
"S0201","155","7.0","+/-0.1","4.1","+/-1.0"
"S0201","156","0.5","+/-0.1","0.3","+/-0.2"
"S0201","157","34.4","+/-0.1","28.9","+/-2.0"
,"157",,,,
"S0201","158","8,962,295","+/-8,233","55,090","+/-3,795"
"S0201","159","57.8","+/-0.2","61.8","+/-2.9"
"S0201","160","57.7","+/-0.2","61.7","+/-3.0"
"S0201","161","53.2","+/-0.2","59.1","+/-2.9"
"S0201","162","4.5","+/-0.1","2.6","+/-0.9"
"S0201","163","7.8","+/-0.2","4.1","+/-1.4"
,"163",,,,
,"164",,,,
"S0201","164","10,514,531","+/-26,681","73,180","+/-4,804"
"S0201","165","78.5","+/-0.3","81.4","+/-2.0"
"S0201","166","12.7","+/-0.2","8.9","+/-1.7"
"S0201","167","1.7","+/-0.1","1.5","+/-0.7"
"S0201","168","1.9","+/-0.1","1.3","+/-0.6"
"S0201","169","1.8","+/-0.1","1.5","+/-0.8"
"S0201","170","3.5","+/-0.1","5.5","+/-1.2"
"S0201","171","24.6","+/-0.1","24.3","+/-1.1"
,"171",,,,
"S0201","172","10,729,295","+/-23,673","75,716","+/-4,964"
,"173",,,,
"S0201","173","32.3","+/-0.2","57.0","+/-2.9"
"S0201","174","16.4","+/-0.2","9.2","+/-1.8"
"S0201","175","26.1","+/-0.3","23.0","+/-2.3"
"S0201","176","0.6","+/-0.1","0.2","+/-0.2"
"S0201","177","11.8","+/-0.2","4.5","+/-1.1"
"S0201","178","12.7","+/-0.2","6.1","+/-1.4"
,"178",,,,
"S0201","179","5,964,799","+/-19,115","43,150","+/-3,676"
"S0201","180","29.0","+/-0.3","58.0","+/-3.6"
"S0201","181","13.0","+/-0.2","8.3","+/-2.2"
"S0201","182","18.1","+/-0.3","17.6","+/-2.7"
"S0201","183","0.9","+/-0.1","0.4","+/-0.3"
"S0201","184","20.7","+/-0.3","7.1","+/-1.8"
"S0201","185","18.3","+/-0.3","8.7","+/-2.2"
,"185",,,,
"S0201","186","4,764,496","+/-19,414","32,566","+/-2,462"
"S0201","187","36.5","+/-0.4","55.7","+/-4.1"
"S0201","188","20.8","+/-0.3","10.5","+/-2.8"
"S0201","189","36.2","+/-0.4","30.1","+/-3.4"
"S0201","190","0.2","+/-0.1","0.0","+/-0.6"
"S0201","191","0.8","+/-0.1","0.9","+/-0.8"
"S0201","192","5.6","+/-0.2","2.8","+/-1.7"
,"192",,,,
,"193",,,,
"S0201","193","2.8","+/-0.1","3.9","+/-1.1"
"S0201","194","9.4","+/-0.2","3.3","+/-0.9"
"S0201","195","10.1","+/-0.2","9.4","+/-1.8"
"S0201","196","3.7","+/-0.1","3.4","+/-1.1"
"S0201","197","11.8","+/-0.2","8.2","+/-1.3"
"S0201","198","5.7","+/-0.2","3.6","+/-0.9"
"S0201","199","2.3","+/-0.1","2.5","+/-0.8"
"S0201","200","6.9","+/-0.2","7.9","+/-1.5"
"S0201","201","10.2","+/-0.2","16.3","+/-2.0"
"S0201","202","19.6","+/-0.2","24.7","+/-2.3"
"S0201","203","8.1","+/-0.2","8.1","+/-1.8"
"S0201","204","5.2","+/-0.1","3.1","+/-0.9"
"S0201","205","4.2","+/-0.1","5.4","+/-1.3"
,"205",,,,
,"206",,,,
"S0201","206","78.0","+/-0.3","73.7","+/-2.7"
"S0201","207","14.3","+/-0.2","17.6","+/-2.1"
"S0201","208","7.5","+/-0.2","8.4","+/-1.6"
"S0201","209","0.2","+/-0.1","0.3","+/-0.3"
,"209",,,,
,"210",,,,
"S0201","210","8,109,388","+/-19,850","52,324","+/-3,720"
"S0201","211","44,922","+/-287","76,379","+/-5,912"
,"211",,,,
"S0201","212","83.8","+/-0.2","90.5","+/-1.5"
"S0201","213","62,734","+/-364","100,728","+/-6,996"
"S0201","214","22.8","+/-0.1","15.4","+/-2.1"
"S0201","215","13,096","+/-82","14,996","+/-1,501"
"S0201","216","3.7","+/-0.1","1.3","+/-0.7"
"S0201","217","6,631","+/-102","7,446","+/-1,581"
"S0201","218","1.5","+/-0.1","0.5","+/-0.4"
"S0201","219","2,308","+/-147","3,777","+/-2,588"
"S0201","220","13.9","+/-0.1","13.0","+/-1.9"
"S0201","221","19,023","+/-277","23,317","+/-3,046"
"S0201","222","9.8","+/-0.2","1.6","+/-0.8"
,"222",,,,
"S0201","223","5,686,517","+/-26,097","36,449","+/-3,104"
"S0201","224","52,355","+/-275","89,682","+/-6,084"
"S0201","225","73.4","+/-0.3","86.5","+/-2.4"
"S0201","226","63,658","+/-471","95,336","+/-4,395"
"S0201","227","7.0","+/-0.2","4.8","+/-1.4"
"S0201","228","38,144","+/-1,451","58,093","+/-22,817"
"S0201","229","19.6","+/-0.2","8.7","+/-2.0"
"S0201","230","25,510","+/-369","51,683","+/-11,474"
,"230",,,,
"S0201","231","23,507,783","*****","148,171","+/-8,915"
"S0201","232","22,501","+/-121","37,498","+/-2,557"
,"232",,,,
,"233",,,,
"S0201","233","4,490,047","+/-24,102","33,630","+/-3,109"
"S0201","234","2,875,235","+/-20,262","18,395","+/-2,108"
,"235",,,,
"S0201","235","54,141","+/-486","88,730","+/-7,718"
"S0201","236","37,998","+/-296","50,830","+/-3,644"
,"237",,,,
"S0201","237","38,797","+/-532","60,366","+/-5,228"
"S0201","238","30,954","+/-166","43,384","+/-4,630"
,"238",,,,
,"239",,,,
"S0201","239","13.3","+/-0.2","2.1","+/-1.1"
"S0201","240","19.3","+/-0.4","2.3","+/-1.3"
"S0201","241","19.3","+/-0.9","N","N"
"S0201","242","7.6","+/-0.2","1.6","+/-1.1"
"S0201","243","10.7","+/-0.3","1.5","+/-1.1"
"S0201","244","10.2","+/-0.8","N","N"
"S0201","245","34.3","+/-0.8","5.5","+/-4.7"
"S0201","246","42.0","+/-1.0","N","N"
"S0201","247","47.9","+/-2.4","N","N"
,"247",,,,
"S0201","248","16.9","+/-0.2","4.3","+/-1.1"
"S0201","249","23.9","+/-0.5","1.8","+/-1.2"
"S0201","250","23.5","+/-0.5","1.8","+/-1.2"
"S0201","251","27.3","+/-0.7","1.5","+/-1.7"
"S0201","252","21.9","+/-0.5","2.0","+/-1.5"
"S0201","253","14.2","+/-0.2","5.3","+/-1.4"
"S0201","254","14.5","+/-0.2","5.3","+/-1.5"
"S0201","255","12.3","+/-0.4","4.6","+/-2.7"
"S0201","256","15.2","+/-0.3","1.7","+/-0.8"
"S0201","257","26.3","+/-0.4","18.9","+/-5.0"
,"257",,,,
"S0201","258","8,109,388","+/-19,850","52,324","+/-3,720"
,"259",,,,
"S0201","259","65.2","+/-0.3","76.8","+/-2.6"
"S0201","260","34.8","+/-0.3","23.2","+/-2.6"
,"260",,,,
"S0201","261","2.95","+/-0.01","2.85","+/-0.09"
"S0201","262","2.58","+/-0.02","2.08","+/-0.20"
,"262",,,,
,"263",,,,
"S0201","263","69.8","+/-0.2","81.5","+/-2.6"
"S0201","264","5.3","+/-0.1","3.3","+/-1.5"
"S0201","265","17.4","+/-0.2","12.7","+/-2.4"
"S0201","266","7.5","+/-0.1","2.5","+/-1.0"
,"266",,,,
,"267",,,,
"S0201","267","15.5","+/-0.2","16.8","+/-2.0"
"S0201","268","16.9","+/-0.2","20.1","+/-2.3"
"S0201","269","19.1","+/-0.2","19.7","+/-2.3"
"S0201","270","29.8","+/-0.2","27.4","+/-2.6"
"S0201","271","14.1","+/-0.2","11.7","+/-2.3"
"S0201","272","4.7","+/-0.1","4.4","+/-1.2"
,"272",,,,
,"273",,,,
"S0201","273","6.2","+/-0.2","1.2","+/-0.8"
"S0201","274","93.8","+/-0.2","98.8","+/-0.8"
,"274",,,,
,"275",,,,
"S0201","275","44.7","+/-0.3","56.3","+/-3.2"
"S0201","276","54.1","+/-0.3","43.3","+/-3.2"
"S0201","277","0.8","+/-0.1","0.3","+/-0.3"
"S0201","278","0.4","+/-0.1","0.1","+/-0.2"
,"278",,,,
,"279",,,,
"S0201","279","7.4","+/-0.2","4.2","+/-1.6"
"S0201","280","4.8","+/-0.1","0.5","+/-0.6"
,"280",,,,
"S0201","281","5,291,045","+/-25,916","40,209","+/-3,016"
,"282",,,,
"S0201","282","72.8","+/-0.3","80.8","+/-2.7"
"S0201","283","27.2","+/-0.3","19.2","+/-2.7"
,"283",,,,
,"284",,,,
"S0201","284","114,000","+/-498","161,000","+/-7,877"
"S0201","285","1,309","+/-6","1,594","+/-74"
"S0201","286","422","+/-3","585","+/-54"
,"286",,,,
"S0201","287","2,818,343","+/-22,848","12,115","+/-1,708"
,"288",,,,
"S0201","288","55.6","+/-0.5","66.0","+/-6.3"
"S0201","289","44.4","+/-0.5","34.0","+/-6.3"
,"289",,,,
,"290",,,,
"S0201","290","711","+/-4","837","+/-41"

