

"tblid","profln","totcest","totcme","cest","cme"
"S0201","          36","      8.0","               +/-0.4","               1.8","               +/-0.3"
"S0201","          37","      9.0","               +/-0.5","               9.9","               +/-0.7"
"S0201","          38","      2.4","               +/-0.2","               3.1","               +/-0.3"
" ","          38"," "," "," "," "
" ","          39"," "," "," "," "
"S0201","          39","  735,638","             +/-6,036","           424,209","             +/-4,316"
"S0201","          40","     41.4","               +/-1.0","              33.9","               +/-1.2"
"S0201","          41","     17.9","               +/-0.7","              13.6","               +/-0.8"
"S0201","          42","     26.5","               +/-0.8","              28.9","               +/-1.2"
"S0201","          43","     10.8","               +/-0.6","              11.3","               +/-0.8"
"S0201","          44","     11.8","               +/-0.6","               3.6","               +/-0.4"
"S0201","          45","      6.1","               +/-0.5","               1.7","               +/-0.3"
"S0201","          46","     58.6","               +/-1.0","              66.1","               +/-1.2"
"S0201","          47","     26.7","               +/-0.8","              30.0","               +/-0.9"
"S0201","          48","     21.7","               +/-0.8","              23.8","               +/-1.0"
"S0201","          49","      5.0","               +/-0.4","               6.2","               +/-0.6"
"S0201","          50","     31.9","               +/-0.7","              36.1","               +/-0.9"
"S0201","          51","     27.9","               +/-0.7","              31.4","               +/-0.9"
"S0201","          52","      4.0","               +/-0.3","               4.7","               +/-0.4"
" ","          52"," "," "," "," "
"S0201","          53","     2.11","              +/-0.02","              1.78","              +/-0.02"
"S0201","          54","     3.23","              +/-0.06","              2.75","              +/-0.04"
" ","          54"," "," "," "," "
" ","          55"," "," "," "," "
"S0201","          55","1,375,381","               +/-390","           687,494","               +/-901"
"S0201","          56","     34.1","               +/-0.9","              38.5","               +/-1.3"
"S0201","          57","      5.4","               +/-0.3","               4.2","               +/-0.3"
"S0201","          58","      9.3","               +/-0.5","               8.7","               +/-0.6"
"S0201","          59","      3.5","               +/-0.3","               1.4","               +/-0.2"
"S0201","          60","     47.7","               +/-0.8","              47.2","               +/-1.0"
" ","          60"," "," "," "," "
"S0201","          61","  646,785","               +/-553","           330,667","               +/-309"
"S0201","          62","     37.5","               +/-1.2","              41.3","               +/-1.6"
"S0201","          63","      2.2","               +/-0.3","               1.6","               +/-0.3"
"S0201","          64","      7.5","               +/-0.6","               7.1","               +/-0.8"
"S0201","          65","      3.0","               +/-0.4","               1.3","               +/-0.3"
"S0201","          66","     49.8","               +/-1.1","              48.8","               +/-1.5"
" ","          66"," "," "," "," "
"S0201","          67","  728,596","               +/-388","           356,827","               +/-768"
"S0201","          68","     31.1","               +/-0.9","              35.8","               +/-1.3"
"S0201","          69","      8.3","               +/-0.5","               6.6","               +/-0.6"
"S0201","          70","     11.0","               +/-0.7","              10.2","               +/-0.8"
"S0201","          71","      3.9","               +/-0.4","               1.5","               +/-0.3"
"S0201","          72","     45.7","               +/-0.9","              45.8","               +/-1.1"
" ","          72"," "," "," "," "
" ","          73"," "," "," "," "
"S0201","          73","  334,102","             +/-6,258","           122,693","             +/-3,239"
"S0201","          74","      7.1","               +/-0.8","               7.7","               +/-1.2"
"S0201","          75","      4.1","               +/-0.5","               4.6","               +/-1.0"
"S0201","          76","     33.1","               +/-1.0","              28.6","               +/-1.4"
"S0201","          77","     17.4","               +/-0.9","               9.3","               +/-0.8"
"S0201","          78","     38.2","               +/-1.1","              49.9","               +/-1.5"
" ","          78"," "," "," "," "
"S0201","          79","  157,028","             +/-3,751","            57,985","             +/-2,041"
"S0201","          80","     59.4","               +/-1.4","              45.5","               +/-2.2"
"S0201","          81","     32.7","               +/-1.4","              45.5","               +/-2.1"
"S0201","          82","  177,074","             +/-4,657","            64,708","             +/-2,563"
"S0201","          83","     50.4","               +/-1.3","              39.7","               +/-1.7"
"S0201","          84","     43.1","               +/-1.4","              53.8","               +/-2.0"
" ","          84"," "," "," "," "
" ","          85"," "," "," "," "
"S0201","          85","1,196,753","               +/-597","           628,984","               +/-799"
"S0201","          86","     16.2","               +/-0.7","               2.7","               +/-0.4"
"S0201","          87","     14.8","               +/-0.6","               6.9","               +/-0.7"
"S0201","          88","     13.8","               +/-0.6","              11.3","               +/-0.8"
"S0201","          89","     28.8","               +/-0.7","              39.9","               +/-1.1"
"S0201","          90","     26.5","               +/-0.8","              39.2","               +/-1.3"
" ","          90"," "," "," "," "
"S0201","          91","     83.8","               +/-0.7","              97.3","               +/-0.4"
"S0201","          92","     84.5","               +/-0.9","              97.4","               +/-0.5"
"S0201","          93","     83.1","               +/-0.8","              97.1","               +/-0.5"
"S0201","          94","     55.2","               +/-0.8","              79.1","               +/-0.9"
"S0201","          95","     56.0","               +/-1.1","              79.6","               +/-1.4"
"S0201","          96","     54.6","               +/-0.9","              78.7","               +/-1.0"
" ","          96"," "," "," "," "
" ","          97"," "," "," "," "
"S0201","          97","  474,976","             +/-1,955","           228,897","             +/-1,382"
"S0201","          98","   21,792","             +/-2,377","            10,791","             +/-1,589"
"S0201","          99","    6,720","             +/-1,480","               876","               +/-624"
"S0201","         100","     30.8","               +/-5.5","               8.1","               +/-5.5"
" ","         100"," "," "," "," "
" ","         101"," "," "," "," "
"S0201","         101","1,061,141","               +/-574","           564,818","               +/-752"
"S0201","         102","      2.6","               +/-0.3","               0.3","               +/-0.2"
"S0201","         103","     33.1","               +/-5.4","              31.5","              +/-22.7"
" ","         103"," "," "," "," "
" ","         104"," "," "," "," "
"S0201","         104","1,335,105","               +/-680","           678,302","               +/-886"
"S0201","         105","      3.8","               +/-0.2","               4.7","               +/-0.3"
" ","         105"," "," "," "," "
" ","         106"," "," "," "," "
"S0201","         106","1,502,047","               +/-758","           728,699","             +/-1,104"
"S0201","         107","     13.9","               +/-0.6","               8.9","               +/-0.5"
"S0201","         108","  149,046","             +/-1,505","            47,450","               +/-797"
"S0201","         109","      7.1","               +/-1.1","               3.9","               +/-1.6"
"S0201","         110","1,154,708","             +/-1,645","           580,591","             +/-1,232"
"S0201","         111","     10.0","               +/-0.5","               5.2","               +/-0.5"
"S0201","         112","     90.0","               +/-0.5","              94.8","               +/-0.5"
"S0201","         113","  198,293","               +/-532","           100,658","               +/-469"
"S0201","         114","     41.6","               +/-1.9","              32.4","               +/-2.0"
" ","         114"," "," "," "," "
" ","         115"," "," "," "," "
"S0201","         115","1,589,115","             +/-2,287","           760,625","             +/-1,823"
"S0201","         116","     86.2","               +/-0.6","              84.0","               +/-0.7"
"S0201","         117","     12.3","               +/-0.6","              14.3","               +/-0.7"
"S0201","         118","      6.2","               +/-0.5","               7.4","               +/-0.7"
"S0201","         119","      6.0","               +/-0.4","               6.8","               +/-0.5"
"S0201","         120","      2.7","               +/-0.3","               2.3","               +/-0.3"
"S0201","         121","      3.4","               +/-0.3","               4.5","               +/-0.4"
"S0201","         122","      1.5","               +/-0.3","               1.7","               +/-0.4"
" ","         122"," "," "," "," "
" ","         123"," "," "," "," "
"S0201","         123","1,611,581","*****","           770,921","             +/-1,002"
"S0201","         124","1,148,724","            +/-10,577","           652,848","             +/-6,074"
"S0201","         125","     47.9","               +/-0.4","              48.1","               +/-0.5"
"S0201","         126","     52.1","               +/-0.4","              51.9","               +/-0.5"
"S0201","         127","  462,857","            +/-10,577","           118,073","             +/-6,194"
"S0201","         128","     47.1","               +/-1.0","              50.3","               +/-2.6"
"S0201","         129","     52.9","               +/-1.0","              49.7","               +/-2.6"
"S0201","         130","  205,986","             +/-7,877","            52,195","             +/-4,339"
"S0201","         131","     42.4","               +/-1.6","              44.5","               +/-3.7"
"S0201","         132","     57.6","               +/-1.6","              55.5","               +/-3.7"
"S0201","         133","  256,871","            +/-11,452","            65,878","             +/-5,019"
"S0201","         134","     50.9","               +/-1.7","              54.9","               +/-3.5"
"S0201","         135","     49.1","               +/-1.7","              45.1","               +/-3.5"
" ","         136"," "," "," "," "
"S0201","         136","     22.9","               +/-1.6","              28.6","               +/-2.8"
"S0201","         137","     28.0","               +/-1.4","              24.9","               +/-2.7"
"S0201","         138","     49.1","               +/-1.7","              46.5","               +/-3.2"
" ","         138"," "," "," "," "
" ","         139"," "," "," "," "
"S0201","         139","  462,857","            +/-10,577","           118,073","             +/-6,194"
"S0201","         140","     18.1","               +/-1.2","              66.3","               +/-2.8"
"S0201","         141","     30.0","               +/-1.0","              13.5","               +/-2.3"
"S0201","         142","      3.6","               +/-0.6","               3.6","               +/-0.9"
"S0201","         143","      1.2","               +/-0.4","               4.3","               +/-1.5"
"S0201","         144","     44.7","               +/-1.5","               4.5","               +/-1.3"
"S0201","         145","      2.4","               +/-0.4","               7.9","               +/-1.6"
" ","         145"," "," "," "," "
" ","         146"," "," "," "," "
"S0201","         146","1,513,177","               +/-173","           732,088","               +/-992"
"S0201","         147","     60.5","               +/-0.6","              85.4","               +/-0.8"
"S0201","         148","     39.5","               +/-0.6","              14.6","               +/-0.8"
"S0201","         149","     18.1","               +/-0.6","               3.0","               +/-0.5"
" ","         149"," "," "," "," "
" ","         150"," "," "," "," "
"S0201","         150","1,364,017","             +/-1,529","           684,638","             +/-1,248"
"S0201","         151","     67.0","               +/-0.6","              75.2","               +/-0.8"
"S0201","         152","     66.9","               +/-0.6","              75.2","               +/-0.8"
"S0201","         153","     62.4","               +/-0.7","              72.1","               +/-0.9"
"S0201","         154","      4.5","               +/-0.3","               3.2","               +/-0.4"
"S0201","         155","      6.8","               +/-0.5","               4.2","               +/-0.5"
"S0201","         156","      0.0","               +/-0.1","               0.0","               +/-0.1"
"S0201","         157","     33.0","               +/-0.6","              24.8","               +/-0.8"
" ","         157"," "," "," "," "
"S0201","         158","  722,483","             +/-1,212","           355,229","             +/-1,017"
"S0201","         159","     61.7","               +/-0.8","              69.8","               +/-1.2"
"S0201","         160","     61.7","               +/-0.8","              69.8","               +/-1.2"
"S0201","         161","     57.7","               +/-0.9","              67.2","               +/-1.2"
"S0201","         162","      4.0","               +/-0.5","               2.7","               +/-0.5"
"S0201","         163","      6.5","               +/-0.7","               3.8","               +/-0.7"
" ","         163"," "," "," "," "
" ","         164"," "," "," "," "
"S0201","         164","  826,907","             +/-9,150","           482,545","             +/-6,556"
"S0201","         165","      7.3","               +/-0.6","               7.1","               +/-0.7"
"S0201","         166","      2.8","               +/-0.4","               2.0","               +/-0.4"
"S0201","         167","     56.7","               +/-1.1","              52.5","               +/-1.5"
"S0201","         168","     20.6","               +/-0.9","              21.9","               +/-1.2"
"S0201","         169","      5.9","               +/-0.5","               7.7","               +/-0.7"
"S0201","         170","      6.8","               +/-0.5","               8.7","               +/-0.8"
"S0201","         171","     30.1","               +/-0.4","              28.1","               +/-0.5"
" ","         171"," "," "," "," "
"S0201","         172","  851,298","             +/-9,307","           493,485","             +/-6,320"
" ","         173"," "," "," "," "
"S0201","         173","     56.3","               +/-1.0","              71.0","               +/-1.1"
"S0201","         174","     14.2","               +/-0.8","               5.8","               +/-0.6"
"S0201","         175","     22.3","               +/-0.9","              20.8","               +/-1.0"
"S0201","         176","      0.0","               +/-0.1","               0.0","               +/-0.1"
"S0201","         177","      2.2","               +/-0.3","               1.0","               +/-0.3"
"S0201","         178","      4.9","               +/-0.5","               1.3","               +/-0.3"
" ","         178"," "," "," "," "
"S0201","         179","  434,573","             +/-6,188","           254,910","             +/-3,882"
"S0201","         180","     55.4","               +/-1.4","              71.1","               +/-1.4"
"S0201","         181","     14.1","               +/-1.1","               5.9","               +/-0.9"
"S0201","         182","     19.6","               +/-1.2","              19.3","               +/-1.3"
"S0201","         183","      0.1","               +/-0.1","               0.0","               +/-0.1"
"S0201","         184","      3.9","               +/-0.6","               1.8","               +/-0.5"
"S0201","         185","      6.8","               +/-0.8","               1.8","               +/-0.5"
" ","         185"," "," "," "," "
"S0201","         186","  416,725","             +/-6,683","           238,575","             +/-4,352"
"S0201","         187","     57.3","               +/-1.3","              70.9","               +/-1.6"
"S0201","         188","     14.3","               +/-0.9","               5.7","               +/-0.8"
"S0201","         189","     25.0","               +/-1.3","              22.5","               +/-1.4"
"S0201","         190","      0.0","               +/-0.1","               0.0","               +/-0.1"
"S0201","         191","      0.3","               +/-0.2","               0.1","               +/-0.1"
"S0201","         192","      3.0","               +/-0.5","               0.7","               +/-0.3"
" ","         192"," "," "," "," "
" ","         193"," "," "," "," "
"S0201","         193","      0.0","               +/-0.1","               0.0","               +/-0.1"
"S0201","         194","      1.9","               +/-0.3","               1.0","               +/-0.2"
"S0201","         195","      4.2","               +/-0.4","               3.2","               +/-0.4"
"S0201","         196","      3.0","               +/-0.3","               3.4","               +/-0.4"
"S0201","         197","      7.3","               +/-0.5","               6.1","               +/-0.7"
"S0201","         198","      2.3","               +/-0.4","               1.1","               +/-0.3"
"S0201","         199","      7.8","               +/-0.5","              10.2","               +/-0.6"
"S0201","         200","     15.1","               +/-0.7","              16.8","               +/-0.9"
"S0201","         201","     19.1","               +/-0.7","              23.6","               +/-1.0"
"S0201","         202","     20.9","               +/-0.8","              19.0","               +/-1.0"
"S0201","         203","     11.1","               +/-0.7","               9.5","               +/-0.6"
"S0201","         204","      4.3","               +/-0.4","               3.8","               +/-0.5"
"S0201","         205","      3.0","               +/-0.4","               2.4","               +/-0.4"
" ","         205"," "," "," "," "
" ","         206"," "," "," "," "
"S0201","         206","     80.7","               +/-0.7","              80.8","               +/-0.9"
"S0201","         207","      9.7","               +/-0.6","               7.2","               +/-0.6"
"S0201","         208","      9.5","               +/-0.5","              11.9","               +/-0.7"
"S0201","         209","      0.1","               +/-0.1","               0.1","               +/-0.1"
" ","         209"," "," "," "," "
" ","         210"," "," "," "," "
"S0201","         210","  735,638","             +/-6,036","           424,209","             +/-4,316"
"S0201","         211","   60,017","             +/-1,603","            91,482","             +/-2,963"
" ","         211"," "," "," "," "
"S0201","         212","     79.9","               +/-0.7","              84.8","               +/-0.7"
"S0201","         213","  118,947","             +/-3,176","           151,667","             +/-4,827"
"S0201","         214","     21.5","               +/-0.5","              19.1","               +/-0.6"
"S0201","         215","   12,994","               +/-290","            15,909","               +/-409"
"S0201","         216","      5.5","               +/-0.5","               1.2","               +/-0.3"
"S0201","         217","    6,536","               +/-267","             7,660","               +/-709"
"S0201","         218","      2.5","               +/-0.3","               0.4","               +/-0.1"
"S0201","         219","    2,844","               +/-390","             2,959","               +/-974"
"S0201","         220","     10.2","               +/-0.5","              10.2","               +/-0.6"
"S0201","         221","   26,388","             +/-2,387","            34,782","             +/-3,774"
"S0201","         222","     10.4","               +/-0.5","               1.8","               +/-0.3"
" ","         222"," "," "," "," "
"S0201","         223","  304,212","             +/-8,078","           143,630","             +/-4,970"
"S0201","         224","   70,867","             +/-2,410","           161,916","             +/-7,138"
"S0201","         225","     64.1","               +/-1.2","              85.3","               +/-1.4"
"S0201","         226","  122,387","             +/-6,347","           183,628","             +/-9,481"
"S0201","         227","      7.2","               +/-0.9","               4.1","               +/-1.0"
"S0201","         228","   46,160","             +/-7,716","            70,645","            +/-11,364"
"S0201","         229","     28.6","               +/-1.3","              10.6","               +/-1.2"
"S0201","         230","   27,437","             +/-2,061","            69,804","            +/-13,321"
" ","         230"," "," "," "," "
"S0201","         231","1,611,581","*****","           770,921","             +/-1,002"
"S0201","         232","   53,460","             +/-1,333","            86,599","             +/-2,465"
" ","         232"," "," "," "," "
" ","         233"," "," "," "," "
"S0201","         233","  318,226","             +/-6,672","           189,138","             +/-4,391"
"S0201","         234","  264,228","             +/-6,685","           151,860","             +/-5,059"
" ","         235"," "," "," "," "
"S0201","         235","  120,280","             +/-5,057","           160,963","             +/-7,662"
"S0201","         236","   77,665","             +/-2,702","           100,201","             +/-4,119"
" ","         237"," "," "," "," "
"S0201","         237","   66,483","             +/-3,605","N","N"
"S0201","         238","   54,376","             +/-2,596","            74,030","             +/-3,313"
" ","         238"," "," "," "," "
" ","         239"," "," "," "," "
"S0201","         239","     15.1","               +/-1.1","               2.6","               +/-0.7"
"S0201","         240","     22.1","               +/-1.9","               2.9","               +/-1.1"
"S0201","         241","     11.7","               +/-2.8","               2.8","               +/-1.8"
"S0201","         242","      7.8","               +/-1.0","               2.0","               +/-0.7"
"S0201","         243","     10.8","               +/-2.1","               1.7","               +/-0.9"
"S0201","         244","      5.4","               +/-2.4","               2.0","               +/-1.7"
"S0201","         245","     31.8","               +/-2.7","               7.9","               +/-3.5"
"S0201","         246","     39.7","               +/-3.6","               8.9","               +/-5.3"
"S0201","         247","     36.5","               +/-9.0","N","N"
" ","         247"," "," "," "," "
"S0201","         248","     18.3","               +/-0.9","               6.7","               +/-0.6"
"S0201","         249","     27.1","               +/-2.2","               3.6","               +/-1.6"
"S0201","         250","     26.9","               +/-2.2","               3.6","               +/-1.6"
"S0201","         251","     23.8","               +/-3.6","               4.7","               +/-2.8"
"S0201","         252","     28.7","               +/-2.2","               2.7","               +/-1.2"
"S0201","         253","     16.5","               +/-0.7","               7.1","               +/-0.6"
"S0201","         254","     15.8","               +/-0.8","               7.0","               +/-0.7"
"S0201","         255","     20.4","               +/-1.8","               7.8","               +/-1.6"
"S0201","         256","     17.4","               +/-1.3","               2.6","               +/-0.7"
"S0201","         257","     19.8","               +/-1.0","              11.1","               +/-1.0"
" ","         257"," "," "," "," "
"S0201","         258","  735,638","             +/-6,036","           424,209","             +/-4,316"
" ","         259"," "," "," "," "
"S0201","         259","     23.5","               +/-0.7","              33.0","               +/-1.0"
"S0201","         260","     76.5","               +/-0.7","              67.0","               +/-1.0"
" ","         260"," "," "," "," "
"S0201","         261","     2.03","              +/-0.03","              1.97","              +/-0.04"
"S0201","         262","     2.14","              +/-0.02","              1.68","              +/-0.03"
" ","         262"," "," "," "," "
" ","         263"," "," "," "," "
"S0201","         263","      0.9","               +/-0.2","               0.8","               +/-0.2"
"S0201","         264","      2.6","               +/-0.3","               2.4","               +/-0.4"
"S0201","         265","     96.4","               +/-0.4","              96.8","               +/-0.5"
"S0201","         266","      0.1","               +/-0.1","               0.0","               +/-0.1"
" ","         266"," "," "," "," "
" ","         267"," "," "," "," "
"S0201","         267","      3.9","               +/-0.3","               3.9","               +/-0.4"
"S0201","         268","      2.7","               +/-0.3","               2.3","               +/-0.4"
"S0201","         269","      6.0","               +/-0.5","               6.0","               +/-0.6"
"S0201","         270","     20.6","               +/-0.7","              21.5","               +/-1.0"
"S0201","         271","     19.0","               +/-0.8","              16.9","               +/-1.1"
"S0201","         272","     47.7","               +/-1.0","              49.4","               +/-1.3"
" ","         272"," "," "," "," "
" ","         273"," "," "," "," "
"S0201","         273","     77.4","               +/-0.8","              74.5","               +/-1.1"
"S0201","         274","     22.6","               +/-0.8","              25.5","               +/-1.1"
" ","         274"," "," "," "," "
" ","         275"," "," "," "," "
"S0201","         275","     30.5","               +/-0.8","              31.1","               +/-1.2"
"S0201","         276","     15.6","               +/-0.6","              16.6","               +/-0.9"
"S0201","         277","     52.2","               +/-0.8","              51.0","               +/-1.1"
"S0201","         278","      1.7","               +/-0.2","               1.3","               +/-0.2"
" ","         278"," "," "," "," "
" ","         279"," "," "," "," "
"S0201","         279","      7.6","               +/-0.5","               6.9","               +/-0.7"
"S0201","         280","      6.0","               +/-0.5","               2.8","               +/-0.4"
" ","         280"," "," "," "," "
"S0201","         281","  173,169","             +/-5,357","           139,807","             +/-4,506"
" ","         282"," "," "," "," "
"S0201","         282","     73.9","               +/-2.0","              74.9","               +/-2.1"
"S0201","         283","     26.1","               +/-2.0","              25.1","               +/-2.1"
" ","         283"," "," "," "," "
" ","         284"," "," "," "," "
"S0201","         284","  787,900","            +/-42,379","           856,700","            +/-41,166"
"S0201","         285","    2,758","               +/-109","             2,847","               +/-127"
"S0201","         286","      821","                +/-87","               921","                +/-59"
" ","         286"," "," "," "," "
"S0201","         287","  562,469","             +/-7,852","           284,402","             +/-5,256"
" ","         288"," "," "," "," "
"S0201","         288","     56.9","               +/-1.0","              61.5","               +/-1.6"
"S0201","         289","     43.1","               +/-1.0","              38.5","               +/-1.6"
" ","         289"," "," "," "," "
" ","         290"," "," "," "," "
"S0201","         290","    1,081","                +/-20","             1,553","                +/-34"
