

"tblid","profln","totcest","totcme","cest","cme"
"S0201","          35","     37.6","   +/-0.4","              37.8","               +/-0.4"
"S0201","          36","     10.6","   +/-0.3","              10.6","               +/-0.3"
"S0201","          37","      4.3","   +/-0.3","               4.3","               +/-0.3"
"S0201","          38","      1.6","   +/-0.1","               1.6","               +/-0.1"
" ","          38"," "," "," "," "
" ","          39"," "," "," "," "
"S0201","          39","  863,091"," +/-6,106","           848,713","             +/-6,743"
"S0201","          40","     75.5","   +/-0.6","              75.5","               +/-0.6"
"S0201","          41","     32.4","   +/-0.6","              32.3","               +/-0.7"
"S0201","          42","     47.0","   +/-0.6","              46.8","               +/-0.6"
"S0201","          43","     19.0","   +/-0.5","              18.9","               +/-0.5"
"S0201","          44","     23.5","   +/-0.6","              23.7","               +/-0.6"
"S0201","          45","     11.8","   +/-0.5","              11.8","               +/-0.5"
"S0201","          46","     24.5","   +/-0.6","              24.5","               +/-0.6"
"S0201","          47","     10.3","   +/-0.4","              10.3","               +/-0.4"
"S0201","          48","      8.5","   +/-0.4","               8.5","               +/-0.4"
"S0201","          49","      1.8","   +/-0.2","               1.8","               +/-0.2"
"S0201","          50","     14.2","   +/-0.5","              14.2","               +/-0.5"
"S0201","          51","     12.7","   +/-0.4","              12.8","               +/-0.4"
"S0201","          52","      1.4","   +/-0.2","               1.4","               +/-0.2"
" ","          52"," "," "," "," "
"S0201","          53","     3.09","  +/-0.02","              3.09","              +/-0.02"
"S0201","          54","     3.60","  +/-0.03","              3.60","              +/-0.03"
" ","          54"," "," "," "," "
" ","          55"," "," "," "," "
"S0201","          55","2,128,372"," +/-4,440","         2,099,146","             +/-5,154"
"S0201","          56","     43.0","   +/-0.6","              42.8","               +/-0.6"
"S0201","          57","      7.2","   +/-0.2","               7.2","               +/-0.2"
"S0201","          58","     11.7","   +/-0.3","              11.8","               +/-0.3"
"S0201","          59","      3.6","   +/-0.2","               3.6","               +/-0.2"
"S0201","          60","     34.5","   +/-0.5","              34.6","               +/-0.5"
" ","          60"," "," "," "," "
"S0201","          61","  997,317"," +/-2,490","           981,855","             +/-2,978"
"S0201","          62","     46.0","   +/-0.7","              45.7","               +/-0.7"
"S0201","          63","      2.9","   +/-0.2","               3.0","               +/-0.2"
"S0201","          64","      9.7","   +/-0.4","               9.7","               +/-0.4"
"S0201","          65","      2.9","   +/-0.3","               3.0","               +/-0.3"
"S0201","          66","     38.5","   +/-0.7","              38.7","               +/-0.7"
" ","          66"," "," "," "," "
"S0201","          67","1,131,055"," +/-2,744","         1,117,291","             +/-3,419"
"S0201","          68","     40.3","   +/-0.6","              40.2","               +/-0.6"
"S0201","          69","     11.0","   +/-0.3","              11.0","               +/-0.3"
"S0201","          70","     13.6","   +/-0.5","              13.7","               +/-0.5"
"S0201","          71","      4.1","   +/-0.3","               4.1","               +/-0.3"
"S0201","          72","     31.1","   +/-0.5","              31.1","               +/-0.5"
" ","          72"," "," "," "," "
" ","          73"," "," "," "," "
"S0201","          73","  770,035"," +/-8,111","           762,780","             +/-8,211"
"S0201","          74","      5.7","   +/-0.3","               5.7","               +/-0.3"
"S0201","          75","      4.7","   +/-0.4","               4.6","               +/-0.4"
"S0201","          76","     42.1","   +/-0.6","              42.3","               +/-0.6"
"S0201","          77","     22.4","   +/-0.6","              22.4","               +/-0.6"
"S0201","          78","     25.1","   +/-0.6","              25.0","               +/-0.6"
" ","          78"," "," "," "," "
"S0201","          79","  371,800"," +/-5,613","           368,511","             +/-5,594"
"S0201","          80","     73.1","   +/-0.9","              73.1","               +/-0.9"
"S0201","          81","     20.8","   +/-0.9","              20.7","               +/-0.9"
"S0201","          82","  398,235"," +/-5,099","           394,269","             +/-5,083"
"S0201","          83","     65.7","   +/-1.0","              65.8","               +/-1.0"
"S0201","          84","     29.0","   +/-0.8","              29.0","               +/-0.8"
" ","          84"," "," "," "," "
" ","          85"," "," "," "," "
"S0201","          85","1,725,836"," +/-3,490","         1,700,621","             +/-4,653"
"S0201","          86","     31.7","   +/-0.6","              31.8","               +/-0.6"
"S0201","          87","     24.7","   +/-0.5","              24.7","               +/-0.5"
"S0201","          88","     21.5","   +/-0.5","              21.5","               +/-0.5"
"S0201","          89","     16.4","   +/-0.4","              16.2","               +/-0.4"
"S0201","          90","      5.8","   +/-0.3","               5.8","               +/-0.4"
" ","          90"," "," "," "," "
"S0201","          91","     68.3","   +/-0.6","              68.2","               +/-0.6"
"S0201","          92","     66.4","   +/-0.8","              66.2","               +/-0.8"
"S0201","          93","     70.0","   +/-0.6","              69.9","               +/-0.6"
"S0201","          94","     22.2","   +/-0.6","              22.0","               +/-0.6"
"S0201","          95","     19.2","   +/-0.7","              18.8","               +/-0.7"
"S0201","          96","     24.8","   +/-0.6","              24.7","               +/-0.7"
" ","          96"," "," "," "," "
" ","          97"," "," "," "," "
"S0201","          97","  704,519"," +/-2,876","           696,085","             +/-3,256"
"S0201","          98","   31,271"," +/-2,482","            30,980","             +/-2,497"
"S0201","          99","   14,149"," +/-1,691","            14,149","             +/-1,691"
"S0201","         100","     45.2","   +/-4.5","              45.7","               +/-4.5"
" ","         100"," "," "," "," "
" ","         101"," "," "," "," "
"S0201","         101","1,531,353"," +/-3,102","         1,508,383","             +/-4,252"
"S0201","         102","      5.5","   +/-0.3","               5.5","               +/-0.3"
"S0201","         103","     49.2","   +/-2.5","              49.5","               +/-2.6"
" ","         103"," "," "," "," "
" ","         104"," "," "," "," "
"S0201","         104","2,004,624"," +/-4,259","         1,977,029","             +/-5,021"
"S0201","         105","      4.4","   +/-0.2","               4.3","               +/-0.2"
" ","         105"," "," "," "," "
" ","         106"," "," "," "," "
"S0201","         106","2,511,179"," +/-5,130","         2,478,581","             +/-5,648"
"S0201","         107","     26.6","   +/-0.5","              26.7","               +/-0.5"
"S0201","         108","  443,924"," +/-2,842","           440,213","             +/-3,004"
"S0201","         109","     10.7","   +/-0.8","              10.7","               +/-0.7"
"S0201","         110","1,726,172"," +/-5,082","         1,701,807","             +/-5,322"
"S0201","         111","     23.4","   +/-0.6","              23.4","               +/-0.6"
"S0201","         112","     76.6","   +/-0.6","              76.6","               +/-0.6"
"S0201","         113","  341,083"," +/-1,223","           336,561","             +/-1,641"
"S0201","         114","     64.1","   +/-1.1","              64.2","               +/-1.1"
" ","         114"," "," "," "," "
" ","         115"," "," "," "," "
"S0201","         115","2,672,189"," +/-5,654","N","N"
"S0201","         116","     91.9","   +/-0.4","N","N"
"S0201","         117","      7.9","   +/-0.4","N","N"
"S0201","         118","      7.3","   +/-0.4","N","N"
"S0201","         119","      4.4","   +/-0.3","N","N"
"S0201","         120","      2.9","   +/-0.3","N","N"
"S0201","         121","      0.7","   +/-0.1","N","N"
"S0201","         122","      0.1","   +/-0.1","N","N"
" ","         122"," "," "," "," "
" ","         123"," "," "," "," "
"S0201","         123","2,705,092"," +/-5,452","         2,671,001","             +/-5,925"
"S0201","         124","2,600,684"," +/-7,825","         2,573,927","             +/-8,555"
"S0201","         125","     47.8","   +/-0.1","              47.8","               +/-0.1"
"S0201","         126","     52.2","   +/-0.1","              52.2","               +/-0.1"
"S0201","         127","  104,408"," +/-6,758","            97,074","             +/-6,051"
"S0201","         128","     45.7","   +/-2.0","              44.9","               +/-2.0"
"S0201","         129","     54.3","   +/-2.0","              55.1","               +/-2.0"
"S0201","         130","   39,184"," +/-3,562","            35,383","             +/-3,064"
"S0201","         131","     44.4","   +/-3.3","              42.9","               +/-3.4"
"S0201","         132","     55.6","   +/-3.3","              57.1","               +/-3.4"
"S0201","         133","   65,224"," +/-5,431","            61,691","             +/-5,210"
"S0201","         134","     46.5","   +/-2.7","              46.1","               +/-2.7"
"S0201","         135","     53.5","   +/-2.7","              53.9","               +/-2.7"
" ","         136"," "," "," "," "
"S0201","         136","     18.1","   +/-2.2","              17.1","               +/-2.3"
"S0201","         137","     34.0","   +/-2.8","              34.7","               +/-2.9"
"S0201","         138","     47.9","   +/-2.5","              48.2","               +/-2.6"
" ","         138"," "," "," "," "
" ","         139"," "," "," "," "
"S0201","         139","  104,408"," +/-6,758","            97,074","             +/-6,051"
"S0201","         140","      4.0","   +/-0.9","N","N"
"S0201","         141","      3.8","   +/-1.4","N","N"
"S0201","         142","      0.2","   +/-0.2","N","N"
"S0201","         143","      0.0","   +/-0.2","N","N"
"S0201","         144","     91.8","   +/-1.7","N","N"
"S0201","         145","      0.3","   +/-0.2","N","N"
" ","         145"," "," "," "," "
" ","         146"," "," "," "," "
"S0201","         146","2,531,533"," +/-5,030","         2,498,874","             +/-5,558"
"S0201","         147","      4.7","   +/-0.3","               4.4","               +/-0.3"
"S0201","         148","     95.3","   +/-0.3","              95.6","               +/-0.3"
"S0201","         149","     80.3","   +/-0.5","              80.7","               +/-0.5"
" ","         149"," "," "," "," "
" ","         150"," "," "," "," "
"S0201","         150","2,087,609"," +/-5,480","         2,058,661","             +/-5,787"
"S0201","         151","     49.2","   +/-0.5","              49.2","               +/-0.5"
"S0201","         152","     49.2","   +/-0.5","              49.1","               +/-0.5"
"S0201","         153","     42.4","   +/-0.5","              42.2","               +/-0.5"
"S0201","         154","      6.8","   +/-0.3","               6.9","               +/-0.3"
"S0201","         155","     13.9","   +/-0.6","              14.0","               +/-0.6"
"S0201","         156","      0.0","   +/-0.1","               0.0","               +/-0.1"
"S0201","         157","     50.8","   +/-0.5","              50.8","               +/-0.5"
" ","         157"," "," "," "," "
"S0201","         158","1,110,811"," +/-3,399","         1,097,287","             +/-3,750"
"S0201","         159","     43.2","   +/-0.6","              43.2","               +/-0.6"
"S0201","         160","     43.2","   +/-0.6","              43.2","               +/-0.6"
"S0201","         161","     36.8","   +/-0.6","              36.8","               +/-0.6"
"S0201","         162","      6.4","   +/-0.3","               6.4","               +/-0.3"
"S0201","         163","     14.8","   +/-0.8","              14.9","               +/-0.8"
" ","         163"," "," "," "," "
" ","         164"," "," "," "," "
"S0201","         164","  847,587","+/-11,521","           833,536","            +/-11,496"
"S0201","         165","     74.6","   +/-0.7","              74.7","               +/-0.7"
"S0201","         166","     11.8","   +/-0.6","              11.7","               +/-0.6"
"S0201","         167","      4.5","   +/-0.4","               4.5","               +/-0.4"
"S0201","         168","      3.7","   +/-0.3","               3.7","               +/-0.3"
"S0201","         169","      3.3","   +/-0.3","               3.3","               +/-0.3"
"S0201","         170","      2.1","   +/-0.2","               2.1","               +/-0.2"
"S0201","         171","     31.4","   +/-0.4","              31.5","               +/-0.4"
" ","         171"," "," "," "," "
"S0201","         172","  884,151","+/-11,621","           869,658","            +/-11,644"
" ","         173"," "," "," "," "
"S0201","         173","     30.3","   +/-0.8","              30.1","               +/-0.8"
"S0201","         174","     18.2","   +/-0.7","              18.2","               +/-0.7"
"S0201","         175","     29.3","   +/-0.7","              29.3","               +/-0.7"
"S0201","         176","      0.5","   +/-0.1","               0.5","               +/-0.1"
"S0201","         177","     10.2","   +/-0.4","              10.3","               +/-0.4"
"S0201","         178","     11.5","   +/-0.6","              11.5","               +/-0.7"
" ","         178"," "," "," "," "
"S0201","         179","  475,780"," +/-6,966","           465,891","             +/-7,044"
"S0201","         180","     25.3","   +/-1.0","              25.1","               +/-1.0"
"S0201","         181","     18.2","   +/-0.9","              18.2","               +/-0.9"
"S0201","         182","     20.7","   +/-0.9","              20.7","               +/-0.9"
"S0201","         183","      0.9","   +/-0.2","               0.9","               +/-0.2"
"S0201","         184","     18.6","   +/-0.8","              18.8","               +/-0.8"
"S0201","         185","     16.2","   +/-0.9","              16.3","               +/-0.9"
" ","         185"," "," "," "," "
"S0201","         186","  408,371"," +/-7,253","           403,767","             +/-7,306"
"S0201","         187","     36.1","   +/-1.1","              36.0","               +/-1.1"
"S0201","         188","     18.1","   +/-1.0","              18.2","               +/-1.0"
"S0201","         189","     39.2","   +/-1.1","              39.2","               +/-1.1"
"S0201","         190","      0.1","   +/-0.1","               0.1","               +/-0.1"
"S0201","         191","      0.5","   +/-0.2","               0.5","               +/-0.2"
"S0201","         192","      6.0","   +/-0.6","               6.0","               +/-0.6"
" ","         192"," "," "," "," "
" ","         193"," "," "," "," "
"S0201","         193","      1.0","   +/-0.2","               1.0","               +/-0.2"
"S0201","         194","      8.1","   +/-0.4","               8.2","               +/-0.4"
"S0201","         195","      9.4","   +/-0.5","               9.3","               +/-0.5"
"S0201","         196","      3.4","   +/-0.3","               3.4","               +/-0.3"
"S0201","         197","     12.9","   +/-0.5","              13.0","               +/-0.5"
"S0201","         198","      4.1","   +/-0.4","               4.1","               +/-0.4"
"S0201","         199","      2.2","   +/-0.2","               2.2","               +/-0.2"
"S0201","         200","      6.4","   +/-0.4","               6.4","               +/-0.5"
"S0201","         201","      9.3","   +/-0.5","               9.3","               +/-0.5"
"S0201","         202","     20.6","   +/-0.7","              20.7","               +/-0.7"
"S0201","         203","      8.1","   +/-0.4","               8.0","               +/-0.4"
"S0201","         204","      5.0","   +/-0.3","               5.0","               +/-0.3"
"S0201","         205","      9.4","   +/-0.5","               9.3","               +/-0.5"
" ","         205"," "," "," "," "
" ","         206"," "," "," "," "
"S0201","         206","     66.9","   +/-0.8","              67.0","               +/-0.8"
"S0201","         207","     24.2","   +/-0.9","              24.2","               +/-0.9"
"S0201","         208","      8.7","   +/-0.5","               8.7","               +/-0.5"
"S0201","         209","      0.1","   +/-0.1","               0.1","               +/-0.1"
" ","         209"," "," "," "," "
" ","         210"," "," "," "," "
"S0201","         210","  863,091"," +/-6,106","           848,713","             +/-6,743"
"S0201","         211","   19,953","   +/-435","            19,778","               +/-456"
" ","         211"," "," "," "," "
"S0201","         212","     65.8","   +/-0.6","              65.6","               +/-0.6"
"S0201","         213","   35,420","   +/-687","            34,985","               +/-684"
"S0201","         214","     38.9","   +/-0.6","              39.1","               +/-0.6"
"S0201","         215","    9,381","   +/-120","             9,345","               +/-119"
"S0201","         216","      0.4","   +/-0.1","               0.4","               +/-0.1"
"S0201","         217","    5,373","   +/-512","             5,423","               +/-531"
"S0201","         218","      4.0","   +/-0.3","               4.1","               +/-0.3"
"S0201","         219","    1,783","   +/-144","             1,781","               +/-145"
"S0201","         220","     12.8","   +/-0.5","              12.9","               +/-0.5"
"S0201","         221","   11,753","   +/-586","            11,717","               +/-596"
"S0201","         222","     27.1","   +/-0.7","              27.3","               +/-0.7"
" ","         222"," "," "," "," "
"S0201","         223","  651,867"," +/-6,359","           640,641","             +/-6,545"
"S0201","         224","   22,468","   +/-493","            22,272","               +/-487"
"S0201","         225","     62.3","   +/-0.7","              62.0","               +/-0.7"
"S0201","         226","   28,159","   +/-762","            27,928","               +/-795"
"S0201","         227","      6.7","   +/-0.4","               6.7","               +/-0.4"
"S0201","         228","   19,048"," +/-1,456","            18,635","             +/-1,439"
"S0201","         229","     31.1","   +/-0.7","              31.4","               +/-0.7"
"S0201","         230","   13,548","   +/-789","            13,538","               +/-792"
" ","         230"," "," "," "," "
"S0201","         231","2,705,092"," +/-5,452","         2,671,001","             +/-5,925"
"S0201","         232","   10,508","   +/-178","            10,366","               +/-179"
" ","         232"," "," "," "," "
" ","         233"," "," "," "," "
"S0201","         233","  348,524"," +/-7,180","           340,235","             +/-6,993"
"S0201","         234","  274,994"," +/-6,544","           271,852","             +/-6,571"
" ","         235"," "," "," "," "
"S0201","         235","   30,620","   +/-988","            29,999","               +/-964"
"S0201","         236","   24,715","   +/-630","            24,708","               +/-636"
" ","         237"," "," "," "," "
"S0201","         237","   20,783","   +/-489","            20,580","               +/-497"
"S0201","         238","   19,428","   +/-436","            19,410","               +/-435"
" ","         238"," "," "," "," "
" ","         239"," "," "," "," "
"S0201","         239","     37.9","   +/-0.9","              38.1","               +/-1.0"
"S0201","         240","     45.9","   +/-1.3","              46.2","               +/-1.3"
"S0201","         241","     40.1","   +/-3.0","              40.1","               +/-3.1"
"S0201","         242","     28.6","   +/-1.1","              28.8","               +/-1.1"
"S0201","         243","     31.3","   +/-1.5","              31.6","               +/-1.5"
"S0201","         244","     26.1","   +/-3.2","              25.4","               +/-3.3"
"S0201","         245","     55.5","   +/-1.7","              55.6","               +/-1.7"
"S0201","         246","     66.6","   +/-2.2","              66.7","               +/-2.2"
"S0201","         247","     64.7","   +/-5.5","              64.7","               +/-5.5"
" ","         247"," "," "," "," "
"S0201","         248","     41.5","   +/-0.9","              41.7","               +/-0.9"
"S0201","         249","     52.4","   +/-1.5","              52.5","               +/-1.5"
"S0201","         250","     51.9","   +/-1.5","              52.0","               +/-1.5"
"S0201","         251","     53.5","   +/-2.3","              53.6","               +/-2.4"
"S0201","         252","     51.3","   +/-1.5","              51.4","               +/-1.6"
"S0201","         253","     37.8","   +/-0.8","              38.0","               +/-0.8"
"S0201","         254","     37.1","   +/-0.9","              37.3","               +/-0.9"
"S0201","         255","     41.1","   +/-1.2","              41.4","               +/-1.2"
"S0201","         256","     39.9","   +/-0.9","              40.0","               +/-1.0"
"S0201","         257","     53.8","   +/-1.3","              54.0","               +/-1.3"
" ","         257"," "," "," "," "
"S0201","         258","  863,091"," +/-6,106","           848,713","             +/-6,743"
" ","         259"," "," "," "," "
"S0201","         259","     74.0","   +/-0.7","              74.1","               +/-0.7"
"S0201","         260","     26.0","   +/-0.7","              25.9","               +/-0.7"
" ","         260"," "," "," "," "
"S0201","         261","     3.13","  +/-0.03","              3.13","              +/-0.03"
"S0201","         262","     3.00","  +/-0.06","              3.00","              +/-0.06"
" ","         262"," "," "," "," "
" ","         263"," "," "," "," "
"S0201","         263","     80.5","   +/-0.5","              80.6","               +/-0.5"
"S0201","         264","      6.5","   +/-0.4","               6.6","               +/-0.4"
"S0201","         265","     12.8","   +/-0.5","              12.7","               +/-0.5"
"S0201","         266","      0.2","   +/-0.1","               0.2","               +/-0.1"
" ","         266"," "," "," "," "
" ","         267"," "," "," "," "
"S0201","         267","      6.3","   +/-0.4","               6.2","               +/-0.4"
"S0201","         268","     15.3","   +/-0.5","              15.2","               +/-0.5"
"S0201","         269","     16.6","   +/-0.6","              16.6","               +/-0.5"
"S0201","         270","     44.6","   +/-0.6","              44.7","               +/-0.6"
"S0201","         271","     14.5","   +/-0.4","              14.6","               +/-0.4"
"S0201","         272","      2.7","   +/-0.2","               2.7","               +/-0.2"
" ","         272"," "," "," "," "
" ","         273"," "," "," "," "
"S0201","         273","     20.5","   +/-0.5","              20.7","               +/-0.5"
"S0201","         274","     79.5","   +/-0.5","              79.3","               +/-0.5"
" ","         274"," "," "," "," "
" ","         275"," "," "," "," "
"S0201","         275","      1.8","   +/-0.2","               1.8","               +/-0.2"
"S0201","         276","     16.7","   +/-0.5","              16.6","               +/-0.5"
"S0201","         277","      0.9","   +/-0.1","               0.9","               +/-0.1"
"S0201","         278","     80.6","   +/-0.6","              80.7","               +/-0.6"
" ","         278"," "," "," "," "
" ","         279"," "," "," "," "
"S0201","         279","     23.6","   +/-0.6","              23.7","               +/-0.6"
"S0201","         280","      6.2","   +/-0.4","               6.2","               +/-0.4"
" ","         280"," "," "," "," "
"S0201","         281","  639,072"," +/-7,128","           628,679","             +/-7,330"
" ","         282"," "," "," "," "
"S0201","         282","     72.0","   +/-0.8","              71.9","               +/-0.7"
"S0201","         283","     28.0","   +/-0.8","              28.1","               +/-0.7"
" ","         283"," "," "," "," "
" ","         284"," "," "," "," "
"S0201","         284","  110,700"," +/-1,152","           110,300","             +/-1,197"
"S0201","         285","      844","    +/-12","               841","                +/-12"
"S0201","         286","      144","     +/-3","               144","                 +/-2"
" ","         286"," "," "," "," "
"S0201","         287","  224,019"," +/-6,708","           220,034","             +/-6,828"
" ","         288"," "," "," "," "
"S0201","         288","     64.7","   +/-1.5","              64.9","               +/-1.6"
"S0201","         289","     35.3","   +/-1.5","              35.1","               +/-1.6"
" ","         289"," "," "," "," "
" ","         290"," "," "," "," "
"S0201","         290","      422","    +/-11","               419","                +/-11"
