  "44",             0,             0,             0,             0,             0,             0,              0
  "45",          -185,           -99,           -84,            -2,             0,             0,              0
    "",            "",            "",            "",            "",            "",            "",             ""
  "46",           -23,             1,             2,             0,           -26,            31,              0
  "47",             0,             0,             0,             0,             0,             0,              0
  "48",             1,             1,             0,             0,             0,             0,              0
  "49",           -24,             0,             2,             0,           -26,            31,              0
    "",            "",            "",            "",            "",            "",            "",             ""
  "50",        -10390,        -11151,        -16863,         17008,           616,        -16880,         -10441
  "51",        -27139,         -5650,         -8421,         -6338,         -6730,         -7107,          -9292
  "52",          5614,          1367,           878,          1829,          1540,         -5671,           3103
  "53",         -7900,          -277,           387,         -4851,         -3159,          1147,              0
  "54",         19035,         -6591,         -9707,         26368,          8965,         -5249,          -4252
    "",            "",            "",            "",            "",            "",            "",             ""
  "55",          8666,          3875,         -8728,         -7734,         21253,          9627,          26630
    "",            "",            "",            "",            "",            "",            "",             ""
  "56",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
  "57",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
  "58",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
  "59",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
  "60",           -71,           -90,             7,            33,           -21,           -83,             44
  "61",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
  "62",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
    "",            "",            "",            "",            "",            "",            "",             ""
  "63",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
  "64",          1788,          1065,          2610,         -2298,           411,          3747,           1866
  "65",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",        "(18)",         "(18)"
  "66",         21746,          7997,          4272,           458,          9019,          7420,           3314
  "67",             0,             0,             0,             0,             0,             0,              0
  "68",         -1873,          8555,           844,        -12984,          1712,          3768,              0
  "69",  "/18/-12924",  "/18/-13652",  "/18/-16461",    "/18/7057",   "/18/10132",   "/18/-5225",    "/18/21406"
    "",            "",            "",            "",            "",            "",            "",             ""
  "70",         34218,         11709,         32948,          1685,        -12124,         13528,          -6115
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
  "71",        -48411,         -9049,        -11340,        -13525,        -14497,        -11355,         -13306
  "72",           281,           343,          -565,          -205,           708,           618,          -1039
  "73",        -48130,         -8706,        -11905,        -13730,        -13789,        -10737,         -14345
  "74",         15642,          4323,          4575,          2748,          3996,          4539,           4327
  "75",           243,            57,            64,            37,            85,           -97,            -46
  "76",        -32245,         -4326,         -7266,        -10945,         -9708,         -6295,         -10064
