 
"Organization Name - Effective 18-JAN-08","Grant Number","NIH Reference","PI Name","Project Title","Dept Name","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","Additional Ranking Category","Multi-Campus Institution","Main Campus - Grant is Attributed To","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01AI058162-03","7003696","Kincade, Paul W","Developmental Stage-Related Changes in Lymphopoiesis","","","","$ 377,173","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01AI063622-02","7008474","Nath, Swapan K","Identifying the novel SLE susceptibility gene on 5p15.3","","","","$ 301,739","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01AR042460-12","7006972","Harley, John B","Genetic Association in American Blacks with Lupus","","","","$ 493,170","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01AR047583-05","7106432","Esmon, Naomi L","ANTI-PHOSPHOLIPID ANTIBODIES AND THE PROTEIN C SYSTEM","","","","$ 269,183","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01CA077553-07","7032275","Sun, Xiaohong ","Mechanism of T cell lymphoma in E protein deficiency","","","","$ 288,536","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01DE015223-03","7015091","Harley, John B","Genetic Association in Sjogren's Syndrome","","","","$ 377,173","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM037704-18","7114825","Lupu, Florea ","EPCR, TAFI as Regulators of PMN/Endothelial Interaction","","","","$ 319,649","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM038679-19","7035299","Rand, James B","Genetic Regulation of Acetylcholine Synthesis","","","","$ 323,320","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM050412-13","7114832","Gorbsky, Gary J","Chromosome Movement in Prometaphase","","","","$ 352,006","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM059642-12","7065227","Rand, James B","Molecular and Genetic Analysis of Presynaptic Proteins","","","","$ 323,320","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM070001-04","7087667","Rodgers, William A","GEM Domains and T cell signaling","","","","$ 263,167","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01HD036044-08","6986766","Thompson, Linda F","Adenosine Deaminase Deficiency","","","","$ 237,620","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01HL074015-04","7115390","Moore, Kevin L","Tyrosine Sulfation and Chemokine Receptor Function","","","","$ 301,739","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R03HD046913-02","6986763","Hochgeschwender, Ute H","Deriving ES Cell Lines from a Down Syndrome Mouse Model","","","","$ 75,435","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R21AI063078-03","7140540","Kovats, Susan ","Estrogen Receptor Modulators and Dendritic Cell Function","","","","$ 185,658","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R37AI024717-18","7060774","Harley, John B","Genetic Linkage in Lupus","","","","$ 377,173","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R37HL034363-23","6995373","Mcever, Rodger P","Cytoplasmic regulation of P-selectin/PSGL-1 interactions","","","","$ 477,041","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5U19AI062629-03","7116756","Coggeshall, Kenneth Mark","Molecular and Immunologic Analysis of the Pathobiology of Anthrax","","","","$ 2,728,833","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","7R01AI059302-02","6984842","Alberolaila, Jose ","Role of GATA-3 During CD4/CD8 Lineage Commitment","","","","$ 334,183","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","N01AR62277","","","LUPUS MULTIPLEX REGISTRY AND REPOSITORY","","","","$ 1,870,000","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","N01AR62277","","","LUPUS MULTIPLEX REGISTRY AND REPOSITORY","","","","$ 2,591,536","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","N01AR62277","","","LUPUS MULTIPLEX REGISTRY AND REPOSITORY","","","","$ 2,778,536","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","","","  "
"OKLAHOMA STATE DEPARTMENT OF MENTAL HLTH","5R34MH074805-02","7127721","Shipp, Jacquelyn ","Research Partnership and Evidence-Based Treatment Uptake","","","","$ 235,291","OKLAHOMA CITY","OKLAHOMA","73152","","","","None","N","","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","1R01GM078606-01","7135375","Chen, Guangping ","Mechanisms and Functions of Human Sulfotransferases","","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 253,686","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","1R01HL083188-01","7025297","Liu, Lin ","Mechanisms of Alveolar Fluid Transport","","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 366,000","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","1R21EB005749-01A1","7144097","Gasem, K A","Design of Chemical Penetration Enhancers for Transdermal Drug Delivery","","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 183,000","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","1R56AI062834-01A1","7211134","Little, Susan E","Natural History of Borrelia lonestari","","VETERINARY SCIENCES","SCHOOLS OF VETERINARY MEDICINE","$ 341,750","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","3R15AR050063-02S1","7207927","Burnham, David Kim","Control of Langerhans Cell Development","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 34,047","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01ES009119-08","7087850","Pope, Carey N","Presynaptic modulation of anticholinesterase toxicity","","VETERINARY SCIENCES","SCHOOLS OF VETERINARY MEDICINE","$ 316,848","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01GM055622-09","7104355","Soulages, Jose L","Structure and Function of Apolipoproteins","","BIOCHEMISTRY","EARTH SCIENCES/RESOURCES","$ 222,349","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01GM058634-08","7025646","Jiang, Haobo ","Initiation and Regulation of Prophenoloxidase Activation","","OTHER BASIC SCIENCES","EARTH SCIENCES/RESOURCES","$ 222,349","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01GM064677-05","7012832","Arrese, Estela L","Mobilization of Triacylglycerol Stores in Insects","","BIOCHEMISTRY","EARTH SCIENCES/RESOURCES","$ 181,752","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01HL052146-13","7077685","Liu, Lin ","Molecular Mechanisms of Lung Surfactant Secretion","","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 296,465","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01HL071628-04","7077768","Liu, Lin ","Mechanisms of Alveolar Epithelial Cell Differentiation","","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 296,465","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R03AI060868-03","7024971","Little, Susan E","Diagnostic assays for Borrelia Ionestari","","VETERINARY SCIENCES","SCHOOLS OF VETERINARY MEDICINE","$ 71,480","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R03AI065473-02","7087653","Eberle, R ","Genetic Basis of Drug Resistant Mutants of B Virus","","VETERINARY SCIENCES","SCHOOLS OF VETERINARY MEDICINE","$ 37,059","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R25GM069516-03","7029652","Miller, Robert V","Native Americans in Biological Science at OK State Univ","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 353,009","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R37GM030721-25","7060490","Yu, Changan ","REACTION MECHANISM OF MYOCARDIAC UBIQUINONE-PROTEINS","","BIOCHEMISTRY","EARTH SCIENCES/RESOURCES","$ 467,763","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5T32RR018717-03","7092618","Davis, Michael S","NCRR Training Grant for Veterinary Students in Research","","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 57,317","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5T35RR007061-12","7124672","Malayer, Jerry ","Short-Term Training: Health Professional Students","","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 60,134","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY","N01AI40004","","","","","NONE","UNIVERSITY-WIDE","$ 2,846,407","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","","","  "
"OKLAHOMA STATE UNIVERSITY","N01AI40004","","","","","NONE","UNIVERSITY-WIDE","$ 2,991,258","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","","","  "
"OKLAHOMA STATE UNIVERSITY","N01AI40004","","","","","NONE","UNIVERSITY-WIDE","$ 220,724","STILLWATER","OKLAHOMA","74078","","","","Domestic Higher Education","","","  "
"OSU CENTER OF HEALTH SCIENCES","1R01NS051496-01A1","7033378","Patneau, Doris K","Effects of stargazin on AMPA receptor channel function","","ANATOMY/CELL BIOLOGY","SCHOOLS OF OSTEOPATHY","$ 279,248","TULSA","OKLAHOMA","74107-1898","","","","Domestic Higher Education","N","","  "
"OSU CENTER OF HEALTH SCIENCES","1R21AA014955-01A2","7030830","Davis, Randall L","Ethanol Effects on Human Astroglial Chemokine Expression","","PHARMACOLOGY","SCHOOLS OF OSTEOPATHY","$ 154,863","TULSA","OKLAHOMA","74107-1898","","","","Domestic Higher Education","N","","  "
"OSU CENTER OF HEALTH SCIENCES","5R01AR047410-04","7065134","Miller, Kenneth E","Glutamate in Peripheral afferents during inflammation","","ANATOMY/CELL BIOLOGY","SCHOOLS OF OSTEOPATHY","$ 212,751","TULSA","OKLAHOMA","74107-1898","","","","Domestic Higher Education","N","","  "
"SOUTHEASTERN OKLAHOMA STATE UNIVERSITY","5S06GM008003-35","7122011","Smith, Joel Tim","Support for Continuous Research Excellence","","OTHER BASIC SCIENCES","SCHOOLS OF ARTS AND SCIENCES","$ 142,061","DURANT","OKLAHOMA","74701-0609","","","","Domestic Higher Education","N","","  "
"TRANSTIMULATION RESEARCH, INC.","2R44DK055437-02","7156894","Chen, Jiande ","Dual Pulse Electrical Stimulation for Gastroparesis","","","","$ 402,655","OKLAHOMA CITY","OKLAHOMA","73104-5007","","","","None","N","","  "
"TRANSTIMULATION RESEARCH, INC.","2R44DK063733-02A1","6990898","Chen, Jiande ","THERAPEUTIC POTENTIAL OF INTESTINAL PACING FOR OBESITY","","","","$ 326,250","OKLAHOMA CITY","OKLAHOMA","73104-5007","","","","None","N","","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1F32HL083689-01A1","7157762","Farag, Noha H","Exercise Intervention on Cortisol Secretion and Cardiovascular Disease Risk","","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF PUBLIC HEALTH","$ 65,836","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1F33DE017042-01A1","7105985","Schachtele, Charles F","Polymicrobial Interactions in Dental Plaque Formation","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 58,036","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1P20RR023477-01","7216101","Mulvihill, John J","Oklahoma Planning Grant for Clinical /Translational Scie","","PEDIATRICS","SCHOOLS OF MEDICINE","$ 199,809","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01AG024296-01A2","7090944","Gardner, Andrew W","Home-based vs. Supervised Exercise for Claudicants","","PEDIATRICS","SCHOOLS OF MEDICINE","$ 300,325","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01AI067417-01","7016956","Zlotnick, Adam ","Molecular Modulation of HBV Capsid Assembly","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 359,175","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01AI069986-01","7120389","Blader, Ira J","Control of Toxoplasma gondii Growth by the Host Cell Transcription Factor HIF1","","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 291,977","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01AR053734-01","7084771","Scofield, R Hal","The X chromosome in systemic lupus erythematosus","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 285,827","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01DE017561-01","7125911","Scofield, R Hal","Sjogren's model with anti-Ro/La and Salivary Pathology and Dysfunction","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 304,076","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01DK068474-01A2","7036917","Kumar, Satish ","Role of Tamm-Horsfall Protein in Urinary Track Infection","","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 300,325","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01EY016459-01A1","7033277","Ash, John D","Cytokine Regulation of Photoreceptor Gene Expression","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 291,099","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01EY016507-01A2","7145574","Rajala, Raju Vs","Light Activation of Retinal Insulin Receptor Signaling","","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 329,625","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01GM074692-01A2","7195450","Li, Guangpu ","Structural and Functional Specificity of Rab GTPases","","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 245,261","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","Domestic Higher Education","Y","UNIVERSITY OF OKLAHOMA","  "
