               ************************************
               *****    GLOBAL ATTRIBUTES    ******
               ************************************
     TITLE                    WIND MFI Key Parameters
     PROJECT                  ISTP>International Solar-Terrestrial Physics
     DISCIPLINE               Space Physics>Magnetospheric Science
     SOURCE_NAME              WIND>Wind Interplanetary Plasma Laboratory
     DATA_TYPE                K0>Key Parameter
     DESCRIPTOR               MFI>Magnetic Fields Investigation
     DATA_VERSION             1
     KPGS_VERSION             V3.2
     PROCESSING_DATE          25-JAN-1997 21:38:53.05
     TEXT                     References:
                              1. Panetta P. (GSFC), GGS WIND MFI Operator's Manual, September 15, 1992.
                              2. Computer Sciences Corporation, Data Format Control Document (DFCD) Between
                              The International Solar-Terrestrial Physics (ISTP) Program Information
                              Processing Division Ground Data Processing System and The ISTP Mission
                              Investigators, CSC/TR-91/6014, 560-1DFD/0190, July 1992.
                              3. Behannon, K. W., International Solar Terrestrial Physics (ISTP) Program
                              Investigator Data Analysis Requirements For WIND and GEOTAIL Spacecraft
                              Magnetometer Experiment, September 1987.
     MODS                     Initial Release 7/12/93
                              Zvar Release 10/24/96
                              Zvar Update  11/12/96
     ADID_REF                 NSSD0141
     LOGICAL_FILE_ID          WI_K0_MFI_00000000_V01
     LOGICAL_SOURCE           WI_K0_MFI
     LOGICAL_SOURCE_DESCR     Wind Magnetic Fields Investigation, Key Parameters
     PI_NAME                  R. Lepping
     PI_AFFILIATION           NASA/GSFC
     MISSION_GROUP            Wind
     INSTRUMENT_TYPE          Magnetic Fields (space)
     TEXT_SUPPLEMENT_1        
               ************************************
               ****  RECORD VARYING VARIABLES  ****
               ************************************
 1. Time, centered
 2. Average of the magnitudes
 3. Magnetic Field, component RMS SQRT(RMSX^2 + RMSY^2 + RMSZ^2)
 4. Radial distance from the earth
 5. Magnetic Field - Cartesian GSM
 6. Wind Position - Cartesian GSM
Epoch                             BF1           RMS          Dist        BX GSM        BY GSM        BZ GSM         X GSM         Y GSM         Z GSM
14-05-1997 00:56:30.399       2.36415      0.592360       194.253      0.499169      -1.56634       1.59355       193.377      -4.91823       17.7629
14-05-1997 00:58:02.399       2.39326      0.284520       194.251       1.43289      -1.89319      0.123801       193.374      -4.90403       17.7663
14-05-1997 00:59:34.399       2.30642      0.503851       194.248       1.13082      -1.94516    -0.0969035       193.372      -4.88971       17.7696
14-05-1997 01:01:06.399       2.21604      0.480994       194.245      0.904424      -1.77303     -0.848918       193.369      -4.87528       17.7730
14-05-1997 01:02:38.399       2.11912      0.237097       194.243       1.09891      -1.77823     -0.259542       193.367      -4.86073       17.7763
14-05-1997 01:04:10.399       2.09379      0.383678       194.240       1.04042      -1.76054     -0.242113       193.364      -4.84606       17.7797
14-05-1997 01:05:42.399       2.24802      0.708341       194.238       1.06150      -1.80205      0.429601       193.361      -4.83129       17.7832
14-05-1997 01:07:14.399       2.40387      0.599432       194.235       1.15504      -1.82197      0.879691       193.359      -4.81640       17.7866
14-05-1997 01:08:46.399       2.45298      0.297604       194.232       1.07604      -1.51312       1.57551       193.356      -4.80140       17.7900
14-05-1997 01:10:18.399       2.46598      0.320671       194.230       1.17157      -1.21873       1.76710       193.354      -4.78629       17.7935
14-05-1997 01:11:50.399       2.42611      0.490468       194.227       1.01087      -1.54901       1.49199       193.351      -4.77106       17.7970
14-05-1997 01:13:22.399       2.34585      0.442995       194.224       1.19188      -1.90211      0.520147       193.348      -4.75572       17.8005
14-05-1997 01:14:54.399       2.31973      0.457664       194.222       1.49763      -1.71054     0.0821291       193.346      -4.74028       17.8040
14-05-1997 01:16:26.398       2.28641      0.304499       194.219       1.39933      -1.76489     -0.254772       193.343      -4.72472       17.8075
14-05-1997 01:17:58.398       2.24154      0.177747       194.216       1.66372      -1.45430      0.346257       193.341      -4.70906       17.8111
14-05-1997 01:19:30.398       2.16320      0.133842       194.214       1.57192      -1.41534      0.434827       193.338      -4.69329       17.8146
14-05-1997 01:21:02.398       2.17377      0.137169       194.211       1.56250      -1.46902      0.331673       193.335      -4.67740       17.8182
14-05-1997 01:22:34.398       2.14569      0.332182       194.208       1.63757      -1.30460     -0.342630       193.333      -4.66142       17.8218
14-05-1997 01:24:06.398       2.04169      0.254697       194.206       1.49039      -1.27653     -0.506245       193.330      -4.64532       17.8254
14-05-1997 01:25:38.398       2.04972      0.192660       194.203       1.53415      -1.22158     -0.567238       193.327      -4.62912       17.8290
14-05-1997 01:27:10.398       2.10723      0.296831       194.200       1.62368      -1.20054     -0.528829       193.325      -4.61281       17.8326
14-05-1997 01:28:42.398       2.00732      0.210623       194.198       1.51462      -1.08852     -0.719997       193.322      -4.59640       17.8363
14-05-1997 01:30:14.398       2.02928      0.532442       194.195       1.52834      -1.22010     -0.126992       193.320      -4.57988       17.8399
14-05-1997 01:31:46.398       2.28462      0.725759       194.192       1.40286      -1.48925      0.715249       193.317      -4.56326       17.8436
14-05-1997 01:33:18.398       2.33916      0.248494       194.190       1.02633      -1.57679       1.36809       193.314      -4.54654       17.8472
14-05-1997 01:34:50.398       2.33511      0.243333       194.187       1.13516      -1.52551       1.33413       193.312      -4.52971       17.8509
14-05-1997 01:36:22.398       2.33877      0.255170       194.184       1.10421      -1.63537       1.23012       193.309      -4.51278       17.8546
14-05-1997 01:37:54.398       2.22237      0.774330       194.182       1.62035      -1.21655      0.486029       193.307      -4.49575       17.8583
14-05-1997 01:39:26.398       2.25395      0.235294       194.179       2.07686     -0.843562     0.0510440       193.304      -4.47862       17.8620
14-05-1997 01:40:58.398       2.29208      0.111180       194.176       2.20558     -0.602505      0.126781       193.301      -4.46139       17.8657
14-05-1997 01:42:30.398       2.30702      0.237129       194.174       2.24623     -0.469292     0.0544573       193.299      -4.44406       17.8694
14-05-1997 01:44:02.398       2.32613      0.210509       194.171       2.22812     -0.634700    -0.0438256       193.296      -4.42663       17.8732
14-05-1997 01:45:34.398       2.35262      0.167154       194.168       2.27088     -0.593930    -0.0152446       193.293      -4.40910       17.8769
14-05-1997 01:47:06.398       2.38074      0.166430       194.166       2.26994     -0.692157      0.105902       193.291      -4.39147       17.8806
14-05-1997 01:48:38.398       2.38102      0.201290       194.163       2.27558     -0.672558     0.0298703       193.288      -4.37375       17.8844
14-05-1997 01:50:10.398       2.39202      0.133265       194.160       2.33743     -0.492519    -0.0129327       193.286      -4.35593       17.8881
14-05-1997 01:51:42.398       2.42264      0.106968       194.158       2.39469     -0.354229     0.0159993       193.283      -4.33802       17.8919
14-05-1997 01:53:14.398       2.43831      0.111710       194.155       2.42749     -0.196037     0.0671067       193.280      -4.32001       17.8956
14-05-1997 01:54:46.398       2.44976      0.114355       194.152       2.44740    -0.0269484   -0.00244780       193.278      -4.30190       17.8994
14-05-1997 01:56:18.398       2.45731      0.247045       194.150       2.44303    -0.0569040     0.0923825       193.275      -4.28370       17.9032
14-05-1997 01:57:50.398       2.46456      0.191796       194.147       2.45515    -0.0814836    -0.0804451       193.273      -4.26541       17.9069
14-05-1997 01:59:22.398       2.49847      0.289084       194.145       2.48101     0.0783258    -0.0161459       193.270      -4.24703       17.9107
14-05-1997 02:00:54.398       2.51397      0.115883       194.142       2.47680    -0.0381193      0.415881       193.267      -4.22855       17.9145
14-05-1997 02:02:26.398       2.48949     0.0813170       194.139       2.45827     -0.107081      0.371686       193.265      -4.20999       17.9182
14-05-1997 02:03:58.398       2.46297     0.0809052       194.137       2.42490     -0.160644      0.394397       193.262      -4.19133       17.9220
14-05-1997 02:05:30.398       2.47593     0.0854634       194.134       2.42525     -0.216519      0.442585       193.259      -4.17258       17.9258
14-05-1997 02:07:02.398       2.48442     0.0812826       194.131       2.42954     -0.243862      0.452804       193.257      -4.15375       17.9296
14-05-1997 02:08:34.398       2.50139      0.107364       194.129       2.42590     -0.375227      0.470335       193.254      -4.13482       17.9333
14-05-1997 02:10:06.398       2.50955     0.0897590       194.126       2.41249     -0.422522      0.541084       193.252      -4.11581       17.9371
14-05-1997 02:11:38.398       2.49095     0.0828664       194.123       2.36936     -0.394934      0.655425       193.249      -4.09671       17.9409
14-05-1997 02:13:10.398       2.42275     0.0935742       194.121       2.29811     -0.451748      0.614054       193.246      -4.07753       17.9447
14-05-1997 02:14:42.398       2.46512     0.0925731       194.118       2.34265     -0.525976      0.553132       193.244      -4.05826       17.9484
14-05-1997 02:16:14.398       2.50163     0.0851267       194.115       2.39668     -0.432048      0.567940       193.241      -4.03890       17.9522
14-05-1997 02:17:46.398       2.52884      0.102143       194.113       2.40283     -0.460795      0.633349       193.239      -4.01946       17.9560
14-05-1997 02:19:18.398       2.59022      0.103230       194.110       2.43642     -0.441606      0.754660       193.236      -3.99994       17.9597
14-05-1997 02:20:50.398       2.59131     0.0898791       194.107       2.47251     -0.416231      0.649610       193.233      -3.98033       17.9635
14-05-1997 02:22:22.398       2.62068      0.158707       194.105       2.49544     -0.359262      0.699118       193.231      -3.96065       17.9672
14-05-1997 02:23:54.398       2.64834      0.100726       194.102       2.53101     -0.340942      0.695132       193.228      -3.94088       17.9710
14-05-1997 02:25:26.398       2.65927      0.124435       194.099       2.53996     -0.321238      0.711574       193.225      -3.92103       17.9747
14-05-1997 02:26:58.398       2.57931      0.105715       194.097       2.46255     -0.359866      0.671922       193.223      -3.90110       17.9785
14-05-1997 02:28:30.398       2.58401      0.134111       194.094       2.45326     -0.324128      0.733623       193.220      -3.88109       17.9822
14-05-1997 02:30:02.398       2.56784     0.0971932       194.091       2.42777     -0.354927      0.752728       193.218      -3.86101       17.9859
14-05-1997 02:31:34.398       2.57809      0.120364       194.089       2.43640     -0.267501      0.791975       193.215      -3.84084       17.9896
14-05-1997 02:33:06.398       2.56613      0.125314       194.086       2.32082     -0.392424       1.01656       193.212      -3.82060       17.9934
14-05-1997 02:34:38.398       2.55333      0.101781       194.083       2.34559     -0.249347      0.973445       193.210      -3.80029       17.9971
14-05-1997 02:36:10.398       2.53861      0.160794       194.081       2.37181     -0.216047      0.865211       193.207      -3.77990       18.0008
14-05-1997 02:37:42.398       2.50966      0.102076       194.078       2.31657     -0.161075      0.946921       193.204      -3.75943       18.0044
14-05-1997 02:39:14.398       2.54251      0.112051       194.075       2.31434     -0.120023       1.04151       193.202      -3.73889       18.0081
14-05-1997 02:40:46.398       2.59004      0.100694       194.073       2.38256     -0.167665      0.998943       193.199      -3.71828       18.0118
14-05-1997 02:42:18.398       2.62620      0.130261       194.070       2.41779     -0.268799      0.982936       193.197      -3.69759       18.0155
14-05-1997 02:43:50.398       2.68844      0.283727       194.067       2.53267    -0.0139903      0.869700       193.194      -3.67684       18.0191
14-05-1997 02:45:22.398       2.49640      0.153648       194.065       2.34319    -0.0362885      0.849846       193.191      -3.65601       18.0228
14-05-1997 02:46:54.398       2.47232      0.115283       194.062       2.35170     -0.141192      0.741666       193.189      -3.63511       18.0264
14-05-1997 02:48:26.398       2.51104      0.610123       194.059       2.19846     -0.852449      0.613582       193.186      -3.61415       18.0300
14-05-1997 02:49:58.398       2.57878      0.259324       194.057       2.21309      -1.10305      0.686417       193.184      -3.59311       18.0336
14-05-1997 02:51:30.398       2.53877      0.176118       194.054       2.21589      -1.07413      0.596493       193.181      -3.57201       18.0372
14-05-1997 02:53:02.398       2.74424      0.208386       194.051       2.38498      -1.16140      0.674093       193.178      -3.55084       18.0408
14-05-1997 02:54:34.398       2.68947      0.570790       194.049       2.50030     -0.285407      0.762574       193.176      -3.52961       18.0444
14-05-1997 02:56:06.398       2.70222      0.111631       194.046       2.54711     0.0609152      0.893998       193.173      -3.50831       18.0479
14-05-1997 02:57:38.398       2.69471      0.237871       194.043       2.58436    -0.0735815      0.723203       193.170      -3.48695       18.0515
14-05-1997 02:59:10.398       2.75326      0.401697       194.041       2.61883     -0.129735      0.742859       193.168      -3.46552       18.0550
14-05-1997 03:00:42.398       2.90102      0.472345       194.038       2.70793     -0.916690      0.158432       193.165      -3.44403       18.0585
14-05-1997 03:02:14.398       2.84722       1.23801       194.035       2.52311      0.133909      0.446361       193.163      -3.42248       18.0620
14-05-1997 03:03:46.398       2.88302      0.301790       194.033       2.15400       1.47678       1.18879       193.160      -3.40087       18.0655
14-05-1997 03:05:18.398       2.73745      0.201914       194.030       2.01722       1.38155       1.21763       193.157      -3.37919       18.0690
14-05-1997 03:06:50.398       2.65594     0.0846869       194.027       2.00290       1.29589       1.16514       193.155      -3.35746       18.0724
14-05-1997 03:08:22.398       2.83891      0.200067       194.025       2.19532       1.29712       1.24036       193.152      -3.33567       18.0759
14-05-1997 03:09:54.398       2.75825      0.133009       194.022       2.20918       1.16663       1.16242       193.149      -3.31382       18.0793
14-05-1997 03:11:26.398       2.67551      0.143279       194.019       2.15382       1.11147       1.12497       193.147      -3.29192       18.0827
14-05-1997 03:12:58.398       2.76729      0.147310       194.017       2.35628      0.972341       1.07028       193.144      -3.26996       18.0861
14-05-1997 03:14:30.398       2.68467      0.148824       194.014       2.24490      0.866947       1.18243       193.142      -3.24794       18.0895
14-05-1997 03:16:02.398       2.65737      0.169134       194.011       2.20489      0.948076       1.13043       193.139      -3.22587       18.0928
14-05-1997 03:17:34.398       2.67429      0.245539       194.009       2.30464      0.928012      0.961543       193.136      -3.20374       18.0962
14-05-1997 03:19:06.398       2.75061      0.108536       194.006       2.44762       1.00298      0.748510       193.134      -3.18157       18.0995
14-05-1997 03:20:38.398       2.71251      0.127339       194.003       2.44105       1.03232      0.566191       193.131      -3.15934       18.1028
14-05-1997 03:22:10.398       2.69306      0.182581       194.001       2.39480       1.06809      0.587645       193.128      -3.13706       18.1061
14-05-1997 03:23:42.398       2.58357      0.318867       193.998       2.37078      0.902063      0.379172       193.126      -3.11473       18.1094
14-05-1997 03:25:14.398       2.64043      0.421275       193.995       2.55226      0.428874     -0.316483       193.123      -3.09235       18.1126
14-05-1997 03:26:46.398       2.54915      0.255687       193.993       2.49466      0.462249     0.0269422       193.121      -3.06992       18.1158
14-05-1997 03:28:18.398       2.49751      0.111054       193.990       2.49486   -0.00962101    -0.0445369       193.118      -3.04745       18.1190
14-05-1997 03:29:50.398       2.53007      0.131268       193.987       2.52223     0.0781544     -0.136234       193.115      -3.02492       18.1222
14-05-1997 03:31:22.398       2.62178      0.121378       193.985       2.61133     0.0488040      0.198647       193.113      -3.00236       18.1254
14-05-1997 03:32:54.398       2.62491      0.138407       193.982       2.59103     -0.138810      0.376674       193.110      -2.97974       18.1285
14-05-1997 03:34:26.398       2.56968      0.158619       193.979       2.48502     -0.371025      0.517424       193.107      -2.95709       18.1316
14-05-1997 03:35:58.398       2.53950      0.272543       193.977       2.33331     -0.633755      0.729111       193.105      -2.93439       18.1347
14-05-1997 03:37:30.398       2.60018      0.298120       193.974       2.26532     -0.880183      0.878800       193.102      -2.91164       18.1378
14-05-1997 03:39:02.398       2.59114      0.171153       193.971       2.18966     -0.984354      0.961350       193.100      -2.88886       18.1409
14-05-1997 03:40:34.398       2.56233      0.337745       193.969       2.26591     -0.738368      0.879749       193.097      -2.86604       18.1439
14-05-1997 03:42:06.398       2.55897      0.374671       193.966       2.36415     -0.349585      0.836142       193.094      -2.84317       18.1469
14-05-1997 03:43:38.398       2.57415      0.329647       193.963       2.39876      0.260764      0.854270       193.092      -2.82027       18.1499
14-05-1997 03:45:10.398       2.71352      0.491785       193.961       2.57647      0.521741      0.470317       193.089      -2.79733       18.1528
14-05-1997 03:46:42.398       2.64326      0.373377       193.958       2.40862      0.958173      0.363791       193.086      -2.77436       18.1558
14-05-1997 03:48:14.398       2.57980      0.987318       193.955       2.21046      0.509555      0.733942       193.084      -2.75134       18.1587
14-05-1997 03:49:46.398       2.50009      0.248542       193.953       2.24060      0.426519      0.994913       193.081      -2.72829       18.1616
14-05-1997 03:51:18.398       2.52205      0.150045       193.950       2.28760     0.0423103       1.05124       193.079      -2.70521       18.1644
14-05-1997 03:52:50.398       2.43096     0.0814437       193.947       2.22839    -0.0897505      0.964639       193.076      -2.68210       18.1673
14-05-1997 03:54:22.398       2.41939     0.0643622       193.945       2.20810     -0.188380      0.969276       193.073      -2.65895       18.1701
14-05-1997 03:55:54.398       2.45443     0.0711102       193.942       2.25342     -0.243729      0.940026       193.071      -2.63577       18.1729
14-05-1997 03:57:26.398       2.47721     0.0885151       193.939       2.28187     -0.295418      0.914330       193.068      -2.61256       18.1756
14-05-1997 03:58:58.398       2.52747     0.0800132       193.937       2.36427     -0.309753      0.835804       193.065      -2.58932       18.1784
14-05-1997 04:00:30.398       2.55947      0.250560       193.934       2.44733     -0.118003      0.698645       193.063      -2.56605       18.1811
14-05-1997 04:02:02.398       2.59850      0.211729       193.931       2.52436      0.130287      0.596793       193.060      -2.54275       18.1838
14-05-1997 04:03:34.398       2.68248      0.116973       193.929       2.59587     0.0344639      0.667010       193.058      -2.51943       18.1864
14-05-1997 04:05:06.398       2.65537     0.0748123       193.926       2.60776     0.0780279      0.490390       193.055      -2.49608       18.1891
14-05-1997 04:06:38.398       2.67177     0.0585738       193.923       2.63861     0.0899402      0.407288       193.052      -2.47270       18.1917
14-05-1997 04:08:10.398       2.66397     0.0594757       193.921       2.63796     0.0872347      0.358268       193.050      -2.44931       18.1942
14-05-1997 04:09:42.398       2.66078     0.0661430       193.918       2.64306     0.0727258      0.292994       193.047      -2.42588       18.1968
14-05-1997 04:11:14.398       2.57782     0.0875208       193.915       2.55544      0.114745      0.312522       193.044      -2.40244       18.1993
14-05-1997 04:12:46.398       2.57917     0.0964737       193.913       2.56041      0.123283      0.278603       193.042      -2.37897       18.2018
14-05-1997 04:14:18.398       2.33358      0.202528       193.910       2.31613      0.141208      0.237712       193.039      -2.35549       18.2043
14-05-1997 04:15:50.398       2.43902      0.124773       193.907       2.42087      0.191902      0.219181       193.037      -2.33198       18.2067
14-05-1997 04:17:22.398       2.21275      0.332389       193.905       2.19604      0.184370      0.151264       193.034      -2.30846       18.2091
14-05-1997 04:18:54.398       2.67196      0.226305       193.902       2.60545      0.243441      0.493686       193.031      -2.28491       18.2115
14-05-1997 04:20:26.398       2.79013      0.248411       193.899       2.75529      0.284407      0.233089       193.029      -2.26135       18.2139
14-05-1997 04:21:58.398       2.90688     0.0672527       193.897       2.87406      0.385546     -0.197610       193.026      -2.23778       18.2162
14-05-1997 04:23:30.398       2.90773      0.177320       193.894       2.88993      0.266309    -0.0500068       193.023      -2.21419       18.2185
14-05-1997 04:25:02.398       2.91230      0.138246       193.891       2.89556      0.275695    -0.0608525       193.021      -2.19059       18.2207
14-05-1997 04:26:34.398       2.86656      0.125601       193.889       2.85397      0.234221    -0.0668654       193.018      -2.16697       18.2230
14-05-1997 04:28:06.398       2.82978     0.0662032       193.886       2.81038      0.225957     -0.235645       193.016      -2.14334       18.2252
14-05-1997 04:29:38.398       2.85796     0.0567249       193.883       2.85103      0.162011     -0.108784       193.013      -2.11970       18.2274
14-05-1997 04:31:10.398       2.85294     0.0713249       193.881       2.84845      0.112784    -0.0965948       193.010      -2.09605       18.2295
14-05-1997 04:32:42.398       2.82470      0.133778       193.878       2.81673     0.0754600     -0.152599       193.008      -2.07239       18.2316
14-05-1997 04:34:14.398       2.79562      0.126609       193.875       2.78564     0.0590284     -0.194032       193.005      -2.04872       18.2337
14-05-1997 04:35:46.398       2.78332     0.0954144       193.873       2.77208     0.0341584      0.232160       193.002      -2.02505       18.2358
14-05-1997 04:37:18.398       2.78167     0.0749569       193.870       2.77217    0.00792904      0.221080       193.000      -2.00137       18.2378
14-05-1997 04:38:50.398       2.80219     0.0708198       193.867       2.78840    0.00190625      0.271723       192.997      -1.97768       18.2398
14-05-1997 04:40:22.398       2.80421     0.0581422       193.865       2.78720    -0.0116867      0.305044       192.994      -1.95399       18.2418
14-05-1997 04:41:54.398       2.80206     0.0846608       193.862       2.77302    -0.0563681      0.391601       192.992      -1.93029       18.2437
14-05-1997 04:43:26.398       2.81345     0.0673012       193.859       2.77136    -0.0791252      0.475900       192.989      -1.90660       18.2456
14-05-1997 04:44:58.398       2.78431      0.162285       193.856       2.75824     -0.155247      0.309843       192.987      -1.88290       18.2475
14-05-1997 04:46:30.398       2.78618     0.0486724       193.854       2.77357     -0.199972      0.169665       192.984      -1.85920       18.2493
14-05-1997 04:48:02.398       2.78329     0.0499468       193.851       2.76704     -0.233839      0.184049       192.981      -1.83550       18.2511
14-05-1997 04:49:34.398       2.79823     0.0586770       193.848       2.78027     -0.253064      0.184715       192.979      -1.81180       18.2529
14-05-1997 04:51:06.398       2.79586      0.111040       193.846       2.76931     -0.325481      0.175374       192.976      -1.78810       18.2547
14-05-1997 04:52:38.398       2.80726     0.0864243       193.843       2.77902     -0.365194      0.137357       192.973      -1.76441       18.2564
14-05-1997 04:54:10.398       2.84551     0.0834413       193.840       2.81512     -0.376701      0.156838       192.971      -1.74072       18.2581
14-05-1997 04:55:42.398       2.90873     0.0989869       193.838       2.86908     -0.464896     0.0664949       192.968      -1.71703       18.2597
14-05-1997 04:57:14.398       2.92040      0.144771       193.835       2.87458     -0.449592      0.209843       192.966      -1.69335       18.2614
14-05-1997 04:58:46.398       2.88482      0.162058       193.832       2.82833     -0.509410      0.196818       192.963      -1.66968       18.2630
14-05-1997 05:00:18.398       2.88516      0.110615       193.830       2.84164     -0.476535      0.104380       192.960      -1.64602       18.2645
14-05-1997 05:01:50.398       2.83972     0.0811714       193.827       2.80292     -0.450177   -0.00739224       192.958      -1.62236       18.2661
14-05-1997 05:03:22.398       2.85046     0.0672646       193.824       2.81961     -0.396760     -0.120050       192.955      -1.59871       18.2676
14-05-1997 05:04:54.398       2.86597      0.107090       193.822       2.79236     -0.598308      0.221537       192.952      -1.57508       18.2690
