 
"Organization Name - Effective 12-JAN-09","Grant Number","NIH Reference","PI Name","Project Title","Dept Name","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","Additional Ranking Category","Multi-Campus Institution","Main Campus - Grant is Attributed To","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01CA077553-09","7371049","Sun, Xiaohong ","Mechanism of T cell lymphoma in E protein deficiency","","","","$ 285,911","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01DE015223-05","7335595","Harley, John B","Genetic Association in Sjogren's Syndrome","","","","$ 362,205","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM050412-15","7490998","Gorbsky, Gary J","Chromosome Movement in Prometaphase","","","","$ 357,305","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM075363-03","7391178","Dawson, Dean S","Segregation of error-prone chromosomes in meiosis","","","","$ 258,456","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R01GM080765-07","7389708","Miller, Kenneth George","Signaling Pathways that Regulate Synaptic Transmission","","","","$ 310,000","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R21AI069024-02","7498937","Kincade, Paul W","Replenishment of the Innate Immune System","","","","$ 152,055","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5R37AI024717-20","7355606","Harley, John B","Genetic Linkage in Lupus","","","","$ 359,276","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA MEDICAL RESEARCH FOUNDATION","5U19AI062629-05","7492295","Coggeshall, Kenneth Mark","Molecular and Immunologic Analysis of the Pathobiology of Anthrax","","","","$ 2,616,353","OKLAHOMA CITY","OKLAHOMA","73104-5005","","","","Research Institutes","N","","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","1R13AI079917-01","7540106","Davis, Michael S","Veterinary Comparative Respiratory Society 2008 Symposium","PHYSIOLOGICAL SCIENCES","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 15,000","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","1R15NS062287-01A1","7575067","Deng, Junpeng ","Structural insights into the mechanism of the novel dimeric ROC GTPase from LRRK2","BIOCHEMISTRY AND MOLECULAR BIOLOGY","BIOCHEMISTRY","EARTH SCIENCES/RESOURCES","$ 221,550","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","1R21NR010103-01A2","7469878","Mullins, Larry L","A Clinic-Based Interdisciplinary Intervention for Parents of Children with Cancer","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 198,895","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","3R15AI072710-01S1","7641450","Shaw, Edward I","Analysis of the Coxiella burnetii Type IV Secretion System During Infection","MICROBIOL & MOLECULAR GENETICS","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 38,514","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","3R25GM069516-04S1","7575552","Miller, Robert V","Native Americans in Biological Science at OK State Univ","MICROBIOL & MOLECULAR GENETICS","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 108,751","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5K01RR023946-02","7501344","Mcfarlane, Dianne ","Initiating factors of neurodegeneration","PHYSIOLOGICAL SCIENCES","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 129,346","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01CA125392-02","7469420","Matts, Robert L","Identification of Natural Product Inhibitors of Hsp90 as Chemotherapeutic Agents","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","EARTH SCIENCES/RESOURCES","$ 221,287","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01GM058634-10","7373596","Jiang, Haobo ","Initiation and Regulation of Prophenoloxidase Activation","ENTOMOLOGY & PLANT PATHOLOGY","OTHER BASIC SCIENCES","EARTH SCIENCES/RESOURCES","$ 215,901","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01GM078606-03","7481076","Chen, Guangping ","Mechanisms and Functions of Human Sulfotransferases","PHYSIOLOGICAL SCIENCES","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 226,061","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R01HL083188-03","7433199","Liu, Lin ","Mechanisms of Alveolar Fluid Transport","PHYSIOLOGICAL SCIENCES","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 355,386","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R21DK074858-02","7458021","Madihally, Sundararajan V","Synthetic Scaffolds for Bladder Regeneration","CHEMICAL ENGINEERING","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 212,480","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5R37GM030721-27","7408617","Yu, Changan ","REACTION MECHANISM OF MYOCARDIAC UBIQUINONE-PROTEINS","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","EARTH SCIENCES/RESOURCES","$ 467,097","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OKLAHOMA STATE UNIVERSITY STILLWATER","5T35RR007061-14","7499114","Malayer, Jerry ","Short-Term Training: Health Professional Students","PHYSIOLOGICAL SCIENCES","PHYSIOLOGY","SCHOOLS OF VETERINARY MEDICINE","$ 49,333","STILLWATER","OKLAHOMA","74078","","","","None","Y","OKLAHOMA STATE UNIVERSITY","  "
"OSU CENTER OF HEALTH SCIENCES","1R15NS057742-01A1","7516051","Sawyer, Gregory William","The Effects of a Small Muscarinic M1 Receptor Domain on Internalization","BIOCHEMISTRY AND MICROBIOLOGY","BIOCHEMISTRY","SCHOOLS OF OSTEOPATHY","$ 198,000","TULSA","OKLAHOMA","74107-1898","","","","None","N","","  "
"OSU CENTER OF HEALTH SCIENCES","1R15NS062664-01","7494885","Davis, Randall L","Attenuation of astroglial chemokine expression by beta-funaltrexamine: implicatio","PHARMACOLOGY AND PHYSIOLOGY","PHARMACOLOGY","SCHOOLS OF OSTEOPATHY","$ 198,000","TULSA","OKLAHOMA","74107-1898","","","","None","N","","  "
"OSU CENTER OF HEALTH SCIENCES","5R01HD048462-04","7240595","Curtis, Joseph Thomas","Mid-Brain Modulation of Social Attachment","PHARMACOLOGY AND PHYSIOLOGY","PHARMACOLOGY","SCHOOLS OF OSTEOPATHY","$ 132,945","TULSA","OKLAHOMA","74107-1898","","","","None","N","","  "
"OSU CENTER OF HEALTH SCIENCES","5R01NS051496-03","7477252","Patneau, Doris K","Effects of stargazin on AMPA receptor channel function","ANATOMY AND CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF OSTEOPATHY","$ 271,150","TULSA","OKLAHOMA","74107-1898","","","","None","N","","  "
"OSU CENTER OF HEALTH SCIENCES","5R21AI073107-03","7496937","Kohler, Gerwald ","PGE2 Biosynthesis in Candida Albicans","BIOCHEMISTRY AND MICROBIOLOGY","BIOCHEMISTRY","SCHOOLS OF OSTEOPATHY","$ 151,680","TULSA","OKLAHOMA","74107-1898","","","","None","N","","  "
"RILEY GENOMICS, INC.","1R43AR055855-01","7394136","Sutton, Christopher L","A Gene Expression Based Blood Test for Rheumatic Disease Diagnosis","","","","$ 147,000","OKLAHOMA CITY","OKLAHOMA","73014","","","","None","N","","  "
"SIWA BIOTECH CORPORATION","1R43HD055696-01A1","7388480","Johnson, Penny M","Development of TPST Inhibitors as Non-Hormonal Male Contraceptives","","","","$ 146,456","OKLAHOMA CITY","OKLAHOMA","73104-3620","","","","None","N","","  "
"TRANSTIMULATION RESEARCH, INC.","1R43CA121489-01A1","7404786","Chen, Jiande ","Neurogastric electrical stimulation for treating chemotherapy-induced emesis","","","","$ 100,000","OKLAHOMA CITY","OKLAHOMA","73104-5007","","","","None","N","","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1F30AG031646-01A1","7612287","Esplin, Brandt L","Chronic Toll-like Receptor Ligation and Hematopoietic Stem Cell Aging","NONE","NONE","SCHOOLS OF MEDICINE","$ 30,323","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01CA127893-01A2","7525511","Huycke, Mark M","Enterococcus faecalis, Colorectal Cancer, and Bystander Effects","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 261,450","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01DE019398-01","7556536","Humphrey, Mary Beth","Mechanism of ITAM Signal Regulation in Osteoclasts","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 263,143","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01DK077699-01A1","7464954","Malykhina, Anna P","Cross-sensitization in the pelvis and neurogenic bladder","PHYSIOLOGY","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 311,313","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01DK079057-01A1","7465786","Guo, Qing ","AATF and Renal Protection","PHYSIOLOGY","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 280,181","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01EY018656-01","7353945","Naash, Muna I","Compacted DNA Nanoparticles for Ocular Therapy","CELL BIOLOGY","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R01HL089920-01A1","7530135","Zou, Minghui ","AMPK as a redox sensor and modulator","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R03AI076729-01","7360625","Sawalha, Amr H","IL-21 polymorphisms in systemic lupus erythematosus","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 63,000","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R03AI078238-01","7450643","Ajdic, Dragana ","Specificity of Streptococcus mutans sugar transporters","MICROBIOLOGY AND IMMUNOLOGY","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 73,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R03DE018725-01","7356328","Merritt, Justin ","Genetic and biochemical studies of competence regulation by the hdrRM operon","NONE","NONE","SCHOOLS OF DENTISTRY/ORAL HYGN","$ 73,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R13EY018977-01","7483418","Anderson, Robert E","Retinal Degeneration Conference","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 68,280","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R15CA125493-01A1","7365010","Pento, Joseph Thomas","Selective KGFR Antagonists for the Prevention of Cancer Metastasis","PHARMACEUTICAL SCIENCES","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 219,750","OKLAHOMA CITY","OKLAHOMA","73117-1213","","","","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","1R21EY018907-01A1","7530623","Kasusjacobi, Anne ","Detoxification Role of Retinol Dehydrogenases RDH11 and RDH12","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 219,750","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2P40RR012317-11","7434679","White, Gary L","Baboon Research Resource Program","PATHOLOGY","PATHOLOGY","SCHOOLS OF MEDICINE","$ 1,233,527","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01AA012207-06A2","7370156","Lovallo, William R","Oklahoma Family Health Patterns: A Study Across Generations","PSYCHIATRY AND BEHAVIORAL SCIS","PSYCHIATRY","SCHOOLS OF MEDICINE","$ 328,400","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01AI029611-16A2","7461180","Stull, Terrence L","Haemophilus influenzae iron/heme regulon","PEDIATRICS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 302,826","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01AI050933-05A2","7473527","Air, Gillian M","Human & mouse antibodies against influenza virus","BIOCHEM AND MOLECULAR BIOLOGY","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01EY000871-35","7370002","Anderson, Robert E","Second Messengers in the Retina","OPHTHALMOLOGY","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
"UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR","2R01HL079584-06","7373939","Zou, Minghui ","Reactive Nitrogen and Accelerated Atherosclerosis in Type I Diabetes","MEDICINE","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 366,250","OKLAHOMA CITY","OKLAHOMA","73117-1213","Y","UNIVERSITY OF OKLAHOMA COLLEGE OF MED","OKLAHOMA CITY, OKLAHOMA 73117-1213","None","Y","UNIVERSITY OF OKLAHOMA","  "
