Time,Speed,Location,County,State,Lat,Lon,Comments
1910,UNK,FALLS VILLAGE,LITCHFIELD,CT,41.95,-73.36,TREES AND WIRES DOWN (ALY)
1920,UNK,2 WNW ADVANCE,DAVIE,NC,35.95,-80.44,2 TREES DOWN NEAR THE INTERSECTION OF LAQUINTA DRIVE AND BEAUCHAMP ROAD. (GSP)
1922,UNK,WHATELY,FRANKLIN,MA,42.45,-72.62,TREES AND WIRES DOWN ON WEST STREET AND MOUNTAIN ROAD. (BOX)
1934,UNK,ASHBY,MIDDLESEX,MA,42.68,-71.82,TREES DOWN ON WIRES ON MAIN STREET. (BOX)
1936,UNK,TORRINGTON,LITCHFIELD,CT,41.83,-73.13,LARGE TREE DOWN ON HEIGHTS DRIVE (ALY)
1940,UNK,BRUCE,CALHOUN,MS,33.99,-89.34,A FEW TREES DOWN IN BRUCE (MEG)
1945,UNK,GRENADA,GRENADA,MS,33.78,-89.81,TREE DOWN ON NORTH MAIN IN GRENADA. TREES DOWN ON GRANT AND MCCORMICK IN ELLIOT. TREE DOWN ON HWY 8 AT THE YALOBUSHA RIVER BRIDGE AT HOLCOMB. (JAN)
1945,UNK,AMHERST,HAMPSHIRE,MA,42.38,-72.52,TREES DOWN ON MILL VALLEY ROAD AND A TREE DOWN ON A CAR ON EAST PLEASANT STREET. (BOX)
1950,UNK,SHUTESBURY,FRANKLIN,MA,42.45,-72.4,LARGE LIMBS DOWN. (BOX)
1952,UNK,SIMSBURY,HARTFORD,CT,41.88,-72.81,TREES DOWN ON WIRES ON SAND HILL ROAD AND PERRY HILL ROAD. (BOX)
1959,UNK,NEW BRAINTREE,WORCESTER,MA,42.32,-72.13,TREES DOWN ACROSS RTE 9 W NEAR MASS STATE POLICE BARRACKS. (BOX)
2000,UNK,10 NE CARROLLTON,CARROLL,MS,33.61,-89.8,SEVERAL TREES DOWN AROUND THE NORTHEAST SECTIONS OF THE COUNTY. REPORTED BY EMERGENCY MANAGEMENT (JAN)
2000,UNK,WOODBURY,LITCHFIELD,CT,41.54,-73.21,TREE DOWN. (ALY)
2005,65,4 SW PIONEER,WEBSTER,IA,42.61,-94.44,(DMX)
2006,UNK,PETERSHAM,WORCESTER,MA,42.48,-72.18,TREES DOWN AT THE INTERSECTION OF RTE 122 AND BARRE ROAD. (BOX)
2007,UNK,1 NW URBANNA,MIDDLESEX,VA,37.65,-76.59,SOME TREES DOWN. (AKQ)
2007,UNK,MOUNT LANDING,ESSEX,VA,37.94,-76.92,MULTIPLE TREES DOWN ACROSS CENTRAL PARTS OF THE COUNTY. SEVERAL TREES DOWN NORTHWEST OF TAPPAHANNOCK. (AKQ)
2008,UNK,MOLLUSK,LANCASTER,VA,37.73,-76.54,LARGE BRANCHES DOWN (AKQ)
2009,UNK,N CLARE,WEBSTER,IA,42.59,-94.34,LARGE TREE UPROOTED ON A HOUSE. (DMX)
2010,65,FORT DODGE,WEBSTER,IA,42.51,-94.18,NUMEROUS TREES 6 TO 10 INCHES IN DIAMETE DOWN. (DMX)
2015,UNK,VERNON,TOLLAND,CT,41.82,-72.48,WIRES DOWN ON GROVE STREET. (BOX)
2015,UNK,TOLLAND,TOLLAND,CT,41.98,-72.15,WIRES DOWN IN THE AREA OF RTE 30. (BOX)
2020,UNK,3 SE HILLSBORO,SCOTT,MS,32.43,-89.47,COUPLE TREES DOWN ALONG OLD HILLSBORO RD. AND STATE HIGHWAY 35. (JAN)
2025,UNK,1 W HAYNESVILLE,RICHMOND,VA,37.95,-76.68,A FEW TREES DOWN ALONG US 360 JUST WEST OF HAYNESVILLE. (AKQ)
2025,UNK,EASTFORD,WINDHAM,CT,41.9,-72.08,WIRES DOWN. (BOX)
2028,UNK,FORT DODGE,WEBSTER,IA,42.51,-94.18,NUMEROUS TREES DOWN. (DMX)
2030,UNK,1 NW MANDEVILLE,ST. TAMMANY,LA,30.38,-90.09,6 LARGE PINE TREES SNAPPED IN MEADOWBROOK SUBDIVISION. (LIX)
2030,UNK,7 WSW CHERAW,CHESTERFIELD,SC,34.67,-80.01,SHERIFF DISPATCH REPORTED TREES DOWN IN THE TEALS MILL COMMUNITY. (CAE)
2030,UNK,EDWARDSVILLE,NORTHUMBERLAND,VA,37.91,-76.36,MULTIPLE TREES DOWN COUNTYWIDE. (AKQ)
2030,UNK,ALLEMAN,POLK,IA,41.82,-93.61,POWER LINES DOWN...TREES DOWN...ROADS BLOCKED FROM TREES ACROSS THE ROADS. (DMX)
2031,UNK,MERRIMACK,HILLSBOROUGH,NH,42.87,-71.48,LARGE TREE DOWN ON HOUSE ON BERKLEY SREET AND ON CASTELTON COURT. TREE DOWN ON CAR BLOCKING REGAL DRIVE. (BOX)
2037,UNK,SW HARCOURT,WEBSTER,IA,42.26,-94.18,TWO TREES DOWN IN PARK ACROSS STREET. SPOTTER ESTIMATED WINDS AT 60 TO 70 MPH. (DMX)
2038,UNK,KINGSTON,ROCKINGHAM,NH,42.94,-71.05,WIRES DOWN (GYX)
2040,UNK,CHARLTON,WORCESTER,MA,42.13,-71.97,TREE DOWN PARTIAL BLOCKING BREAKDOWN LANE OF MASSACHUSETTS TURNPIKE NEAR ROUTE 31. (BOX)
2050,UNK,3 E SLIDELL,ST. TAMMANY,LA,30.28,-89.73,2 TREES BLOWN DOWN IN CROSSGATES SUBDIVISION. (LIX)
2050,60,BEAMAN,GRUNDY,IA,42.22,-92.82,(DMX)
2056,UNK,STURGIS,OKTIBBEHA,MS,33.34,-89.05,NUMEROUS TREES AND POWERPOLES SNAPPED IN TOWN OF STURGIS AND ALONG STURGIS-MABEN ROAD. (JAN)
2100,UNK,9 WNW CRISFIELD,SOMERSET,MD,38.03,-76.01,TREES DOWN ON SMITH ISLAND. (AKQ)
2100,UNK,2 WSW COLUMBIA,HOWARD,MD,39.19,-76.89,TREE DOWN BLOCKING CORINA COURT (LWX)
2102,UNK,OGDEN,BOONE,IA,42.04,-94.03,NUMEROUS TREES DOWN AND A GRAIN ELEVATOR BLOWN OVER. (DMX)
2107,65,CRISFIELD,SOMERSET,MD,37.98,-75.86,(AKQ)
2110,UNK,1 NW JOHNS,RANKIN,MS,32.14,-89.85,ONE TREE DOWN ALONG CATO RD. (JAN)
2110,UNK,3 W BLUFFTON,BEAUFORT,SC,32.24,-80.91,ONE TREE DOWN. POSSIBLE CAUSE OF A PROPANE GAS LEAK. (CHS)
2115,82,BOONE,BOONE,IA,42.05,-93.88,(DMX)
2115,UNK,WALPOLE,NORFOLK,MA,42.14,-71.24,WIRES AND LARGE LIMB DOWN ON WEST STREET. (BOX)
2117,UNK,THOMPSON,WINDHAM,CT,41.95,-71.87,TREES DOWN ON WIRES ON BOLTON HILL ROAD. (BOX)
2120,UNK,BROOKSVILLE,NOXUBEE,MS,33.23,-88.58,LIMBS KNOCKED OUT POWER AND STARTED AN ELECTRICAL FIRE AFTER FALLING ON A POWERLINE. REPORTED BY NOXUBEE COUNTY 911. (JAN)
2123,62,3 N DOVESVILLE,DARLINGTON,SC,34.45,-79.89,62 MPH WIND GUST MEASURED AT THE DARLINGTON COUNTY JETPORT AIRPORT AWOS. OBSERVATION WAS MADE BY DIALING INTO THE AWOS VIA THE PHONE. OBSERVATION WAS NOT RECORDED BECAU (ILM)
2123,UNK,8 SW BOONE AIRPORT,BOONE,IA,41.97,-93.96,15 INCH DIAMETER TREES DOWN. (DMX)
2130,UNK,KINGSTON,SOMERSET,MD,38.07,-75.73,MULTIPLE TREES AND POWERLINES DOWN COUNTYWIDE. (AKQ)
2130,70,HUXLEY,STORY,IA,41.9,-93.6,CONSIDERABLE TREE DAMAGE. (DMX)
2130,UNK,FRANKLIN,NORFOLK,MA,42.09,-71.39,THREE TO FOUR INCH DIAMETER LIMBS DOWN ON PLEASANT STREET. (BOX)
2130,UNK,DANVERS,ESSEX,MA,42.57,-70.95,6 INCH DIAMETER TREE LIMBS DOWN ON WIRES ON LOCUST STREET. ALSO A LARGE LIMB DOWN ON PERRY HILL STREET. (BOX)
2134,UNK,ALLEMAN,POLK,IA,41.82,-93.61,NUMEROUS LARGE TREES DOWN. TREES DOWN ON CARS. SHINGLES OFF ROOFS. (DMX)
2135,UNK,SLATER,STORY,IA,41.88,-93.68,12-24 INCH TREES DOWN. POWER OUT IN TOWN. (DMX)
2140,UNK,CARTHAGE,LEAKE,MS,32.74,-89.53,A FEW TREES DOWN JUST OUTSIDE OF CARTHAGE...1 DOWN ON CONWAY ROAD AND 1 DOWN ON FREENEY ROAD. REPORTED BY EMERGENCY MANAGEMENT. (JAN)
2141,UNK,2 NW DEWY ROSE,ELBERT,GA,34.19,-82.98,TREE DOWN AT THE INTERSECTION OF HW-17 N AND CHRISTIAN ROAD. (GSP)
2142,UNK,URBANDALE,POLK,IA,41.64,-93.74,4 INCH DIAMETER TREES DOWN. (DMX)
2145,UNK,PERRYTON,OCHILTREE,TX,36.39,-100.8,REPORT FROM KEYE OF WIND DAMAGE TO THE ACTIVITY CENTER THAT HAD ITS ROOF PARTIALLY BLOWN OFF. THERE WAS ALSO SOME CRACKED WINDOWS AND THE VENTS WERE BENT. ALSO...THE CO (AMA)
2145,70,DES MOINES,POLK,IA,41.58,-93.62,15 TO 20 INCH DIAMETER TREES DOWN (DMX)
2145,UNK,1 W PLEASANT HILL,POLK,IA,41.59,-93.53,LARGE TREE LIMBS UP TO 18 INCHES IN DIAMETER DOWN. (DMX)
2149,UNK,BOSTON,SUFFOLK,MA,42.32,-71.07,POWER LINES DOWN ON CHARM AVE. (BOX)
2155,UNK,1 S MARRERO,JEFFERSON,LA,29.87,-90.11,TREE LIMBS AND POWER LINES DOWN. (LIX)
2155,UNK,3 NE CANTON,MADISON,MS,32.64,-89.99,3 TREES DOWN ON SHARON ROAD. REPORTED BY SHERIFFS OFFICE. (JAN)
2155,UNK,10 SW DE KALB,KEMPER,MS,32.67,-88.78,1 TREE DOWN ON SMITH GALLOWAY ROAD JUST NORTH OF DAMASCUS. REPORTED BY SHERIFFS OFFICE. (JAN)
2155,UNK,ELKHART,POLK,IA,41.79,-93.51,8-12 INCH DIAMETER TREES DOWN WEST OF ELKHART ON NE 126TH AVE. (DMX)
2158,UNK,4 SSW DEWY ROSE,ELBERT,GA,34.12,-82.98,TREE DOWN ON STINCHCOMB ROAD. (GSP)
2200,UNK,LUDLOW,SCOTT,MS,32.57,-89.71,TOP BLOWN OFF HORSE BARN ON DOE WEBB ROAD. SHED DAMAGED ON BARNES ROAD. REPORTED BY EMERGENCY MANAGEMENT. (JAN)
2200,UNK,8 SE PHILADELPHIA,NESHOBA,MS,32.69,-89.01,SEVERAL TREES DOWN NEAR HOUSE. REPORTED BY NESHOBA COUNTY 911. (JAN)
2200,UNK,SSW PRAIRIE CITY,JASPER,IA,41.6,-93.24,SEVERAL TREE LIMBS DOWN. 1 FOOT DIAMETER TREE LIMB DOWN ON SOUTH STREET BETWEEN SOUTH MONROE AND SOUTH MAIN STREET. (DMX)
2203,UNK,TASLEY,ACCOMACK,VA,37.71,-75.71,TREES DOWN NEAR ROUTE 13. (AKQ)
2205,UNK,MILTON,NORFOLK,MA,42.24,-71.08,WIRES DOWN. (BOX)
2209,UNK,1 SW SANFORD,LEE,NC,35.46,-79.2,ONE TREE DOWN IN A SPOTTERS YARD ON BUFFALO CHURCH RD. (RAH)
2215,UNK,1 NE BONDURANT,POLK,IA,41.7,-93.45,3 FOOT DIAMETER TREE FELL ON A HOUSE. (DMX)
2218,UNK,3 N GRINNELL AIRPORT,POWESHIEK,IA,41.75,-92.73,ROOF OFF FARM BUREAU SERVICE BUILDING IN GRINNELL. (DMX)
2220,UNK,SAVANNAH,CHATHAM,GA,32.05,-81.08,1 TREE WAS REPORTED DOWN NEAR THE INTERSECTION OF YORK AND ABERCORN STREETS IN DOWNTOWN SAVANNAH. (CHS)
2225,59,KNOXVILLE AIRPORT,MARION,IA,41.3,-93.11,(DMX)
2230,UNK,4 W HAZLEHURST,COPIAH,MS,31.86,-90.46,SEVERAL TREES DOWN IN THE COUNTY...JUST WEST OF HAZLEHURST. REPORTED BY EMERGENCY MANAGEMENT. (JAN)
2231,66,MONTEZUMA,POWESHIEK,IA,41.58,-92.53,(DMX)
2231,UNK,NE ELKHART,POLK,IA,41.79,-93.51,DAMAGE TO HOUSE SIDING AND TREES DOWN. (DMX)
2235,UNK,7 S PLAINS CITY,MEADE,KS,37.16,-100.59,BUILDING REPORTED HEAVILY DAMAGED OR DESTROYED BY WINDS. WOOD FRAME BUILDING COMPLETELY BLOWN DOWN,WITH DEBRIS FIELD A QUARTER OF A MILE LONG FROM EAST TO WEST. SEMI T (DDC)
2245,UNK,2 N MERIDIAN,LAUDERDALE,MS,32.41,-88.71,SEVERAL TREES AND LIMBS DOWN JUST NORTH OF MERIDIAN. REPORTED BY LAUDERDALE COUNTY 911. (JAN)
2245,UNK,1 SW GREEN HILL,LAUDERDALE,AL,34.96,-87.52,TREES KNOCKED DOWN ON UTILITIES AND A HOUSE NEAR THE INTERSECTION OF COUNTY ROAD 47 AND COUNTY ROAD 388 JUST SOUTH OF GREEN HILL. (HUN)
2250,UNK,CHRISTIANA,LANCASTER,PA,39.95,-76,911 CENTER REPORTED TREES AND POWER LINES DOWN AT SEVERAL LOCATIONS WITHIN SADSBURY TOWNSHIP. WIND GUSTS WERE ESTIMATED IN EXCESS OF 50 MPH. (CTP)
2250,UNK,4 W DERBY,LUCAS,IA,40.93,-93.53,NUMEROUS TREES DAMAGED AND SIDING RIPPED OFF A BARN BY THUNDERSTORM WINDS. (DMX)
2253,70,6 NW ALBIA,MONROE,IA,41.09,-92.88,BRANCHES DOWN IN THE TOWN OF HITEMAN. (DMX)
2255,65,1 NW EDDYVILLE,WAPELLO,IA,41.16,-92.64,60 TO 70 MPH WIND NO HAIL. (DMX)
2255,UNK,1 SE MADRID,BOONE,IA,41.87,-93.81,BARN BLOWN DOWN. (DMX)
2258,UNK,SW BONDURANT,POLK,IA,41.69,-93.46,POWER POLES DOWN OR AT 45 DEGREE ANGLE. 24 INCH TREE DOWN. (DMX)
2300,60,E CENTERVILLE,APPANOOSE,IA,40.73,-92.87,(DMX)
2300,UNK,3 SSW ALBIA,MONROE,IA,40.99,-92.83,ESTIMATED 80-85 MPH WINDS. DAMAGE TO SHINGLES. TREE DAMAGE. (DMX)
2305,73,2 WSW TURKEY,HALL,TX,34.38,-100.93,APPARENT MICROBURST SOUTHWEST OF TURKEY. LOCAL FIRE DEPARTMENT REPORTED GUSTS ESTIMATED TO BE LESS THAN 50 MPH IN THE CITY. NO DAMAGE REPORTED ATTM. (LUB)
2308,UNK,WHAT CHEER,KEOKUK,IA,41.4,-92.35,A FEW BRANCHES DOWN. UNKNOWN SIZE. (DVN)
2310,60,HUMESTON,WAYNE,IA,40.86,-93.5,(DMX)
2314,UNK,1 N OTTUMWA,WAPELLO,IA,41.03,-92.42,LARGE TREE DOWN. (DMX)
2315,UNK,N SAVANNAH,CHATHAM,GA,32.05,-81.08,SEVERAL POWERLINES REPORTED DOWN. TIME ESTIMATED BY RADAR. (CHS)
2316,UNK,5 W MILLERTON,WAYNE,IA,40.84,-93.4,SEVERAL 8 INCH DIAMETER TREES DOWN IN THE TOWN OF CAMBRIA. (DMX)
2328,60,4 E RICHLAND,WASHINGTON,IA,41.19,-91.92,WINDS ARE ESTIMATED TO BE OVER 60 MPH WITH HEAVY RAIN. (DVN)
2329,UNK,N BONDURANT,POLK,IA,41.69,-93.46,POWER POLES BENT AT 45 DEGREES. (DMX)
2330,UNK,5 WNW MONTEZUMA,GRAY,KS,37.62,-100.53,SHED WAS DESTROYED BY STRAIGHT LINE WINDS. POWER POLES AND LINES DOWN IN THE COUNTY WITH ELECTRICITY OUT. (DDC)
2330,70,BLOOMFIELD,DAVIS,IA,40.75,-92.42,(DMX)
2330,UNK,BLOOMFIELD,DAVIS,IA,40.75,-92.42,A FEW LARGE TREES...BETWEEN A FOOT TO 18 INCHES IN DIAMETER DOWN...ALONG WITH SEVERAL LARGE TREE LIMBS DOWN...BETWEEN 6 TO 10 INCHES IN DIAMETER...THROUGHOUT THE TOWN O (DMX)
2332,UNK,8 ESE HINESVILLE,LIBERTY,GA,31.8,-81.47,1 TREE WAS REPORTED DOWN NEAR THE INTERSECTION OF MARTIN ROAD AND HIGHWAY 17. (CHS)
2337,UNK,BIRMINGHAM,VAN BUREN,IA,40.88,-91.95,NUMEROUS TREES AND POWER LINES DOWN. POWER OUT. DELAYED REPORT. (DVN)
2337,UNK,FAIRFIELD,JEFFERSON,IA,41.01,-91.97,ROOF BLOWN OFF A HOUSE AT 1103 CODY CIRCLE. TIME ESTIMATED. (DVN)
2352,UNK,3 NNE KEOSAUQUA,VAN BUREN,IA,40.77,-91.94,SEVERAL TREE LIMBS DOWN. UNKNOWN SIZE. (DVN)
2355,UNK,FARMINGTON,VAN BUREN,IA,40.64,-91.74,NUMEROUS TREES AND POWER LINES DOWN. POWER OUT. DELAYED REPORT. (DVN)
0000,60,2 W RUTLEDGE,SCOTLAND,MO,40.31,-92.13,WIND GUSTS BETWEEN 700 PM AND 705 PM WERE ESTIMATED TO BE OVER 60 MPH. HEAVY RAIN BEGAN AROUND 706 PM. (DVN)
0000,UNK,5 SW FARMINGTON,CLARK,MO,40.59,-91.81,TREE SNAPPED OFF AT THE GROUND. DIAMETER OF TREE 14 INCHES. (DVN)
0000,UNK,FARMINGTON,VAN BUREN,IA,40.64,-91.74,TREES AND POWER LINES DOWN. ONE TREE FELL ON A HOUSE AT 519 N. 2ND STREET. ONE TREE FELL ON A CAR ON WASHINGTON STREET. ADDITIONAL TREE DAMAGE WAS REPORTED AT PEARL AND (DVN)
0002,UNK,2 S ARBELA,SCOTLAND,MO,40.43,-92.02,LEAVES BEING STRIPPED OFF TREES FROM HIGH WINDS. (DVN)
0005,UNK,CROTON,LEE,IA,40.58,-91.68,TREES AND POWER LINES DOWN. TIME ESTIMATED. (DVN)
0010,UNK,6 S FAIRFIELD,JEFFERSON,IA,40.92,-91.97,NUMEROUS TREES DOWN. ESTIMATED WIND GUST 60 MPH. (DVN)
0010,UNK,NW WHAT CHEER,KEOKUK,IA,41.4,-92.36,LARGE TREE 4 FEET IN DIAMETER BLOCKING A STREET. ESTIMATED WIND GUST 65 MPH. (DVN)
0015,UNK,5 NW CROTON,VAN BUREN,IA,40.64,-91.74,NUMEROUS TREES AND BRANCHES DOWN BLOCKING STREETS. POWER OUT. (DVN)
0030,UNK,10 E MATADOR,MOTLEY,TX,34.01,-100.65,UTILITY CREWS WORKING TO RESOLVE SUSPECTED WIND RELATED DAMAGES. NO ADDITIONAL DETAILS AVAILABLE ATTM. (LUB)
0030,70,4 W SUTTER,HANCOCK,IL,40.28,-91.43,WIND GUSTS ESTIMATED TO BE 70 MPH ON COUNTY ROAD 12 WEST OF SUTTER. (DVN)
0036,60,2 E MONTICELLO,LEWIS,MO,40.12,-91.67,(LSX)
0040,UNK,LEWISTOWN,LEWIS,MO,40.08,-91.81,TREE AND POWER LINE DAMAGE IN LEWISTOWN (LSX)
0040,UNK,SUTTER,HANCOCK,IL,40.28,-91.35,WINDS ESTIMATED TO BE OVER 70 MPH FLIPPED A CAR OVER. TIME ESTIMATED. RELAYED BY NWS LSX. (DVN)
0040,60,WEST BURLINGTON,DES MOINES,IA,40.82,-91.18,WIND GUSTS WERE ESTIMATED TO BE OVER 60 MPH BY THE HOSPITAL AND FAIRGROUNDS. RELAYED BY A TRAINED SPOTTER. (DVN)
0040,UNK,WEST BURLINGTON,DES MOINES,IA,40.82,-91.18,SHOPPING CARTS BEING BLOWN ACROSS THE PARKING LOT OF A STORE. ONE CART HIT A CAR PARKED IN THE LOT. (DVN)
0047,UNK,1 E ALTOONA,POLK,IA,41.65,-93.46,14 INCH TREE DOWN. (DMX)
0048,65,GREEN CASTLE,SULLIVAN,MO,40.26,-92.88,PUBLIC REPORT OF 65 TO 75 MPH WINDS. NUMEROUS TREE LIMBS DOWN. (EAX)
0052,70,QUINCY,ADAMS,IL,39.93,-91.39,(LSX)
0056,60,1 NE DALLAS CITY,HENDERSON,IL,40.65,-91.15,WINDS ESTIMATED TO BE OVER 60 MPH BLEW SOME TREES AND POWER LINES DOWN IN THE DALLAS CITY AREA. ONE TREE WAS BLOCKING ROUTE 96 ON THE NORTHEAST SIDE OF TOWN IN HENDERSO (DVN)
0100,UNK,CARTHAGE,HANCOCK,IL,40.41,-91.14,THE TOP OF A TREE SNAPPED OFF AND FELL ONTO SOME POWER LINES SNAPPING ONE LINE AND DAMAGING A POWER POLE ALONG MAIN STREET. CORN FIELDS WERE FLATTENED JUST OUTSIDE OF T (DVN)
0103,UNK,QUINCY,ADAMS,IL,39.93,-91.39,SMALL LIMBS AND POWER LINES DOWN (LSX)
0107,74,QUINCY,ADAMS,IL,39.93,-91.39,STREET FLOODING ALSO OBSERVED...AND WGEM KNOCKED OFF THE AIR LOCALLY ACCORDING TO SPOTTER (LSX)
0110,UNK,BRACEY,MECKLENBURG,VA,36.6,-78.14,TREES DOWN NEAR HIGHWAY 903. (AKQ)
