    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "20",       -194178,       -214871,       -243426,        -48317,        -52589,        -54411,        -59554,        -58384,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "21",        -75578,        -77789,        -93392,        -16559,        -20496,        -21639,        -19095,        -19284,
  "22",         -6405,         -7593,         -7971,         -1739,         -1854,         -2021,         -1979,         -1952,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "23",        -19155,        -19909,        -22674,         -3454,         -6243,         -6456,         -3756,         -3981,
  "24",        -10102,        -10658,        -13238,         -2280,         -2994,         -3062,         -2322,         -2655,
  "25",        -11104,        -11181,        -13633,         -2534,         -2680,         -3017,         -2950,         -3028,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "26",         -6828,         -7121,         -8501,         -1696,         -1706,         -1727,         -1992,         -1786,
  "27",        -20890,        -20199,        -26219,         -4594,         -4746,         -5045,         -5814,         -5599,
  "28",         -1094,         -1128,         -1156,          -262,          -273,          -311,          -282,          -283,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "29",       -130449,       -152507,       -184615,        -34654,        -36551,        -40568,        -40734,        -43939,
  "30",       -130215,       -152275,       -184388,        -34589,        -36498,        -40519,        -40669,        -43876,
  "31",        -25486,        -39672,        -45781,         -8403,         -9740,        -11641,         -9888,        -11488,
  "32",        -65456,        -71894,        -95871,        -16109,        -16777,        -18688,        -20320,        -21551,
  "33",        -39273,        -40709,        -42736,        -10077,         -9981,        -10190,        -10461,        -10837,
  "34",          -234,          -232,          -227,           -65,           -53,           -49,           -65,           -63,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "35",          -872,         -1295,         -1293,          -286,          -169,          -401,          -439,          -277,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "36",          -563,          -676,          -505,          -181,          -119,          -234,          -142,          -166,
  "37",         -1399,         -1382,         -1442,          -329,          -330,          -339,          -384,          -351,
  "38",          1090,           763,           654,           224,           280,           172,            87,           240,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "39",           148,            97,           156,            37,            37,            37,           -14,            38,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "40",       -262645,       -291055,       -367391,        -55523,       -150267,        -43720,        -41545,       -159373,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "41",         -2735,          5477,         -6013,          5295,           348,          -103,           -63,          -379,
  "42",             0,             0,             0,             0,             0,             0,             0,             0,
  "43",             0,             0,             0,             0,             0,             0,             0,             0,
  "44",             0,             0,             0,             0,             0,             0,             0,             0,
  "45",         -2735,          5477,         -6013,          5295,           348,          -103,           -63,          -379,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "46",           655,           504,           545,           206,            61,            87,           150,           256,
  "47",          -278,          -335,          -451,           -62,           -36,          -197,           -40,           -73,
  "48",           915,           928,           939,           294,            91,           288,           255,           295,
  "49",            18,           -89,            57,           -26,             6,            -4,           -65,            34,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "50",       -260565,       -297036,       -361923,        -61024,       -150676,        -43704,        -41632,       -159250,
  "51",        -84331,        -80201,        -77213,        -24975,         -9533,        -31986,        -13707,        -24658,
  "52",        -95788,        -53290,        -99354,         18187,        -52826,        -16326,         -2325,         -9650,
  "53",        -30108,        -63633,        -78060,        -47816,        -13371,         15012,        -17458,        -40758,
  "54",        -50338,        -99912,       -107296,         -6420,        -74946,        -10404,         -8142,        -84184,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "55",        381680,        523279,        655195,        110557,        191238,         94497,        126987,        213749,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "56",          5975,        -15029,         -5105,         -4534,         -9740,          -950,           195,          2088,
  "57",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
  "58",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
  "59",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
  "60",          -708,         -1287,          -293,          -414,          -594,          -441,           162,          -249,
  "61",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
  "62",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "63",        375705,        538308,        660300,        115091,        200978,         95447,        126792,        211661,
  "64",        153196,        238200,        222934,         27375,        132768,         31048,         47009,         26112,
  "65",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
  "66",        187739,        227021,        348638,         50083,         50751,         64192,         61995,        106852,
  "67",             0,             0,             0,             0,             0,             0,             0,             0,
  "68",         18286,         90635,        121178,         42970,         27630,         -4454,         24489,         82428,
  "69",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",        "(17)",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "70",        -85812,       -171340,       -202404,        -48731,        -25056,        -29295,        -68258,        -38198,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "71",        -34858,        -52101,        -64633,         -7200,        -12251,        -16544,        -16106,        -14249,
  "72",         19575,         20547,          9627,          6224,          3315,          4621,          6387,          4627,
  "73",        -15283,        -31554,        -55006,          -976,         -8936,        -11923,         -9719,         -9622,
  "74",        -17216,        -28132,        -29257,         -5078,         -6847,         -9195,         -7012,         -6317,
  "75",          -872,         -1295,         -1293,          -286,          -169,          -401,          -439,          -277,
  "76",        -33371,        -60981,        -85556,         -6340,        -15952,        -21519,        -17170,        -16216,
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",         "NSA",         "NSA",         "NSA",          "NSA"
"Line",     "2000:II",    "2000:III",     "2000:IV",    "2001:I/p/"
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
   "1",        110191,        108286,        113025,         110817
    "",            "",            "",            "",             ""
   "2",         70775,         69489,         73502,          72455
    "",            "",            "",            "",             ""
   "3",         44846,         42620,         47192,          47894
    "",            "",            "",            "",             ""
   "4",         25929,         26869,         26310,          24561
   "5",           918,           719,           738,            904
    "",            "",            "",            "",             ""
   "6",          7062,          7633,          6328,           5407
   "7",          1826,          2009,          1680,           1375
   "8",          2336,          2501,          2296,           2197
    "",            "",            "",            "",             ""
   "9",          4461,          4359,          4919,           4586
  "10",          9284,          9603,         10304,          10046
  "11",            42,            45,            45,             46
    "",            "",            "",            "",             ""
  "12",         39416,         38797,         39523,          38362
  "13",         39378,         38760,         39485,          38323
  "14",         16738,         15891,         16098,          16605
  "15",         22493,         22626,         23194,          21432
  "16",           147,           243,           193,            286
  "17",            38,            37,            38,             39
    "",            "",            "",            "",             ""
  "18",       -132489,       -133263,       -134074,        -131168
    "",            "",            "",            "",             ""
  "19",        -84736,        -86669,        -87745,         -84867
    "",            "",            "",            "",             ""
  "20",        -59856,        -60335,        -64851,         -63104
    "",            "",            "",            "",             ""
  "21",        -24880,        -26334,        -22894,         -21763
  "22",         -1956,         -2047,         -2016,          -2165
    "",            "",            "",            "",             ""
  "23",         -7285,         -7293,         -4115,          -3892
  "24",         -3903,         -4010,         -2670,          -2758
  "25",         -3345,         -3660,         -3600,          -3404
    "",            "",            "",            "",             ""
  "26",         -1804,         -2160,         -2751,          -2228
  "27",         -6300,         -6872,         -7448,          -7020
  "28",          -287,          -292,          -294,           -296
    "",            "",            "",            "",             ""
  "29",        -47753,        -46594,        -46329,         -46301
  "30",        -47702,        -46546,        -46264,         -46237
  "31",        -13304,        -10830,        -10159,         -11588
  "32",        -23633,        -25067,        -25620,         -24291
  "33",        -10765,        -10649,        -10485,         -10358
  "34",           -51,           -48,           -65,            -64
    "",            "",            "",            "",             ""
  "35",          -203,          -344,          -469,           -384
    "",            "",            "",            "",             ""
  "36",          -134,          -127,           -78,           -173
  "37",          -341,          -352,          -398,           -375
  "38",           272,           135,             7,            164
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
  "39",            38,            40,            40,             35
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
  "40",        -38750,        -93346,        -75922,        -108807
    "",            "",            "",            "",             ""
  "41",          -310,         -4124,         -1200,            250
  "42",             0,             0,             0,              0
  "43",             0,             0,             0,              0
  "44",             0,             0,             0,              0
  "45",          -310,         -4124,         -1200,            250
    "",            "",            "",            "",             ""
  "46",            29,            14,           246,            196
  "47",           -39,          -308,           -31,            -13
  "48",            86,           311,           247,            237
  "49",           -18,            11,            30,            -28
    "",            "",            "",            "",             ""
  "50",        -38469,        -89236,        -74968,        -109253
  "51",        -18119,        -19766,        -14670,         -13679
  "52",        -33739,        -34253,        -21712,         -23064
  "53",        -10165,        -26764,          -373,              0
  "54",         23554,         -8453,        -38213,         -72510
    "",            "",            "",            "",             ""
  "55",        134180,        174383,        132883,         145562
    "",            "",            "",            "",             ""
  "56",          2701,          -402,         -9492,          -1709
  "57",        "(17)",        "(17)",        "(17)",         "(17)"
  "58",        "(17)",        "(17)",        "(17)",         "(17)"
  "59",        "(17)",        "(17)",        "(17)",         "(17)"
  "60",          -132,            69,            19,           -339
  "61",        "(17)",        "(17)",        "(17)",         "(17)"
  "62",        "(17)",        "(17)",        "(17)",         "(17)"
    "",            "",            "",            "",             ""
  "63",        131479,        174785,        142375,         147271
  "64",         70380,         63282,         63160,          34500
  "65",        "(17)",        "(17)",        "(17)",         "(17)"
  "66",         73896,         86802,         81088,          95143
  "67",             0,             0,             0,              0
  "68",         -4624,         15273,         28101,              0
  "69",        "(17)",        "(17)",        "(17)",         "(17)"
    "",            "",            "",            "",             ""
  "70",        -72967,        -55756,        -35483,         -16055
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
    "",            "",            "",            "",             ""
  "71",        -15010,        -17715,        -17659,         -15210
  "72",          1049,           535,          3416,           2798
  "73",        -13961,        -17180,        -14243,         -12412
  "74",         -8337,         -7797,         -6806,          -7939
  "75",          -203,          -344,          -469,           -384
  "76",        -22501,        -25321,        -21518,         -20735
