

"tblid","profln","totcest","totcme","cest","cme"
"S0201","          36","      8.0","               +/-0.4","               3.8","               +/-0.7"
"S0201","          37","      6.7","               +/-0.3","               6.3","               +/-0.9"
"S0201","          38","      2.1","               +/-0.1","               3.0","               +/-0.5"
" ","          38"," "," "," "," "
" ","          39"," "," "," "," "
"S0201","          39","1,039,619","             +/-6,525","           118,306","             +/-5,072"
"S0201","          40","     65.9","               +/-0.6","              59.6","               +/-2.0"
"S0201","          41","     32.4","               +/-0.7","              27.8","               +/-1.9"
"S0201","          42","     49.3","               +/-0.7","              47.5","               +/-2.2"
"S0201","          43","     23.4","               +/-0.6","              21.1","               +/-1.9"
"S0201","          44","     11.6","               +/-0.5","               8.6","               +/-1.3"
"S0201","          45","      6.8","               +/-0.4","               5.5","               +/-1.1"
"S0201","          46","     34.1","               +/-0.6","              40.4","               +/-2.0"
"S0201","          47","     16.6","               +/-0.5","              18.8","               +/-1.4"
"S0201","          48","     11.7","               +/-0.4","              12.8","               +/-1.4"
"S0201","          49","      4.9","               +/-0.3","               6.0","               +/-1.0"
"S0201","          50","     17.5","               +/-0.4","              21.6","               +/-1.7"
"S0201","          51","     13.9","               +/-0.4","              18.1","               +/-1.7"
"S0201","          52","      3.6","               +/-0.2","               3.6","               +/-0.7"
" ","          52"," "," "," "," "
"S0201","          53","     2.72","              +/-0.02","              2.40","              +/-0.06"
"S0201","          54","     3.33","              +/-0.03","              3.07","              +/-0.08"
" ","          54"," "," "," "," "
" ","          55"," "," "," "," "
"S0201","          55","2,319,796","               +/-417","           236,585","             +/-8,095"
"S0201","          56","     49.7","               +/-0.6","              49.0","               +/-1.8"
"S0201","          57","      5.0","               +/-0.2","               5.1","               +/-0.6"
"S0201","          58","      9.9","               +/-0.3","              13.1","               +/-1.1"
"S0201","          59","      2.1","               +/-0.2","               1.2","               +/-0.3"
"S0201","          60","     33.2","               +/-0.4","              31.6","               +/-1.5"
" ","          60"," "," "," "," "
"S0201","          61","1,162,346","               +/-260","           116,539","             +/-5,030"
"S0201","          62","     50.6","               +/-0.7","              49.0","               +/-2.1"
"S0201","          63","      2.0","               +/-0.2","               2.2","               +/-0.7"
"S0201","          64","      7.9","               +/-0.4","              10.5","               +/-1.4"
"S0201","          65","      1.7","               +/-0.2","               0.9","               +/-0.4"
"S0201","          66","     37.9","               +/-0.5","              37.3","               +/-2.4"
" ","          66"," "," "," "," "
"S0201","          67","1,157,450","               +/-438","           120,046","             +/-5,305"
"S0201","          68","     48.9","               +/-0.7","              48.9","               +/-2.6"
"S0201","          69","      8.0","               +/-0.3","               7.9","               +/-1.1"
"S0201","          70","     12.0","               +/-0.5","              15.6","               +/-2.0"
"S0201","          71","      2.5","               +/-0.2","               1.5","               +/-0.4"
"S0201","          72","     28.6","               +/-0.5","              26.1","               +/-1.8"
" ","          72"," "," "," "," "
" ","          73"," "," "," "," "
"S0201","          73","  828,257","             +/-7,792","            75,742","             +/-5,438"
"S0201","          74","      6.5","               +/-0.4","               6.1","               +/-1.4"
"S0201","          75","      4.9","               +/-0.4","               4.0","               +/-1.2"
"S0201","          76","     38.3","               +/-0.6","              33.9","               +/-3.1"
"S0201","          77","     20.8","               +/-0.4","              22.3","               +/-2.4"
"S0201","          78","     29.6","               +/-0.6","              33.7","               +/-2.9"
" ","          78"," "," "," "," "
"S0201","          79","  415,775","             +/-5,552","            37,248","             +/-3,176"
"S0201","          80","     65.4","               +/-1.0","              67.1","               +/-3.6"
"S0201","          81","     27.6","               +/-0.9","              26.9","               +/-3.5"
"S0201","          82","  412,482","             +/-5,813","            38,494","             +/-3,497"
"S0201","          83","     62.4","               +/-1.0","              53.4","               +/-4.8"
"S0201","          84","     31.5","               +/-0.9","              40.4","               +/-4.5"
" ","          84"," "," "," "," "
" ","          85"," "," "," "," "
"S0201","          85","1,858,508","               +/-705","           193,757","             +/-7,023"
"S0201","          86","     15.1","               +/-0.5","               4.7","               +/-0.7"
"S0201","          87","     21.2","               +/-0.6","              19.3","               +/-1.3"
"S0201","          88","     30.3","               +/-0.5","              36.1","               +/-1.5"
"S0201","          89","     20.6","               +/-0.4","              24.4","               +/-1.4"
"S0201","          90","     12.7","               +/-0.4","              15.5","               +/-1.4"
" ","          90"," "," "," "," "
"S0201","          91","     84.9","               +/-0.5","              95.3","               +/-0.7"
"S0201","          92","     85.1","               +/-0.6","              95.8","               +/-1.1"
"S0201","          93","     84.6","               +/-0.6","              94.9","               +/-1.0"
"S0201","          94","     33.3","               +/-0.5","              39.9","               +/-1.8"
"S0201","          95","     34.3","               +/-0.8","              42.3","               +/-2.7"
"S0201","          96","     32.5","               +/-0.7","              37.6","               +/-2.1"
" ","          96"," "," "," "," "
" ","          97"," "," "," "," "
"S0201","          97","  759,777","             +/-2,015","            73,227","             +/-3,820"
"S0201","          98","   41,414","             +/-3,335","             4,080","             +/-1,095"
"S0201","          99","   10,785","             +/-1,811","               697","               +/-459"
"S0201","         100","     26.0","               +/-3.7","              17.1","              +/-10.1"
" ","         100"," "," "," "," "
" ","         101"," "," "," "," "
"S0201","         101","1,639,626","*****","           173,854","             +/-6,736"
"S0201","         102","      3.9","               +/-0.3","               1.8","               +/-0.5"
"S0201","         103","     34.6","               +/-3.6","              25.7","              +/-10.8"
" ","         103"," "," "," "," "
" ","         104"," "," "," "," "
"S0201","         104","2,120,835","             +/-3,044","           215,684","             +/-7,616"
"S0201","         105","     12.3","               +/-0.3","              17.4","               +/-1.4"
" ","         105"," "," "," "," "
" ","         106"," "," "," "," "
"S0201","         106","2,611,640","             +/-3,107","           257,193","            +/-10,675"
"S0201","         107","     12.1","               +/-0.4","              13.4","               +/-1.1"
"S0201","         108","  440,539","             +/-2,708","            37,121","             +/-4,363"
"S0201","         109","      5.0","               +/-0.6","               5.8","               +/-1.7"
"S0201","         110","1,853,049","             +/-4,336","           184,558","             +/-7,132"
"S0201","         111","      9.3","               +/-0.4","              10.2","               +/-1.2"
"S0201","         112","     90.7","               +/-0.4","              89.8","               +/-1.2"
"S0201","         113","  318,052","               +/-838","            35,514","             +/-2,596"
"S0201","         114","     38.6","               +/-1.2","              37.6","               +/-3.9"
" ","         114"," "," "," "," "
" ","         115"," "," "," "," "
"S0201","         115","2,896,782","             +/-3,390","           283,932","            +/-10,762"
"S0201","         116","     80.2","               +/-0.8","              81.0","               +/-1.6"
"S0201","         117","     18.5","               +/-0.7","              18.5","               +/-1.6"
"S0201","         118","     13.0","               +/-0.6","              12.8","               +/-1.5"
"S0201","         119","      5.5","               +/-0.3","               5.7","               +/-0.8"
"S0201","         120","      2.4","               +/-0.2","               2.0","               +/-0.4"
"S0201","         121","      3.1","               +/-0.3","               3.7","               +/-0.7"
"S0201","         122","      1.3","               +/-0.2","               0.4","               +/-0.2"
" ","         122"," "," "," "," "
" ","         123"," "," "," "," "
"S0201","         123","2,941,454","*****","           286,953","            +/-10,804"
"S0201","         124","2,255,337","            +/-12,348","           282,751","            +/-10,742"
"S0201","         125","     51.1","               +/-0.2","              49.9","               +/-1.3"
"S0201","         126","     48.9","               +/-0.2","              50.1","               +/-1.3"
"S0201","         127","  686,117","            +/-12,348","             4,202","               +/-981"
"S0201","         128","     47.7","               +/-0.7","              39.4","               +/-9.6"
"S0201","         129","     52.3","               +/-0.7","              60.6","               +/-9.6"
"S0201","         130","  312,190","             +/-9,230","             3,046","               +/-815"
"S0201","         131","     45.8","               +/-1.1","              37.8","              +/-11.9"
"S0201","         132","     54.2","               +/-1.1","              62.2","              +/-11.9"
"S0201","         133","  373,927","            +/-10,393","             1,156","               +/-486"
"S0201","         134","     49.3","               +/-1.1","              43.7","              +/-17.9"
"S0201","         135","     50.7","               +/-1.1","              56.3","              +/-17.9"
" ","         136"," "," "," "," "
"S0201","         136","     19.9","               +/-1.2","               5.9","               +/-4.5"
"S0201","         137","     28.6","               +/-1.2","               9.9","               +/-7.1"
"S0201","         138","     51.5","               +/-1.3","              84.2","               +/-7.7"
" ","         138"," "," "," "," "
" ","         139"," "," "," "," "
"S0201","         139","  686,117","            +/-12,348","             4,202","               +/-981"
"S0201","         140","      8.1","               +/-0.6","              43.1","              +/-12.7"
"S0201","         141","     33.2","               +/-0.8","               2.8","               +/-3.4"
"S0201","         142","      2.4","               +/-0.5","               0.0","               +/-4.5"
"S0201","         143","      0.7","               +/-0.2","               2.4","               +/-2.8"
"S0201","         144","     53.0","               +/-1.1","              18.9","              +/-11.1"
"S0201","         145","      2.6","               +/-0.4","              32.7","               +/-8.9"
" ","         145"," "," "," "," "
" ","         146"," "," "," "," "
"S0201","         146","2,720,294","               +/-309","           269,518","            +/-10,607"
"S0201","         147","     64.1","               +/-0.6","              96.5","               +/-0.6"
"S0201","         148","     35.9","               +/-0.6","               3.5","               +/-0.6"
"S0201","         149","     16.3","               +/-0.4","               0.6","               +/-0.2"
" ","         149"," "," "," "," "
" ","         150"," "," "," "," "
"S0201","         150","2,279,675","             +/-2,638","           232,397","             +/-7,807"
"S0201","         151","     65.9","               +/-0.5","              67.2","               +/-1.7"
"S0201","         152","     62.6","               +/-0.5","              63.3","               +/-1.6"
"S0201","         153","     59.5","               +/-0.5","              60.8","               +/-1.6"
"S0201","         154","      3.1","               +/-0.2","               2.5","               +/-0.5"
"S0201","         155","      5.0","               +/-0.3","               4.0","               +/-0.8"
"S0201","         156","      3.3","               +/-0.1","               3.9","               +/-0.6"
"S0201","         157","     34.1","               +/-0.5","              32.8","               +/-1.7"
" ","         157"," "," "," "," "
"S0201","         158","1,136,318","             +/-2,191","           117,549","             +/-5,293"
"S0201","         159","     57.7","               +/-0.7","              61.3","               +/-2.3"
"S0201","         160","     56.8","               +/-0.7","              60.2","               +/-2.2"
"S0201","         161","     53.8","               +/-0.7","              57.6","               +/-2.3"
"S0201","         162","      3.0","               +/-0.2","               2.6","               +/-0.7"
"S0201","         163","      5.3","               +/-0.4","               4.3","               +/-1.2"
" ","         163"," "," "," "," "
" ","         164"," "," "," "," "
"S0201","         164","1,391,079","            +/-10,398","           146,122","             +/-5,894"
"S0201","         165","     74.8","               +/-0.7","              77.3","               +/-1.6"
"S0201","         166","     10.8","               +/-0.5","               7.7","               +/-1.1"
"S0201","         167","      3.1","               +/-0.3","               2.1","               +/-0.6"
"S0201","         168","      2.7","               +/-0.2","               2.6","               +/-0.7"
"S0201","         169","      2.0","               +/-0.2","               2.1","               +/-0.6"
"S0201","         170","      6.5","               +/-0.3","               8.2","               +/-1.3"
"S0201","         171","     24.9","               +/-0.3","              24.0","               +/-0.9"
" ","         171"," "," "," "," "
"S0201","         172","1,355,727","            +/-10,551","           141,209","             +/-5,730"
" ","         173"," "," "," "," "
"S0201","         173","     38.6","               +/-0.7","              46.1","               +/-1.9"
"S0201","         174","     17.4","               +/-0.6","              13.6","               +/-1.5"
"S0201","         175","     24.9","               +/-0.6","              26.4","               +/-1.5"
"S0201","         176","      0.4","               +/-0.1","               0.0","               +/-0.1"
"S0201","         177","     10.3","               +/-0.5","               8.8","               +/-1.0"
"S0201","         178","      8.4","               +/-0.4","               5.2","               +/-0.8"
" ","         178"," "," "," "," "
"S0201","         179","  744,059","             +/-6,226","            73,535","             +/-3,952"
"S0201","         180","     36.8","               +/-0.9","              43.1","               +/-2.8"
"S0201","         181","     15.2","               +/-0.8","              13.0","               +/-2.2"
"S0201","         182","     17.9","               +/-0.7","              19.0","               +/-2.0"
"S0201","         183","      0.5","               +/-0.2","               0.0","               +/-0.1"
"S0201","         184","     18.1","               +/-0.9","              16.3","               +/-2.0"
"S0201","         185","     11.5","               +/-0.7","               8.5","               +/-1.5"
" ","         185"," "," "," "," "
"S0201","         186","  611,668","             +/-8,263","            67,674","             +/-3,597"
"S0201","         187","     40.9","               +/-0.9","              49.3","               +/-3.0"
"S0201","         188","     20.1","               +/-0.9","              14.1","               +/-1.9"
"S0201","         189","     33.6","               +/-1.0","              34.4","               +/-2.7"
"S0201","         190","      0.2","               +/-0.1","               0.0","               +/-0.3"
"S0201","         191","      0.7","               +/-0.2","               0.6","               +/-0.3"
"S0201","         192","      4.5","               +/-0.5","               1.6","               +/-0.6"
" ","         192"," "," "," "," "
" ","         193"," "," "," "," "
"S0201","         193","      0.6","               +/-0.1","               0.1","               +/-0.1"
"S0201","         194","      8.6","               +/-0.4","               7.7","               +/-1.1"
"S0201","         195","      8.6","               +/-0.5","               7.8","               +/-1.0"
"S0201","         196","      3.0","               +/-0.2","               2.9","               +/-0.7"
"S0201","         197","     10.8","               +/-0.5","               9.9","               +/-1.3"
"S0201","         198","      3.8","               +/-0.3","               3.2","               +/-0.8"
"S0201","         199","      2.7","               +/-0.2","               2.8","               +/-0.7"
"S0201","         200","      7.8","               +/-0.4","              11.1","               +/-1.3"
"S0201","         201","     14.1","               +/-0.5","              14.4","               +/-1.3"
"S0201","         202","     18.2","               +/-0.6","              20.1","               +/-1.7"
"S0201","         203","     10.6","               +/-0.5","               9.4","               +/-1.3"
"S0201","         204","      5.6","               +/-0.4","               4.4","               +/-0.8"
"S0201","         205","      5.6","               +/-0.3","               6.0","               +/-1.2"
" ","         205"," "," "," "," "
" ","         206"," "," "," "," "
"S0201","         206","     76.2","               +/-0.6","              74.4","               +/-1.7"
"S0201","         207","     15.1","               +/-0.5","              16.9","               +/-1.6"
"S0201","         208","      8.4","               +/-0.3","               8.6","               +/-1.1"
"S0201","         209","      0.3","               +/-0.1","               0.1","               +/-0.1"
" ","         209"," "," "," "," "
" ","         210"," "," "," "," "
"S0201","         210","1,039,619","             +/-6,525","           118,306","             +/-5,072"
"S0201","         211","   59,591","             +/-1,284","            66,129","             +/-3,282"
" ","         211"," "," "," "," "
"S0201","         212","     82.6","               +/-0.5","              81.1","               +/-1.5"
"S0201","         213","   78,251","             +/-1,114","            90,148","             +/-5,817"
"S0201","         214","     22.9","               +/-0.4","              25.6","               +/-1.7"
"S0201","         215","   13,678","               +/-235","            14,240","               +/-693"
"S0201","         216","      3.7","               +/-0.3","               3.0","               +/-0.7"
"S0201","         217","    8,740","               +/-543","             7,454","             +/-1,109"
"S0201","         218","      2.0","               +/-0.2","               1.2","               +/-0.4"
"S0201","         219","    5,992","               +/-562","             6,154","             +/-2,880"
"S0201","         220","     16.7","               +/-0.5","              20.7","               +/-1.7"
"S0201","         221","   22,154","               +/-792","            24,212","             +/-2,070"
"S0201","         222","      2.2","               +/-0.3","               1.1","               +/-0.5"
" ","         222"," "," "," "," "
"S0201","         223","  684,841","             +/-7,224","            70,462","             +/-3,751"
"S0201","         224","   69,099","             +/-1,502","            83,178","             +/-3,369"
"S0201","         225","     74.8","               +/-0.8","              79.8","               +/-2.3"
"S0201","         226","   81,329","             +/-1,370","            93,360","             +/-5,240"
"S0201","         227","      7.5","               +/-0.6","               5.7","               +/-1.4"
"S0201","         228","   50,689","             +/-1,712","            61,375","            +/-11,096"
"S0201","         229","     17.7","               +/-0.7","              14.5","               +/-2.1"
"S0201","         230","   36,002","             +/-1,951","            48,632","             +/-8,596"
" ","         230"," "," "," "," "
"S0201","         231","2,941,454","*****","           286,953","            +/-10,804"
"S0201","         232","   28,763","               +/-340","            36,435","             +/-1,760"
" ","         232"," "," "," "," "
" ","         233"," "," "," "," "
"S0201","         233","  595,540","             +/-7,707","            58,894","             +/-4,209"
"S0201","         234","  359,481","             +/-8,186","            38,626","             +/-2,902"
" ","         235"," "," "," "," "
"S0201","         235","   60,908","             +/-1,131","            74,768","             +/-5,198"
"S0201","         236","   47,073","             +/-1,135","            54,304","             +/-3,620"
" ","         237"," "," "," "," "
"S0201","         237","   45,990","               +/-719","            56,880","             +/-3,244"
"S0201","         238","   37,477","               +/-864","            43,231","             +/-3,302"
" ","         238"," "," "," "," "
" ","         239"," "," "," "," "
"S0201","         239","      8.1","               +/-0.6","               2.7","               +/-0.9"
"S0201","         240","     11.9","               +/-0.9","               3.9","               +/-1.6"
"S0201","         241","      9.3","               +/-1.8","               5.9","               +/-5.2"
"S0201","         242","      4.8","               +/-0.5","               1.5","               +/-0.8"
"S0201","         243","      6.7","               +/-0.8","               1.7","               +/-1.1"
"S0201","         244","      4.9","               +/-1.5","N","N"
"S0201","         245","     21.2","               +/-2.1","              10.0","               +/-4.2"
"S0201","         246","     27.6","               +/-3.0","              13.4","               +/-5.9"
"S0201","         247","     35.0","               +/-7.0","              41.9","              +/-29.0"
" ","         247"," "," "," "," "
"S0201","         248","     11.7","               +/-0.6","               6.1","               +/-1.0"
"S0201","         249","     14.9","               +/-1.4","               2.8","               +/-1.3"
"S0201","         250","     14.5","               +/-1.3","               2.5","               +/-1.2"
"S0201","         251","     14.3","               +/-1.8","               4.8","               +/-3.3"
"S0201","         252","     14.6","               +/-1.5","               1.6","               +/-1.0"
"S0201","         253","     10.5","               +/-0.5","               7.1","               +/-1.0"
"S0201","         254","     10.9","               +/-0.5","               7.2","               +/-1.2"
"S0201","         255","      8.3","               +/-1.0","               6.3","               +/-2.0"
"S0201","         256","      9.4","               +/-0.7","               2.1","               +/-0.7"
"S0201","         257","     20.8","               +/-1.0","              18.8","               +/-2.8"
" ","         257"," "," "," "," "
"S0201","         258","1,039,619","             +/-6,525","           118,306","             +/-5,072"
" ","         259"," "," "," "," "
"S0201","         259","     57.6","               +/-0.7","              62.8","               +/-2.4"
"S0201","         260","     42.4","               +/-0.7","              37.2","               +/-2.4"
" ","         260"," "," "," "," "
"S0201","         261","     2.76","              +/-0.02","              2.53","              +/-0.08"
"S0201","         262","     2.65","              +/-0.04","              2.17","              +/-0.11"
" ","         262"," "," "," "," "
" ","         263"," "," "," "," "
"S0201","         263","     62.7","               +/-0.7","              63.4","               +/-2.6"
"S0201","         264","      6.7","               +/-0.4","               6.8","               +/-1.2"
"S0201","         265","     26.5","               +/-0.6","              24.3","               +/-2.0"
"S0201","         266","      4.1","               +/-0.2","               5.5","               +/-1.1"
" ","         266"," "," "," "," "
" ","         267"," "," "," "," "
"S0201","         267","      9.6","               +/-0.4","               9.1","               +/-1.2"
"S0201","         268","     11.0","               +/-0.5","               9.5","               +/-1.2"
"S0201","         269","     19.6","               +/-0.6","              21.6","               +/-1.9"
"S0201","         270","     38.7","               +/-0.7","              36.2","               +/-2.1"
"S0201","         271","     16.3","               +/-0.5","              18.1","               +/-1.7"
"S0201","         272","      4.8","               +/-0.3","               5.5","               +/-1.1"
" ","         272"," "," "," "," "
" ","         273"," "," "," "," "
"S0201","         273","      6.0","               +/-0.3","               3.5","               +/-0.7"
"S0201","         274","     94.0","               +/-0.3","              96.5","               +/-0.7"
" ","         274"," "," "," "," "
" ","         275"," "," "," "," "
"S0201","         275","     63.6","               +/-0.8","              67.1","               +/-2.2"
"S0201","         276","     30.2","               +/-0.7","              28.3","               +/-2.1"
"S0201","         277","      1.8","               +/-0.2","               1.5","               +/-0.4"
"S0201","         278","      4.4","               +/-0.4","               3.1","               +/-1.0"
" ","         278"," "," "," "," "
" ","         279"," "," "," "," "
"S0201","         279","      2.4","               +/-0.2","               1.4","               +/-0.5"
"S0201","         280","      6.0","               +/-0.4","               1.3","               +/-0.5"
" ","         280"," "," "," "," "
"S0201","         281","  599,242","             +/-8,305","            74,302","             +/-4,258"
" ","         282"," "," "," "," "
"S0201","         282","     55.3","               +/-0.9","              59.6","               +/-2.5"
"S0201","         283","     44.7","               +/-0.9","              40.4","               +/-2.5"
" ","         283"," "," "," "," "
" ","         284"," "," "," "," "
"S0201","         284","  572,000","             +/-4,093","           589,900","            +/-14,243"
"S0201","         285","    2,300","                +/-29","             2,314","                +/-77"
"S0201","         286","      404","                +/-14","               412","                +/-37"
" ","         286"," "," "," "," "
"S0201","         287","  440,377","             +/-8,456","            44,004","             +/-3,468"
" ","         288"," "," "," "," "
"S0201","         288","     47.2","               +/-1.1","              52.2","               +/-4.1"
"S0201","         289","     52.8","               +/-1.1","              47.8","               +/-4.1"
" ","         289"," "," "," "," "
" ","         290"," "," "," "," "
"S0201","         290","    1,131","                +/-13","             1,187","                +/-41"
