"tblid","profln","totcest","totcme","cest","cme"
"S0201","44","9.1","+/-0.3","7.1","+/-1.1"
"S0201","45","6.1","+/-0.2","4.6","+/-0.9"
"S0201","46","34.9","+/-0.4","36.4","+/-1.8"
"S0201","47","16.6","+/-0.3","17.3","+/-1.6"
"S0201","48","12.6","+/-0.3","12.2","+/-1.2"
"S0201","49","4.0","+/-0.2","5.1","+/-1.2"
"S0201","50","18.3","+/-0.4","19.1","+/-1.9"
"S0201","51","15.5","+/-0.3","15.7","+/-1.7"
"S0201","52","2.8","+/-0.2","3.4","+/-0.8"
,"52",,,,
"S0201","53","2.46","+/-0.01","2.45","+/-0.05"
"S0201","54","3.03","+/-0.02","3.06","+/-0.05"
,"54",,,,
,"55",,,,
"S0201","55","4,134,380","+/-1,842","202,577","+/-5,888"
"S0201","56","53.7","+/-0.4","53.5","+/-1.3"
"S0201","57","5.6","+/-0.1","4.2","+/-0.5"
"S0201","58","9.3","+/-0.2","9.8","+/-0.9"
"S0201","59","1.2","+/-0.1","0.7","+/-0.2"
"S0201","60","30.3","+/-0.3","31.8","+/-1.5"
,"60",,,,
"S0201","61","2,040,336","+/-2,217","97,877","+/-4,016"
"S0201","62","54.8","+/-0.4","54.3","+/-2.0"
"S0201","63","2.2","+/-0.1","1.8","+/-0.4"
"S0201","64","8.4","+/-0.3","9.5","+/-1.2"
"S0201","65","1.0","+/-0.1","0.4","+/-0.2"
"S0201","66","33.6","+/-0.4","34.0","+/-2.1"
,"66",,,,
"S0201","67","2,094,044","+/-2,259","104,700","+/-3,938"
"S0201","68","52.6","+/-0.5","52.8","+/-1.7"
"S0201","69","8.8","+/-0.2","6.5","+/-0.9"
"S0201","70","10.2","+/-0.3","10.1","+/-1.4"
"S0201","71","1.3","+/-0.1","0.9","+/-0.4"
"S0201","72","27.0","+/-0.4","29.8","+/-1.7"
,"72",,,,
,"73",,,,
"S0201","73","1,349,143","+/-8,947","68,905","+/-4,117"
"S0201","74","6.4","+/-0.2","6.6","+/-1.3"
"S0201","75","4.7","+/-0.2","5.0","+/-1.0"
"S0201","76","40.1","+/-0.4","40.7","+/-2.6"
"S0201","77","22.9","+/-0.3","23.3","+/-1.8"
"S0201","78","26.0","+/-0.4","24.3","+/-2.4"
,"78",,,,
"S0201","79","667,042","+/-5,802","31,581","+/-2,256"
"S0201","80","70.3","+/-0.7","72.0","+/-3.4"
"S0201","81","23.4","+/-0.6","21.6","+/-3.4"
"S0201","82","682,101","+/-6,740","37,324","+/-2,772"
"S0201","83","65.0","+/-0.6","66.7","+/-4.0"
"S0201","84","28.5","+/-0.6","26.6","+/-3.5"
,"84",,,,
,"85",,,,
"S0201","85","3,387,448","+/-2,836","162,913","+/-5,194"
"S0201","86","9.3","+/-0.2","7.1","+/-0.7"
"S0201","87","28.6","+/-0.3","30.9","+/-1.2"
"S0201","88","31.6","+/-0.3","32.2","+/-1.4"
"S0201","89","20.8","+/-0.3","19.9","+/-1.3"
"S0201","90","9.6","+/-0.2","9.9","+/-0.9"
,"90",,,,
"S0201","91","90.7","+/-0.2","92.9","+/-0.7"
"S0201","92","90.0","+/-0.3","92.2","+/-1.1"
"S0201","93","91.3","+/-0.3","93.5","+/-1.0"
"S0201","94","30.4","+/-0.4","29.8","+/-1.4"
"S0201","95","31.0","+/-0.5","29.9","+/-1.9"
"S0201","96","29.9","+/-0.5","29.7","+/-1.9"
,"96",,,,
,"97",,,,
"S0201","97","1,319,404","+/-3,035","69,874","+/-3,368"
"S0201","98","78,025","+/-3,929","3,636","+/-639"
"S0201","99","19,464","+/-2,069","644","+/-343"
"S0201","100","24.9","+/-2.2","17.7","+/-8.7"
,"100",,,,
,"101",,,,
"S0201","101","3,044,549","+/-3,019","144,982","+/-4,653"
"S0201","102","1.8","+/-0.1","1.5","+/-0.4"
"S0201","103","39.3","+/-3.5","43.3","+/-14.3"
,"103",,,,
,"104",,,,
"S0201","104","3,905,954","+/-1,341","190,569","+/-5,606"
"S0201","105","10.5","+/-0.2","10.2","+/-0.8"
,"105",,,,
,"106",,,,
"S0201","106","4,751,591","+/-1,698","237,871","+/-7,613"
"S0201","107","12.5","+/-0.2","11.5","+/-0.9"
"S0201","108","759,657","+/-3,568","41,009","+/-3,593"
"S0201","109","6.1","+/-0.4","7.3","+/-2.2"
"S0201","110","3,404,922","+/-3,624","172,960","+/-5,480"
"S0201","111","10.1","+/-0.2","9.2","+/-0.9"
"S0201","112","89.9","+/-0.2","90.8","+/-0.9"
"S0201","113","587,012","+/-1,479","23,902","+/-1,674"
"S0201","114","34.8","+/-0.7","35.0","+/-3.9"
,"114",,,,
,"115",,,,
"S0201","115","5,097,380","+/-2,938","252,384","+/-8,283"
"S0201","116","85.3","+/-0.4","88.1","+/-1.2"
"S0201","117","14.2","+/-0.3","11.8","+/-1.1"
"S0201","118","7.6","+/-0.3","6.4","+/-0.8"
"S0201","119","6.5","+/-0.2","5.4","+/-0.8"
"S0201","120","4.4","+/-0.2","3.8","+/-0.6"
"S0201","121","2.2","+/-0.2","1.6","+/-0.5"
"S0201","122","0.5","+/-0.1","0.1","+/-0.1"
,"122",,,,
,"123",,,,
"S0201","123","5,167,101","*****","255,638","+/-8,407"
"S0201","124","4,827,865","+/-9,604","252,294","+/-8,290"
"S0201","125","49.6","+/-0.1","48.6","+/-1.2"
"S0201","126","50.4","+/-0.1","51.4","+/-1.2"
"S0201","127","339,236","+/-9,604","3,344","+/-798"
"S0201","128","50.6","+/-0.9","53.6","+/-11.4"
"S0201","129","49.4","+/-0.9","46.4","+/-11.4"
"S0201","130","148,080","+/-5,899","2,009","+/-595"
"S0201","131","48.3","+/-1.5","55.1","+/-13.6"
"S0201","132","51.7","+/-1.5","44.9","+/-13.6"
"S0201","133","191,156","+/-8,943","1,335","+/-537"
"S0201","134","52.3","+/-1.4","51.4","+/-19.7"
"S0201","135","47.7","+/-1.4","48.6","+/-19.7"
,"136",,,,
"S0201","136","33.1","+/-1.7","7.2","+/-4.7"
"S0201","137","35.0","+/-1.4","18.2","+/-8.7"
"S0201","138","31.9","+/-1.6","74.6","+/-10.0"
,"138",,,,
,"139",,,,
"S0201","139","339,236","+/-9,604","3,344","+/-798"
"S0201","140","13.1","+/-0.9","N","N"
"S0201","141","36.3","+/-1.2","N","N"
"S0201","142","18.8","+/-1.4","N","N"
"S0201","143","0.3","+/-0.1","N","N"
"S0201","144","27.9","+/-1.2","N","N"
"S0201","145","3.7","+/-0.5","N","N"
,"145",,,,
,"146",,,,
"S0201","146","4,819,697","+/-1,614","239,414","+/-7,600"
"S0201","147","90.4","+/-0.3","96.8","+/-0.5"
"S0201","148","9.6","+/-0.3","3.2","+/-0.5"
"S0201","149","4.0","+/-0.2","0.7","+/-0.3"
,"149",,,,
,"150",,,,
"S0201","150","4,059,085","+/-3,261","198,374","+/-5,754"
"S0201","151","71.2","+/-0.3","74.9","+/-1.3"
"S0201","152","71.1","+/-0.3","74.8","+/-1.3"
"S0201","153","67.4","+/-0.3","71.2","+/-1.4"
"S0201","154","3.7","+/-0.1","3.5","+/-0.6"
"S0201","155","5.2","+/-0.2","4.7","+/-0.8"
"S0201","156","0.1","+/-0.1","0.1","+/-0.1"
"S0201","157","28.8","+/-0.3","25.1","+/-1.3"
,"157",,,,
"S0201","158","2,058,346","+/-2,862","102,131","+/-3,955"
"S0201","159","66.5","+/-0.4","69.9","+/-1.8"
"S0201","160","66.4","+/-0.4","69.9","+/-1.8"
"S0201","161","63.2","+/-0.4","66.9","+/-1.8"
"S0201","162","3.2","+/-0.2","3.0","+/-0.8"
"S0201","163","4.9","+/-0.3","4.3","+/-1.2"
,"163",,,,
,"164",,,,
"S0201","164","2,670,719","+/-12,142","138,445","+/-5,180"
"S0201","165","78.1","+/-0.4","80.6","+/-1.4"
"S0201","166","9.3","+/-0.3","8.2","+/-1.0"
"S0201","167","3.0","+/-0.2","2.3","+/-0.6"
"S0201","168","3.1","+/-0.1","2.6","+/-0.5"
"S0201","169","1.5","+/-0.1","1.6","+/-0.4"
"S0201","170","4.9","+/-0.2","4.6","+/-0.6"
"S0201","171","22.0","+/-0.2","22.1","+/-0.6"
,"171",,,,
"S0201","172","2,736,118","+/-11,490","141,334","+/-5,237"
,"173",,,,
"S0201","173","36.5","+/-0.4","35.7","+/-1.4"
"S0201","174","15.4","+/-0.3","14.1","+/-1.2"
"S0201","175","25.4","+/-0.3","26.3","+/-1.6"
"S0201","176","0.7","+/-0.1","0.7","+/-0.2"
"S0201","177","8.5","+/-0.2","9.2","+/-1.1"
"S0201","178","13.5","+/-0.3","14.1","+/-1.2"
,"178",,,,
"S0201","179","1,435,026","+/-7,864","72,998","+/-3,605"
"S0201","180","34.1","+/-0.5","33.6","+/-2.4"
"S0201","181","11.2","+/-0.4","9.3","+/-1.5"
"S0201","182","18.2","+/-0.5","18.2","+/-1.8"
"S0201","183","1.1","+/-0.1","0.8","+/-0.4"
"S0201","184","15.6","+/-0.4","17.0","+/-2.1"
"S0201","185","19.8","+/-0.5","21.1","+/-2.0"
,"185",,,,
"S0201","186","1,301,092","+/-9,032","68,336","+/-3,370"
"S0201","187","39.1","+/-0.5","37.9","+/-2.2"
"S0201","188","20.1","+/-0.6","19.3","+/-1.9"
"S0201","189","33.3","+/-0.5","35.0","+/-2.4"
"S0201","190","0.3","+/-0.1","0.5","+/-0.3"
"S0201","191","0.7","+/-0.1","0.8","+/-0.6"
"S0201","192","6.5","+/-0.3","6.6","+/-1.4"
,"192",,,,
,"193",,,,
"S0201","193","2.4","+/-0.1","2.2","+/-0.4"
"S0201","194","6.7","+/-0.2","8.1","+/-1.1"
"S0201","195","14.6","+/-0.3","16.4","+/-1.1"
"S0201","196","3.6","+/-0.2","3.4","+/-0.5"
"S0201","197","11.3","+/-0.3","10.6","+/-1.0"
"S0201","198","4.5","+/-0.2","4.4","+/-0.8"
"S0201","199","2.3","+/-0.1","2.5","+/-0.6"
"S0201","200","7.6","+/-0.2","7.5","+/-0.9"
"S0201","201","9.3","+/-0.3","9.3","+/-1.1"
"S0201","202","22.5","+/-0.4","20.4","+/-1.3"
"S0201","203","7.8","+/-0.3","7.7","+/-0.9"
"S0201","204","4.2","+/-0.2","3.9","+/-0.5"
"S0201","205","3.2","+/-0.1","3.5","+/-0.8"
,"205",,,,
,"206",,,,
"S0201","206","80.9","+/-0.4","81.2","+/-1.4"
"S0201","207","12.0","+/-0.3","12.3","+/-1.2"
"S0201","208","6.8","+/-0.2","6.3","+/-0.7"
"S0201","209","0.2","+/-0.1","0.2","+/-0.1"
,"209",,,,
,"210",,,,
"S0201","210","2,042,297","+/-7,113","100,847","+/-4,090"
"S0201","211","54,023","+/-445","56,834","+/-2,124"
,"211",,,,
"S0201","212","83.1","+/-0.2","85.8","+/-1.3"
"S0201","213","69,427","+/-645","72,185","+/-3,084"
"S0201","214","24.5","+/-0.2","20.7","+/-1.7"
"S0201","215","14,221","+/-138","14,287","+/-564"
"S0201","216","2.7","+/-0.1","2.1","+/-0.5"
"S0201","217","7,707","+/-259","8,089","+/-1,294"
"S0201","218","3.1","+/-0.2","2.2","+/-0.7"
"S0201","219","2,860","+/-274","2,446","+/-1,066"
"S0201","220","15.0","+/-0.3","13.3","+/-1.3"
"S0201","221","19,322","+/-427","17,881","+/-1,986"
"S0201","222","5.0","+/-0.2","3.1","+/-0.8"
,"222",,,,
"S0201","223","1,330,451","+/-9,270","64,095","+/-2,910"
"S0201","224","66,809","+/-485","72,194","+/-2,626"
"S0201","225","80.0","+/-0.5","82.9","+/-1.9"
"S0201","226","75,312","+/-571","79,027","+/-3,349"
"S0201","227","6.0","+/-0.3","5.9","+/-1.2"
"S0201","228","44,189","+/-2,636","44,836","+/-10,078"
"S0201","229","13.9","+/-0.4","11.2","+/-1.8"
"S0201","230","32,331","+/-986","34,769","+/-3,946"
,"230",,,,
"S0201","231","5,167,101","*****","255,638","+/-8,407"
"S0201","232","27,591","+/-218","28,627","+/-1,236"
,"232",,,,
,"233",,,,
"S0201","233","1,022,141","+/-9,023","53,167","+/-2,835"
"S0201","234","700,767","+/-8,767","36,872","+/-2,579"
,"235",,,,
"S0201","235","59,625","+/-710","59,696","+/-3,887"
"S0201","236","42,791","+/-582","44,345","+/-2,678"
,"237",,,,
"S0201","237","46,349","+/-354","46,735","+/-1,279"
"S0201","238","35,611","+/-296","37,222","+/-1,181"
,"238",,,,
,"239",,,,
"S0201","239","6.5","+/-0.3","4.2","+/-1.2"
"S0201","240","10.3","+/-0.5","5.7","+/-2.0"
"S0201","241","13.3","+/-1.5","8.1","+/-5.5"
"S0201","242","2.7","+/-0.2","1.1","+/-0.5"
"S0201","243","3.7","+/-0.5","0.5","+/-0.5"
"S0201","244","3.5","+/-1.0","N","N"
"S0201","245","24.4","+/-1.7","19.8","+/-6.0"
"S0201","246","30.3","+/-2.0","21.5","+/-7.7"
"S0201","247","44.4","+/-5.0","23.7","+/-19.8"
,"247",,,,
"S0201","248","9.8","+/-0.3","6.3","+/-0.9"
"S0201","249","12.2","+/-0.6","5.6","+/-1.7"
"S0201","250","11.8","+/-0.6","5.3","+/-1.7"
"S0201","251","14.6","+/-1.0","5.2","+/-2.9"
"S0201","252","10.7","+/-0.7","5.3","+/-1.8"
"S0201","253","9.0","+/-0.2","6.6","+/-0.8"
"S0201","254","9.1","+/-0.3","6.5","+/-0.9"
"S0201","255","8.1","+/-0.5","7.7","+/-1.7"
"S0201","256","7.0","+/-0.3","3.6","+/-0.9"
"S0201","257","20.8","+/-0.5","17.6","+/-1.8"
,"257",,,,
"S0201","258","2,042,297","+/-7,113","100,847","+/-4,090"
,"259",,,,
"S0201","259","76.3","+/-0.4","80.2","+/-2.0"
"S0201","260","23.7","+/-0.4","19.8","+/-2.0"
,"260",,,,
"S0201","261","2.59","+/-0.01","2.59","+/-0.05"
"S0201","262","2.03","+/-0.03","1.88","+/-0.12"
,"262",,,,
,"263",,,,
"S0201","263","76.3","+/-0.4","79.4","+/-1.9"
"S0201","264","4.1","+/-0.2","4.4","+/-0.9"
"S0201","265","16.2","+/-0.3","12.5","+/-1.7"
"S0201","266","3.4","+/-0.1","3.7","+/-0.9"
,"266",,,,
,"267",,,,
"S0201","267","10.7","+/-0.3","12.0","+/-1.4"
"S0201","268","14.1","+/-0.3","13.9","+/-1.3"
"S0201","269","13.7","+/-0.4","13.8","+/-1.4"
"S0201","270","27.1","+/-0.4","27.5","+/-1.8"
"S0201","271","15.9","+/-0.3","14.7","+/-1.4"
"S0201","272","18.6","+/-0.3","18.0","+/-1.6"
,"272",,,,
,"273",,,,
"S0201","273","6.4","+/-0.2","4.3","+/-0.9"
"S0201","274","93.6","+/-0.2","95.7","+/-0.9"
,"274",,,,
,"275",,,,
"S0201","275","78.7","+/-0.4","80.6","+/-1.4"
"S0201","276","12.9","+/-0.3","11.0","+/-1.3"
"S0201","277","7.9","+/-0.2","8.0","+/-0.8"
"S0201","278","0.5","+/-0.1","0.3","+/-0.2"
,"278",,,,
,"279",,,,
"S0201","279","4.2","+/-0.2","5.1","+/-1.0"
"S0201","280","1.6","+/-0.1","0.5","+/-0.3"
,"280",,,,
"S0201","281","1,558,206","+/-8,771","80,923","+/-3,944"
,"282",,,,
"S0201","282","71.8","+/-0.4","72.7","+/-2.0"
"S0201","283","28.2","+/-0.4","27.3","+/-2.0"
,"283",,,,
,"284",,,,
"S0201","284","208,200","+/-953","211,400","+/-4,403"
"S0201","285","1,436","+/-9","1,418","+/-36"
"S0201","286","400","+/-3","410","+/-15"
,"286",,,,
"S0201","287","484,091","+/-8,037","19,924","+/-2,190"
,"288",,,,
"S0201","288","55.4","+/-1.2","56.1","+/-4.5"
"S0201","289","44.6","+/-1.2","43.9","+/-4.5"
,"289",,,,
,"290",,,,
"S0201","290","701","+/-7","709","+/-27"

