#BottleID	SampleID	SMCOD	STAID	Reach	Group	AlgaeGroup	Phylum	Family	Genus	Species	Variety	TaxonAuthority	ScientificName	Quantity	Cells_cm2	Cells_mL	Biovolume_cm2	Biovolume_mL	NADEDID	ShortName	SampleProcessingStatusText
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Fallacia	pygmaea		(Kützing) Stickle et Mann	Fallacia pygmaea (Kützing) Stickle et Mann	2	137.85026		150146.6096		115001	FApygmae	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	kobayasii		Kociolek et Kingston	Gomphonema kobayasii Kociolek et Kingston	2	137.85026		22708.36897		37197	GOkobaya	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Gomphonema	olivaceum		(Lyngbye) Kützing	Gomphonema olivaceum (Lyngbye) Kützing	2	137.85026		53852.73381		37065	GOolivcm	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Hippodonta	capitata		(Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski	Hippodonta capitata (Ehrenberg) Lange-Bertalot, Metzeltin et Witkowski	1	68.92513		41055.54787		213001	HIcapita	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Mayamaea	atomus		(Kützing) Lange-Bertalot	Mayamaea atomus (Kützing) Lange-Bertalot	2	137.85026		3865.92949		211003	MYatomus	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Mayamaea	atomus	permitis	(Hustedt) Lange-Bertalot	Mayamaea atomus var. permitis (Hustedt) Lange-Bertalot	8	551.40119		22410.51999		211004	MYatperm	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptocephala		Kützing	Navicula cryptocephala Kützing	3	206.7754		69584.3515		46014	NAcrypto	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	cryptotenella		Lange-Bertalot ex Krammer et Lange-Bertalot	Navicula cryptotenella Lange-Bertalot ex Krammer et Lange-Bertalot	8	551.40119		142601.0359		46527	NAcryten	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	erifuga		Lange-Bertalot	Navicula erifuga Lange-Bertalot	28	1929.90453		983663.0045		46648	NAerifga	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	germainii		Wallace	Navicula germainii Wallace	2	137.85026		61031.04169		46616	NAgermii	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	gregaria		Donkin	Navicula gregaria Donkin	92	6341.11518		1707977.06		46023	NAgregar	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	minima		Grunow	Navicula minima Grunow	28	1929.90453		76997.2223		46039	NAminima	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	phyllepta		Kützing	Navicula phyllepta Kützing	10	689.2516		202639.9694		46651	NAphylpt	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	recens		Lange-Bertalot	Navicula recens Lange-Bertalot	10	689.2516		345351.5716		46649	NArecens	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	rostellata		Kützing	Navicula rostellata Kützing	2	137.85026		119312.8157		46896	NArostel	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	salinarum		Grunow	Navicula salinarum Grunow	12	827.10186		733557.2698		46389	NAsalinm	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	tripunctata		(Müller) Bory	Navicula tripunctata (Müller) Bory	2	137.85026		128743.4535		46104	NAtripun	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	trivialis		Lange-Bertalot	Navicula trivialis Lange-Bertalot	4	275.70053		292434.9821		46774	NAtrivls	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Navicula	veneta		Kützing	Navicula veneta Kützing	20	1378.50319		217539.0956		46504	NAveneta	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Rhoicosphenia	abbreviata		(Agardh) Lange-Bertalot	Rhoicosphenia abbreviata (Agardh) Lange-Bertalot	14	964.95226		490533.9632		57002	ROabbre	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Naviculaceae	Stauroneis	smithii	incisa	Pantocsek	Stauroneis smithii var. incisa Pantocsek	2	137.85026		1034014.833		62018	SSsmiinc	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	acicularis		(Kützing) Smith	Nitzschia acicularis (Kützing) Smith	2	137.85026		25392.85939		48002	NIacicul	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	amphibia		Grunow	Nitzschia amphibia Grunow	14	964.95226		179010.9707		48004	NIamphib	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	capitellata		Hustedt	Nitzschia capitellata Hustedt	2	137.85026		51675.03783		48006	NIcapite	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	clausii		Hantzsch	Nitzschia clausii Hantzsch	6	413.55093		52434.08096		48137	NIclausi	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	dissipata		(Kützing) Grunow	Nitzschia dissipata (Kützing) Grunow	6	413.55093		105309.7266		48008	NIdissip	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	dissipata	media	(Hantzsch) Grunow	Nitzschia dissipata var. media (Hantzsch) Grunow	2	137.85026		33876.49357		48099	NIdismed	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	frustulum		(Kützing) Grunow	Nitzschia frustulum (Kützing) Grunow	26	1792.05426		89192.04468		48013	NIfrustu	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	gracilis		Hantzsch ex Rabenhorst	Nitzschia gracilis Hantzsch ex Rabenhorst	2	137.85026		54975.05258		48015	NIgracil	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	levidensis	salinarum	Grunow	Nitzschia levidensis var. salinarum Grunow	2	137.85026		1614777.997		48388	NIlevsal	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea		(Kützing) Smith	Nitzschia palea (Kützing) Smith	12	827.10186		241063.3816		48025	NIpalea	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	palea	debilis	(Kützing) Grunow	Nitzschia palea var. debilis (Kützing) Grunow	18	1240.65293		199497.8443		48228	NIpaldeb	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Nitzschia	supralitorea		Lange-Bertalot	Nitzschia supralitorea Lange-Bertalot	6	413.55093		36701.71847		48312	NIsupral	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Simonsenia	delognei		(Grunow) Lange-Bertalot	Simonsenia delognei (Grunow) Lange-Bertalot	29	1998.82966		111377.6279		59001	SIdelog	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	apiculata		Gregory	Tryblionella apiculata Gregory	10	689.2516		1682239.965		185023	TYapicul	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	debilis		Arnott	Tryblionella debilis Arnott	2	137.85026		30594.14305		185002	TYdebili	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Nitzschiaceae	Tryblionella	victoriae		Grunow	Tryblionella victoriae Grunow	2	137.85026		119260.0332		185027	TYvictor	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	angusta		Kützing	Surirella angusta Kützing	8	551.40119		604717.993		65002	SUangust	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	brebissonii		Krammer et Lange-Bertalot	Surirella brebissonii Krammer et Lange-Bertalot	6	413.55093		537097.9107		65068	Subreb	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	brebissonii	kuetzingii	Krammer et Lange-Bertalot	Surirella brebissonii var. kuetzingii Krammer et Lange-Bertalot	17	1171.7278		1198334.26		65064	Subrekut	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	minuta		Brébisson	Surirella minuta Brébisson	8	551.40119		456981.1354		65048	SUminuta	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Surirellaceae	Surirella	subsalsa		Smith	Surirella subsalsa Smith	2	137.85026		147477037.6		65096	SUsubsal	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	atomus		Hustedt	Cyclotella atomus Hustedt	8	551.40119		45870.82337		20001	CYatomus	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Cyclotella	meneghiniana		Kützing	Cyclotella meneghiniana Kützing	17	1171.7278		998963.2241		20007	CYmenegh	Completed
21634	21633	UIRB0700ARE4118B	05536236	A	D	Diatoms	Chrysophyta	Thalassiosiraceae	Stephanodiscus	tenuis		Hustedt	Stephanodiscus tenuis Hustedt	2	137.85026		62772.84333		64014	STtenuis	Completed
