"tblid","profln","totcest","totcme","cest","cme"
"S0201","44","10.1","+/-0.3","9.9","+/-0.8"
"S0201","45","6.6","+/-0.2","6.2","+/-0.6"
"S0201","46","35.5","+/-0.4","39.2","+/-1.2"
"S0201","47","17.2","+/-0.3","17.2","+/-0.9"
"S0201","48","13.1","+/-0.3","12.5","+/-0.9"
"S0201","49","4.1","+/-0.2","4.7","+/-0.7"
"S0201","50","18.3","+/-0.3","22.1","+/-1.0"
"S0201","51","15.2","+/-0.3","18.2","+/-1.0"
"S0201","52","3.1","+/-0.2","3.9","+/-0.5"
,"52",,,,
"S0201","53","2.53","+/-0.01","2.38","+/-0.03"
"S0201","54","3.11","+/-0.02","2.97","+/-0.05"
,"54",,,,
,"55",,,,
"S0201","55","5,142,602","+/-2,060","653,845","+/-13,497"
"S0201","56","51.4","+/-0.5","49.3","+/-1.1"
"S0201","57","5.3","+/-0.1","5.4","+/-0.4"
"S0201","58","12.3","+/-0.3","13.9","+/-0.8"
"S0201","59","1.7","+/-0.1","1.7","+/-0.3"
"S0201","60","29.4","+/-0.3","29.6","+/-0.9"
,"60",,,,
"S0201","61","2,543,641","+/-3,032","303,987","+/-8,409"
"S0201","62","52.4","+/-0.5","50.0","+/-1.3"
"S0201","63","2.1","+/-0.1","2.0","+/-0.3"
"S0201","64","11.0","+/-0.3","12.6","+/-1.1"
"S0201","65","1.4","+/-0.1","1.3","+/-0.4"
"S0201","66","33.1","+/-0.4","34.0","+/-1.5"
,"66",,,,
"S0201","67","2,598,961","+/-2,793","349,858","+/-8,716"
"S0201","68","50.4","+/-0.5","48.7","+/-1.4"
"S0201","69","8.3","+/-0.2","8.5","+/-0.7"
"S0201","70","13.5","+/-0.4","15.1","+/-1.0"
"S0201","71","1.9","+/-0.2","2.1","+/-0.4"
"S0201","72","25.8","+/-0.4","25.7","+/-1.0"
,"72",,,,
,"73",,,,
"S0201","73","1,631,217","+/-10,386","203,417","+/-8,964"
"S0201","74","5.7","+/-0.3","5.2","+/-0.8"
"S0201","75","4.9","+/-0.2","4.7","+/-0.7"
"S0201","76","41.0","+/-0.4","39.9","+/-1.4"
"S0201","77","22.9","+/-0.4","22.8","+/-1.2"
"S0201","78","25.5","+/-0.5","27.3","+/-1.5"
,"78",,,,
"S0201","79","809,919","+/-7,543","99,253","+/-5,670"
"S0201","80","71.4","+/-0.7","71.1","+/-2.1"
"S0201","81","22.9","+/-0.7","23.5","+/-2.2"
"S0201","82","821,298","+/-8,039","104,164","+/-5,624"
"S0201","83","66.2","+/-0.7","63.9","+/-2.1"
"S0201","84","28.1","+/-0.6","31.0","+/-2.0"
,"84",,,,
,"85",,,,
"S0201","85","4,253,582","+/-4,002","542,532","+/-10,201"
"S0201","86","11.0","+/-0.2","7.0","+/-0.5"
"S0201","87","25.6","+/-0.4","25.1","+/-0.9"
"S0201","88","32.9","+/-0.4","36.4","+/-1.0"
"S0201","89","19.8","+/-0.3","20.3","+/-0.8"
"S0201","90","10.7","+/-0.2","11.1","+/-0.6"
,"90",,,,
"S0201","91","89.0","+/-0.2","93.0","+/-0.5"
"S0201","92","88.9","+/-0.3","92.8","+/-0.8"
"S0201","93","89.1","+/-0.3","93.1","+/-0.7"
"S0201","94","30.5","+/-0.4","31.4","+/-1.0"
"S0201","95","31.8","+/-0.5","32.3","+/-1.6"
"S0201","96","29.2","+/-0.4","30.7","+/-1.2"
,"96",,,,
,"97",,,,
"S0201","97","1,635,347","+/-4,266","213,000","+/-7,221"
"S0201","98","93,070","+/-5,131","9,752","+/-1,585"
"S0201","99","26,666","+/-3,187","3,254","+/-1,129"
"S0201","100","28.7","+/-2.8","33.4","+/-8.7"
,"100",,,,
,"101",,,,
"S0201","101","3,795,098","+/-2,712","488,284","+/-9,117"
"S0201","102","2.8","+/-0.2","2.4","+/-0.4"
"S0201","103","40.6","+/-3.0","51.6","+/-6.9"
,"103",,,,
,"104",,,,
"S0201","104","4,827,071","+/-3,162","612,254","+/-12,319"
"S0201","105","13.0","+/-0.2","14.4","+/-0.7"
,"105",,,,
,"106",,,,
"S0201","106","5,891,685","+/-3,059","746,741","+/-16,517"
"S0201","107","15.9","+/-0.2","17.6","+/-0.8"
"S0201","108","937,592","+/-3,788","115,594","+/-6,160"
"S0201","109","6.5","+/-0.4","8.4","+/-1.4"
"S0201","110","4,237,999","+/-5,016","540,060","+/-12,314"
"S0201","111","13.6","+/-0.3","15.2","+/-0.8"
"S0201","112","86.4","+/-0.3","84.8","+/-0.8"
"S0201","113","716,094","+/-2,112","91,087","+/-3,856"
"S0201","114","41.9","+/-0.9","43.2","+/-2.3"
,"114",,,,
,"115",,,,
"S0201","115","6,313,727","+/-3,906","795,134","+/-16,737"
"S0201","116","79.7","+/-0.4","79.7","+/-1.0"
"S0201","117","19.5","+/-0.4","19.9","+/-1.0"
"S0201","118","12.2","+/-0.4","12.3","+/-0.9"
"S0201","119","7.3","+/-0.3","7.6","+/-0.6"
"S0201","120","3.7","+/-0.2","4.0","+/-0.5"
"S0201","121","3.6","+/-0.2","3.6","+/-0.5"
"S0201","122","0.9","+/-0.1","0.3","+/-0.1"
,"122",,,,
,"123",,,,
"S0201","123","6,395,798","*****","805,024","+/-17,117"
"S0201","124","5,602,009","+/-15,316","795,962","+/-17,075"
"S0201","125","50.0","+/-0.1","47.5","+/-0.8"
"S0201","126","50.0","+/-0.1","52.5","+/-0.8"
"S0201","127","793,789","+/-15,316","9,062","+/-1,543"
"S0201","128","48.3","+/-0.6","40.9","+/-8.5"
"S0201","129","51.7","+/-0.6","59.1","+/-8.5"
"S0201","130","343,319","+/-9,230","5,472","+/-1,204"
"S0201","131","45.2","+/-1.0","35.1","+/-9.6"
"S0201","132","54.8","+/-1.0","64.9","+/-9.6"
"S0201","133","450,470","+/-14,407","3,590","+/-960"
"S0201","134","50.6","+/-1.0","49.8","+/-12.1"
"S0201","135","49.4","+/-1.0","50.2","+/-12.1"
,"136",,,,
"S0201","136","26.8","+/-1.2","10.5","+/-6.2"
"S0201","137","32.5","+/-1.2","24.0","+/-8.6"
"S0201","138","40.7","+/-1.1","65.6","+/-9.9"
,"138",,,,
,"139",,,,
"S0201","139","793,789","+/-15,316","9,062","+/-1,543"
"S0201","140","18.1","+/-0.9","39.9","+/-8.4"
"S0201","141","38.7","+/-0.8","1.8","+/-1.9"
"S0201","142","4.9","+/-0.6","1.4","+/-1.6"
"S0201","143","1.3","+/-0.3","2.9","+/-2.2"
"S0201","144","31.0","+/-0.8","3.2","+/-4.2"
"S0201","145","6.0","+/-0.4","50.8","+/-8.0"
,"145",,,,
,"146",,,,
"S0201","146","5,988,982","+/-1,554","757,751","+/-16,515"
"S0201","147","83.4","+/-0.3","97.2","+/-0.4"
"S0201","148","16.6","+/-0.3","2.8","+/-0.4"
"S0201","149","7.6","+/-0.2","0.4","+/-0.1"
,"149",,,,
,"150",,,,
"S0201","150","5,050,544","+/-3,606","642,124","+/-13,050"
"S0201","151","66.1","+/-0.3","66.9","+/-0.8"
"S0201","152","65.3","+/-0.3","65.9","+/-0.8"
"S0201","153","61.1","+/-0.3","62.1","+/-0.8"
"S0201","154","4.2","+/-0.2","3.8","+/-0.4"
"S0201","155","6.4","+/-0.3","5.8","+/-0.6"
"S0201","156","0.8","+/-0.1","1.0","+/-0.2"
"S0201","157","33.9","+/-0.3","33.1","+/-0.8"
,"157",,,,
"S0201","158","2,553,425","+/-3,364","344,354","+/-8,484"
"S0201","159","59.7","+/-0.4","61.3","+/-1.2"
"S0201","160","59.5","+/-0.5","61.0","+/-1.2"
"S0201","161","55.7","+/-0.5","57.3","+/-1.3"
"S0201","162","3.8","+/-0.2","3.7","+/-0.5"
"S0201","163","6.4","+/-0.3","6.0","+/-0.9"
,"163",,,,
,"164",,,,
"S0201","164","3,030,099","+/-16,197","390,419","+/-10,443"
"S0201","165","72.8","+/-0.5","74.7","+/-1.1"
"S0201","166","11.8","+/-0.4","9.8","+/-0.8"
"S0201","167","5.2","+/-0.2","5.2","+/-0.6"
"S0201","168","3.3","+/-0.2","3.4","+/-0.4"
"S0201","169","1.9","+/-0.1","1.9","+/-0.3"
"S0201","170","5.1","+/-0.2","5.1","+/-0.6"
"S0201","171","25.2","+/-0.2","25.2","+/-0.6"
,"171",,,,
"S0201","172","3,084,652","+/-15,567","398,689","+/-10,608"
,"173",,,,
"S0201","173","36.7","+/-0.5","38.3","+/-1.2"
"S0201","174","15.9","+/-0.3","15.7","+/-1.0"
"S0201","175","24.8","+/-0.4","27.0","+/-1.3"
"S0201","176","1.7","+/-0.1","0.4","+/-0.1"
"S0201","177","9.3","+/-0.3","9.1","+/-0.8"
"S0201","178","11.6","+/-0.3","9.6","+/-0.6"
,"178",,,,
"S0201","179","1,661,565","+/-9,635","201,313","+/-6,690"
"S0201","180","35.1","+/-0.6","36.4","+/-1.5"
"S0201","181","12.0","+/-0.4","12.4","+/-1.3"
"S0201","182","17.2","+/-0.5","18.5","+/-1.5"
"S0201","183","2.3","+/-0.2","0.6","+/-0.2"
"S0201","184","16.5","+/-0.5","16.8","+/-1.4"
"S0201","185","16.9","+/-0.5","15.4","+/-1.1"
,"185",,,,
"S0201","186","1,423,087","+/-11,363","197,376","+/-7,180"
"S0201","187","38.7","+/-0.6","40.2","+/-1.7"
"S0201","188","20.5","+/-0.6","19.1","+/-1.5"
"S0201","189","33.6","+/-0.7","35.7","+/-1.8"
"S0201","190","0.9","+/-0.1","0.1","+/-0.1"
"S0201","191","0.9","+/-0.1","1.2","+/-0.5"
"S0201","192","5.4","+/-0.3","3.6","+/-0.6"
,"192",,,,
,"193",,,,
"S0201","193","2.7","+/-0.2","1.2","+/-0.3"
"S0201","194","8.0","+/-0.3","7.9","+/-0.7"
"S0201","195","11.0","+/-0.3","9.0","+/-0.8"
"S0201","196","3.5","+/-0.2","3.9","+/-0.5"
"S0201","197","10.9","+/-0.3","11.8","+/-1.0"
"S0201","198","5.1","+/-0.2","4.7","+/-0.5"
"S0201","199","3.0","+/-0.1","3.5","+/-0.4"
"S0201","200","6.7","+/-0.2","7.0","+/-0.6"
"S0201","201","10.7","+/-0.3","11.2","+/-0.8"
"S0201","202","19.9","+/-0.3","20.5","+/-0.9"
"S0201","203","8.5","+/-0.3","8.8","+/-0.6"
"S0201","204","4.8","+/-0.2","4.5","+/-0.5"
"S0201","205","5.2","+/-0.2","5.9","+/-0.7"
,"205",,,,
,"206",,,,
"S0201","206","76.5","+/-0.4","74.7","+/-1.4"
"S0201","207","16.1","+/-0.3","17.2","+/-1.1"
"S0201","208","7.2","+/-0.3","7.8","+/-0.8"
"S0201","209","0.2","+/-0.1","0.3","+/-0.1"
,"209",,,,
,"210",,,,
"S0201","210","2,471,912","+/-8,400","338,597","+/-8,002"
"S0201","211","52,583","+/-479","54,234","+/-1,506"
,"211",,,,
"S0201","212","81.2","+/-0.3","80.8","+/-1.0"
"S0201","213","68,411","+/-638","69,224","+/-1,868"
"S0201","214","24.2","+/-0.3","25.7","+/-1.1"
"S0201","215","14,290","+/-147","14,304","+/-350"
"S0201","216","3.9","+/-0.2","4.1","+/-0.5"
"S0201","217","7,369","+/-191","7,461","+/-500"
"S0201","218","3.2","+/-0.2","3.0","+/-0.4"
"S0201","219","3,229","+/-218","2,800","+/-490"
"S0201","220","17.8","+/-0.3","18.5","+/-1.0"
"S0201","221","19,979","+/-520","20,171","+/-1,050"
"S0201","222","8.4","+/-0.3","7.5","+/-0.7"
,"222",,,,
"S0201","223","1,595,147","+/-11,686","205,817","+/-6,703"
"S0201","224","63,705","+/-650","66,338","+/-1,481"
"S0201","225","77.4","+/-0.5","76.9","+/-1.7"
"S0201","226","72,955","+/-833","75,758","+/-1,949"
"S0201","227","6.9","+/-0.3","6.8","+/-1.0"
"S0201","228","45,178","+/-3,212","50,800","+/-4,565"
"S0201","229","15.7","+/-0.4","16.3","+/-1.3"
"S0201","230","30,315","+/-964","34,052","+/-2,487"
,"230",,,,
"S0201","231","6,395,798","*****","805,024","+/-17,117"
"S0201","232","27,346","+/-251","29,165","+/-852"
,"232",,,,
,"233",,,,
"S0201","233","1,178,163","+/-11,375","139,315","+/-5,994"
"S0201","234","748,610","+/-10,006","105,072","+/-4,628"
,"235",,,,
"S0201","235","61,019","+/-726","64,727","+/-2,415"
"S0201","236","43,308","+/-549","45,313","+/-1,993"
,"237",,,,
"S0201","237","48,331","+/-631","51,159","+/-876"
"S0201","238","36,158","+/-382","37,014","+/-942"
,"238",,,,
,"239",,,,
"S0201","239","8.0","+/-0.3","7.1","+/-0.9"
"S0201","240","12.6","+/-0.5","11.8","+/-1.8"
"S0201","241","12.5","+/-1.5","12.2","+/-4.1"
"S0201","242","4.0","+/-0.3","2.7","+/-0.6"
"S0201","243","5.3","+/-0.5","3.4","+/-1.0"
"S0201","244","4.7","+/-1.0","3.0","+/-1.8"
"S0201","245","25.9","+/-1.4","25.9","+/-4.3"
"S0201","246","33.3","+/-1.8","33.7","+/-5.5"
"S0201","247","40.0","+/-5.1","48.7","+/-14.7"
,"247",,,,
"S0201","248","11.8","+/-0.3","10.2","+/-0.8"
"S0201","249","15.4","+/-0.7","12.2","+/-1.7"
"S0201","250","14.8","+/-0.7","11.8","+/-1.8"
"S0201","251","17.6","+/-1.2","13.4","+/-2.8"
"S0201","252","13.8","+/-0.7","11.3","+/-2.0"
"S0201","253","10.6","+/-0.3","9.6","+/-0.7"
"S0201","254","10.9","+/-0.3","10.0","+/-0.8"
"S0201","255","8.8","+/-0.6","7.5","+/-1.3"
"S0201","256","8.8","+/-0.4","7.0","+/-0.8"
"S0201","257","23.1","+/-0.7","21.0","+/-1.9"
,"257",,,,
"S0201","258","2,471,912","+/-8,400","338,597","+/-8,002"
,"259",,,,
"S0201","259","65.5","+/-0.4","66.2","+/-1.4"
"S0201","260","34.5","+/-0.4","33.8","+/-1.4"
,"260",,,,
"S0201","261","2.66","+/-0.01","2.55","+/-0.04"
"S0201","262","2.28","+/-0.02","2.04","+/-0.06"
,"262",,,,
,"263",,,,
"S0201","263","67.1","+/-0.4","68.2","+/-1.4"
"S0201","264","6.5","+/-0.3","6.9","+/-0.9"
"S0201","265","18.8","+/-0.3","17.7","+/-1.1"
"S0201","266","7.6","+/-0.2","7.3","+/-0.7"
,"266",,,,
,"267",,,,
"S0201","267","11.4","+/-0.3","10.8","+/-0.9"
"S0201","268","18.5","+/-0.3","18.1","+/-0.9"
"S0201","269","15.0","+/-0.3","13.7","+/-0.9"
"S0201","270","29.2","+/-0.4","28.8","+/-1.2"
"S0201","271","14.6","+/-0.3","15.8","+/-0.9"
"S0201","272","11.4","+/-0.3","12.8","+/-1.0"
,"272",,,,
,"273",,,,
"S0201","273","6.4","+/-0.2","6.2","+/-0.7"
"S0201","274","93.6","+/-0.2","93.8","+/-0.7"
,"274",,,,
,"275",,,,
"S0201","275","38.9","+/-0.4","39.6","+/-1.5"
"S0201","276","51.8","+/-0.4","50.6","+/-1.5"
"S0201","277","9.0","+/-0.2","9.5","+/-0.7"
"S0201","278","0.3","+/-0.1","0.3","+/-0.2"
,"278",,,,
,"279",,,,
"S0201","279","3.8","+/-0.2","3.4","+/-0.6"
"S0201","280","2.4","+/-0.2","1.1","+/-0.3"
,"280",,,,
"S0201","281","1,620,052","+/-11,516","224,131","+/-6,568"
,"282",,,,
"S0201","282","67.2","+/-0.5","67.9","+/-1.5"
"S0201","283","32.8","+/-0.5","32.1","+/-1.5"
,"283",,,,
,"284",,,,
"S0201","284","267,600","+/-2,713","268,700","+/-6,349"
"S0201","285","1,573","+/-12","1,550","+/-30"
"S0201","286","431","+/-5","434","+/-14"
,"286",,,,
"S0201","287","851,860","+/-10,603","114,466","+/-5,681"
,"288",,,,
"S0201","288","55.1","+/-1.0","56.1","+/-2.2"
"S0201","289","44.9","+/-1.0","43.9","+/-2.2"
,"289",,,,
,"290",,,,
"S0201","290","779","+/-6","789","+/-15"

