FL|1976|    33375.60
GA|1976|    33613.01
HI|1976|    47516.84
IA|1976|    28915.47
ID|1976|    31628.46
IL|1976|    33557.15
IN|1976|    27223.01
KS|1976|    29885.17
KY|1976|    28919.17
LA|1976|    33687.95
MA|1976|    29371.44
MD|1976|    37656.20
ME|1976|    26750.17
MI|1976|    30022.82
MN|1976|    33020.78
MO|1976|    28106.66
MS|1976|    30919.32
MT|1976|    30885.74
NC|1976|    31310.18
ND|1976|    31327.42
NE|1976|    28775.82
NH|1976|    28921.99
NJ|1976|    33654.60
NM|1976|    33057.51
NV|1976|    38706.48
NY|1976|    30802.10
OH|1976|    29471.49
OK|1976|    30876.99
OR|1976|    30458.13
PA|1976|    27844.32
PR|1976|    35686.07
RI|1976|    27133.02
SC|1976|    31525.49
SD|1976|    27762.73
TN|1976|    30618.68
TX|1976|    33629.72
UT|1976|    33206.12
VA|1976|    39568.68
VI|1976|    39100.00
VT|1976|    28847.07
WA|1976|    32688.92
WI|1976|    31621.76
WV|1976|    26036.94
WY|1976|    32947.44
AK|1977|    61084.25
AL|1977|    34856.69
AR|1977|    29659.18
AZ|1977|    37964.53
CA|1977|    51822.01
CO|1977|    38031.23
CT|1977|    41249.06
DC|1977|    52272.78
DE|1977|    34271.51
FL|1977|    34796.78
GA|1977|    35397.14
GU|1977|    68000.00
HI|1977|    50682.13
IA|1977|    32071.06
ID|1977|    34330.67
IL|1977|    37954.68
IN|1977|    29994.72
KS|1977|    33684.31
KY|1977|    31944.78
LA|1977|    37409.82
MA|1977|    31874.66
MD|1977|    41315.35
ME|1977|    29221.00
MI|1977|    32830.76
MN|1977|    36829.09
MO|1977|    31159.46
MS|1977|    33180.43
MT|1977|    35034.21
NC|1977|    33652.87
ND|1977|    34586.15
NE|1977|    31097.55
NH|1977|    32206.36
NJ|1977|    36762.05
NM|1977|    35968.00
NV|1977|    44501.03
NY|1977|    32744.46
OH|1977|    32585.05
OK|1977|    33808.90
OR|1977|    35702.59
PA|1977|    30946.06
PR|1977|    36285.33
RI|1977|    29538.36
SC|1977|    33832.83
SD|1977|    32302.79
TN|1977|    33395.69
TX|1977|    37844.06
UT|1977|    36958.84
VA|1977|    42595.82
VI|1977|    43984.64
VT|1977|    32192.98
WA|1977|    37465.57
WI|1977|    35446.16
WV|1977|    29458.58
WY|1977|    36310.70
AK|1978|    71613.61
AL|1978|    38188.08
AR|1978|    33053.98
AZ|1978|    42395.54
CA|1978|    58267.87
CO|1978|    45490.56
CT|1978|    45374.70
DC|1978|    58114.20
DE|1978|    36267.20
FL|1978|    37951.19
GA|1978|    39321.96
GU|1978|    50143.32
HI|1978|    56295.89
IA|1978|    35904.93
ID|1978|    40092.20
IL|1978|    42106.64
IN|1978|    33677.61
KS|1978|    36854.62
KY|1978|    35175.10
LA|1978|    42842.54
MA|1978|    35661.47
MD|1978|    45617.40
ME|1978|    31412.11
MI|1978|    35931.99
MN|1978|    42449.75
MO|1978|    34940.63
MS|1978|    36899.81
MT|1978|    39408.90
NC|1978|    36251.16
ND|1978|    38601.19
NE|1978|    35168.02
NH|1978|    36247.61
NJ|1978|    40552.18
NM|1978|    40846.58
NV|1978|    50263.53
NY|1978|    35257.76
OH|1978|    36005.60
OK|1978|    37312.22
OR|1978|    42113.81
PA|1978|    33938.82
PR|1978|    36146.54
RI|1978|    34191.90
SC|1978|    37895.56
SD|1978|    35808.39
TN|1978|    36692.09
TX|1978|    42232.64
UT|1978|    43036.36
VA|1978|    45972.47
VI|1978|    38899.02
VT|1978|    35078.90
WA|1978|    43975.79
WI|1978|    37788.03
WV|1978|    33521.74
WY|1978|    43190.97
AK|1979|    83382.83
AL|1979|    40283.73
AR|1979|    37970.84
AZ|1979|    47987.57
CA|1979|    61503.26
CO|1979|    49123.60
CT|1979|    47682.22
DC|1979|    55858.24
DE|1979|    38932.18
FL|1979|    41032.33
GA|1979|    43061.01
GU|1979|    50536.84
HI|1979|    64978.17
IA|1979|    39380.14
ID|1979|    45539.89
IL|1979|    45367.06
IN|1979|    36866.41
KS|1979|    39161.93
KY|1979|    38011.96
LA|1979|    48433.73
MA|1979|    38220.47
MD|1979|    48110.42
ME|1979|    33566.16
MI|1979|    37731.67
MN|1979|    47114.51
MO|1979|    38698.12
MS|1979|    39527.01
MT|1979|    41843.79
NC|1979|    39140.03
ND|1979|    41190.40
NE|1979|    38207.47
NH|1979|    39841.15
NJ|1979|    44097.12
NM|1979|    47287.45
NV|1979|    56052.21
NY|1979|    38224.95
OH|1979|    38467.05
OK|1979|    40511.73
OR|1979|    46768.13
PA|1979|    36109.66
PR|1979|    35404.01
RI|1979|    39448.06
SC|1979|    40178.59
SD|1979|    39780.28
TN|1979|    40371.71
TX|1979|    47305.56
UT|1979|    46839.13
VA|1979|    48103.55
VI|1979|    37876.54
VT|1979|    34480.12
WA|1979|    47594.89
WI|1979|    39937.25
WV|1979|    37863.31
WY|1979|    49019.99
AK|1980|    81154.69
AL|1980|    42819.14
AR|1980|    41928.98
AZ|1980|    52531.24
CA|1980|    67931.48
CO|1980|    54428.76
CT|1980|    51832.30
DC|1980|    54268.34
DE|1980|    42827.60
FL|1980|    44712.86
GA|1980|    47287.65
GU|1980|    46296.77
HI|1980|    78627.47
IA|1980|    41880.30
ID|1980|    47042.82
IL|1980|    46890.55
IN|1980|    37809.99
KS|1980|    44897.00
KY|1980|    40717.37
LA|1980|    51522.46
MA|1980|    42976.61
MD|1980|    54383.52
ME|1980|    34740.74
MI|1980|    41013.69
MN|1980|    50347.92
MO|1980|    41367.19
MS|1980|    40560.20
MT|1980|    45329.64
NC|1980|    41946.23
ND|1980|    46108.19
NE|1980|    41823.82
NH|1980|    42100.87
NJ|1980|    48625.97
NM|1980|    52217.76
NV|1980|    59014.51
NY|1980|    41951.17
OH|1980|    41892.56
OK|1980|    45279.63
OR|1980|    49706.95
PA|1980|    38110.09
PR|1980|    36544.20
RI|1980|    39011.40
SC|1980|    43437.09
SD|1980|    41767.83
TN|1980|    43203.28
TX|1980|    52675.32
UT|1980|    51536.55
VA|1980|    54203.53
VI|1980|    54127.78
VT|1980|    41286.67
WA|1980|    53041.04
WI|1980|    41368.66
WV|1980|    40902.96
WY|1980|    56186.85
AK|1981|   100400.51
AL|1981|    41018.24
AR|1981|    41001.48
AZ|1981|    51823.81
CA|1981|    67936.45
CO|1981|    56247.32
CT|1981|    55630.27
DC|1981|    53998.95
DE|1981|    44332.92
FL|1981|    44939.58
GA|1981|    48689.09
GU|1981|    57950.00
HI|1981|    67121.59
IA|1981|    40148.21
ID|1981|    47339.25
IL|1981|    47038.87
IN|1981|    38912.27
KS|1981|    45424.71
KY|1981|    39984.14
LA|1981|    53900.71
MA|1981|    45650.43
MD|1981|    56726.70
ME|1981|    39281.75
MI|1981|    38183.52
MN|1981|    55798.27
MO|1981|    42107.88
MS|1981|    39890.56
MT|1981|    45446.73
NC|1981|    42088.66
ND|1981|    45250.60
NE|1981|    35913.37
NH|1981|    47725.89
NJ|1981|    51879.62
NM|1981|    53013.45
NV|1981|    60913.48
NY|1981|    43868.98
OH|1981|    43587.20
OK|1981|    48222.32
OR|1981|    46425.17
PA|1981|    40257.70
PR|1981|    29421.54
RI|1981|    37677.10
SC|1981|    45658.42
SD|1981|    40397.80
TN|1981|    43771.76
TX|1981|    54871.96
UT|1981|    50089.71
VA|1981|    58909.69
VI|1981|    63721.94
VT|1981|    41120.12
WA|1981|    55214.10
WI|1981|    34317.53
WV|1981|    41710.46
WY|1981|    63831.28
AK|1982|   122080.12
AL|1982|    46657.19
AR|1982|    37037.31
AZ|1982|    49379.04
CA|1982|    64901.28
CO|1982|    64306.49
CT|1982|    59297.24
DC|1982|    57755.22
DE|1982|    47133.96
FL|1982|    47295.60
GA|1982|    55662.90
GU|1982|    55750.00
HI|1982|    71548.95
IA|1982|    39069.39
ID|1982|    50637.13
IL|1982|    43821.26
IN|1982|    38574.49
KS|1982|    50360.49
KY|1982|    45217.08
LA|1982|    58710.11
MA|1982|    47291.12
MD|1982|    52738.93
ME|1982|    37445.98
MI|1982|    37335.86
MN|1982|    47439.28
MO|1982|    48283.80
MS|1982|    47487.85
MT|1982|    48555.76
NC|1982|    47310.56
ND|1982|    41082.27
NE|1982|    48470.94
NH|1982|    42988.97
NJ|1982|    54577.44
NM|1982|    54341.14
NV|1982|    62900.46
NY|1982|    45517.67
OH|1982|    37823.43
OK|1982|    58773.96
OR|1982|    50606.73
PA|1982|    42620.10
PR|1982|    27240.24
RI|1982|    39996.63
SC|1982|    36124.63
SD|1982|    38655.43
TN|1982|    49419.30
TX|1982|    58692.63
UT|1982|    55548.13
VA|1982|    57769.18
VI|1982|    79472.22
VT|1982|    39215.84
WA|1982|    49622.79
WI|1982|    37511.31
WV|1982|    29291.83
WY|1982|    68550.23
AK|1983|   141345.10
AL|1983|    49237.95
AR|1983|    45364.06
AZ|1983|    54544.44
CA|1983|    78664.61
CO|1983|    69414.01
CT|1983|    60840.49
DC|1983|    68413.12
DE|1983|    50562.51
FL|1983|    52630.06
GA|1983|    56493.12
GU|1983|    47652.50
HI|1983|    81455.13
IA|1983|    44166.11
ID|1983|    51334.62
IL|1983|    53182.45
IN|1983|    42908.67
KS|1983|    51394.63
KY|1983|    47694.88
LA|1983|    63292.72
MA|1983|    54140.01
MD|1983|    58780.59
ME|1983|    42987.62
MI|1983|    44916.12
MN|1983|    60775.46
MO|1983|    49610.53
MS|1983|    45932.68
MT|1983|    53126.87
NC|1983|    48726.99
ND|1983|    29693.41
NE|1983|    46955.74
NH|1983|    51209.67
NJ|1983|    58938.77
NM|1983|    59637.26
NV|1983|    70222.04
NY|1983|    53743.84
OH|1983|    46686.20
OK|1983|    58760.72
OR|1983|    55522.60
PA|1983|    44920.55
PR|1983|    30322.88
RI|1983|    45181.78
SC|1983|    50359.02
SD|1983|    46965.49
TN|1983|    53409.59
TX|1983|    65072.56
UT|1983|    59368.45
VA|1983|    62948.39
VI|1983|    71440.00
VT|1983|    44427.27
WA|1983|    60172.92
WI|1983|    45903.48
WV|1983|    44977.07
WY|1983|    65876.88
AK|1984|   111063.93
AL|1984|    29576.10
AR|1984|    44032.44
AZ|1984|    51815.93
CA|1984|    72432.02
CO|1984|    54478.69
CT|1984|    59523.66
DC|1984|    61818.99
DE|1984|    52260.10
FL|1984|    51629.25
GA|1984|    50559.80
GU|1984|    52491.78
HI|1984|    82576.84
IA|1984|    29627.78
ID|1984|    40047.18
IL|1984|    51288.11
IN|1984|    38118.44
KS|1984|    44609.39
KY|1984|    35969.38
LA|1984|    53953.34
MA|1984|    60807.29
MD|1984|    58107.12
ME|1984|    49117.91
MI|1984|    41120.40
MN|1984|    59372.96
MO|1984|    44106.42
MS|1984|    32864.64
MT|1984|    25219.73
NC|1984|    45834.19
ND|1984|    57128.57
NE|1984|    37322.27
NH|1984|    57337.88
NJ|1984|    59127.88
NM|1984|    58077.65
NV|1984|    45470.89
NY|1984|    56390.17
OH|1984|    39723.29
OK|1984|    52256.97
OR|1984|    44843.51
PA|1984|    43628.01
PR|1984|    30141.39
RI|1984|    47090.53
SC|1984|    38677.42
SD|1984|    33244.57
TN|1984|    36119.81
TX|1984|    62606.19
UT|1984|    55037.10
VA|1984|    51319.32
VI|1984|    69443.93
VT|1984|    49171.65
WA|1984|    46631.11
WI|1984|    43367.71
WV|1984|    36536.37
WY|1984|    45158.69
AK|1985|   111731.41
AL|1985|    52936.36
AR|1985|    48922.60
AZ|1985|    62863.78
CA|1985|    84810.91
CO|1985|    70151.92
CT|1985|    70389.71
DC|1985|    73658.69
DE|1985|    60063.56
FL|1985|    56058.69
GA|1985|    62939.31
GU|1985|    61897.92
HI|1985|    85556.53
IA|1985|    48603.09
ID|1985|    58039.58
IL|1985|    57225.40
IN|1985|    48431.40
KS|1985|    53809.34
KY|1985|    47869.14
LA|1985|    64516.09
MA|1985|    71698.18
MD|1985|    70104.85
ME|1985|    53101.26
MI|1985|    48171.94
MN|1985|    64897.55
MO|1985|    52830.39
MS|1985|    56355.07
MT|1985|    57121.31
NC|1985|    58294.83
ND|1985|    55909.42
NE|1985|    53319.18
NH|1985|    64679.00
NJ|1985|    69196.65
NM|1985|    65958.99
NV|1985|    72348.22
NY|1985|    61285.67
OH|1985|    48766.82
OK|1985|    60785.20
OR|1985|    55585.47
PA|1985|    51155.74
PR|1985|    34159.83
RI|1985|    54593.24
SC|1985|    55289.05
SD|1985|    54166.13
TN|1985|    60736.70
TX|1985|    69315.38
UT|1985|    61670.88
VA|1985|    70218.95
VI|1985|    66316.96
VT|1985|    52795.83
WA|1985|    64922.18
WI|1985|    49285.57
WV|1985|    49205.78
WY|1985|    60722.12
AK|1986|   121578.78
AL|1986|    62345.26
AR|1986|    59198.89
AZ|1986|    75635.00
CA|1986|    95564.55
CO|1986|    85398.04
CT|1986|    78350.48
DC|1986|    88702.02
DE|1986|    65481.02
FL|1986|    61857.31
GA|1986|    69677.80
GU|1986|    65735.51
HI|1986|    97792.87
IA|1986|    52023.14
ID|1986|    61864.82
IL|1986|    65161.72
IN|1986|    51990.45
KS|1986|    61227.00
KY|1986|    52932.13
LA|1986|    67212.65
MA|1986|    77806.79
MD|1986|    79919.67
ME|1986|    57977.02
MI|1986|    53256.27
MN|1986|    70454.59
MO|1986|    58208.91
MS|1986|    61661.09
MT|1986|    61124.61
NC|1986|    63112.21
ND|1986|    58374.66
NE|1986|    56098.33
NH|1986|    73513.19
NJ|1986|    79575.89
NM|1986|    73043.52
NV|1986|    82813.59
NY|1986|    73409.02
OH|1986|    54433.37
OK|1986|    65370.13
OR|1986|    60933.96
PA|1986|    57402.82
PR|1986|    50657.71
RI|1986|    61791.05
SC|1986|    60755.15
SD|1986|    55845.63
TN|1986|    67021.06
TX|1986|    77967.20
UT|1986|    67895.88
VA|1986|    82008.45
VI|1986|    79545.37
VT|1986|    56540.93
WA|1986|    71473.70
WI|1986|    51138.22
WV|1986|    55379.50
WY|1986|    67250.99
AK|1987|   113883.87
AL|1987|    68750.89
AR|1987|    66149.81
AZ|1987|    82234.08
CA|1987|   102298.14
CO|1987|    87223.19
CT|1987|    93568.47
DC|1987|    93362.87
DE|1987|    72462.49
FL|1987|    66300.95
GA|1987|    76993.58
GU|1987|    64711.98
HI|1987|   104330.63
IA|1987|    53992.69
ID|1987|    66151.15
IL|1987|    72553.42
IN|1987|    57910.76
KS|1987|    65601.62
KY|1987|    59191.02
LA|1987|    69748.92
MA|1987|    90446.25
MD|1987|    89410.96
ME|1987|    65868.25
MI|1987|    58602.15
MN|1987|    80676.84
MO|1987|    62597.34
MS|1987|    65488.21
MT|1987|    59176.48
NC|1987|    69928.99
ND|1987|    64938.51
NE|1987|    58181.20
NH|1987|    82997.64
NJ|1987|    91059.36
NM|1987|    76881.10
NV|1987|    90864.39
NY|1987|    85694.41
OH|1987|    59325.68
OK|1987|    66442.79
OR|1987|    65168.32
PA|1987|    65240.10
PR|1987|    52896.11
RI|1987|    75738.35
SC|1987|    67119.04
SD|1987|    63103.75
TN|1987|    75390.90
TX|1987|    79730.34
UT|1987|    71185.96
VA|1987|    91753.54
VI|1987|    97650.22
VT|1987|    65895.56
WA|1987|    75856.15
WI|1987|    55526.00
WV|1987|    58802.96
WY|1987|    61465.94
AK|1988|   101095.40
AL|1988|    72262.70
AR|1988|    66636.00
AZ|1988|    82135.83
CA|1988|   111560.56
CO|1988|    87516.12
CT|1988|   106515.04
DC|1988|    98670.60
DE|1988|    80736.35
FL|1988|    69314.63
GA|1988|    82137.62
GU|1988|    71329.27
HI|1988|   111643.30
IA|1988|    54641.97
ID|1988|    64772.89
IL|1988|    78163.58
IN|1988|    61810.96
KS|1988|    68568.69
KY|1988|    61048.50
LA|1988|    68647.66
MA|1988|   104986.26
MD|1988|   100433.43
ME|1988|    73947.82
MI|1988|    62146.48
MN|1988|    83511.65
MO|1988|    67649.12
MS|1988|    68359.53
MT|1988|    67913.42
NC|1988|    76833.46
ND|1988|    63030.31
NE|1988|    60700.22
NH|1988|    94382.61
NJ|1988|   101592.78
NM|1988|    78943.76
NV|1988|    91333.87
NY|1988|    95501.35
OH|1988|    62959.46
OK|1988|    63800.30
OR|1988|    65951.12
PA|1988|    74655.24
PR|1988|    60767.67
RI|1988|    91130.86
SC|1988|    72142.06
SD|1988|    60949.91
TN|1988|    76607.73
TX|1988|    80230.36
UT|1988|    73341.99
VA|1988|   101020.41
VI|1988|    96824.03
VT|1988|    77312.44
WA|1988|    78866.61
WI|1988|    59610.35
WV|1988|    62472.25
WY|1988|    57792.47
AK|1989|    97197.95
AL|1989|    78066.64
AR|1989|    71801.80
AZ|1989|    85701.85
CA|1989|   122621.70
CO|1989|    93581.65
CT|1989|   112827.72
DC|1989|   107139.71
DE|1989|    89136.05
FL|1989|    73394.14
GA|1989|    87687.69
GU|1989|    82941.36
HI|1989|   136799.56
IA|1989|    62470.11
ID|1989|    72963.57
IL|1989|    84954.30
IN|1989|    65546.84
KS|1989|    75375.64
KY|1989|    66153.64
LA|1989|    73636.84
MA|1989|   110455.42
MD|1989|   109892.82
ME|1989|    79798.14
MI|1989|    67896.59
MN|1989|    88392.75
MO|1989|    72503.33
MS|1989|    72665.85
MT|1989|    72245.56
NC|1989|    81432.64
ND|1989|    69645.75
NE|1989|    68136.64
NH|1989|    97050.82
NJ|1989|   106827.69
NM|1989|    84631.43
NV|1989|    94623.75
NY|1989|    99818.46
OH|1989|    67564.44
OK|1989|    71615.91
OR|1989|    69766.33
PA|1989|    80860.71
PR|1989|    62895.81
RI|1989|    95675.23
SC|1989|    77345.79
SD|1989|    67885.81
TN|1989|    82528.27
TX|1989|    89317.71
UT|1989|    77593.18
VA|1989|   109990.78
VI|1989|   113878.73
VT|1989|    83969.78
WA|1989|    89217.81
WI|1989|    64999.15
WV|1989|    66004.72
WY|1989|    65153.05
AK|1990|   105520.27
AL|1990|    82034.95
AR|1990|    75652.16
AZ|1990|    86253.85
CA|1990|   125855.84
CO|1990|    96098.30
CT|1990|   114638.02
DC|1990|   110137.20
DE|1990|    94544.57
FL|1990|    75741.57
GA|1990|    90609.07
GU|1990|    95030.27
HI|1990|   151286.54
IA|1990|    67669.43
ID|1990|    77721.49
IL|1990|    89651.43
IN|1990|    69674.22
KS|1990|    78694.41
KY|1990|    69944.17
LA|1990|    77801.41
MA|1990|   109936.56
MD|1990|   112232.97
ME|1990|    78952.05
MI|1990|    71946.77
MN|1990|    90453.67
MO|1990|    75488.90
MS|1990|    72318.21
MT|1990|    75205.32
NC|1990|    85045.12
ND|1990|    73910.52
NE|1990|    72604.43
NH|1990|    94135.91
NJ|1990|   110059.73
NM|1990|    86831.98
