AMTUNOB	1995	114505	116537	117300	112819	117423	114249	112981	117968	121578	118642	119269	124808
AMTUNOB	1996	122314	117516	128513	118422	126140	123176	123235	118226	124215	128689	129674	121632
AMTUNOB	1997	124457	130497	126872	127986	129855	132120	129473	135535	134860	136635	143387	130133
AMTUNOB	1998	135612	134806	131442	135989	131497	128617	129936	132852	134648	134812	132539	132990
AMTUNOB	1999	143710	134549	137235	136503	137205	131731	144407	143017	142533	143686	140210	153059
AMTUNOB	2000	153718	140279	149412	141892	151337	172979	144733	144446	152591	141211	145205	145651
AMTUNOB	2001	135380	134510	138633	126742	130086	126997	123657	124342	117396	129198	118621	122263
AMDMNOB	1992		119457	121808	127107	127948	126033	125933	121315	123495	130899	124524	128706
AMDMNOB	1993	125603	131843	129629	130752	128765	132732	131672	131502	130307	135648	133846	137069
AMDMNOB	1994	143472	140651	141184	143787	146300	148951	146447	150005	149904	152795	154123	156911
AMDMNOB	1995	157545	159609	160209	154790	159305	156408	154407	160579	164626	161527	161945	167446
AMDMNOB	1996	164505	159747	170107	162682	171467	168200	169569	163521	170379	174241	175590	166426
AMDMNOB	1997	172550	177534	173957	176473	177543	180876	181978	184944	184771	186878	193728	181222
AMDMNOB	1998	185306	186320	183259	187916	183141	177601	179144	183937	186323	188048	185881	187122
AMDMNOB	1999	197704	190326	192787	191816	192054	187061	199600	198794	197389	197687	195043	207956
AMDMNOB	2000	209873	194051	205208	195784	204448	227575	196828	195109	205537	192667	195426	195478
AMDMNOB	2001	183097	183037	189232	175434	181392	176964	175003	175872	164841	178887	168614	172676
A34SNOB	1992		22606	22601	21203	22767	22977	22123	22401	23289	21075	24141	24750
A34SNOB	1993	23334	22652	23055	23377	22787	23151	23898	24584	24085	24672	24509	23463
A34SNOB	1994	25599	25297	24426	26593	26019	27736	26611	26896	27858	27309	27996	29108
A34SNOB	1995	29661	29094	30748	30935	31933	31322	31754	31381	32392	34216	32359	33672
A34SNOB	1996	31630	32622	32890	32402	32886	32219	33399	33721	31833	37682	34611	30878
A34SNOB	1997	34966	38064	36288	33569	37808	38266	35346	41022	37951	37169	35233	36171
A34SNOB	1998	38519	37224	37104	38248	36429	36396	38951	35995	36742	39298	36073	37861
A34SNOB	1999	41264	36847	38950	41941	40273	37946	44964	43283	43162	41121	42736	45709
A34SNOB	2000	41864	40802	47293	40595	50270	49342	44229	42374	44294	43018	42620	40511
A34SNOB	2001	38247	37987	37657	32451	33089	32111	30156	30354	28058	30607	30669	32064
ADXTNOB	1992		87036	88364	89493	90153	91401	90552	89890	91603	89475	92210	93771
ADXTNOB	1993	94208	93210	94902	95240	93582	93724	95995	96427	97244	98151	97899	100808
ADXTNOB	1994	101779	101884	102867	105276	106105	108258	106906	108259	109118	111144	111178	113456
ADXTNOB	1995	118023	115024	116472	115521	117634	115403	115451	118401	117789	121573	119028	120732
ADXTNOB	1996	118939	118180	119944	120863	123395	122305	122882	123865	121847	127796	124535	120243
ADXTNOB	1997	126683	131036	130099	130066	131659	133038	132081	136311	137503	135219	132368	133564
ADXTNOB	1998	136008	136289	135146	135262	133474	135033	135175	132106	133384	134678	132617	136416
ADXTNOB	1999	137179	135863	136985	140502	138149	134850	144760	143178	143693	141855	143178	147708
ADXTNOB	2000	147753	142099	152164	144846	153824	151366	146778	144132	147644	145043	142739	140539
ADXTNOB	2001	136612	136941	133037	126861	130328	127630	126033	126645	119833	122425	122526	123849
ADXDNOB	1992		110887	115060	118447	119596	119130	120018	115601	116531	118898	116613	120786
ADXDNOB	1993	119894	124168	121463	123357	121849	126803	122899	123673	123614	127965	128021	131438
ADXDNOB	1994	135578	134456	135775	137678	139043	142175	139623	143297	143362	144082	147692	149561
ADXDNOB	1995	153323	151967	152789	148795	152925	149827	148477	153339	157843	155333	156828	161369
ADXDNOB	1996	157987	153693	156747	156349	163469	160410	164097	158178	163827	167177	161855	156224
ADXDNOB	1997	167820	170594	167776	169671	171861	174297	175891	178625	179164	180864	187338	176724
ADXDNOB	1998	179315	179856	177427	180446	177853	172383	173573	178600	178448	182156	179498	180448
ADXDNOB	1999	189831	183372	184583	186082	185353	181618	192416	193660	192688	189256	190776	200547
ADXDNOB	2000	200453	188508	199533	190744	199403	200592	191758	188830	199910	186827	188274	191873
ADXDNOB	2001	178124	176809	179206	168778	174504	170767	168352	169806	157945	160008	162803	165799
UMTMNOB	1992		231296	247526	239522	240907	257515	217576	232507	254721	253564	241680	248329
UMTMNOB	1993	227746	248826	262717	247004	243751	266987	223692	246277	262215	261089	251778	253706
UMTMNOB	1994	244649	259370	276618	261719	265003	286477	239441	273953	289279	284549	281586	284146
UMTMNOB	1995	268560	290154	306070	282191	288621	304903	256123	292231	312969	302586	293670	297437
UMTMNOB	1996	278142	292738	316852	295204	304779	317626	275778	298071	322740	321182	312432	302605
UMTMNOB	1997	292303	316255	327458	316144	314001	338630	289463	324250	345548	339418	332583	322963
UMTMNOB	1998	303732	325391	342151	326682	318129	337446	289137	320354	344958	333621	318754	324513
UMTMNOB	1999	309749	325336	352895	328360	326402	350994	307299	342722	361482	351761	339678	355054
UMTMNOB	2000	331100	344669	380337	342650	356873	405775	317406	351236	379578	354189	345086	349536
UMTMNOB	2001	312077	330717	362679	320850	337624	346707	293190	331751	325885	334390	309714	315029
UMXTNOB	1992		197510	209580	200986	203749	220771	194712	203353	222623	211475	208469	210115
UMXTNOB	1993	196280	208510	223345	210451	209205	225622	199775	213230	228506	222529	214954	215415
UMXTNOB	1994	203326	218432	233507	222160	224764	243217	213445	233857	247460	242060	237594	239715
UMXTNOB	1995	229307	242987	257351	242105	246993	261277	230296	251350	264779	261383	249641	249913
UMXTNOB	1996	232595	248097	262614	252040	256556	269668	243832	259519	272304	273530	260859	254511
UMXTNOB	1997	246704	267411	279216	268312	268686	287928	256679	276389	295883	285653	270662	273713
UMXTNOB	1998	256229	273257	288582	272777	268501	291994	259074	269171	289451	278431	264887	272309
UMXTNOB	1999	252328	269057	290390	276286	272035	294347	270725	286806	304989	293695	287253	293606
UMXTNOB	2000	273031	290656	320221	292209	304404	324431	284514	299546	319743	304486	292143	293204
UMXTNOB	2001	268183	283632	299768	272805	284434	292719	261096	281482	279590	276398	263312	264738
UMXDNOB	1992		223666	239222	232105	234657	251062	213671	228089	247804	242887	233220	234821
UMXDNOB	1993	220252	242305	253107	240858	238657	261344	216919	239745	255391	254598	245593	243265
UMXDNOB	1994	235141	254205	269681	256669	259440	279752	234672	268447	282767	277008	274945	271999
UMXDNOB	1995	262885	283356	297303	276923	283958	298433	252278	286208	306181	297615	288217	286658
UMXDNOB	1996	270474	287155	302042	289343	298531	309951	272529	294082	316157	315381	298792	287014
UMXDNOB	1997	286141	310059	319944	309666	310203	332311	285631	319591	339964	334724	325778	313324
UMXDNOB	1998	296621	319484	335038	319354	314581	332600	285635	316604	337228	328771	312081	312890
UMXDNOB	1999	301043	318832	343287	323092	321176	345930	302142	339243	356790	344382	334930	343145
UMXDNOB	2000	320908	339211	373126	338133	353119	379053	314453	346674	374318	349383	337590	341112
UMXDNOB	2001	306366	324524	350711	314903	331876	340916	288946	327551	319102	316792	303547	303022
UMTUNOB	1992		88661	96528	91766	89515	96680	77228	82599	93199	96955	89836	101249
UMTUNOB	1993	87185	96069	102142	92725	88152	101609	82088	92174	97551	98721	95020	104317
UMTUNOB	1994	100157	101868	110188	101521	101645	113707	90606	104098	112998	111860	111211	117915
UMTUNOB	1995	110324	117697	127033	110368	113787	121155	97904	113968	127187	120473	118692	129105
UMTUNOB	1996	118789	120145	137486	117093	122397	129864	108227	113701	130541	130656	128223	127337
UMTUNOB	1997	119831	131649	135928	127155	124547	140582	113097	130926	142659	138500	141092	136704
UMTUNOB	1998	128527	135767	142530	135006	126270	138055	115415	127921	142919	135325	130152	139501
UMTUNOB	1999	135418	134473	149592	135138	131543	142349	127626	139087	150265	144593	137280	158869
UMTUNOB	2000	143832	141707	162276	139192	147000	183986	128082	140766	161065	141715	141385	152694
UMTUNOB	2001	127468	133390	151467	123486	127370	137345	107405	121985	123117	128922	116045	128229
UMDMNOB	1992		121495	131783	126064	125003	133864	105437	116253	129356	134160	124686	134425
UMDMNOB	1993	119024	133164	140816	130055	125541	141343	110985	127105	136845	139339	134238	141380
UMDMNOB	1994	135698	142426	152640	142781	143941	158370	122887	146503	157427	155978	154704	159384
UMDMNOB	1995	148949	161916	172998	152676	156963	166660	130653	156890	173342	166452	161814	169340
UMDMNOB	1996	156499	163911	181616	161871	168937	178252	145137	159319	180269	179376	174199	170172
UMDMNOB	1997	162471	179387	186209	176188	173120	193591	154346	180655	197101	192290	190957	185386
UMDMNOB	1998	172207	187607	198509	187145	178667	191978	155670	179410	199633	191935	183056	190826
UMDMNOB	1999	182924	190309	210036	190440	187388	203493	171392	196113	210170	201934	191755	210627
UMDMNOB	2000	193204	196054	222982	192250	202048	244438	169815	192937	219084	196021	191099	200018
UMDMNOB	2001	169694	181023	206346	171436	180830	192448	148816	175359	174369	181696	165590	175418
U34SNOB	1992		22129	23957	18904	20814	24325	19418	20580	26069	21754	24585	29145
U34SNOB	1993	21408	21892	24614	21187	20807	24597	21124	22649	27018	25518	25034	28029
U34SNOB	1994	23351	24326	26050	24464	23653	29417	23549	24935	31109	28283	28585	34158
U34SNOB	1995	26749	28024	32786	28825	29205	33491	28598	28970	36192	35832	32407	39208
U34SNOB	1996	28646	31265	35573	29963	29564	35255	29907	31116	36078	39041	34459	37186
U34SNOB	1997	30719	36370	39518	30870	34016	42341	31066	38290	43115	37984	34835	43692
U34SNOB	1998	34031	35125	40984	35206	32130	41227	34867	32898	42269	39983	35170	45268
U34SNOB	1999	36867	34480	42984	38971	35278	42860	40875	39921	48550	42133	41353	52434
U34SNOB	2000	37885	38820	50977	37969	44218	53964	40689	38175	52009	43009	40706	49880
U34SNOB	2001	34350	35886	42323	28933	28475	36352	26124	26924	33885	29823	29853	39587
UDXTNOB	1992		87709	93837	87528	87845	97120	82573	87099	97258	92071	91475	96211
UDXTNOB	1993	87558	92848	101444	93502	90995	99978	87068	94058	103136	100779	97414	103089
UDXTNOB	1994	94375	101488	109529	103222	103702	115110	96891	106407	115608	113489	110712	114953
UDXTNOB	1995	109696	114749	124279	112590	115335	123034	104826	116009	125152	125249	117785	121816
UDXTNOB	1996	110952	119270	127378	118707	120714	130294	113191	120767	129833	131724	122626	122078
UDXTNOB	1997	116872	130543	137967	128356	127805	142889	121562	132794	147436	138525	129036	136136
UDXTNOB	1998	124704	135473	144940	133240	129039	146526	125607	128227	144126	136745	129189	138622
UDXTNOB	1999	125503	134030	147531	138366	133021	146846	134818	140197	153677	143868	139330	149179
UDXTNOB	2000	135135	142041	162866	141809	149579	163094	136923	141247	159249	146318	138156	143686
UDXTNOB	2001	125800	133938	143435	123391	127640	138460	116722	125090	128074	123704	119188	125127
UDXDNOB	1992		113865	123479	118647	118753	127411	101532	111835	122439	123483	116226	120917
UDXDNOB	1993	111530	126643	131206	123909	120447	135700	104212	120573	130021	132848	128053	130939
UDXDNOB	1994	126190	137261	145703	137731	138378	151645	118118	140997	150915	148437	148063	147237
UDXDNOB	1995	143274	155118	164231	147408	152300	160190	126808	150867	166554	161481	156361	158561
UDXDNOB	1996	148831	158328	166806	156010	162689	170577	141888	155330	173686	173575	160559	154581
UDXDNOB	1997	156309	173191	178695	169710	169322	187272	150514	175996	191517	187596	184152	175747
UDXDNOB	1998	165096	181700	191396	179817	175119	187132	152168	175660	191903	187085	176383	179203
UDXDNOB	1999	174218	183805	200428	185172	182162	198429	166235	192634	205478	194555	187007	198718
UDXDNOB	2000	183012	190596	215771	187733	198294	217716	166862	188375	213824	191215	183603	191594
UDXDNOB	2001	163983	174830	194378	165489	175082	186657	144572	171159	167586	164098	159423	163411
