

"tblid","profln","totcest","totcme","cest","cme"
"S0201","          35","     30.6","   +/-0.3","              39.5","               +/-1.1"
"S0201","          36","      5.3","   +/-0.2","              10.1","               +/-1.1"
"S0201","          37","      6.1","   +/-0.2","               7.5","               +/-1.0"
"S0201","          38","      2.1","   +/-0.1","               2.0","               +/-0.4"
" ","          38"," "," "," "," "
" ","          39"," "," "," "," "
"S0201","          39","2,118,367"," +/-8,866","           121,255","             +/-3,484"
"S0201","          40","     64.6","   +/-0.5","              63.6","               +/-2.3"
"S0201","          41","     30.8","   +/-0.5","              38.1","               +/-1.9"
"S0201","          42","     49.2","   +/-0.6","              28.7","               +/-2.1"
"S0201","          43","     22.9","   +/-0.4","              15.9","               +/-1.6"
"S0201","          44","     11.3","   +/-0.4","              27.7","               +/-2.0"
"S0201","          45","      6.4","   +/-0.3","              19.3","               +/-2.0"
"S0201","          46","     35.4","   +/-0.5","              36.4","               +/-2.3"
"S0201","          47","     16.0","   +/-0.4","              18.1","               +/-1.7"
"S0201","          48","     12.1","   +/-0.3","              14.1","               +/-1.7"
"S0201","          49","      3.9","   +/-0.2","               4.0","               +/-1.1"
"S0201","          50","     19.4","   +/-0.4","              18.3","               +/-1.8"
"S0201","          51","     16.1","   +/-0.4","              15.1","               +/-1.7"
"S0201","          52","      3.3","   +/-0.2","               3.3","               +/-0.9"
" ","          52"," "," "," "," "
"S0201","          53","     2.58","  +/-0.01","              2.84","              +/-0.09"
"S0201","          54","     3.20","  +/-0.02","              3.52","              +/-0.11"
" ","          54"," "," "," "," "
" ","          55"," "," "," "," "
"S0201","          55","4,571,067"," +/-8,940","           282,913","             +/-5,717"
"S0201","          56","     49.1","   +/-0.5","              31.9","               +/-1.8"
"S0201","          57","      6.2","   +/-0.1","               3.6","               +/-0.5"
"S0201","          58","      8.8","   +/-0.3","               9.1","               +/-0.8"
"S0201","          59","      2.0","   +/-0.1","               5.1","               +/-0.7"
"S0201","          60","     34.0","   +/-0.4","              50.3","               +/-1.7"
" ","          60"," "," "," "," "
"S0201","          61","2,203,721"," +/-5,685","           135,224","             +/-3,715"
"S0201","          62","     51.0","   +/-0.6","              36.2","               +/-2.6"
"S0201","          63","      2.5","   +/-0.1","               1.2","               +/-0.5"
"S0201","          64","      7.5","   +/-0.3","               7.8","               +/-1.2"
"S0201","          65","      1.6","   +/-0.2","               3.8","               +/-0.9"
"S0201","          66","     37.4","   +/-0.5","              51.0","               +/-2.4"
" ","          66"," "," "," "," "
"S0201","          67","2,367,346"," +/-4,942","           147,689","             +/-3,310"
"S0201","          68","     47.3","   +/-0.5","              28.0","               +/-1.8"
"S0201","          69","      9.6","   +/-0.3","               5.8","               +/-0.7"
"S0201","          70","     10.0","   +/-0.3","              10.3","               +/-1.2"
"S0201","          71","      2.3","   +/-0.2","               6.3","               +/-1.1"
"S0201","          72","     30.8","   +/-0.5","              49.7","               +/-2.0"
" ","          72"," "," "," "," "
" ","          73"," "," "," "," "
"S0201","          73","1,498,191","+/-11,931","           136,207","             +/-4,779"
"S0201","          74","      7.1","   +/-0.3","               5.4","               +/-1.1"
"S0201","          75","      4.5","   +/-0.2","               4.7","               +/-0.9"
"S0201","          76","     37.8","   +/-0.4","              37.7","               +/-1.8"
"S0201","          77","     21.4","   +/-0.4","              24.6","               +/-2.0"
"S0201","          78","     29.1","   +/-0.4","              27.6","               +/-1.6"
" ","          78"," "," "," "," "
"S0201","          79","  739,010"," +/-8,331","            65,832","             +/-3,325"
"S0201","          80","     66.6","   +/-0.7","              71.8","               +/-2.9"
"S0201","          81","     26.0","   +/-0.7","              23.5","               +/-2.9"
"S0201","          82","  759,181"," +/-7,889","            70,375","             +/-3,209"
"S0201","          83","     61.0","   +/-0.7","              62.6","               +/-3.0"
"S0201","          84","     32.2","   +/-0.6","              31.4","               +/-2.8"
" ","          84"," "," "," "," "
" ","          85"," "," "," "," "
"S0201","          85","3,796,969"," +/-7,939","           213,050","             +/-4,154"
"S0201","          86","     10.9","   +/-0.3","              19.5","               +/-1.6"
"S0201","          87","     27.5","   +/-0.4","              30.9","               +/-2.0"
"S0201","          88","     22.7","   +/-0.3","              28.4","               +/-2.0"
"S0201","          89","     22.5","   +/-0.4","              14.2","               +/-1.7"
"S0201","          90","     16.3","   +/-0.3","               6.9","               +/-0.9"
" ","          90"," "," "," "," "
"S0201","          91","     89.1","   +/-0.3","              80.5","               +/-1.6"
"S0201","          92","     88.7","   +/-0.4","              80.9","               +/-2.3"
"S0201","          93","     89.4","   +/-0.4","              80.2","               +/-2.2"
"S0201","          94","     38.8","   +/-0.4","              21.2","               +/-1.8"
"S0201","          95","     40.1","   +/-0.5","              21.9","               +/-2.4"
"S0201","          96","     37.7","   +/-0.5","              20.5","               +/-2.5"
" ","          96"," "," "," "," "
" ","          97"," "," "," "," "
"S0201","          97","1,473,414"," +/-5,866","           108,460","             +/-3,106"
"S0201","          98","   64,578"," +/-3,631","             7,366","             +/-1,307"
"S0201","          99","   14,867"," +/-2,228","             3,760","             +/-1,132"
"S0201","         100","     23.0","   +/-2.8","              51.0","              +/-11.3"
" ","         100"," "," "," "," "
" ","         101"," "," "," "," "
"S0201","         101","3,450,268"," +/-6,780","           185,024","             +/-3,399"
"S0201","         102","      2.4","   +/-0.2","               3.9","               +/-0.8"
"S0201","         103","     25.0","   +/-2.4","              32.7","               +/-9.5"
" ","         103"," "," "," "," "
" ","         104"," "," "," "," "
"S0201","         104","4,333,170"," +/-8,292","           261,566","             +/-5,026"
"S0201","         105","      8.9","   +/-0.2","               5.0","               +/-0.7"
" ","         105"," "," "," "," "
" ","         106"," "," "," "," "
"S0201","         106","5,202,760","+/-10,984","           337,820","             +/-6,609"
"S0201","         107","     12.9","   +/-0.2","              16.2","               +/-1.3"
"S0201","         108","  789,840"," +/-5,259","            71,458","             +/-2,680"
"S0201","         109","      6.1","   +/-0.5","              10.7","               +/-2.4"
"S0201","         110","3,756,130"," +/-9,322","           242,248","             +/-5,489"
"S0201","         111","     10.0","   +/-0.3","              14.3","               +/-1.4"
"S0201","         112","     90.0","   +/-0.3","              85.7","               +/-1.4"
"S0201","         113","  656,790"," +/-3,457","            24,114","             +/-1,104"
"S0201","         114","     37.5","   +/-0.8","              51.7","               +/-5.0"
" ","         114"," "," "," "," "
" ","         115"," "," "," "," "
"S0201","         115","5,563,459","+/-12,497","           375,359","             +/-7,105"
"S0201","         116","     85.8","   +/-0.4","              78.5","               +/-1.8"
"S0201","         117","     13.4","   +/-0.5","              20.0","               +/-1.7"
"S0201","         118","      8.0","   +/-0.4","              12.7","               +/-1.4"
"S0201","         119","      5.4","   +/-0.2","               7.4","               +/-1.2"
"S0201","         120","      3.0","   +/-0.2","               5.1","               +/-0.8"
"S0201","         121","      2.4","   +/-0.1","               2.2","               +/-0.6"
"S0201","         122","      0.8","   +/-0.1","               1.5","               +/-0.5"
" ","         122"," "," "," "," "
" ","         123"," "," "," "," "
"S0201","         123","5,630,814","+/-12,363","           384,437","             +/-6,968"
"S0201","         124","4,806,360","+/-20,742","           257,368","             +/-7,594"
"S0201","         125","     48.7","   +/-0.1","              50.4","               +/-1.0"
"S0201","         126","     51.3","   +/-0.1","              49.6","               +/-1.0"
"S0201","         127","  824,454","+/-17,945","           127,069","             +/-7,261"
"S0201","         128","     49.0","   +/-0.7","              46.8","               +/-1.9"
"S0201","         129","     51.0","   +/-0.7","              53.2","               +/-1.9"
"S0201","         130","  382,442","+/-10,742","            55,038","             +/-3,909"
"S0201","         131","     46.4","   +/-1.2","              45.4","               +/-2.8"
"S0201","         132","     53.6","   +/-1.2","              54.6","               +/-2.8"
"S0201","         133","  442,012","+/-14,911","            72,031","             +/-5,852"
"S0201","         134","     51.3","   +/-1.0","              47.9","               +/-3.1"
"S0201","         135","     48.7","   +/-1.0","              52.1","               +/-3.1"
" ","         136"," "," "," "," "
"S0201","         136","     27.4","   +/-1.2","              28.7","               +/-2.7"
"S0201","         137","     29.4","   +/-1.1","              31.0","               +/-2.9"
"S0201","         138","     43.1","   +/-1.2","              40.4","               +/-3.3"
" ","         138"," "," "," "," "
" ","         139"," "," "," "," "
"S0201","         139","  824,290","+/-17,990","           127,069","             +/-7,261"
"S0201","         140","     23.7","   +/-0.9","               2.2","               +/-0.9"
"S0201","         141","     28.5","   +/-0.8","               0.8","               +/-0.6"
"S0201","         142","      7.7","   +/-0.7","              31.2","               +/-3.4"
"S0201","         143","      0.2","   +/-0.1","               0.0","               +/-0.1"
"S0201","         144","     35.6","   +/-1.1","              65.1","               +/-3.3"
"S0201","         145","      4.3","   +/-0.4","               0.7","               +/-0.4"
" ","         145"," "," "," "," "
" ","         146"," "," "," "," "
"S0201","         146","5,285,410","+/-11,041","           347,528","             +/-6,625"
"S0201","         147","     79.9","   +/-0.3","              63.0","               +/-2.4"
"S0201","         148","     20.1","   +/-0.3","              37.0","               +/-2.4"
"S0201","         149","      8.6","   +/-0.2","              16.2","               +/-1.4"
" ","         149"," "," "," "," "
" ","         150"," "," "," "," "
"S0201","         150","4,493,028"," +/-9,467","           275,368","             +/-5,431"
"S0201","         151","     68.7","   +/-0.3","              67.9","               +/-1.5"
"S0201","         152","     68.6","   +/-0.3","              67.7","               +/-1.5"
"S0201","         153","     64.8","   +/-0.3","              59.9","               +/-1.5"
"S0201","         154","      3.7","   +/-0.1","               7.8","               +/-0.9"
"S0201","         155","      5.5","   +/-0.2","              11.5","               +/-1.2"
"S0201","         156","      0.1","   +/-0.1","               0.2","               +/-0.1"
"S0201","         157","     31.3","   +/-0.3","              32.1","               +/-1.5"
" ","         157"," "," "," "," "
"S0201","         158","2,329,051"," +/-5,432","           144,280","             +/-3,249"
"S0201","         159","     63.5","   +/-0.4","              65.3","               +/-2.1"
"S0201","         160","     63.5","   +/-0.4","              65.2","               +/-2.1"
"S0201","         161","     60.2","   +/-0.4","              58.4","               +/-2.1"
"S0201","         162","      3.3","   +/-0.2","               6.8","               +/-1.1"
"S0201","         163","      5.2","   +/-0.3","              10.5","               +/-1.7"
" ","         163"," "," "," "," "
" ","         164"," "," "," "," "
"S0201","         164","2,830,244","+/-18,099","           158,828","             +/-5,509"
"S0201","         165","     73.3","   +/-0.5","              57.1","               +/-2.6"
"S0201","         166","      8.1","   +/-0.3","              10.5","               +/-1.6"
"S0201","         167","      9.3","   +/-0.3","              22.9","               +/-2.3"
"S0201","         168","      4.2","   +/-0.2","               5.6","               +/-1.4"
"S0201","         169","      1.4","   +/-0.1","               2.1","               +/-0.7"
"S0201","         170","      3.7","   +/-0.2","               1.8","               +/-0.6"
"S0201","         171","     27.5","   +/-0.2","              30.4","               +/-1.1"
" ","         171"," "," "," "," "
"S0201","         172","2,912,599","+/-17,367","           165,047","             +/-5,600"
" ","         173"," "," "," "," "
"S0201","         173","     42.4","   +/-0.5","              27.7","               +/-1.8"
"S0201","         174","     15.3","   +/-0.3","              30.9","               +/-2.5"
"S0201","         175","     25.3","   +/-0.4","              23.6","               +/-1.8"
"S0201","         176","      0.2","   +/-0.1","               0.0","               +/-0.1"
"S0201","         177","      7.8","   +/-0.3","               6.7","               +/-1.4"
"S0201","         178","      9.1","   +/-0.3","              11.2","               +/-1.4"
" ","         178"," "," "," "," "
"S0201","         179","1,511,352","+/-12,009","            80,789","             +/-3,559"
"S0201","         180","     40.5","   +/-0.6","              25.8","               +/-2.6"
"S0201","         181","     13.1","   +/-0.5","              24.7","               +/-3.2"
"S0201","         182","     18.6","   +/-0.5","              18.4","               +/-2.5"
"S0201","         183","      0.2","   +/-0.1","               0.0","               +/-0.2"
"S0201","         184","     14.5","   +/-0.5","              13.4","               +/-2.7"
"S0201","         185","     13.0","   +/-0.5","              17.7","               +/-2.6"
" ","         185"," "," "," "," "
"S0201","         186","1,401,247"," +/-9,747","            84,258","             +/-3,874"
"S0201","         187","     44.3","   +/-0.7","              29.5","               +/-3.0"
"S0201","         188","     17.7","   +/-0.6","              36.8","               +/-3.2"
"S0201","         189","     32.6","   +/-0.6","              28.5","               +/-2.5"
"S0201","         190","      0.1","   +/-0.1","               0.0","               +/-0.2"
"S0201","         191","      0.5","   +/-0.1","               0.3","               +/-0.2"
"S0201","         192","      4.8","   +/-0.3","               5.0","               +/-1.1"
" ","         192"," "," "," "," "
" ","         193"," "," "," "," "
"S0201","         193","      0.3","   +/-0.1","               0.3","               +/-0.2"
"S0201","         194","      6.7","   +/-0.3","               5.6","               +/-1.3"
"S0201","         195","     10.6","   +/-0.3","               7.5","               +/-1.3"
"S0201","         196","      3.2","   +/-0.2","               1.6","               +/-0.6"
"S0201","         197","     10.9","   +/-0.4","               9.6","               +/-1.3"
"S0201","         198","      3.7","   +/-0.2","               4.9","               +/-0.9"
"S0201","         199","      3.2","   +/-0.2","               2.1","               +/-0.5"
"S0201","         200","      8.8","   +/-0.3","               7.5","               +/-1.2"
"S0201","         201","     13.0","   +/-0.3","               9.5","               +/-1.4"
"S0201","         202","     23.9","   +/-0.5","              35.0","               +/-2.5"
"S0201","         203","      7.6","   +/-0.3","               7.6","               +/-1.5"
"S0201","         204","      4.4","   +/-0.2","               4.6","               +/-0.9"
"S0201","         205","      3.6","   +/-0.2","               4.4","               +/-0.9"
" ","         205"," "," "," "," "
" ","         206"," "," "," "," "
"S0201","         206","     81.5","   +/-0.3","              83.6","               +/-1.6"
"S0201","         207","     11.8","   +/-0.3","              12.5","               +/-1.5"
"S0201","         208","      6.6","   +/-0.2","               3.7","               +/-0.8"
"S0201","         209","      0.1","   +/-0.1","               0.2","               +/-0.2"
" ","         209"," "," "," "," "
" ","         210"," "," "," "," "
"S0201","         210","2,118,367"," +/-8,866","           121,255","             +/-3,484"
"S0201","         211","   63,918","   +/-820","            40,179","             +/-3,638"
" ","         211"," "," "," "," "
"S0201","         212","     81.9","   +/-0.3","              82.2","               +/-1.8"
"S0201","         213","   86,212","   +/-891","            54,635","             +/-2,927"
"S0201","         214","     25.0","   +/-0.3","              17.5","               +/-1.6"
"S0201","         215","   13,709","   +/-154","            10,154","               +/-718"
"S0201","         216","      3.9","   +/-0.2","               7.9","               +/-1.3"
"S0201","         217","    7,655","   +/-222","             6,948","               +/-650"
"S0201","         218","      2.3","   +/-0.2","               6.2","               +/-1.0"
"S0201","         219","    3,981","   +/-277","             4,195","               +/-688"
"S0201","         220","     15.8","   +/-0.3","               8.9","               +/-1.2"
"S0201","         221","   19,357","   +/-655","            14,951","             +/-2,022"
"S0201","         222","      5.4","   +/-0.3","              16.2","               +/-1.7"
" ","         222"," "," "," "," "
"S0201","         223","1,368,310","+/-13,047","            77,142","             +/-3,572"
"S0201","         224","   79,190"," +/-1,038","            43,589","             +/-2,276"
"S0201","         225","     76.2","   +/-0.6","              45.0","               +/-2.8"
"S0201","         226","   91,863","   +/-891","            65,748","             +/-3,907"
"S0201","         227","      6.2","   +/-0.3","              11.5","               +/-2.0"
"S0201","         228","   57,687"," +/-2,388","            43,268","             +/-3,798"
"S0201","         229","     17.5","   +/-0.6","              43.5","               +/-2.8"
"S0201","         230","   38,987"," +/-1,566","            25,877","             +/-2,437"
" ","         230"," "," "," "," "
"S0201","         231","5,630,814","+/-12,363","           384,437","             +/-6,968"
"S0201","         232","   32,145","   +/-300","            17,515","               +/-712"
" ","         232"," "," "," "," "
" ","         233"," "," "," "," "
"S0201","         233","1,123,641","+/-11,766","            56,308","             +/-3,213"
"S0201","         234","  782,164","+/-11,021","            50,685","             +/-3,710"
" ","         235"," "," "," "," "
"S0201","         235","   72,979","   +/-960","            44,734","             +/-2,344"
"S0201","         236","   49,533","   +/-598","            38,046","             +/-2,501"
" ","         237"," "," "," "," "
"S0201","         237","   54,503","   +/-896","            39,217","             +/-3,442"
"S0201","         238","   40,700","   +/-309","            31,503","             +/-1,045"
" ","         238"," "," "," "," "
" ","         239"," "," "," "," "
"S0201","         239","      6.1","   +/-0.4","              19.0","               +/-2.3"
"S0201","         240","      9.0","   +/-0.6","              24.5","               +/-3.5"
"S0201","         241","      9.8","   +/-1.6","              21.8","               +/-6.7"
"S0201","         242","      2.5","   +/-0.3","               6.4","               +/-2.1"
"S0201","         243","      2.5","   +/-0.4","               5.7","               +/-2.8"
"S0201","         244","      2.8","   +/-1.0","N","N"
"S0201","         245","     21.3","   +/-1.5","              35.7","               +/-5.1"
"S0201","         246","     29.7","   +/-2.1","              41.4","               +/-6.2"
"S0201","         247","     38.2","   +/-6.6","              40.2","              +/-11.3"
" ","         247"," "," "," "," "
"S0201","         248","      8.8","   +/-0.3","              21.6","               +/-2.0"
"S0201","         249","     10.6","   +/-0.7","              27.5","               +/-3.8"
"S0201","         250","     10.2","   +/-0.7","              26.8","               +/-3.8"
"S0201","         251","     12.6","   +/-1.2","              30.1","               +/-5.6"
"S0201","         252","      9.3","   +/-0.7","              25.3","               +/-3.8"
"S0201","         253","      8.3","   +/-0.3","              18.8","               +/-1.7"
"S0201","         254","      8.2","   +/-0.3","              18.3","               +/-1.8"
"S0201","         255","      9.1","   +/-0.5","              23.9","               +/-4.9"
"S0201","         256","      6.2","   +/-0.4","              18.7","               +/-2.4"
"S0201","         257","     19.6","   +/-0.6","              33.1","               +/-3.5"
" ","         257"," "," "," "," "
"S0201","         258","2,118,367"," +/-8,866","           121,255","             +/-3,484"
" ","         259"," "," "," "," "
"S0201","         259","     65.4","   +/-0.4","              33.8","               +/-2.1"
"S0201","         260","     34.6","   +/-0.4","              66.2","               +/-2.1"
" ","         260"," "," "," "," "
"S0201","         261","     2.79","  +/-0.02","              3.34","              +/-0.18"
"S0201","         262","     2.17","  +/-0.02","              2.58","              +/-0.10"
" ","         262"," "," "," "," "
" ","         263"," "," "," "," "
"S0201","         263","     57.4","   +/-0.5","              29.3","               +/-2.1"
"S0201","         264","     20.6","   +/-0.4","              36.5","               +/-2.4"
"S0201","         265","     21.0","   +/-0.4","              33.9","               +/-2.8"
"S0201","         266","      1.0","   +/-0.1","               0.3","               +/-0.2"
" ","         266"," "," "," "," "
" ","         267"," "," "," "," "
"S0201","         267","      5.4","   +/-0.2","               4.5","               +/-1.0"
"S0201","         268","      8.1","   +/-0.3","               5.2","               +/-1.1"
"S0201","         269","     11.8","   +/-0.3","               9.1","               +/-1.6"
"S0201","         270","     22.5","   +/-0.4","              19.8","               +/-1.9"
"S0201","         271","     16.7","   +/-0.4","              15.0","               +/-2.0"
"S0201","         272","     35.5","   +/-0.5","              46.5","               +/-2.5"
" ","         272"," "," "," "," "
" ","         273"," "," "," "," "
"S0201","         273","     11.4","   +/-0.3","              26.4","               +/-2.0"
"S0201","         274","     88.6","   +/-0.3","              73.6","               +/-2.0"
" ","         274"," "," "," "," "
" ","         275"," "," "," "," "
"S0201","         275","     48.0","   +/-0.5","              54.8","               +/-2.6"
"S0201","         276","     12.5","   +/-0.3","              22.3","               +/-2.2"
"S0201","         277","     39.2","   +/-0.5","              22.2","               +/-2.2"
"S0201","         278","      0.3","   +/-0.1","               0.7","               +/-0.4"
" ","         278"," "," "," "," "
" ","         279"," "," "," "," "
"S0201","         279","      4.4","   +/-0.3","               5.1","               +/-1.1"
"S0201","         280","      1.5","   +/-0.2","               4.4","               +/-1.1"
" ","         280"," "," "," "," "
"S0201","         281","1,386,049","+/-10,320","            40,945","             +/-2,744"
" ","         282"," "," "," "," "
"S0201","         282","     63.0","   +/-0.6","              42.6","               +/-4.1"
"S0201","         283","     37.0","   +/-0.6","              57.4","               +/-4.1"
" ","         283"," "," "," "," "
" ","         284"," "," "," "," "
"S0201","         284","  379,900"," +/-1,967","           363,900","             +/-9,988"
"S0201","         285","    2,041","    +/-17","             2,126","               +/-134"
"S0201","         286","      657","     +/-7","               637","                +/-53"
" ","         286"," "," "," "," "
"S0201","         287","  732,318"," +/-9,378","            80,310","             +/-3,475"
" ","         288"," "," "," "," "
"S0201","         288","     51.1","   +/-0.9","              43.1","               +/-2.9"
"S0201","         289","     48.9","   +/-0.9","              56.9","               +/-2.9"
" ","         289"," "," "," "," "
" ","         290"," "," "," "," "
"S0201","         290","    1,008","    +/-12","               950","                +/-45"
