"TBLID","ORDER","TITLE","estout","CME","CLB","CUB"
"B07401",24.0000,"35 to 39 years","19,250","+/-2,339","16,911","21,589"
"B07401",25.0000,"40 to 44 years","21,052","+/-1,971","19,081","23,023"
"B07401",26.0000,"45 to 49 years","18,957","+/-945","18,012","19,902"
"B07401",27.0000,"50 to 54 years","15,852","+/-1,169","14,683","17,021"
"B07401",28.0000,"55 to 59 years","15,278","+/-1,332","13,946","16,610"
"B07401",29.0000,"60 to 64 years","11,550","+/-1,217","10,333","12,767"
"B07401",30.0000,"65 to 69 years","9,818","+/-1,211","8,607","11,029"
"B07401",31.0000,"70 to 74 years","6,802","+/-1,116","5,686","7,918"
"B07401",32.0000,"75 years and over","15,155","+/-1,314","13,841","16,469"
"B07401",33.0000,"Moved within same county:","42,701","+/-5,554","37,147","48,255"
"B07401",34.0000,"1 to 4 years","4,612","+/-1,312","3,300","5,924"
"B07401",35.0000,"5 to 17 years","10,692","+/-1,994","8,698","12,686"
"B07401",36.0000,"18 and 19 years","889","+/-425","464","1,314"
"B07401",37.0000,"20 to 24 years","5,077","+/-1,316","3,761","6,393"
"B07401",38.0000,"25 to 29 years","5,851","+/-1,558","4,293","7,409"
"B07401",39.0000,"30 to 34 years","3,729","+/-1,335","2,394","5,064"
"B07401",40.0000,"35 to 39 years","2,478","+/-849","1,629","3,327"
"B07401",41.0000,"40 to 44 years","3,284","+/-980","2,304","4,264"
"B07401",42.0000,"45 to 49 years","2,041","+/-863","1,178","2,904"
"B07401",43.0000,"50 to 54 years","1,507","+/-605","902","2,112"
"B07401",44.0000,"55 to 59 years","693","+/-464","229","1,157"
"B07401",45.0000,"60 to 64 years","306","+/-207","99","513"
"B07401",46.0000,"65 to 69 years","249","+/-205","44","454"
"B07401",47.0000,"70 to 74 years","442","+/-262","180","704"
"B07401",48.0000,"75 years and over","851","+/-398","453","1,249"
"B07401",49.0000,"Moved to different county within same state:","20,360","+/-3,429","16,931","23,789"
"B07401",50.0000,"1 to 4 years","2,553","+/-1,005","1,548","3,558"
"B07401",51.0000,"5 to 17 years","2,180","+/-824","1,356","3,004"
"B07401",52.0000,"18 and 19 years","1,325","+/-662","663","1,987"
"B07401",53.0000,"20 to 24 years","4,111","+/-1,261","2,850","5,372"
"B07401",54.0000,"25 to 29 years","3,602","+/-1,191","2,411","4,793"
"B07401",55.0000,"30 to 34 years","2,201","+/-1,090","1,111","3,291"
"B07401",56.0000,"35 to 39 years","1,145","+/-533","612","1,678"
"B07401",57.0000,"40 to 44 years","413","+/-264","149","677"
"B07401",58.0000,"45 to 49 years","777","+/-603","174","1,380"
"B07401",59.0000,"50 to 54 years","862","+/-524","338","1,386"
"B07401",60.0000,"55 to 59 years","268","+/-268","0","536"
"B07401",61.0000,"60 to 64 years","385","+/-355","30","740"
"B07401",62.0000,"65 to 69 years","251","+/-343","0","594"
"B07401",63.0000,"70 to 74 years","0","+/-267","0","267"
"B07401",64.0000,"75 years and over","287","+/-247","40","534"
"B07401",65.0000,"Moved to different state:","20,145","+/-4,310","15,835","24,455"
"B07401",66.0000,"1 to 4 years","1,643","+/-747","896","2,390"
"B07401",67.0000,"5 to 17 years","4,698","+/-2,169","2,529","6,867"
"B07401",68.0000,"18 and 19 years","888","+/-475","413","1,363"
"B07401",69.0000,"20 to 24 years","2,827","+/-962","1,865","3,789"
"B07401",70.0000,"25 to 29 years","2,685","+/-892","1,793","3,577"
"B07401",71.0000,"30 to 34 years","2,832","+/-983","1,849","3,815"
"B07401",72.0000,"35 to 39 years","1,596","+/-1,137","459","2,733"
"B07401",73.0000,"40 to 44 years","821","+/-491","330","1,312"
"B07401",74.0000,"45 to 49 years","555","+/-440","115","995"
"B07401",75.0000,"50 to 54 years","507","+/-419","88","926"
"B07401",76.0000,"55 to 59 years","160","+/-166","0","326"
"B07401",77.0000,"60 to 64 years","448","+/-437","11","885"
"B07401",78.0000,"65 to 69 years","186","+/-177","9","363"
"B07401",79.0000,"70 to 74 years","243","+/-236","7","479"
"B07401",80.0000,"75 years and over","56","+/-91","0","147"
"B07402",.,"MEDIAN AGE BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07402",.,"Universe:  Population 1 year and over in the United States",,,,
"B07402",0.7000,"Median age --",,,,
"B07402",1.0000,"Total living in area 1 year ago:","31.6","+/-0.8","30.8","32.4"
"B07402",2.0000,"Same house","35.1","+/-0.9","34.2","36.0"
"B07402",3.0000,"Moved within same county","25.0","+/-1.1","23.9","26.1"
"B07402",4.0000,"Moved to different county within same state","25.0","+/-1.5","23.5","26.5"
"B07402",5.0000,"Moved to different state","25.0","+/-2.5","22.5","27.5"
"B07403",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07403",.,"Universe:  Population 1 year and over in the United States",,,,
"B07403",1.0000,"Total living in area 1 year ago:","350,086","+/-7,988","342,098","358,074"
"B07403",2.0000,"Male","166,944","+/-5,337","161,607","172,281"
"B07403",3.0000,"Female","183,142","+/-4,731","178,411","187,873"
"B07403",4.0000,"Same house:","266,880","+/-7,504","259,376","274,384"
"B07403",5.0000,"Male","124,701","+/-4,424","120,277","129,125"
"B07403",6.0000,"Female","142,179","+/-5,232","136,947","147,411"
"B07403",7.0000,"Moved within same county:","42,701","+/-5,554","37,147","48,255"
"B07403",8.0000,"Male","21,148","+/-3,150","17,998","24,298"
"B07403",9.0000,"Female","21,553","+/-3,258","18,295","24,811"
"B07403",10.0000,"Moved to different county within same state:","20,360","+/-3,429","16,931","23,789"
"B07403",11.0000,"Male","9,888","+/-2,139","7,749","12,027"
"B07403",12.0000,"Female","10,472","+/-1,882","8,590","12,354"
"B07403",13.0000,"Moved to different state:","20,145","+/-4,310","15,835","24,455"
"B07403",14.0000,"Male","11,207","+/-2,436","8,771","13,643"
"B07403",15.0000,"Female","8,938","+/-2,316","6,622","11,254"
"B07404A",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404A",.,"Universe:  White alone population 1 year and over in the United States",,,,
"B07404A",1.0000,"Total living in area 1 year ago:","238,137","+/-6,936","231,201","245,073"
"B07404A",2.0000,"Same house","188,460","+/-7,368","181,092","195,828"
"B07404A",3.0000,"Moved within same county","24,388","+/-4,371","20,017","28,759"
"B07404A",4.0000,"Moved to different county within same state","13,782","+/-2,543","11,239","16,325"
"B07404A",5.0000,"Moved to different state","11,507","+/-2,723","8,784","14,230"
"B07404B",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404B",.,"Universe:  Black or African American alone population 1 year and over in the United States",,,,
"B07404B",1.0000,"Total living in area 1 year ago:","67,864","+/-4,260","63,604","72,124"
"B07404B",2.0000,"Same house","48,601","+/-4,049","44,552","52,650"
"B07404B",3.0000,"Moved within same county","11,340","+/-3,102","8,238","14,442"
"B07404B",4.0000,"Moved to different county within same state","2,410","+/-1,148","1,262","3,558"
"B07404B",5.0000,"Moved to different state","5,513","+/-3,005","2,508","8,518"
"B07404C",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404C",.,"Universe:  American Indian and Alaska Native alone population 1 year and over in the United States",,,,
"B07404C",1.0000,"Total living in area 1 year ago:","1,989","+/-812","1,177","2,801"
"B07404C",2.0000,"Same house","1,301","+/-644","657","1,945"
"B07404C",3.0000,"Moved within same county","94","+/-105","0","199"
"B07404C",4.0000,"Moved to different county within same state","0","+/-267","0","267"
"B07404C",5.0000,"Moved to different state","594","+/-519","75","1,113"
"B07404D",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404D",.,"Universe:  Asian alone population 1 year and over in the United States",,,,
"B07404D",1.0000,"Total living in area 1 year ago:","8,686","+/-1,292","7,394","9,978"
"B07404D",2.0000,"Same house","6,188","+/-1,348","4,840","7,536"
"B07404D",3.0000,"Moved within same county","1,172","+/-1,138","34","2,310"
"B07404D",4.0000,"Moved to different county within same state","443","+/-451","0","894"
"B07404D",5.0000,"Moved to different state","883","+/-634","249","1,517"
"B07404E",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404E",.,"Universe:  Native Hawaiian and Other Pacific Islander alone population 1 year and over in the United States",,,,
"B07404E",1.0000,"Total living in area 1 year ago:","N","N","N","N"
"B07404E",2.0000,"Same house","N","N","N","N"
"B07404E",3.0000,"Moved within same county","N","N","N","N"
"B07404E",4.0000,"Moved to different county within same state","N","N","N","N"
"B07404E",5.0000,"Moved to different state","N","N","N","N"
"B07404F",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404F",.,"Universe:  Some other race alone population 1 year and over in the United States",,,,
"B07404F",1.0000,"Total living in area 1 year ago:","15,848","+/-3,239","12,609","19,087"
"B07404F",2.0000,"Same house","9,825","+/-2,439","7,386","12,264"
"B07404F",3.0000,"Moved within same county","2,495","+/-1,084","1,411","3,579"
"B07404F",4.0000,"Moved to different county within same state","2,647","+/-1,859","788","4,506"
"B07404F",5.0000,"Moved to different state","881","+/-540","341","1,421"
"B07404G",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404G",.,"Universe:  Two or more races population 1 year and over in the United States",,,,
"B07404G",1.0000,"Total living in area 1 year ago:","16,259","+/-2,624","13,635","18,883"
"B07404G",2.0000,"Same house","11,542","+/-2,329","9,213","13,871"
"B07404G",3.0000,"Moved within same county","2,872","+/-1,394","1,478","4,266"
"B07404G",4.0000,"Moved to different county within same state","1,078","+/-782","296","1,860"
"B07404G",5.0000,"Moved to different state","767","+/-492","275","1,259"
"B07404H",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404H",.,"Universe:  White alone, not Hispanic or Latino population 1 year and over in the United States",,,,
"B07404H",1.0000,"Total living in area 1 year ago:","197,768","+/-5,396","192,372","203,164"
"B07404H",2.0000,"Same house","156,646","+/-5,614","151,032","162,260"
"B07404H",3.0000,"Moved within same county","18,984","+/-3,738","15,246","22,722"
"B07404H",4.0000,"Moved to different county within same state","12,308","+/-2,239","10,069","14,547"
"B07404H",5.0000,"Moved to different state","9,830","+/-2,293","7,537","12,123"
"B07404I",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY RACE (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07404I",.,"Universe:  Hispanic or Latino population 1 year and over in the United States",,,,
"B07404I",1.0000,"Total living in area 1 year ago:","61,130","+/-3,212","57,918","64,342"
"B07404I",2.0000,"Same house","44,848","+/-3,017","41,831","47,865"
"B07404I",3.0000,"Moved within same county","9,045","+/-2,281","6,764","11,326"
"B07404I",4.0000,"Moved to different county within same state","4,388","+/-1,929","2,459","6,317"
"B07404I",5.0000,"Moved to different state","2,849","+/-1,491","1,358","4,340"
"B07407",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY CITIZENSHIP STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07407",.,"Universe:  Population 1 year and over in the United States",,,,
"B07407",1.0000,"Total living in area 1 year ago:","350,086","+/-7,988","342,098","358,074"
"B07407",2.0000,"Native","320,970","+/-7,732","313,238","328,702"
"B07407",3.0000,"Foreign born:","29,116","+/-4,342","24,774","33,458"
"B07407",4.0000,"Naturalized U.S. citizen","15,384","+/-2,290","13,094","17,674"
"B07407",5.0000,"Not a U.S. citizen","13,732","+/-3,370","10,362","17,102"
"B07407",6.0000,"Same house:","266,880","+/-7,504","259,376","274,384"
"B07407",7.0000,"Native","241,856","+/-7,586","234,270","249,442"
"B07407",8.0000,"Foreign born:","25,024","+/-4,005","21,019","29,029"
"B07407",9.0000,"Naturalized U.S. citizen","13,544","+/-2,117","11,427","15,661"
"B07407",10.0000,"Not a U.S. citizen","11,480","+/-3,319","8,161","14,799"
"B07407",11.0000,"Moved within same county:","42,701","+/-5,554","37,147","48,255"
"B07407",12.0000,"Native","40,867","+/-5,342","35,525","46,209"
"B07407",13.0000,"Foreign born:","1,834","+/-1,010","824","2,844"
"B07407",14.0000,"Naturalized U.S. citizen","554","+/-474","80","1,028"
"B07407",15.0000,"Not a U.S. citizen","1,280","+/-675","605","1,955"
"B07407",16.0000,"Moved to different county within same state:","20,360","+/-3,429","16,931","23,789"
"B07407",17.0000,"Native","19,212","+/-3,149","16,063","22,361"
"B07407",18.0000,"Foreign born:","1,148","+/-900","248","2,048"
"B07407",19.0000,"Naturalized U.S. citizen","609","+/-517","92","1,126"
"B07407",20.0000,"Not a U.S. citizen","539","+/-478","61","1,017"
"B07407",21.0000,"Moved to different state:","20,145","+/-4,310","15,835","24,455"
"B07407",22.0000,"Native","19,035","+/-4,088","14,947","23,123"
"B07407",23.0000,"Foreign born:","1,110","+/-593","517","1,703"
"B07407",24.0000,"Naturalized U.S. citizen","677","+/-536","141","1,213"
"B07407",25.0000,"Not a U.S. citizen","433","+/-347","86","780"
"B07408",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07408",.,"Universe:  Population 15 years and over in the United States",,,,
"B07408",1.0000,"Total living in area 1 year ago:","262,094","+/-5,550","256,544","267,644"
"B07408",2.0000,"Never married","62,501","+/-3,959","58,542","66,460"
"B07408",3.0000,"Now married, except separated","142,276","+/-5,935","136,341","148,211"
"B07408",4.0000,"Divorced","36,162","+/-3,360","32,802","39,522"
"B07408",5.0000,"Separated","6,198","+/-1,503","4,695","7,701"
"B07408",6.0000,"Widowed","14,957","+/-1,629","13,328","16,586"
"B07408",7.0000,"Same house:","202,383","+/-5,211","197,172","207,594"
"B07408",8.0000,"Never married","44,947","+/-3,548","41,399","48,495"
"B07408",9.0000,"Now married, except separated","113,790","+/-5,063","108,727","118,853"
"B07408",10.0000,"Divorced","26,291","+/-3,042","23,249","29,333"
"B07408",11.0000,"Separated","3,940","+/-1,134","2,806","5,074"
"B07408",12.0000,"Widowed","13,415","+/-1,715","11,700","15,130"
"B07408",13.0000,"Moved within same county:","29,464","+/-3,901","25,563","33,365"
"B07408",14.0000,"Never married","8,292","+/-1,655","6,637","9,947"
"B07408",15.0000,"Now married, except separated","12,688","+/-2,611","10,077","15,299"
"B07408",16.0000,"Divorced","6,026","+/-1,439","4,587","7,465"
"B07408",17.0000,"Separated","1,753","+/-844","909","2,597"
"B07408",18.0000,"Widowed","705","+/-344","361","1,049"
"B07408",19.0000,"Moved to different county within same state:","15,716","+/-2,625","13,091","18,341"
"B07408",20.0000,"Never married","4,949","+/-1,377","3,572","6,326"
"B07408",21.0000,"Now married, except separated","7,373","+/-1,792","5,581","9,165"
"B07408",22.0000,"Divorced","2,442","+/-1,061","1,381","3,503"
"B07408",23.0000,"Separated","254","+/-223","31","477"
"B07408",24.0000,"Widowed","698","+/-522","176","1,220"
"B07408",25.0000,"Moved to different state:","14,531","+/-2,814","11,717","17,345"
"B07408",26.0000,"Never married","4,313","+/-1,267","3,046","5,580"
"B07408",27.0000,"Now married, except separated","8,425","+/-2,020","6,405","10,445"
"B07408",28.0000,"Divorced","1,403","+/-625","778","2,028"
"B07408",29.0000,"Separated","251","+/-183","68","434"
"B07408",30.0000,"Widowed","139","+/-144","0","283"
"B07409",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07409",.,"Universe:  Population 25 years and over in the United States",,,,
"B07409",1.0000,"Total living in area 1 year ago:","212,725","+/-4,982","207,743","217,707"
"B07409",2.0000,"Less than high school graduate","29,590","+/-3,270","26,320","32,860"
"B07409",3.0000,"High school graduate (includes equivalency)","62,645","+/-4,337","58,308","66,982"
"B07409",4.0000,"Some college or associate's degree","78,474","+/-4,115","74,359","82,589"
"B07409",5.0000,"Bachelor's degree","27,755","+/-2,792","24,963","30,547"
"B07409",6.0000,"Graduate or professional degree","14,261","+/-1,834","12,427","16,095"
"B07409",7.0000,"Same house:","171,014","+/-4,249","166,765","175,263"
"B07409",8.0000,"Less than high school graduate","24,931","+/-3,000","21,931","27,931"
"B07409",9.0000,"High school graduate (includes equivalency)","49,415","+/-4,003","45,412","53,418"
"B07409",10.0000,"Some college or associate's degree","61,481","+/-3,669","57,812","65,150"
"B07409",11.0000,"Bachelor's degree","23,208","+/-2,285","20,923","25,493"
"B07409",12.0000,"Graduate or professional degree","11,979","+/-1,524","10,455","13,503"
"B07409",13.0000,"Moved within same county:","21,431","+/-3,263","18,168","24,694"
"B07409",14.0000,"Less than high school graduate","2,487","+/-931","1,556","3,418"
"B07409",15.0000,"High school graduate (includes equivalency)","7,510","+/-1,941","5,569","9,451"
"B07409",16.0000,"Some college or associate's degree","8,919","+/-2,080","6,839","10,999"
"B07409",17.0000,"Bachelor's degree","1,760","+/-848","912","2,608"
"B07409",18.0000,"Graduate or professional degree","755","+/-554","201","1,309"
"B07409",19.0000,"Moved to different county within same state:","10,191","+/-2,171","8,020","12,362"
"B07409",20.0000,"Less than high school graduate","1,051","+/-434","617","1,485"
"B07409",21.0000,"High school graduate (includes equivalency)","3,621","+/-1,371","2,250","4,992"
"B07409",22.0000,"Some college or associate's degree","2,958","+/-905","2,053","3,863"
"B07409",23.0000,"Bachelor's degree","1,476","+/-742","734","2,218"
"B07409",24.0000,"Graduate or professional degree","1,085","+/-663","422","1,748"
"B07409",25.0000,"Moved to different state:","10,089","+/-2,348","7,741","12,437"
"B07409",26.0000,"Less than high school graduate","1,121","+/-557","564","1,678"
"B07409",27.0000,"High school graduate (includes equivalency)","2,099","+/-883","1,216","2,982"
"B07409",28.0000,"Some college or associate's degree","5,116","+/-1,468","3,648","6,584"
"B07409",29.0000,"Bachelor's degree","1,311","+/-560","751","1,871"
"B07409",30.0000,"Graduate or professional degree","442","+/-343","99","785"
"B07410",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07410",.,"Universe:  Population 15 years and over in the United States",,,,
"B07410",1.0000,"Total living in area 1 year ago:","262,094","+/-5,550","256,544","267,644"
"B07410",2.0000,"No income","39,058","+/-3,511","35,547","42,569"
"B07410",3.0000,"With income:","223,036","+/-5,551","217,485","228,587"
"B07410",4.0000,"$1 to $9,999 or loss","47,206","+/-3,837","43,369","51,043"
"B07410",5.0000,"$10,000 to $14,999","22,200","+/-2,777","19,423","24,977"
"B07410",6.0000,"$15,000 to $24,999","37,502","+/-3,276","34,226","40,778"
"B07410",7.0000,"$25,000 to $34,999","34,842","+/-3,213","31,629","38,055"
"B07410",8.0000,"$35,000 to $49,999","38,846","+/-3,093","35,753","41,939"
"B07410",9.0000,"$50,000 to $64,999","17,889","+/-2,150","15,739","20,039"
"B07410",10.0000,"$65,000 to $74,999","8,612","+/-1,463","7,149","10,075"
"B07410",11.0000,"$75,000 or more","15,939","+/-2,085","13,854","18,024"
"B07410",12.0000,"Same house:","202,383","+/-5,211","197,172","207,594"
"B07410",13.0000,"No income","30,209","+/-2,743","27,466","32,952"
"B07410",14.0000,"With income:","172,174","+/-4,973","167,201","177,147"
"B07410",15.0000,"$1 to $9,999 or loss","32,978","+/-2,838","30,140","35,816"
"B07410",16.0000,"$10,000 to $14,999","18,187","+/-2,501","15,686","20,688"
"B07410",17.0000,"$15,000 to $24,999","29,696","+/-2,979","26,717","32,675"
"B07410",18.0000,"$25,000 to $34,999","25,751","+/-2,676","23,075","28,427"
"B07410",19.0000,"$35,000 to $49,999","29,168","+/-2,552","26,616","31,720"
"B07410",20.0000,"$50,000 to $64,999","15,555","+/-1,956","13,599","17,511"
"B07410",21.0000,"$65,000 to $74,999","7,215","+/-1,260","5,955","8,475"
"B07410",22.0000,"$75,000 or more","13,624","+/-1,668","11,956","15,292"
"B07410",23.0000,"Moved within same county:","29,464","+/-3,901","25,563","33,365"
"B07410",24.0000,"No income","3,032","+/-1,004","2,028","4,036"
"B07410",25.0000,"With income:","26,432","+/-3,455","22,977","29,887"
"B07410",26.0000,"$1 to $9,999 or loss","7,067","+/-1,594","5,473","8,661"
"B07410",27.0000,"$10,000 to $14,999","2,333","+/-747","1,586","3,080"
"B07410",28.0000,"$15,000 to $24,999","4,384","+/-1,300","3,084","5,684"
"B07410",29.0000,"$25,000 to $34,999","5,353","+/-1,571","3,782","6,924"
"B07410",30.0000,"$35,000 to $49,999","5,483","+/-1,320","4,163","6,803"
"B07410",31.0000,"$50,000 to $64,999","776","+/-425","351","1,201"
"B07410",32.0000,"$65,000 to $74,999","678","+/-516","162","1,194"
"B07410",33.0000,"$75,000 or more","358","+/-321","37","679"
"B07410",34.0000,"Moved to different county within same state:","15,716","+/-2,625","13,091","18,341"
"B07410",35.0000,"No income","3,038","+/-1,166","1,872","4,204"
"B07410",36.0000,"With income:","12,678","+/-2,527","10,151","15,205"
"B07410",37.0000,"$1 to $9,999 or loss","3,897","+/-1,191","2,706","5,088"
"B07410",38.0000,"$10,000 to $14,999","922","+/-497","425","1,419"
"B07410",39.0000,"$15,000 to $24,999","2,084","+/-864","1,220","2,948"
"B07410",40.0000,"$25,000 to $34,999","2,398","+/-908","1,490","3,306"
"B07410",41.0000,"$35,000 to $49,999","1,661","+/-651","1,010","2,312"
"B07410",42.0000,"$50,000 to $64,999","731","+/-485","246","1,216"
"B07410",43.0000,"$65,000 to $74,999","172","+/-166","6","338"
"B07410",44.0000,"$75,000 or more","813","+/-553","260","1,366"
"B07410",45.0000,"Moved to different state:","14,531","+/-2,814","11,717","17,345"
"B07410",46.0000,"No income","2,779","+/-933","1,846","3,712"
"B07410",47.0000,"With income:","11,752","+/-2,308","9,444","14,060"
"B07410",48.0000,"$1 to $9,999 or loss","3,264","+/-1,110","2,154","4,374"
"B07410",49.0000,"$10,000 to $14,999","758","+/-457","301","1,215"
"B07410",50.0000,"$15,000 to $24,999","1,338","+/-677","661","2,015"
"B07410",51.0000,"$25,000 to $34,999","1,340","+/-525","815","1,865"
"B07410",52.0000,"$35,000 to $49,999","2,534","+/-1,280","1,254","3,814"
"B07410",53.0000,"$50,000 to $64,999","827","+/-372","455","1,199"
"B07410",54.0000,"$65,000 to $74,999","547","+/-410","137","957"
"B07410",55.0000,"$75,000 or more","1,144","+/-716","428","1,860"
"B07411",.,"MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2007 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07411",.,"Universe:  Population 15 years and over in the United States with income",,,,
"B07411",0.7000,"Median income in the past 12 months --",,,,
"B07411",1.0000,"Total living in area 1 year ago:","26,145","+/-1,017","25,128","27,162"
"B07411",2.0000,"Same house","26,778","+/-1,118","25,660","27,896"
"B07411",3.0000,"Moved within same county","23,236","+/-3,814","19,422","27,050"
"B07411",4.0000,"Moved to different county within same state","22,086","+/-3,482","18,604","25,568"
"B07411",5.0000,"Moved to different state","30,174","+/-9,541","20,633","39,715"
"B07412",.,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES",,,,
"B07412",.,"Universe:  Population 1 year and over in the United States for whom poverty status is determined",,,,
"B07412",1.0000,"Total living in area 1 year ago:","335,449","+/-7,913","327,536","343,362"
"B07412",2.0000,"Below 100 percent of the poverty level","45,926","+/-6,672","39,254","52,598"
"B07412",3.0000,"100 to 149 percent of the poverty level","29,834","+/-4,977","24,857","34,811"
"B07412",4.0000,"At or above 150 percent of the poverty level","259,689","+/-8,522","251,167","268,211"
"B07412",5.0000,"Same house:","260,755","+/-7,542","253,213","268,297"
"B07412",6.0000,"Below 100 percent of the poverty level","32,253","+/-6,157","26,096","38,410"
"B07412",7.0000,"100 to 149 percent of the poverty level","19,062","+/-3,921","15,141","22,983"
"B07412",8.0000,"At or above 150 percent of the poverty level","209,440","+/-8,107","201,333","217,547"
"B07412",9.0000,"Moved within same county:","39,291","+/-5,351","33,940","44,642"
"B07412",10.0000,"Below 100 percent of the poverty level","6,807","+/-2,318","4,489","9,125"
"B07412",11.0000,"100 to 149 percent of the poverty level","7,367","+/-2,865","4,502","10,232"
"B07412",12.0000,"At or above 150 percent of the poverty level","25,117","+/-4,415","20,702","29,532"
"B07412",13.0000,"Moved to different county within same state:","17,237","+/-3,266","13,971","20,503"
"B07412",14.0000,"Below 100 percent of the poverty level","3,001","+/-1,387","1,614","4,388"
"B07412",15.0000,"100 to 149 percent of the poverty level","2,109","+/-1,910","199","4,019"
