 
"Organization Name - Effective 12-JAN-09","Grant Number","NIH Reference","PI Name","Project Title","Dept Name","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","Additional Ranking Category","Multi-Campus Institution","Main Campus - Grant is Attributed To","  "
"AVID RADIOPHARMACEUTICALS, INC.","1R43NS063607-01","7538588","Skovronsky, Daniel M","18F-AV-45 PET Imaging of Amyloid in PD with Cognitive Impairment","","","","$ 257,498","Philadelphia","PENNSYLVANIA","19104","","","","None","N","","  "
"AVID RADIOPHARMACEUTICALS, INC.","5R41AG030241-02","7484160","Skovronsky, Daniel M","Clinical Evaluation of IMPY SPECT for Diagnosis of Alzheimer's","","","","$ 250,000","Philadelphia","PENNSYLVANIA","19104","","","","None","N","","  "
"AZEVAN PHARMACEUTICALS, INC.","5R44MH063663-07","7490578","Koppel, Gary A","A Potential New Drug for Depression","","","","$ 797,078","BETHLEHEM","PENNSYLVANIA","18015","","","","None","N","","  "
"BIONANOMATRIX, INC.","1R43HG004817-01","7537532","Xiao, Ming ","Nanochannel Devices for High Throughput Single Molecule DNA mapping and Haplotypi","","","","$ 199,510","PHILADELPHIA","PENNSYLVANIA","19104","","","","None","N","","  "
"BIONANOMATRIX, INC.","5R41CA128782-02","7489497","Cao, Han ","Continuous Chromosome Sorting with Micro/nanofluidics","","","","$ 100,000","PHILADELPHIA","PENNSYLVANIA","19104","","","","None","N","","  "
"BLUE BELT TECHNOLOGIES, INC.","1R41HL091553-01","7393524","Keller, Bradley B","Magnetic Navigated Image Overlay for Vascular Access - MNIO-VA","","","","$ 147,279","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"C&S PATIENT EDUCATION FOUNDATION","1R13NS063446-01","7536761","Labuda, Richard Carl","Chiari Malformation:  State of the Research & New Directions","","","","$ 18,000","WEXFORD","PENNSYLVANIA","15090-2509","","","","None","N","","  "
"CARMELL, LLC","1R43AR056511-01","7536233","Smith, Jason D","Design and development of a bioresorbable bone graft","","","","$ 156,645","PITTSBURGH","PENNSYLVANIA","15217","","","","None","N","","  "
"CARNEGIE INSTITUTE","5F32CA119676-03","7487522","Tootle, Tina L","Cell migration: The roles of Prostaglandins","","","","$ 52,048","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1F32GM083473-01","7408354","Dittrich, Markus ","Spatially realistic simulations of calcium dependent neurotransmitter release.","PITTSBURGH SUPERCOMPUTING CENTER","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF ARTS AND SCIENCES","$ 49,646","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1K99DC009634-01","7514061","Prat, Chantel S","Cortical Dynamics Of Language Processes in Normal and Impaired Individuals","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 87,156","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R01EY018620-01","7353702","Olson, Carl Roger","Inferotemporal Cortex and Object Vision","CENTER FOR NEURAL BASIS OF COGNITION","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 358,547","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R01GM080994-01A1","7490852","Armitage, Bruce A","DNA Nanotags: Bright Fluorescent Labels and Sensors for Intracellular Imaging","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 215,648","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R01GM081293-01A1","7432910","Cohen, William W","ADAPTIVE PERSONALIZED INFORMATION MANAGEMENT FOR BIOLOGISTS","MACHINE LEARNING","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 273,906","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R01GM084111-01","7437465","Linstedt, Adam D","Role and Mechanism of Bypass Pathway Trafficking","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 285,414","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R01GM085022-01","7503048","Barjoseph, Ziv ","Reconstructing dynamic regulatory networks","COMPUTER SCIENCE","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF ARTS AND SCIENCES","$ 284,565","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R01HD057173-01","7353607","Pelphrey, Kevin A","Neuroimaging of the Development of Neural Mechanisms for Number Processing","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 263,680","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R03EB008870-01","7513584","Kovacevic, Jelena ","AUTOMATED SEGMENTATION OF FLUORESCENCE MICROSCOPY DATA SETS","BIOMEDICAL ENGINEERING","BIOMEDICAL ENGINEERING","BIOMED ENGR/COL ENGR/ENGR STA","$ 69,266","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R03HD054507-01A2","7472789","Rakison, David H","Precursors of Theory of Mind in Young Children With Autism","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 79,184","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R03HG004655-01","7449392","Aronson, Jay David","DNA Identification in the Aftermath of Genocide and Mass Violence","HISTORY","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 76,300","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R15HL087268-01A2","7458259","Finol, Ender A","In Vivo Assessment of AAA Biomechanics with Dynamic Wall Properties","INSTITUTE FOR COMPLEX ENGINEERING SYSTEMS","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 216,331","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1R21EB007651-01A2","7472616","Finol, Ender A","Bioengineering Studies of Abdominal Aortic Aneurysm Fluid and Wall Dynamics","INSTITUTE FOR COMPLEX ENGINEERING SYSTEMS","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 244,651","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","1S10RR024716-01","7390056","Waggoner, Alan S","Zeiss LSM510 Meta DuoScan Spectral Confocal Microscope","MOLECULAR BIOSENSORS AND IMAGING CENTER","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 500,000","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","2P41EB001977-21","7504348","Ho, Chien ","A MULTIDISCIPLINARY NMR CENTER FOR BIOMEDICAL RESEARCH","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 1,540,140","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","2R01DC005798-06A2","7464599","Urban, Nathan N","Intraglomerular Lateral Inhibition in the Mouse Olfactory Bulb","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 261,267","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","2R01EB001475-33","7457551","Munck, Eckard ","Study of O2 Activation by Mossbauer Spectroscopy","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 333,340","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","2R56HL078839-04","7664225","Riviere, Cameron N","Robotic Crawler for Epicardial Interventions","ROBOTICS INSTITUTE","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 375,854","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","2T32MH019983-11","7434101","Reder, Lynne M","Combining Computational and Empirical Methods in Cognitive Neuroscience","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 187,753","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","3R01DC004674-06S1","7534755","Holt, Lori L","Formation and tuning of complex auditory categories","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 40,031","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","3R01GM058547-07S1","7630116","Armitage, Bruce A","Targeting Biologically Relevant DNA and RNA with Guanine Quadruplex Forming PNA's","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 6,840","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","3U54RR022241-04S1","7689529","Waggoner, Alan S","Flourescent Probes & Imaging - Networks & Pathways(RMI)","MOLECULAR BIOSENSORS AND IMAGING CENTER","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 203,615","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5F30ES014983-02","7478502","Horensteinhorn, Jeffrey A","Individual Pre-doctoral MD/PhD Fellowship (F30)","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 45,972","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5F30NS060530-02","7585320","Clanton, Samuel Thomas","Adaptive Smart Controller For Brain-Prosthetic Hand Interface","ROBOTICS INSTITUTE","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 45,972","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5F31DC009376-02","7496420","Hovis, Ken Ray","Analysis of Circuitry in the Accessory Olfactory Bulb System","","","","$ 40,972","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5F31HL090267-02","7496037","Drummond, Arielle ","Simulation of Optimal Surgical Insertion of Pediatric Ventricular Assist Device","BIOMEDICAL ENGINEERING","BIOMEDICAL ENGINEERING","BIOMED ENGR/COL ENGR/ENGR STA","$ 45,628","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5F32EY017770-02","7394330","Samonds, Jason M","Spatial Integration of V1 Horizontal Disparity Signals","CENTER FOR NEURAL BASIS OF COGNITION","MISCELLANEOUS","SCHOOLS OF ARTS AND SCIENCES","$ 51,278","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5K01MH071284-05","7463773","Pelphrey, Kevin A","Functional Neuroimaging of Children with Autism","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 140,298","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5P41RR006009-18","7482329","Stiles, Joel ","High Performance Computing for Biomedical Research","PITTSBURGH SUPERCOMPUTING CENTER","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF ARTS AND SCIENCES","$ 1,576,072","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01AI066367-04","7388155","Cohen, Sheldon A","Social and psychological risk for infectious illness","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 538,409","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01DC004674-06","7321090","Holt, Lori L","Formation and tuning of complex auditory categories","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 281,329","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01DC008524-02","7394990","Macwhinney, Brian ","AphasiaBank: A Shared Database for the Study of Aphasic Communication","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 266,582","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01DK060586-07","7457648","Helgeson, Vicki S","Adolescents with and without Diabetes: Transition to Emerging Adulthood","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 410,845","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01EB003453-04","7367810","Ahrens, Eric T","19F MRI probes and autoimmune disease","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 276,653","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01EB004343-04","7367807","Campbell, Phil G","Cell Response to 3D Engineered Gradients of FGF-2","INST COMPLEX ENGINEERING SYS","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 307,004","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01EB005740-04","7448637","Ahrens, Eric T","NOVEL MARKERS FOR IMAGING GENE EXPRESSION IN VIVO USING MRI","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 310,120","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01EB005847-04","7454123","Kass, Robert E","CRCNS: Analysis of Multi-Neuronal Data: Cortical Plasticity During Learning","STATISTICS","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF ARTS AND SCIENCES","$ 293,194","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01EB007369-02","7413724","Campbell, Phil G","Real-time computer vision tracking of stemness","INST COMPLEX ENGINEERING SYS","ENGINEERING (ALL TYPES)","BIOMED ENGR/COL ENGR/ENGR STA","$ 316,913","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM044976-17","7479263","Nagle, John F","Structure and Interactions of lipid Bilayers","PHYSICS","PHYSICS","SCHOOLS OF ARTS AND SCIENCES","$ 240,488","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM056779-11","7338039","Linstedt, Adam D","BIOGENESIS OF THE GOLGI APPARATUS","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 287,413","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM058547-08","7472441","Armitage, Bruce A","Targeting Biologically Relevant DNA and RNA with Guanine Quadruplex Forming PNA's","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 260,104","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM067962-04","7386028","Kurnikova, Maria G","Hierarchical Modeling/Ion Channel and Receptor Mechanism","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 193,221","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM073891-02","7406088","Mccartney, Brooke M","Cellular Functions of the Tumor Suppressor APC","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 251,104","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM075205-02","7446074","Murphy, Robert F","Building and Validating Location Proteomics Databases","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 259,875","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM077261-03","7408081","Ly, Danith H","Development of Cell-Permeable Peptide Nucleic Acid","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 204,858","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM077387-03","7422312","Hendrich, Michael P","EPR and Mossbauer Characterization of Mn and Fe Proteins, Models, Intermediates","CHEMISTRY","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 184,680","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM078622-03","7458122","Murphy, Robert F","Probabilistic Modeling of Information from Images and Text in Online Journals","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 255,967","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01GM084614-29","7494530","Ho, Chien ","BIOPHYSICAL & MOLECULAR BIOLOGICAL STUDIES OF HEMOGLOBIN","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 365,521","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01HD023998-20","7340427","Macwhinney, Brian ","Computational Analysis of Child Language Transcript Data","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 275,623","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01HD051698-03","7426485","Macwhinney, Brian ","A Shared Database for the Study of Phonological Development","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 228,551","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01HL081349-02","7341082","Ho, Chien ","DEVELOPMENT OF MRI TO DETECT CARDIAC REJECTION","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 570,219","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01LM009018-03","7488898","Sweeney, Latanya ","Scientific Tools/Patient Privacy/Facilitate Research","NONE","NONE","SCHOOLS OF ARTS AND SCIENCES","$ 300,160","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01MH029617-24","7321686","Just, Marcel Adam","fMRI Studies of Conceptual Processes","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 159,523","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01MH052808-12","7390767","Reder, Lynne M","Exploring the SAC Model of Memory","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 172,446","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01MH054246-14","7486294","Behrmann, Marlene ","Psychological and Neural Bases of Spatial Cognition","PSYCHOLOGY","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 333,607","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01MH064537-06","7409752","Kass, Robert E","Analysis of Nonstationary Point Process Data","STATISTICS","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF ARTS AND SCIENCES","$ 277,408","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R01MH079504-03","7482463","Urban, Nathan N","CRCNS: Physiological and Computational Approaches to Understanding Neuronal Synch","BIOLOGICAL SCIENCES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 221,314","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
"CARNEGIE-MELLON UNIVERSITY","5R13MH076542-03","7351870","Kass, Robert E","SAND Workshop","STATISTICS","BIOSTATISTICS & OTHER MATH SCI","SCHOOLS OF ARTS AND SCIENCES","$ 35,664","PITTSBURGH","PENNSYLVANIA","15213","","","","None","N","","  "
