"tblid","profln","totcest","totcme","cest","cme"
"S0201","44","12.1","+/-0.2","18.4","+/-2.2"
"S0201","45","7.0","+/-0.2","11.5","+/-1.7"
"S0201","46","34.8","+/-0.2","23.0","+/-2.7"
"S0201","47","16.3","+/-0.2","15.7","+/-2.3"
"S0201","48","12.2","+/-0.2","8.3","+/-1.8"
"S0201","49","4.0","+/-0.1","7.3","+/-1.4"
"S0201","50","18.5","+/-0.2","7.3","+/-1.3"
"S0201","51","15.8","+/-0.2","6.4","+/-1.3"
"S0201","52","2.7","+/-0.1","0.9","+/-0.5"
,"52",,,,
"S0201","53","2.49","+/-0.01","3.51","+/-0.11"
"S0201","54","3.05","+/-0.01","3.68","+/-0.11"
,"54",,,,
,"55",,,,
"S0201","55","14,789,121","+/-3,369","317,913","+/-14,777"
"S0201","56","50.7","+/-0.3","46.6","+/-1.7"
"S0201","57","7.5","+/-0.1","2.8","+/-0.5"
"S0201","58","12.0","+/-0.2","7.3","+/-0.9"
"S0201","59","2.4","+/-0.1","3.8","+/-0.6"
"S0201","60","27.3","+/-0.2","39.5","+/-1.5"
,"60",,,,
"S0201","61","7,188,654","+/-6,147","172,780","+/-10,396"
"S0201","62","53.0","+/-0.3","46.2","+/-2.2"
"S0201","63","3.1","+/-0.1","1.1","+/-0.5"
"S0201","64","10.8","+/-0.2","5.6","+/-1.1"
"S0201","65","2.1","+/-0.1","2.3","+/-0.6"
"S0201","66","31.0","+/-0.3","44.8","+/-2.1"
,"66",,,,
"S0201","67","7,600,467","+/-5,678","145,133","+/-7,542"
"S0201","68","48.6","+/-0.3","47.1","+/-2.6"
"S0201","69","11.7","+/-0.2","4.9","+/-0.9"
"S0201","70","13.2","+/-0.2","9.3","+/-1.3"
"S0201","71","2.7","+/-0.1","5.5","+/-1.2"
"S0201","72","23.8","+/-0.2","33.2","+/-2.2"
,"72",,,,
,"73",,,,
"S0201","73","4,269,632","+/-25,028","91,868","+/-6,911"
"S0201","74","6.8","+/-0.2","5.9","+/-1.6"
"S0201","75","5.0","+/-0.2","6.0","+/-1.4"
"S0201","76","41.1","+/-0.3","39.9","+/-2.8"
"S0201","77","22.0","+/-0.3","21.9","+/-2.5"
"S0201","78","25.1","+/-0.3","26.2","+/-2.7"
,"78",,,,
"S0201","79","2,106,309","+/-15,635","47,512","+/-5,237"
"S0201","80","70.7","+/-0.5","69.8","+/-3.9"
"S0201","81","22.2","+/-0.4","23.6","+/-3.6"
"S0201","82","2,163,323","+/-16,508","44,356","+/-4,101"
"S0201","83","65.6","+/-0.5","65.7","+/-4.4"
"S0201","84","27.9","+/-0.4","29.1","+/-4.4"
,"84",,,,
,"85",,,,
"S0201","85","12,460,438","+/-7,314","248,444","+/-11,664"
"S0201","86","15.5","+/-0.2","38.1","+/-2.6"
"S0201","87","31.1","+/-0.3","27.9","+/-2.0"
"S0201","88","28.1","+/-0.2","18.7","+/-1.8"
"S0201","89","16.4","+/-0.2","11.1","+/-1.5"
"S0201","90","8.9","+/-0.1","4.1","+/-0.9"
,"90",,,,
"S0201","91","84.5","+/-0.2","61.9","+/-2.6"
"S0201","92","83.7","+/-0.3","58.7","+/-3.6"
"S0201","93","85.3","+/-0.2","65.7","+/-2.6"
"S0201","94","25.3","+/-0.2","15.2","+/-1.7"
"S0201","95","26.9","+/-0.3","14.9","+/-2.2"
"S0201","96","23.8","+/-0.3","15.6","+/-2.2"
,"96",,,,
,"97",,,,
"S0201","97","4,337,964","+/-7,863","111,731","+/-6,095"
"S0201","98","221,631","+/-9,227","6,849","+/-1,654"
"S0201","99","84,005","+/-6,240","3,197","+/-1,198"
"S0201","100","37.9","+/-1.9","46.7","+/-12.0"
,"100",,,,
,"101",,,,
"S0201","101","11,312,804","+/-5,664","201,782","+/-10,747"
"S0201","102","3.2","+/-0.1","7.1","+/-1.4"
"S0201","103","38.7","+/-1.7","30.2","+/-8.9"
,"103",,,,
,"104",,,,
"S0201","104","14,016,217","+/-4,032","301,761","+/-13,946"
"S0201","105","12.5","+/-0.1","1.8","+/-0.5"
,"105",,,,
,"106",,,,
"S0201","106","16,653,760","+/-4,594","361,541","+/-17,049"
"S0201","107","16.1","+/-0.1","8.3","+/-0.8"
"S0201","108","2,421,642","+/-7,509","51,035","+/-4,604"
"S0201","109","6.1","+/-0.3","4.3","+/-1.3"
"S0201","110","11,280,359","+/-9,827","295,300","+/-13,551"
"S0201","111","12.4","+/-0.2","7.0","+/-0.9"
"S0201","112","87.6","+/-0.2","93.0","+/-0.9"
"S0201","113","2,951,759","+/-3,602","15,206","+/-2,276"
"S0201","114","38.4","+/-0.4","46.2","+/-7.9"
,"114",,,,
,"115",,,,
"S0201","115","17,858,307","+/-7,806","390,902","+/-18,537"
"S0201","116","81.8","+/-0.3","78.9","+/-2.1"
"S0201","117","17.3","+/-0.3","18.7","+/-2.1"
"S0201","118","10.5","+/-0.2","14.2","+/-1.9"
"S0201","119","6.8","+/-0.2","4.5","+/-0.8"
"S0201","120","3.5","+/-0.1","2.6","+/-0.7"
"S0201","121","3.4","+/-0.1","1.9","+/-0.6"
"S0201","122","0.9","+/-0.1","2.4","+/-0.6"
,"122",,,,
,"123",,,,
"S0201","123","18,089,889","*****","399,411","+/-18,859"
"S0201","124","14,664,255","+/-30,892","108,042","+/-8,730"
"S0201","125","49.0","+/-0.1","51.3","+/-2.7"
"S0201","126","51.0","+/-0.1","48.7","+/-2.7"
"S0201","127","3,425,634","+/-30,892","291,369","+/-14,303"
"S0201","128","49.3","+/-0.3","54.2","+/-1.7"
"S0201","129","50.7","+/-0.3","45.8","+/-1.7"
"S0201","130","1,549,785","+/-19,145","83,353","+/-6,634"
"S0201","131","45.4","+/-0.5","43.3","+/-3.1"
"S0201","132","54.6","+/-0.5","56.7","+/-3.1"
"S0201","133","1,875,849","+/-27,805","208,016","+/-11,777"
"S0201","134","52.5","+/-0.5","58.6","+/-1.9"
"S0201","135","47.5","+/-0.5","41.4","+/-1.9"
,"136",,,,
"S0201","136","26.1","+/-0.7","30.0","+/-2.1"
"S0201","137","27.9","+/-0.6","28.6","+/-1.7"
"S0201","138","46.0","+/-0.6","41.4","+/-2.0"
,"138",,,,
,"139",,,,
"S0201","139","3,425,595","+/-30,882","291,369","+/-14,303"
"S0201","140","11.3","+/-0.3","N","N"
"S0201","141","9.7","+/-0.2","N","N"
"S0201","142","1.7","+/-0.2","N","N"
"S0201","143","0.2","+/-0.1","N","N"
"S0201","144","73.7","+/-0.4","N","N"
"S0201","145","3.4","+/-0.2","N","N"
,"145",,,,
,"146",,,,
"S0201","146","16,972,259","+/-2,858","363,859","+/-17,052"
"S0201","147","74.3","+/-0.2","6.0","+/-1.0"
"S0201","148","25.7","+/-0.2","94.0","+/-1.0"
"S0201","149","11.6","+/-0.2","58.7","+/-2.1"
,"149",,,,
,"150",,,,
"S0201","150","14,547,170","+/-7,173","312,779","+/-14,404"
"S0201","151","61.0","+/-0.2","75.9","+/-1.6"
"S0201","152","60.7","+/-0.2","75.8","+/-1.6"
"S0201","153","57.4","+/-0.2","71.9","+/-1.8"
"S0201","154","3.3","+/-0.1","3.9","+/-0.7"
"S0201","155","5.5","+/-0.1","5.2","+/-0.9"
"S0201","156","0.4","+/-0.1","0.1","+/-0.1"
"S0201","157","39.0","+/-0.2","24.1","+/-1.6"
,"157",,,,
"S0201","158","7,480,378","+/-7,280","142,539","+/-7,384"
"S0201","159","54.9","+/-0.3","62.7","+/-2.5"
"S0201","160","54.8","+/-0.3","62.6","+/-2.5"
"S0201","161","51.5","+/-0.3","57.6","+/-2.5"
"S0201","162","3.2","+/-0.1","5.0","+/-1.0"
"S0201","163","5.9","+/-0.2","8.0","+/-1.6"
,"163",,,,
,"164",,,,
"S0201","164","8,143,041","+/-27,952","220,344","+/-11,728"
"S0201","165","79.3","+/-0.3","61.3","+/-2.8"
"S0201","166","10.9","+/-0.2","22.5","+/-2.1"
"S0201","167","2.0","+/-0.1","6.8","+/-1.6"
"S0201","168","1.7","+/-0.1","3.0","+/-1.1"
"S0201","169","2.2","+/-0.1","4.9","+/-1.5"
"S0201","170","4.0","+/-0.1","1.5","+/-0.5"
"S0201","171","25.9","+/-0.1","30.8","+/-1.1"
,"171",,,,
"S0201","172","8,344,108","+/-29,633","224,888","+/-11,763"
,"173",,,,
"S0201","173","31.5","+/-0.3","12.4","+/-1.3"
"S0201","174","17.9","+/-0.3","25.5","+/-2.0"
"S0201","175","28.6","+/-0.3","19.6","+/-1.5"
"S0201","176","0.7","+/-0.1","2.9","+/-1.1"
"S0201","177","11.9","+/-0.2","27.7","+/-2.1"
"S0201","178","9.4","+/-0.2","11.9","+/-1.3"
,"178",,,,
"S0201","179","4,488,438","+/-18,631","142,731","+/-9,099"
"S0201","180","28.5","+/-0.4","10.5","+/-1.6"
"S0201","181","15.6","+/-0.4","18.2","+/-2.3"
"S0201","182","19.9","+/-0.3","12.7","+/-1.8"
"S0201","183","1.0","+/-0.1","3.0","+/-1.2"
"S0201","184","21.2","+/-0.4","42.2","+/-2.8"
"S0201","185","13.7","+/-0.3","13.4","+/-1.8"
,"185",,,,
"S0201","186","3,855,670","+/-20,720","82,157","+/-5,342"
"S0201","187","34.9","+/-0.4","15.8","+/-2.3"
"S0201","188","20.6","+/-0.4","38.1","+/-3.2"
"S0201","189","38.6","+/-0.4","31.5","+/-2.8"
"S0201","190","0.4","+/-0.1","2.8","+/-1.5"
"S0201","191","1.1","+/-0.1","2.6","+/-1.4"
"S0201","192","4.4","+/-0.2","9.2","+/-1.9"
,"192",,,,
,"193",,,,
"S0201","193","1.1","+/-0.1","2.7","+/-1.0"
"S0201","194","10.6","+/-0.2","25.8","+/-2.0"
"S0201","195","5.9","+/-0.1","6.5","+/-1.0"
"S0201","196","3.6","+/-0.1","3.7","+/-0.9"
"S0201","197","12.8","+/-0.2","9.7","+/-1.3"
"S0201","198","5.2","+/-0.1","4.3","+/-0.9"
"S0201","199","2.4","+/-0.1","1.0","+/-0.3"
"S0201","200","8.7","+/-0.2","5.0","+/-0.8"
"S0201","201","11.4","+/-0.2","11.6","+/-1.5"
"S0201","202","18.3","+/-0.3","9.2","+/-1.0"
"S0201","203","10.2","+/-0.2","11.4","+/-1.5"
"S0201","204","5.1","+/-0.1","7.6","+/-1.1"
"S0201","205","4.7","+/-0.1","1.5","+/-0.5"
,"205",,,,
,"206",,,,
"S0201","206","80.9","+/-0.3","85.1","+/-1.9"
"S0201","207","12.8","+/-0.2","4.6","+/-0.9"
"S0201","208","6.1","+/-0.1","10.0","+/-1.8"
"S0201","209","0.2","+/-0.1","0.2","+/-0.2"
,"209",,,,
,"210",,,,
"S0201","210","7,106,042","+/-22,495","113,725","+/-5,282"
"S0201","211","45,495","+/-247","40,093","+/-2,139"
,"211",,,,
"S0201","212","75.6","+/-0.2","94.8","+/-1.4"
"S0201","213","63,414","+/-504","49,354","+/-2,152"
"S0201","214","32.5","+/-0.2","9.2","+/-1.4"
"S0201","215","14,298","+/-79","10,078","+/-1,221"
"S0201","216","3.5","+/-0.1","3.6","+/-0.8"
"S0201","217","7,321","+/-130","5,394","+/-570"
"S0201","218","1.3","+/-0.1","1.3","+/-0.5"
"S0201","219","2,518","+/-179","1,655","+/-740"
"S0201","220","19.3","+/-0.2","4.6","+/-1.0"
"S0201","221","20,330","+/-309","11,427","+/-1,998"
"S0201","222","7.4","+/-0.2","14.2","+/-1.9"
,"222",,,,
"S0201","223","4,632,974","+/-21,331","87,624","+/-4,584"
"S0201","224","54,445","+/-402","38,703","+/-2,447"
"S0201","225","74.5","+/-0.3","60.8","+/-3.0"
"S0201","226","63,105","+/-513","46,312","+/-2,302"
"S0201","227","6.9","+/-0.2","15.3","+/-2.4"
"S0201","228","40,104","+/-976","37,331","+/-3,477"
"S0201","229","18.6","+/-0.3","23.9","+/-2.8"
"S0201","230","30,109","+/-586","26,285","+/-2,803"
,"230",,,,
"S0201","231","18,089,889","*****","399,411","+/-18,859"
"S0201","232","25,297","+/-170","15,308","+/-721"
,"232",,,,
,"233",,,,
"S0201","233","3,353,313","+/-22,767","107,353","+/-7,400"
"S0201","234","2,379,815","+/-21,085","58,476","+/-4,753"
,"235",,,,
"S0201","235","53,716","+/-598","30,331","+/-1,833"
"S0201","236","37,957","+/-352","24,163","+/-1,502"
,"237",,,,
"S0201","237","38,005","+/-598","23,431","+/-1,157"
"S0201","238","30,896","+/-161","19,225","+/-1,173"
,"238",,,,
,"239",,,,
"S0201","239","9.0","+/-0.2","16.9","+/-3.0"
"S0201","240","14.0","+/-0.4","22.5","+/-4.2"
"S0201","241","15.5","+/-1.0","23.8","+/-9.0"
"S0201","242","4.6","+/-0.2","12.3","+/-3.5"
"S0201","243","5.8","+/-0.3","15.3","+/-4.7"
"S0201","244","5.7","+/-0.8","19.9","+/-11.1"
"S0201","245","25.3","+/-0.9","33.4","+/-6.6"
"S0201","246","33.0","+/-1.1","41.1","+/-8.2"
"S0201","247","40.6","+/-2.9","38.5","+/-16.8"
,"247",,,,
"S0201","248","12.6","+/-0.2","18.2","+/-2.4"
"S0201","249","17.5","+/-0.5","25.8","+/-4.7"
"S0201","250","17.0","+/-0.5","25.2","+/-4.8"
"S0201","251","20.3","+/-0.8","25.0","+/-6.8"
"S0201","252","15.8","+/-0.6","25.3","+/-5.6"
"S0201","253","11.2","+/-0.2","15.8","+/-1.9"
"S0201","254","11.5","+/-0.2","15.4","+/-1.9"
"S0201","255","10.1","+/-0.3","23.4","+/-7.1"
"S0201","256","10.1","+/-0.3","16.3","+/-2.8"
"S0201","257","22.7","+/-0.4","26.4","+/-3.8"
,"257",,,,
"S0201","258","7,106,042","+/-22,495","113,725","+/-5,282"
,"259",,,,
"S0201","259","70.3","+/-0.3","44.6","+/-2.8"
"S0201","260","29.7","+/-0.3","55.4","+/-2.8"
,"260",,,,
"S0201","261","2.52","+/-0.01","3.55","+/-0.13"
"S0201","262","2.42","+/-0.02","3.48","+/-0.17"
,"262",,,,
,"263",,,,
"S0201","263","63.9","+/-0.2","52.6","+/-2.8"
"S0201","264","6.1","+/-0.1","10.9","+/-1.6"
"S0201","265","20.3","+/-0.2","31.1","+/-2.7"
"S0201","266","9.7","+/-0.2","5.4","+/-1.3"
,"266",,,,
,"267",,,,
"S0201","267","15.0","+/-0.2","13.9","+/-1.9"
"S0201","268","18.5","+/-0.2","13.5","+/-1.7"
"S0201","269","22.7","+/-0.2","20.1","+/-2.3"
"S0201","270","30.1","+/-0.2","31.9","+/-2.7"
"S0201","271","11.2","+/-0.2","17.1","+/-1.9"
"S0201","272","2.5","+/-0.1","3.6","+/-0.9"
,"272",,,,
,"273",,,,
"S0201","273","6.6","+/-0.1","11.5","+/-1.9"
"S0201","274","93.4","+/-0.1","88.5","+/-1.9"
,"274",,,,
,"275",,,,
"S0201","275","6.8","+/-0.1","2.9","+/-0.8"
"S0201","276","90.9","+/-0.2","92.1","+/-1.4"
"S0201","277","0.7","+/-0.1","0.0","+/-0.1"
"S0201","278","1.6","+/-0.1","4.9","+/-1.1"
,"278",,,,
,"279",,,,
"S0201","279","7.6","+/-0.2","14.3","+/-2.1"
"S0201","280","2.5","+/-0.1","12.0","+/-1.5"
,"280",,,,
"S0201","281","4,994,101","+/-23,446","50,757","+/-3,940"
,"282",,,,
"S0201","282","64.2","+/-0.4","44.1","+/-3.7"
"S0201","283","35.8","+/-0.4","55.9","+/-3.7"
,"283",,,,
,"284",,,,
"S0201","284","230,600","+/-1,013","238,700","+/-8,891"
"S0201","285","1,425","+/-6","1,562","+/-56"
"S0201","286","431","+/-4","428","+/-40"
,"286",,,,
"S0201","287","2,111,941","+/-22,368","62,968","+/-4,293"
,"288",,,,
"S0201","288","48.0","+/-0.7","44.7","+/-3.7"
"S0201","289","52.0","+/-0.7","55.3","+/-3.7"
,"289",,,,
,"290",,,,
"S0201","290","872","+/-4","920","+/-25"

