-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MAC1        49718.000    1995     1     1     0
MAC1        52274.750    2001    12    31    18
MAC1     -3464038.501  1334172.763 -5169224.323
49733.75    -0.064914    -0.159653     0.290809
49734.00    -0.098631    -0.215524     0.234965
49734.25    -0.165176    -0.173756     0.299695
49734.50    -0.137239    -0.149638     0.169589
49734.75    -0.132643    -0.181705     0.204083
49735.00    -0.171244    -0.237891     0.169039
49735.25    -0.250714    -0.162187     0.213495
49735.50    -0.231262    -0.114052     0.035477
49735.75    -0.205868    -0.106376     0.061888
49736.00    -0.260011    -0.134585     0.013785
49736.25    -0.314272    -0.058704     0.094905
49736.50    -0.283220    -0.021393    -0.083663
49736.75    -0.241833    -0.030714    -0.013858
49737.00    -0.280753    -0.084223    -0.052235
49737.25    -0.284277    -0.028033     0.002486
49737.50    -0.200810    -0.027360    -0.170301
49737.75    -0.113055    -0.091615    -0.150872
49738.00    -0.106750    -0.187666    -0.271400
49738.25    -0.155487    -0.145438    -0.182244
49738.50    -0.090116    -0.132090    -0.295834
49738.75    -0.046824    -0.167037    -0.195302
49739.00    -0.048397    -0.227859    -0.184918
49739.25    -0.109769    -0.166955    -0.053462
49739.50    -0.044631    -0.116727    -0.175091
49739.75     0.006420    -0.122257    -0.054585
49740.00     0.000131    -0.145926    -0.030889
49740.25    -0.043351    -0.078416     0.163785
49740.50     0.043736    -0.031174     0.131191
49740.75     0.084121    -0.046160     0.231586
49741.00     0.114449    -0.070904     0.276278
49741.25     0.050622    -0.009474     0.439081
49741.50     0.095094     0.037392     0.352125
49741.75     0.103639     0.003965     0.438088
49742.00     0.099919    -0.059158     0.441864
49742.25     0.014940    -0.035053     0.552135
49742.50     0.067691     0.003272     0.412569
49742.75     0.060663    -0.051779     0.443378
49743.00     0.018205    -0.122829     0.390088
49743.25    -0.052102    -0.103445     0.489416
49743.50     0.004980    -0.070235     0.392897
49743.75     0.052854    -0.107965     0.498200
49744.00     0.048147    -0.154658     0.504090
49744.25     0.015251    -0.109406     0.650483
49744.50     0.061157    -0.084241     0.578943
49744.75     0.107837    -0.111791     0.654052
49745.00     0.083855    -0.183736     0.613484
49745.25     0.032932    -0.114234     0.737040
49745.50     0.033371    -0.084153     0.554362
49745.75     0.039740    -0.120862     0.587379
49746.00    -0.046408    -0.197523     0.489267
49746.25    -0.147019    -0.180862     0.545650
49746.50    -0.165426    -0.168140     0.370652
49746.75    -0.151137    -0.221884     0.468942
49747.00    -0.188351    -0.308995     0.481636
49747.25    -0.229114    -0.288854     0.611966
49747.50    -0.191530    -0.301156     0.421204
49747.75    -0.143123    -0.345058     0.480587
49748.00    -0.140504    -0.450979     0.415809
49748.25    -0.196526    -0.444825     0.465902
49748.50    -0.133961    -0.414354     0.371294
49748.75    -0.126602    -0.459611     0.445614
49749.00    -0.163187    -0.531989     0.433981
49749.25    -0.229952    -0.471991     0.576533
49749.50    -0.209951    -0.394609     0.484512
49749.75    -0.185854    -0.378156     0.558137
49750.00    -0.214550    -0.381892     0.579805
49750.25    -0.274195    -0.278664     0.699298
49750.50    -0.198352    -0.185046     0.608512
49750.75    -0.135156    -0.173214     0.651807
49751.00    -0.146932    -0.173796     0.596915
49751.25    -0.181588    -0.076436     0.624925
49751.50    -0.153168     0.008531     0.425576
49751.75    -0.120230    -0.015325     0.450997
49752.00    -0.172478    -0.046352     0.454882
49752.25    -0.239341     0.028839     0.551958
49752.50    -0.213968     0.080362     0.420476
49752.75    -0.176781     0.059066     0.515399
49753.00    -0.188776    -0.003839     0.495493
49753.25    -0.209818     0.039687     0.602563
49753.50    -0.148911     0.048424     0.426211
49753.75    -0.101236     0.005275     0.495451
49754.00    -0.115691    -0.056326     0.464719
49754.25    -0.187001    -0.007965     0.518901
49754.50    -0.143480     0.036890     0.326105
49754.75    -0.102089     0.017167     0.382627
49755.00    -0.147570    -0.032821     0.295475
49755.25    -0.204678     0.046460     0.358679
49755.50    -0.172921     0.084391     0.114040
49755.75    -0.116671     0.075813     0.183917
49756.00    -0.147741     0.025510     0.191101
49756.25    -0.193783     0.083567     0.391102
49756.50    -0.161750     0.140224     0.212872
49756.75    -0.130057     0.136385     0.390634
49757.00    -0.128265     0.062715     0.447255
49757.25    -0.181042     0.121247     0.645642
49757.50    -0.132519     0.138382     0.455699
49757.75    -0.044929     0.120998     0.622015
49758.00    -0.052285     0.035243     0.485288
49758.25    -0.061392     0.067553     0.572558
49758.50     0.012282     0.086503     0.351464
49758.75     0.066844     0.046047     0.432678
49759.00     0.061407    -0.034099     0.334842
49759.25     0.022629     0.018151     0.478291
49759.50     0.076255     0.037530     0.292701
49759.75     0.118614     0.005825     0.399002
49760.00     0.109846    -0.070593     0.330004
49760.25     0.056612    -0.039122     0.449654
49760.50     0.087125    -0.033961     0.208565
49760.75     0.107875    -0.112673     0.249936
49761.00     0.111215    -0.190793     0.232246
49761.25     0.034828    -0.152644     0.352723
49761.50     0.046080    -0.100466     0.148152
49761.75     0.093277    -0.117155     0.269377
49762.00     0.073521    -0.174163     0.246921
49762.25     0.004376    -0.125490     0.359533
49762.50     0.003032    -0.091996     0.091283
49762.75     0.003843    -0.131511     0.120532
49763.00    -0.046075    -0.214595     0.046484
49763.25    -0.131749    -0.182461     0.178045
49763.50    -0.157324    -0.154469    -0.076519
49763.75    -0.116819    -0.174308     0.068428
49764.00    -0.148671    -0.235612     0.036409
49764.25    -0.171322    -0.160937     0.176177
49764.50    -0.152627    -0.128798    -0.073719
49764.75    -0.091303    -0.126522     0.036761
49765.00    -0.131531    -0.175943    -0.031644
49765.25    -0.200295    -0.096195     0.151680
49765.50    -0.167944    -0.057758     0.004060
49765.75    -0.076926    -0.056473     0.136811
49766.00    -0.093651    -0.117938     0.158210
49766.25    -0.096997    -0.071252     0.295409
49766.50    -0.044745    -0.028040     0.071701
49766.75     0.000888    -0.045919     0.194706
49767.00    -0.044126    -0.131181     0.060607
49767.25    -0.098546    -0.107347     0.200016
49767.50    -0.094982    -0.116821     0.010459
49767.75    -0.024028    -0.159939     0.162931
49768.00    -0.036435    -0.226597     0.118290
49768.25    -0.045043    -0.179270     0.246438
49768.50     0.014347    -0.121685     0.142538
49768.75     0.074039    -0.124389     0.313246
49769.00     0.051524    -0.173127     0.313917
49769.25    -0.003963    -0.087783     0.467706
49769.50     0.004343    -0.036254     0.241930
49769.75     0.066912    -0.038159     0.336745
49770.00     0.005405    -0.105791     0.272460
49770.25     0.004406    -0.035573     0.348846
49770.50     0.063665     0.000107     0.081259
49770.75     0.131842    -0.035212     0.157580
49771.00     0.126766    -0.105780     0.088693
49771.25     0.144493    -0.033352     0.256096
49771.50     0.200419     0.025631     0.070806
49771.75     0.224537     0.007045     0.182917
49772.00     0.203303    -0.024394     0.136645
49772.25     0.138153     0.050367     0.302525
49772.50     0.157883     0.115881     0.115695
49772.75     0.183071     0.096035     0.218132
49773.00     0.132610     0.039692     0.129447
49773.25     0.063961     0.101914     0.248773
49773.50     0.047277     0.151160     0.051606
49773.75     0.111124     0.130576     0.138381
49774.00     0.086666     0.072103     0.086693
49774.25     0.056195     0.123188     0.246538
49774.50     0.100294     0.206285     0.035881
49774.75     0.147698     0.207235     0.171241
49775.00     0.126048     0.161955     0.138806
49775.25     0.062245     0.211770     0.237738
49775.50     0.093674     0.266371     0.005975
49775.75     0.114999     0.233969     0.038076
49776.00     0.099080     0.178122     0.011476
49776.25     0.044262     0.221518     0.123135
49776.50     0.059125     0.270998    -0.068438
49776.75     0.117204     0.247638     0.103899
49777.00     0.065700     0.164337     0.062299
49777.25     0.024655     0.198170     0.259797
49777.50     0.061218     0.230918     0.088606
49777.75     0.114447     0.193902     0.192286
49778.00     0.091783     0.104162     0.133608
49778.25     0.051041     0.113441     0.317979
49778.50     0.082516     0.141344     0.090396
49778.75     0.119519     0.108586     0.153533
49779.00     0.036746     0.041804     0.055035
49779.25    -0.036043     0.107233     0.201245
49779.50    -0.041230     0.154782     0.005908
49779.75    -0.010368     0.159435     0.098718
49780.00    -0.076265     0.098738    -0.039631
49780.25    -0.105899     0.176892     0.114529
49780.50    -0.067517     0.211950    -0.126475
49780.75    -0.020595     0.187062    -0.031045
49781.00    -0.018141     0.118699    -0.084319
49781.25    -0.033116     0.187517     0.081975
49781.50     0.016419     0.221425    -0.119659
49781.75     0.111146     0.195900     0.065159
49782.00     0.090537     0.136998     0.033617
49782.25     0.071259     0.206278     0.168027
49782.50     0.102796     0.229574    -0.065920
49782.75     0.148158     0.217030     0.007358
49783.00     0.106541     0.122205    -0.007437
49783.25     0.077053     0.166713     0.163545
49783.50     0.147044     0.186079     0.004285
49783.75     0.222563     0.143000     0.155648
49784.00     0.174912     0.065351     0.148482
49784.25     0.109941     0.083856     0.270991
49784.50     0.132344     0.087764     0.056321
49784.75     0.182256     0.031905     0.144103
49785.00     0.132601    -0.066695     0.013509
49785.25     0.074566    -0.029961     0.090180
49785.50     0.107941    -0.027901    -0.196315
49785.75     0.159320    -0.089645    -0.105491
49786.00     0.102527    -0.191393    -0.180854
49786.25     0.089985    -0.150439    -0.026236
49786.50     0.161964    -0.110136    -0.232596
49786.75     0.229096    -0.133093    -0.057936
49787.00     0.155077    -0.213213    -0.099206
49787.25     0.081543    -0.175670     0.083406
49787.50     0.075443    -0.148746    -0.120158
49787.75     0.088352    -0.171926    -0.039681
49788.00     0.009303    -0.256229    -0.112735
49788.25    -0.045621    -0.232381     0.026243
49788.50     0.024674    -0.224474    -0.236517
49788.75     0.144189    -0.275585    -0.106098
49789.00     0.178567    -0.334289    -0.116585
49789.25     0.202135    -0.265604     0.057792
49789.50     0.331767    -0.199151    -0.086646
49789.75     0.404932    -0.208154     0.003890
49790.00     0.413500    -0.260197     0.000733
49790.25     0.404577    -0.178270     0.168519
49790.50     0.459057    -0.126025    -0.026868
49790.75     0.528991    -0.094507     0.208067
49791.00     0.479134    -0.164290     0.175735
49791.25     0.372089    -0.095044     0.354531
49791.50     0.378087    -0.051965     0.074854
49791.75     0.383701    -0.034642     0.171327
49792.00     0.328059    -0.055759     0.035788
49792.25     0.220003     0.010035     0.176764
49792.50     0.252914     0.048911    -0.036764
49792.75     0.292587     0.038850     0.125750
49793.00     0.250462    -0.019048     0.052056
49793.25     0.129903     0.023853     0.261605
49793.50     0.125117     0.062100     0.094746
49793.75     0.064192     0.029753     0.208832
49794.00    -0.072574    -0.021712     0.083974
49794.25    -0.178085     0.022222     0.180373
49794.50    -0.191121     0.080548    -0.067933
49794.75    -0.186494     0.041567     0.097960
49795.00    -0.254513    -0.071496     0.053204
49795.25    -0.321612    -0.046189     0.128970
49795.50    -0.287518    -0.025894    -0.138705
49795.75    -0.230918    -0.087449    -0.031471
49796.00    -0.266524    -0.188802    -0.104892
49796.25    -0.313800    -0.171375     0.058629
49796.50    -0.233469    -0.175899    -0.068915
49796.75    -0.156939    -0.235331     0.099149
49797.00    -0.186144    -0.313418     0.139779
49797.25    -0.193984    -0.278629     0.377124
49797.50    -0.114957    -0.233386     0.211286
49797.75    -0.029660    -0.251558     0.311485
49798.00    -0.053162    -0.302795     0.266427
49798.25    -0.094562    -0.257078     0.286555
49798.50    -0.014311    -0.210649    -0.018141
49798.75     0.050722    -0.224212    -0.038408
49799.00     0.024529    -0.245578    -0.142367
49799.25    -0.047041    -0.187866    -0.068394
49799.50     0.031812    -0.139784    -0.281266
49799.75     0.104218    -0.153818    -0.174410
49800.00     0.090818    -0.179323    -0.149032
49800.25     0.030626    -0.104118    -0.029471
49800.50     0.087926    -0.048351    -0.173791
49800.75     0.123818    -0.070601     0.023242
49801.00     0.071114    -0.088448     0.043722
49801.25    -0.014641     0.027379     0.160807
49801.50    -0.013280     0.151540    -0.115963
49801.75    -0.029068     0.181044     0.013560
49802.00    -0.061309     0.166034    -0.039764
49802.25    -0.130511     0.269232     0.027211
49802.50    -0.093679     0.353505    -0.296149
49802.75    -0.036935     0.354964    -0.249819
49803.00    -0.071272     0.284258    -0.383413
49803.25    -0.104246     0.324504    -0.256250
49803.50    -0.018850     0.357250    -0.532771
49803.75     0.041023     0.313069    -0.453397
49804.00     0.043193     0.246626    -0.493903
49804.25     0.002035     0.267882    -0.267739
49804.50     0.037284     0.278453    -0.419806
49804.75     0.060939     0.211398    -0.166344
49805.00    -0.012936     0.126076    -0.140593
49805.25    -0.109156     0.147268     0.037207
49805.50    -0.084794     0.163084    -0.123073
49805.75    -0.064003     0.085023    -0.061082
49806.00    -0.104349    -0.013520    -0.192273
49806.25    -0.182185    -0.023153    -0.165047
49806.50    -0.140156    -0.007705    -0.426420
49806.75    -0.099397    -0.095613    -0.360060
49807.00    -0.149117    -0.193127    -0.380073
49807.25    -0.193635    -0.180722    -0.211193
49807.50    -0.153931    -0.163954    -0.358178
49807.75    -0.102587    -0.209153    -0.139604
49808.00    -0.154892    -0.253253    -0.113944
49808.25    -0.232717    -0.179660     0.065852
49808.50    -0.172454    -0.100485    -0.102685
49808.75    -0.112703    -0.093837     0.103842
49809.00    -0.163803    -0.135639     0.042325
49809.25    -0.232173    -0.064727     0.111215
49809.50    -0.187726    -0.005034    -0.148418
49809.75    -0.140586    -0.022001    -0.079130
49810.00    -0.177376    -0.100621    -0.172287
49810.25    -0.223756    -0.066963    -0.089761
49810.50    -0.181971    -0.035546    -0.360336
49810.75    -0.119404    -0.060161    -0.201651
49811.00    -0.193181    -0.132047    -0.217023
49811.25    -0.278740    -0.114449    -0.090973
49811.50    -0.237571    -0.102839    -0.278780
49811.75    -0.207784    -0.148378    -0.164025
49812.00    -0.199268    -0.225254    -0.190187
49812.25    -0.255080    -0.191391    -0.110917
49812.50    -0.141718    -0.170012    -0.262065
49812.75    -0.088442    -0.206607    -0.144505
49813.00    -0.129951    -0.248099    -0.177365
49813.25    -0.240869    -0.170535    -0.102620
49813.50    -0.192058    -0.096235    -0.289482
49813.75    -0.143155    -0.092431    -0.125479
49814.00    -0.183967    -0.118479    -0.202565
49814.25    -0.176923    -0.026230    -0.037577
49814.50    -0.061033     0.024854    -0.259499
49814.75     0.026038     0.018263    -0.082808
49815.00     0.046414    -0.051310    -0.059910
49815.25     0.018447    -0.014572     0.136782
49815.50     0.105069     0.033008    -0.018490
49815.75     0.130318    -0.043958     0.121449
49816.00     0.141271    -0.115430     0.244674
49816.25     0.121757    -0.067089     0.486245
49816.50     0.142588    -0.049820     0.294441
49816.75     0.186935    -0.087082     0.482099
49817.00     0.180732    -0.154288     0.506888
49817.25     0.141228    -0.109304     0.641209
49817.50     0.224615    -0.067041     0.356356
49817.75     0.284151    -0.091030     0.456981
49818.00     0.293968    -0.150960     0.420304
49818.25     0.270827    -0.101014     0.527327
49818.50     0.352770    -0.025720     0.263836
49818.75     0.435352    -0.045474     0.388733
49819.00     0.401368    -0.083190     0.307566
49819.25     0.345599    -0.019912     0.394687
49819.50     0.415928     0.021420     0.116762
49819.75     0.472382    -0.004853     0.181517
49820.00     0.423424    -0.047245     0.032155
49820.25     0.342025    -0.031729    -0.019418
49820.50     0.358429    -0.041729    -0.280780
49820.75     0.395935    -0.086340    -0.192605
49821.00     0.371014    -0.133773    -0.271705
49821.25     0.308991    -0.081758    -0.126345
49821.50     0.405379    -0.003384    -0.237864
49821.75     0.471806     0.023504    -0.032547
49822.00     0.456220    -0.017158    -0.070836
49822.25     0.429117     0.071055     0.029690
49822.50     0.485545     0.145148    -0.182174
49822.75     0.495000     0.131089    -0.073083
49823.00     0.454918     0.080837    -0.136324
49823.25     0.382559     0.114009    -0.042591
49823.50     0.401525     0.176822    -0.277481
49823.75     0.449267     0.181076    -0.159921
49824.00     0.423926     0.137158    -0.230804
49824.25     0.338515     0.203463    -0.130560
49824.50     0.438899     0.213005    -0.210209
49824.75     0.487987     0.181880    -0.041565
49825.00     0.434459     0.089906    -0.046042
49825.25     0.369364     0.133203     0.029934
49825.50     0.391219     0.153045    -0.156031
49825.75     0.443433     0.095505    -0.009119
49826.00     0.409069    -0.010460    -0.045138
49826.25     0.386421     0.037985     0.085941
49826.50     0.457983     0.073272    -0.125082
49826.75     0.533264     0.059387     0.049638
49827.00     0.534931    -0.006344     0.019780
49827.25     0.508174     0.042138     0.127014
49827.50     0.550100     0.072604    -0.081109
49827.75     0.628644     0.077704     0.076259
49828.00     0.629922     0.041596     0.072108
49828.25     0.587749     0.117742     0.185239
49828.50     0.623378     0.170116    -0.052522
49828.75     0.648249     0.139797     0.014955
49829.00     0.590806     0.090425    -0.128551
49829.25     0.512966     0.129897    -0.113051
49829.50     0.556759     0.157127    -0.359457
49829.75     0.603996     0.117773    -0.226391
49830.00     0.561858     0.043149    -0.349180
49830.25     0.488887     0.072950    -0.255992
49830.50     0.503487     0.137888    -0.428644
49830.75     0.553099     0.105284    -0.224609
49831.00     0.512365     0.057316    -0.223537
49831.25     0.476952     0.119888    -0.084432
49831.50     0.557617     0.184159    -0.230746
49831.75     0.610395     0.181267    -0.053669
49832.00     0.570285     0.136940    -0.085922
49832.25     0.505487     0.197565    -0.024269
49832.50     0.555891     0.259153    -0.212568
49832.75     0.606880     0.235976     0.045823
49833.00     0.583832     0.169349     0.064121
49833.25     0.498308     0.220341     0.198838
49833.50     0.541229     0.261469    -0.081567
49833.75     0.538949     0.215033    -0.018995
49834.00     0.493535     0.138657    -0.152792
49834.25     0.403099     0.147076    -0.118269
49834.50     0.429456     0.204105    -0.383991
49834.75     0.444275     0.181261    -0.215830
49835.00     0.421794     0.127381    -0.248273
49835.25     0.312977     0.131320    -0.088788
49835.50     0.350643     0.167036    -0.257868
49835.75     0.358965     0.112741    -0.160466
49836.00     0.282261     0.044131    -0.242325
49836.25     0.204274     0.097684    -0.100677
49836.50     0.208736     0.119702    -0.342101
49836.75     0.229463     0.085815    -0.239129
49837.00     0.156409     0.048326    -0.267646
49837.25     0.104565     0.123380    -0.097416
49837.50     0.149455     0.185665    -0.247073
49837.75     0.203113     0.162678    -0.131253
49838.00     0.149865     0.099040    -0.248885
49838.25     0.108449     0.107924    -0.167174
49838.50     0.148195     0.113419    -0.399560
49838.75     0.163957     0.038290    -0.233636
49839.00     0.105216    -0.081675    -0.262796
49839.25     0.028287    -0.096077    -0.164387
49839.50     0.107062    -0.078238    -0.289573
49839.75     0.204423    -0.118246    -0.053452
49840.00     0.192655    -0.193485    -0.067012
49840.25     0.199680    -0.129541     0.119300
49840.50     0.278307    -0.050307    -0.029067
49840.75     0.328194    -0.047098     0.137366
49841.00     0.301355    -0.063999     0.108046
49841.25     0.285096     0.017035     0.200481
49841.50     0.371386     0.130618    -0.026207
49841.75     0.428619     0.143082     0.071850
49842.00     0.435590     0.093964     0.100867
49842.25     0.402277     0.125546     0.162314
49842.50     0.493393     0.166348    -0.016452
49842.75     0.503826     0.122601     0.057109
49843.00     0.460668     0.039974     0.044952
49843.25     0.375530     0.048103     0.122017
49843.50     0.393859     0.059373    -0.149269
49843.75     0.369094     0.004803    -0.139293
49844.00     0.335318    -0.063239    -0.241770
49844.25     0.248612    -0.024325    -0.228622
49844.50     0.280830     0.018113    -0.468328
49844.75     0.280491    -0.018212    -0.401011
49845.00     0.224087    -0.066513    -0.448134
49845.25     0.134259    -0.009136    -0.370957
49845.50     0.157886     0.067853    -0.566140
49845.75     0.222716     0.080565    -0.374771
49846.00     0.171797     0.076286    -0.384789
49846.25     0.143034     0.138202    -0.253272
49846.50     0.193584     0.224153    -0.409892
49846.75     0.227581     0.226023    -0.226302
49847.00     0.184535     0.200065    -0.237333
49847.25     0.096754     0.231186    -0.185401
49847.50     0.160921     0.290480    -0.306322
49847.75     0.205506     0.267476    -0.070755
49848.00     0.206553     0.200677    -0.031706
49848.25     0.126469     0.193142     0.106255
49848.50     0.170940     0.189546    -0.079171
49848.75     0.195238     0.125727     0.125906
49849.00     0.175373     0.045241     0.095246
49849.25     0.075300     0.061283     0.247152
49849.50     0.115089     0.077283     0.035169
49849.75     0.140314     0.049891     0.164637
49850.00     0.124468     0.001399     0.128462
49850.25     0.080271     0.050356     0.214568
49850.50     0.177206     0.095634     0.008378
49850.75     0.231559     0.083773     0.165548
49851.00     0.239761     0.054314     0.138428
49851.25     0.190691     0.123811     0.190287
49851.50     0.259868     0.181539    -0.070938
49851.75     0.328812     0.157098     0.055832
49852.00     0.338474     0.097399    -0.048036
49852.25     0.291824     0.118080     0.003268
49852.50     0.338806     0.142866    -0.256688
49852.75     0.366220     0.079075    -0.184442
49853.00     0.288608    -0.010636    -0.315175
49853.25     0.204099    -0.014724    -0.228847
49853.50     0.237101    -0.000827    -0.385043
49853.75     0.273556    -0.022423    -0.168172
49854.00     0.236283    -0.104592    -0.126172
49854.25     0.201827    -0.059754     0.010741
49854.50     0.265584    -0.016635    -0.065597
49854.75     0.375928     0.000419     0.146222
49855.00     0.377322    -0.031258     0.207271
49855.25     0.349962     0.046628     0.290853
49855.50     0.405813     0.084766     0.082914
49855.75     0.484576     0.055633     0.142540
49856.00     0.483318    -0.026238     0.025064
49856.25     0.423507    -0.010158    -0.001895
49856.50     0.511944    -0.017971    -0.237359
49856.75     0.623558    -0.079008    -0.080531
49857.00     0.679453    -0.141769    -0.070852
49857.25     0.615738    -0.115752     0.035957
49857.50     0.719309    -0.076813    -0.083583
49857.75     0.789252    -0.089338     0.083063
49858.00     0.746451    -0.100292     0.000015
49858.25     0.686769    -0.020596     0.050127
49858.50     0.721598     0.045547    -0.150130
49858.75     0.771890     0.036124    -0.029670
49859.00     0.723676    -0.017981    -0.143168
49859.25     0.666099     0.036331    -0.036017
49859.50     0.688412     0.086233    -0.233228
49859.75     0.691807     0.062918    -0.106425
49860.00     0.668265     0.005502    -0.135732
49860.25     0.566780     0.035816    -0.021115
49860.50     0.626761     0.100527    -0.074632
49860.75     0.670579     0.091333     0.208001
49861.00     0.646430     0.058552     0.344901
49861.25     0.568933     0.109984     0.550558
49861.50     0.609062     0.177849     0.425826
49861.75     0.612548     0.161906     0.546544
49862.00     0.524142     0.118607     0.504261
49862.25     0.389533     0.143630     0.513013
49862.50     0.417992     0.179500     0.298536
49862.75     0.465291     0.127060     0.364668
49863.00     0.421679     0.053797     0.208188
49863.25     0.363026     0.066088     0.204668
49863.50     0.402229     0.069558    -0.001435
49863.75     0.482841     0.026206     0.174424
49864.00     0.490001    -0.037061     0.184381
49864.25     0.420431     0.002254     0.251263
49864.50     0.499327     0.063682     0.059782
49864.75     0.555632     0.039666     0.216835
49865.00     0.526687    -0.010805     0.181080
49865.25     0.459413     0.004996     0.261311
49865.50     0.506177     0.068368     0.087059
49865.75     0.546672     0.053420     0.270062
49866.00     0.485967     0.022592     0.254276
49866.25     0.374679     0.042413     0.354219
49866.50     0.406147     0.099382     0.171431
49866.75     0.433861     0.061201     0.314923
49867.00     0.438097     0.008017     0.228867
49867.25     0.373669     0.027268     0.300348
49867.50     0.438650     0.062198     0.090275
49867.75     0.467613     0.019756     0.255694
49868.00     0.464879    -0.046110     0.253298
49868.25     0.424179    -0.009563     0.302575
49868.50     0.509048     0.034885     0.089632
49868.75     0.598988     0.042907     0.252815
49869.00     0.588028     0.012135     0.226881
49869.25     0.524617     0.069517     0.305284
49869.50     0.577623     0.113059     0.098120
49869.75     0.625620     0.099406     0.189157
49870.00     0.621073     0.075926     0.178511
49870.25     0.559518     0.144299     0.292658
49870.50     0.604515     0.172875     0.118110
49870.75     0.645194     0.142167     0.274400
49871.00     0.611090     0.064488     0.201496
49871.25     0.533161     0.116762     0.289223
49871.50     0.595798     0.151482     0.041039
49871.75     0.644791     0.147576     0.228395
49872.00     0.575302     0.090991     0.185877
49872.25     0.476121     0.149623     0.300423
49872.50     0.509951     0.191660     0.094227
49872.75     0.484221     0.180935     0.134767
49873.00     0.360434     0.124321    -0.029091
49873.25     0.221813     0.158563     0.006205
49873.50     0.220496     0.183312    -0.216476
49873.75     0.196364     0.158917    -0.111841
49874.00     0.107307     0.087212    -0.213269
49874.25     0.005328     0.115504    -0.178555
49874.50    -0.022941     0.136559    -0.423828
