San Martin, Antarctica (Argen ID: 454   Lat: -68.13  Lon:  -67.11  Alt:   30
EarthProbe TOMS V8 Overpass - correction processing epcrsza7_xt5 - Gen: 6-1-07  
  MJD   Year Day sec-UT SCN  LAT     LON  DIS  PT  SZA  OZONE   REF   A.I.   SOI
50367.7 1996 285 61736  21 -67.92  -67.35  25  96 61.25 199.2  81.7  -0.42   -3
50368.7 1996 286 60585  14 -68.11  -67.27   7  96 60.70 244.0  92.4  -0.34    1
50369.7 1996 287 59434   8 -68.15  -67.26   7  96 60.15 241.5  91.9  -0.38    3
50370.7 1996 288 58283   4 -67.99  -66.95  17  92 59.57 198.5  95.1   0.32   -2
50371.7 1996 289 62764  26 -68.30  -67.20  19  96 60.66 172.0  93.7   0.07   -1
50372.7 1996 290 61621  20 -68.04  -67.44  17  97 59.51 167.2  88.8   0.19   -2
50373.7 1996 291 60470  14 -68.07  -66.82  14  89 58.83 154.7  92.7  -0.04    0
50374.7 1996 292 59319   8 -68.03  -66.86  15  90 58.20 161.8  95.9   0.26   -1
50375.7 1996 293 63792  30 -68.34  -67.20  24  96 59.91 344.5  95.6   0.23    7
50376.7 1996 294 62649  26 -68.03  -67.05  11  93 58.60 348.2  97.8   0.57    4
50377.7 1996 295 61498  20 -68.14  -66.81  12  89 57.83 351.0  96.3   0.13    4
50378.7 1996 296 60347  13 -68.16  -66.95   7  91 57.11 352.7  94.9  -0.22    4
50379.7 1996 297 59196   7 -68.02  -67.32  15  96 56.40 171.3  93.7   0.29   -1
50380.7 1996 298 63669  30 -68.14  -66.96   6  91 57.97 201.3  97.7   0.31   -1
50381.7 1996 299 62518  25 -68.30  -67.00  19  92 57.08 355.0  97.4   0.24    6
50382.7 1996 300 61367  19 -68.28  -66.82  21  89 56.21 344.4  94.4   0.00    2
50383.7 1996 301 60216  12 -68.19  -67.14   7  94 55.39 334.2  94.5  -0.03    5
50384.7 1996 302 59065   7 -67.87  -66.89  30  91 54.54 331.1  92.9   0.48    1
50385.7 1996 303 63538  29 -68.11  -67.60  20  99 56.11 310.1  94.8   0.45    3
50386.7 1996 304 62387  24 -68.12  -67.49  16  98 55.14 272.1  93.9   0.30    2
50387.7 1996 305 61236  18 -67.98  -67.27  18  95 54.18 218.6  86.2   0.19    2
50388.7 1996 306 60077  11 -68.26  -67.31  17  98 53.78 243.6  91.1   0.32    2
50389.7 1996 307 58918   6 -68.34  -67.10  23  94 53.38 296.6  92.7   0.26    3
50390.7 1996 308 63399  29 -67.95  -67.21  20  95 54.36 353.2  89.9   0.05    4
50391.7 1996 309 62248  24 -67.90  -67.16  26  94 53.33 304.3  92.5   0.66    7
50392.7 1996 310 61089  17 -68.25  -67.09  13  94 52.86 333.4  87.7  -0.05    5
50393.7 1996 311 59938  11 -67.92  -67.00  24  93 51.90 228.7  92.3   0.04    4
50394.7 1996 312 64404  32 -68.07  -67.15   7  94 54.02 191.9  91.7  -0.20    1
50418.7 1996 336 59120   7 -68.28  -67.04  17  93 46.38 217.6  76.5  -0.54    3
50419.7 1996 337 63585  29 -68.31  -67.17  20  95 47.92 198.7  75.8  -0.59   -3
50420.7 1996 338 62426  24 -68.29  -67.27  19  97 47.04 190.5  75.5  -0.04   -2
50421.7 1996 339 61267  18 -68.10  -67.21   5  95 46.21 195.3  72.4  -0.37   -4
50422.7 1996 340 60101  12 -68.23  -66.67  21  87 45.92 189.8  94.3   0.41   -1
50423.7 1996 341 58934   6 -68.34  -67.31  25  98 45.76 220.4  86.5   0.75    2
50424.7 1996 342 63400  29 -68.22  -66.53  26  85 47.12 212.0  95.0   0.19    1
50425.7 1996 343 62241  23 -68.26  -67.33  17  98 46.27 266.7  79.6   0.35    6
50426.7 1996 344 61082  17 -67.99  -67.25  17  95 45.45 291.1  83.3   0.09   -3
50427.7 1996 345 59915  11 -68.06  -66.81  15  89 45.17 308.2  94.1   0.42   -1
50428.7 1996 346 64373  32 -68.05  -66.77  17  89 47.18 295.7  85.3  -0.02    2
50429.7 1996 347 63214  28 -68.05  -67.13   9  94 46.23 329.1  69.5  -0.40   -1
50430.7 1996 348 62047  23 -68.26  -66.54  28  86 45.80 288.7  88.8  -0.07    1
50431.7 1996 349 60888  16 -67.99  -67.14  16  94 45.00 285.6  71.1  -0.26   -4
50432.7 1996 350 59722  10 -67.96  -66.88  21  90 44.70 269.2  79.8  -0.15    1
50433.7 1996 351 64179  31 -68.07  -67.49  17  98 46.54 264.9  51.7  -1.12   -3
50434.7 1996 352 63013  27 -68.29  -67.00  18  92 46.02 255.6  73.5  -0.45    3
50435.7 1996 353 61854  21 -68.00  -67.56  24  97 45.10 272.7  60.0  -0.39   -2
50436.7 1996 354 60687  15 -67.93  -67.06  22  93 44.68 269.3  77.5   0.19    1
50437.7 1996 355 59513   9 -68.25  -66.65  23  87 44.82 273.3  91.7   0.17   -4
50438.7 1996 356 63970  31 -68.14  -66.54  24  85 46.43 276.3  88.5   0.40    3
50439.7 1996 357 62812  26 -67.98  -67.55  25  97 45.42 260.1  63.7   0.40   -1
50440.7 1996 358 61645  20 -67.98  -67.44  22  96 44.94 250.2  75.4   0.83    3
50441.7 1996 359 60470  13 -68.33  -67.26  23  97 45.02 287.9  43.7  -0.67    6
50442.7 1996 360 59304   8 -67.98  -66.82  21  89 44.60 291.3  77.2  -0.40   -2
50443.7 1996 361 63761  30 -67.96  -67.32  21  96 46.01 299.7  47.5  -1.45   -7
50444.7 1996 362 62595  25 -68.03  -67.47  19  97 45.45 299.3  67.2  -0.06    1
50445.7 1996 363 61420  19 -68.35  -66.83  27  90 45.42 316.9  91.7   0.37    0
50446.7 1996 364 60254  12 -68.16  -67.24   6  96 45.02 315.8  78.3   0.28   -3
50447.7 1996 365 59079   7 -68.19  -66.69  19  87 45.08 321.5  80.2  -1.00    0
50448.7 1996 366 63537  29 -68.23  -67.24  12  96 46.34 313.0  80.8   0.38    3
50449.7 1997 001 62370  24 -68.15  -67.24   6  96 45.77 316.0  49.5  -0.99    3
50450.7 1997 002 61204  18 -67.91  -67.07  25  93 45.25 327.9  67.9  -0.56   -1
50451.7 1997 003 60029  11 -68.10  -67.09   3  93 45.34 327.7  66.4  -0.94   -3
50452.7 1997 004 58855   6 -68.07  -66.81  14  89 45.44 320.8  71.2  -1.71   -2
50453.7 1997 005 63312  28 -68.16  -67.51  17  99 46.54 330.0  24.9  -0.65    3
50454.7 1997 006 62138  23 -68.41  -66.77  34  89 46.44 334.2  84.6   0.42   -3
50455.7 1997 007 60971  16 -68.19  -67.23   8  96 46.00 339.0  32.3  -1.58    5
50456.7 1997 008 59797  10 -68.20  -66.82  14  89 46.04 330.4  66.6  -1.37   -1
50457.7 1997 009 58622   5 -68.11  -66.91   9  91 46.17 334.9  70.4  -1.95   -3
50458.7 1997 010 63080  28 -68.07  -66.71  18  88 47.03 311.0  83.4  -0.07    2
50459.7 1997 011 61913  22 -67.88  -67.20  28  94 46.49 309.4  53.1  -0.19    1
50460.7 1997 012 60739  15 -67.98  -67.13  17  94 46.48 317.2  54.1  -0.73   -2
50461.7 1997 013 59564   9 -67.89  -66.89  28  91 46.50 321.1  71.7  -0.43    4
50462.7 1997 014 58382   4 -68.17  -67.10   4  93 47.11 290.2  77.4   0.00   -2
50463.7 1997 015 62840  26 -68.26  -67.39  19  98 47.83 299.5  57.3   0.23    4
50464.7 1997 016 61665  20 -68.34  -67.12  23  95 47.73 321.4  33.8  -2.52   -3
50465.7 1997 017 60491  13 -68.34  -67.22  24  97 47.72 300.0  59.6  -0.46    1
50466.7 1997 018 59316   7 -68.18  -67.51  17  99 47.78 302.9  47.1  -0.59    2
50467.7 1997 019 63766  30 -68.20  -67.15   8  94 49.00 264.1  79.1   0.16    2
50468.7 1997 020 62592  25 -68.36  -67.09  26  94 48.84 283.2  70.7  -0.28    2
50469.7 1997 021 61417  19 -68.34  -66.79  27  89 48.71 294.1  70.0  -0.46    0
50470.7 1997 022 60243  12 -68.24  -67.00  13  92 48.69 287.8  60.5  -0.94    3
50471.7 1997 023 59068   6 -68.00  -67.59  25  97 48.76 304.2  76.3  -0.10    6
50472.7 1997 024 63518  29 -68.09  -67.45  15  98 49.84 303.4  60.5  -0.25    1
50473.7 1997 025 62344  24 -68.10  -67.19   5  95 49.64 296.7  61.6  -0.58    1
50474.7 1997 026 61169  17 -68.07  -67.41  14  97 49.56 306.3  39.2  -0.93    3
50475.7 1997 027 59987  11 -68.26  -66.68  23  87 49.94 307.1  74.5  -0.83    0
50476.7 1997 028 64437  32 -67.99  -67.51  23  97 51.21 300.2  39.3   0.00    1
50477.7 1997 029 63262  28 -68.07  -67.47  16  97 50.95 290.8  66.3   0.05   -1
50478.7 1997 030 62088  23 -67.94  -67.09  21  93 50.71 298.3  42.3  -1.52   -4
50479.7 1997 031 60906  16 -68.25  -66.83  18  89 51.07 275.3  77.6  -0.13    3
50480.7 1997 032 59731   9 -67.98  -67.48  23  96 51.05 289.8  42.0  -0.29   -4
50481.7 1997 033 64173  31 -68.19  -67.50  17  99 52.61 296.3  31.9  -0.91    0
50482.7 1997 034 62999  27 -68.12  -67.26   6  96 52.31 290.9  80.0   0.13    3
50483.7 1997 035 61824  21 -67.99  -67.40  20  96 52.11 295.8  43.2  -1.47   -6
50484.7 1997 036 60642  14 -68.20  -67.20   9  95 52.45 273.3  81.1   0.00    2
50485.7 1997 037 59460   8 -68.25  -67.09  13  94 52.83 280.8  66.5  -0.88    2
50486.7 1997 038 58277   4 -68.10  -66.68  18  87 53.17 279.8  82.5  -0.88    1
50487.7 1997 039 62727  26 -68.29  -66.78  22  89 53.95 286.3  86.5   0.02    4
50488.7 1997 040 61553  20 -68.05  -66.90  12  91 53.69 292.2  86.7  -0.37    4
50489.7 1997 041 60371  13 -68.16  -66.83  12  89 54.00 273.4  78.1  -0.67   -1
50490.7 1997 042 59188   7 -68.11  -67.04   4  92 54.33 271.3  85.7  -0.19    3
50491.7 1997 043 63631  30 -68.19  -66.45  28  85 55.57 258.9  87.8  -0.19    2
50492.7 1997 044 62456  24 -68.14  -67.53  17  99 55.30 279.9  40.9  -1.07    0
50493.7 1997 045 61274  18 -68.18  -67.00   7  92 55.43 271.1  61.0  -1.06    3
50494.7 1997 046 60091  11 -68.19  -67.20   8  95 55.69 269.5  62.0  -0.14    2
50495.7 1997 047 58909   6 -67.98  -67.04  17  93 55.93 283.8  62.0  -1.27   -2
50496.7 1997 048 63351  28 -68.30  -67.36  22  99 57.16 283.7  54.0   0.04    4
50497.7 1997 049 62177  23 -67.91  -67.39  27  96 56.74 267.0  61.1  -0.93    3
50498.7 1997 050 60995  16 -67.95  -67.45  25  96 56.91 275.2  45.6  -1.00    1
50499.7 1997 051 59804  10 -68.26  -66.80  19  89 57.53 267.4  77.2  -0.45    1
50500.7 1997 052 58622   5 -67.98  -67.03  17  93 57.75 281.5  56.8  -1.67   -4
50501.7 1997 053 63064  27 -68.31  -67.11  20  94 58.88 286.2  34.9  -2.47   -3
50502.7 1997 054 61882  21 -68.38  -67.13  28  95 58.95 280.8  40.1  -2.33   -7
50503.7 1997 055 60700  15 -68.22  -66.69  20  87 58.99 261.8  83.1  -0.72    4
50504.7 1997 056 59517   8 -68.08  -67.53  18  98 59.22 267.6  17.7  -1.07    2
50505.7 1997 057 58327   4 -68.12  -67.07   2  93 59.79 252.8  73.0  -0.66   -2
50506.7 1997 058 62777  26 -67.98  -67.26  18  95 60.31 271.7  50.1  -1.14    0
50507.7 1997 059 61595  20 -67.91  -67.16  25  94 60.30 258.2  67.4  -0.35    0
50508.7 1997 060 60405  13 -68.19  -66.97   9  91 60.82 267.7  82.9   0.15   -1
50509.7 1997 061 59215   7 -68.33  -67.14  22  95 61.36 291.5  79.7  -0.21    0
50510.7 1997 062 63657  29 -68.26  -67.43  20  99 62.45 291.8  19.9  -1.27    3
50511.7 1997 063 62475  24 -68.20  -67.41  15  98 62.34 293.6  35.0  -1.09    3
50512.7 1997 064 61292  18 -67.97  -67.25  19  95 62.23 302.3  54.1  -1.38   -1
50513.7 1997 065 60102  11 -68.16  -67.31   9  97 62.70 236.6  74.2   0.26    0
50514.7 1997 066 58912   6 -68.12  -67.08   2  93 63.12 238.0  81.9  -0.13 -999
50515.7 1997 067 63354  28 -68.10  -67.48  16  98 64.11 288.7  19.8  -1.80    1
50516.7 1997 068 62164  23 -68.33  -66.76  27  88 64.38 241.1  95.1   0.36    1
50517.7 1997 069 60982  16 -68.09  -67.26   8  96 64.26 308.3  65.6  -1.00    1
50518.7 1997 070 59792  10 -68.10  -66.90   9  90 64.59 302.2  88.1   0.18   -1
50519.7 1997 071 64226  31 -68.14  -67.36  10  98 66.17 240.9  48.4  -0.55 -999
50520.7 1997 072 63044  27 -67.97  -67.36  21  96 65.87 262.2  80.7  -0.18 -999
50521.7 1997 073 61854  21 -68.18  -67.17   6  95 66.11 257.3  51.6  -2.12   -2
50522.7 1997 074 60664  14 -68.27  -67.23  16  96 66.39 218.5  79.8  -0.20 -999
50523.7 1997 075 59474   8 -68.19  -67.32  11  97 66.66 244.9  74.1  -0.90 -999
50524.7 1997 076 63908  30 -68.20  -67.27  10  97 68.08 276.6  70.2   0.07 -999
50525.7 1997 077 62726  26 -67.87  -67.10  29  94 67.67 257.8  85.1  -0.15 -999
50526.7 1997 078 61536  19 -68.04  -67.45  17  97 67.88 264.5  60.5  -0.66 -999
50527.7 1997 079 60346  13 -67.92  -66.93  25  91 67.99 258.1  83.6  -0.17 -999
50528.7 1997 080 59148   7 -68.22  -66.92  13  91 68.67 296.7  85.8  -0.43 -999
50529.7 1997 081 63582  29 -68.29  -67.01  18  92 70.04 334.3  60.3  -1.47 -999
50530.7 1997 082 62400  24 -67.94  -67.37  24  96 69.60 313.3  32.1  -1.77 -999
50531.7 1997 083 61210  17 -67.96  -67.58  27  96 69.72 268.1  79.2  -0.28 -999
50532.7 1997 084 60012  11 -68.22  -66.85  15  90 70.24 264.7  79.2  -0.82 -999
50533.7 1997 085 58822   6 -67.88  -66.78  31  89 70.32 263.8  81.4  -0.67 -999
50534.7 1997 086 63256  28 -68.01  -67.17  14  94 71.61 270.8  76.0  -0.41 -999
50535.7 1997 087 62066  22 -68.07  -67.40  14  97 71.61 307.7  73.5  -0.08 -999
50536.7 1997 088 60876  15 -67.96  -67.61  28  96 71.63 310.1   6.2  -0.93 -999
50537.7 1997 089 59678   9 -68.10  -67.22   6  95 72.07 289.8  77.5  -0.50 -999
50538.7 1997 090 64105  31 -68.19  -66.81  14  89 73.82 275.6  80.7  -0.77 -999
50539.7 1997 091 62914  26 -68.31  -67.32  22  98 73.72 250.2  53.7   0.27 -999
50540.7 1997 092 61724  20 -68.17  -67.36  11  98 73.57 280.4  48.1  -0.82 -999
50541.7 1997 093 60526  14 -68.29  -66.57  29  86 73.88 238.3  85.6  -0.94 -999
50542.7 1997 094 59336   8 -67.86  -66.82  32  90 73.75 250.0  77.9  -0.58 -999
50543.7 1997 095 63763  30 -68.04  -67.01  11  92 75.41 260.6  88.3   0.70 -999
50544.7 1997 096 62573  25 -67.94  -67.28  22  95 75.16 278.2  77.7   0.75 -999
50545.7 1997 097 61375  18 -68.18  -67.32  10  97 75.42 290.2  47.8  -0.71 -999
50546.7 1997 098 60177  12 -68.14  -66.72  16  87 75.59 277.7  78.8  -0.56 -999
50547.7 1997 099 58979   6 -68.06  -67.19   8  95 75.84 278.3  65.4  -0.85 -999
50548.7 1997 100 63406  29 -68.16  -66.57  23  86 77.31 290.1  82.3  -0.30 -999
50549.7 1997 101 62216  23 -67.99  -67.37  19  96 76.96 276.3  52.6   0.01 -999
50550.7 1997 102 61018  16 -68.03  -67.37  15  97 77.06 249.1  62.5   0.08 -999
50551.7 1997 103 59812  10 -68.33  -66.63  30  87 77.58 246.1  75.5  -1.54 -999
50552.7 1997 104 58614   5 -68.03  -66.77  18  89 77.64 285.6  88.3   0.45 -999
50553.7 1997 105 63041  27 -68.29  -67.01  18  92 79.05 261.3  75.3   0.18 -999
50554.7 1997 106 61843  21 -68.33  -66.95  23  92 79.02 272.4  57.6  -1.02 -999
50555.7 1997 107 60645  14 -68.23  -67.05  11  93 79.00 272.6  36.0  -1.78 -999
50556.7 1997 108 59447   8 -67.94  -67.09  21  93 78.95 282.7  82.6   0.61 -999
50557.7 1997 109 63866  30 -68.26  -67.22  15  96 80.80 271.1  32.8   0.20 -999
50558.7 1997 110 62668  25 -68.30  -67.27  20  97 80.65 287.9  19.9  -0.06 -999
50559.7 1997 111 61470  19 -68.15  -67.02   4  92 80.48 289.2  73.9  -0.16 -999
50560.7 1997 112 60272  12 -67.90  -67.21  26  94 80.33 277.6  32.5  -0.63 -999
50561.7 1997 113 59066   6 -67.98  -67.44  22  96 80.68 297.3  27.6  -0.57 -999
50562.7 1997 114 63485  29 -68.26  -66.87  18  90 82.35 337.4  53.9  -0.89 -999
50563.7 1997 115 62287  24 -68.12  -66.75  15  88 82.05 338.3  69.9  -1.27 -999
50564.7 1997 116 61089  17 -67.92  -67.04  24  93 81.81 335.1  66.4  -0.26 -999
50565.7 1997 117 59884  10 -68.03  -67.05  11  93 82.06 300.6  65.1  -1.17 -999
50566.7 1997 118 58678   5 -67.95  -66.93  21  91 82.27 327.4  70.0  -0.16 -999
50567.7 1997 119 63105  27 -67.99  -67.73  30  98 83.43 263.4  49.6  -0.52 -999
50568.7 1997 120 61899  21 -68.22  -67.29  12  97 83.57 271.9  56.2  -0.93 -999
50569.7 1997 121 60693  14 -68.33  -67.10  22  94 83.70 264.0  72.9  -0.70 -999
50570.7 1997 122 59488   8 -68.27  -66.96  17  92 83.82 272.8  54.8  -0.25 -999
50571.7 1997 123 58282   4 -68.00  -66.46  31  85 83.86 287.0  78.1   0.03 -999
50572.7 1997 124 57076   1 -67.60  -66.39  66  87 83.90 292.0  72.0   0.54 -999
50573.7 1997 125 61518  19 -67.27  -68.06 104  95 83.95 304.0  81.2   0.16 -999
50574.7 1997 126 60313  12 -67.23  -67.82 104  93 83.98 270.1  68.9  -0.94 -999
50575.7 1997 127 59107   7 -66.97  -67.05 129  97 83.93 300.1  41.4   0.46 -999
50576.7 1997 128 57901   3 -66.61  -66.74 170  99 83.90 272.6  41.7   0.47 -999
50577.7 1997 129 56695   1 -66.03  -65.10 249  95 83.73 236.1  80.9   0.61 -999
50578.7 1997 130 61130  22 -65.87  -65.75 258 100 83.97 223.1  76.3  -0.23 -999
50579.7 1997 131 59924  14 -65.86  -65.80 259 100 83.96 233.9  80.8  -0.94 -999
50580.7 1997 132 58718   7 -65.68  -66.08 276 100 83.94 261.3  45.8   0.43 -999
50581.7 1997 133 57513   2 -65.31  -66.97 314 100 83.96 268.3  59.4   0.19 -999
50658.7 1997 210 59478  12 -65.31  -65.49 322 100 83.94 268.7  77.8   0.96 -999
50659.7 1997 211 58249   5 -65.45  -66.06 302 100 83.93 277.3  69.3   0.69 -999
50660.7 1997 212 57019   1 -65.32  -66.49 314 100 83.85 285.7  66.0   0.82 -999
50661.7 1997 213 61423  22 -65.86  -66.81 253 100 83.94 286.1  62.8   0.64 -999
50662.7 1997 214 60194  12 -66.29  -67.83 207 100 83.93 204.3  48.6   0.49 -999
50663.7 1997 215 58964   6 -66.31  -67.61 204 100 83.72 224.2  72.8   0.61 -999
50664.7 1997 216 57728   2 -66.62  -67.39 168  99 83.97 209.6  58.8   1.90 -999
50665.7 1997 217 62131  25 -66.76  -66.70 153  98 83.96 237.2  84.3   1.98 -999
50666.7 1997 218 60902  15 -67.25  -68.00 105  94 83.86 199.3  95.8   1.26 -999
50667.7 1997 219 59665   9 -67.71  -66.98  47  92 83.98 198.3  94.7   1.04 -999
50668.7 1997 220 58436   4 -67.60  -67.09  59  90 83.68 233.2  81.6   0.56 -999
50669.7 1997 221 57199   1 -67.76  -66.68  45  88 83.78 229.2  81.9   0.77 -999
50670.7 1997 222 61602  19 -68.34  -67.17  23  96 83.96 205.9  90.9  -0.44 -999
50671.7 1997 223 60381  12 -67.94  -67.40  24  96 83.08 258.6  84.9  -0.38 -999
50672.7 1997 224 59144   6 -68.34  -67.29  25  98 83.17 240.4  85.6   0.87 -999
50673.7 1997 225 63547  29 -67.94  -67.45  25  96 83.27 269.3  87.6   0.32 -999
50674.7 1997 226 62318  23 -68.20  -67.39  14  98 82.79 262.5  84.4   0.24 -999
50675.7 1997 227 61089  16 -68.27  -67.18  16  95 82.28 285.2  85.1  -0.23 -999
