"tblid","profln","totcest","totcme","cest","cme"
"S0201","44","10.2","+/-0.4","25.6","+/-4.3"
"S0201","45","6.4","+/-0.4","19.4","+/-4.3"
"S0201","46","36.0","+/-0.6","42.5","+/-5.5"
"S0201","47","17.1","+/-0.4","26.8","+/-5.1"
"S0201","48","12.4","+/-0.4","20.8","+/-4.6"
"S0201","49","4.7","+/-0.3","6.0","+/-2.9"
"S0201","50","19.0","+/-0.5","15.7","+/-3.5"
"S0201","51","15.6","+/-0.5","12.3","+/-3.5"
"S0201","52","3.3","+/-0.2","3.4","+/-1.7"
,"52",,,,
"S0201","53","2.50","+/-0.01","2.44","+/-0.16"
"S0201","54","3.07","+/-0.03","3.20","+/-0.22"
,"54",,,,
,"55",,,,
"S0201","55","2,998,516","+/-2,122","58,455","+/-1,979"
"S0201","56","51.0","+/-0.6","30.1","+/-3.9"
"S0201","57","5.8","+/-0.2","4.1","+/-1.5"
"S0201","58","12.8","+/-0.3","11.8","+/-2.3"
"S0201","59","1.9","+/-0.1","6.1","+/-1.5"
"S0201","60","28.5","+/-0.4","47.9","+/-3.7"
,"60",,,,
"S0201","61","1,475,707","+/-2,547","29,411","+/-1,456"
"S0201","62","52.4","+/-0.6","32.6","+/-4.1"
"S0201","63","2.3","+/-0.2","0.8","+/-0.8"
"S0201","64","11.9","+/-0.4","13.0","+/-3.8"
"S0201","65","1.5","+/-0.2","5.4","+/-2.2"
"S0201","66","31.8","+/-0.5","48.2","+/-4.5"
,"66",,,,
"S0201","67","1,522,809","+/-2,542","29,044","+/-1,773"
"S0201","68","49.7","+/-0.7","27.6","+/-5.4"
"S0201","69","9.1","+/-0.3","7.5","+/-2.9"
"S0201","70","13.7","+/-0.4","10.6","+/-2.8"
"S0201","71","2.2","+/-0.2","6.8","+/-2.5"
"S0201","72","25.3","+/-0.6","47.6","+/-4.9"
,"72",,,,
,"73",,,,
"S0201","73","904,926","+/-9,600","29,868","+/-2,607"
"S0201","74","5.3","+/-0.3","7.9","+/-2.8"
"S0201","75","5.0","+/-0.3","7.0","+/-2.4"
"S0201","76","40.9","+/-0.7","40.8","+/-4.5"
"S0201","77","22.8","+/-0.6","24.4","+/-4.1"
"S0201","78","26.0","+/-0.8","19.8","+/-3.6"
,"78",,,,
"S0201","79","446,707","+/-5,779","14,646","+/-1,782"
"S0201","80","71.2","+/-1.1","76.4","+/-5.8"
"S0201","81","23.2","+/-1.1","16.3","+/-4.4"
"S0201","82","458,219","+/-6,446","15,222","+/-1,797"
"S0201","83","66.1","+/-0.9","68.4","+/-5.9"
"S0201","84","28.8","+/-1.0","23.2","+/-5.2"
,"84",,,,
,"85",,,,
"S0201","85","2,501,372","+/-3,639","43,027","+/-1,974"
"S0201","86","12.4","+/-0.4","15.9","+/-3.9"
"S0201","87","26.7","+/-0.5","29.6","+/-3.9"
"S0201","88","33.3","+/-0.6","36.7","+/-4.5"
"S0201","89","17.6","+/-0.4","13.0","+/-3.1"
"S0201","90","10.0","+/-0.3","4.8","+/-2.0"
,"90",,,,
"S0201","91","87.6","+/-0.4","84.1","+/-3.9"
"S0201","92","86.7","+/-0.5","84.3","+/-4.4"
"S0201","93","88.4","+/-0.5","83.8","+/-5.4"
"S0201","94","27.5","+/-0.5","17.8","+/-4.0"
"S0201","95","28.6","+/-0.6","17.6","+/-4.2"
"S0201","96","26.5","+/-0.6","18.0","+/-5.7"
,"96",,,,
,"97",,,,
"S0201","97","917,319","+/-3,249","21,682","+/-1,563"
"S0201","98","52,410","+/-3,915","2,014","+/-968"
"S0201","99","15,775","+/-2,263","1,186","+/-779"
"S0201","100","30.1","+/-3.8","58.9","+/-21.6"
,"100",,,,
,"101",,,,
"S0201","101","2,233,349","+/-3,293","37,443","+/-1,752"
"S0201","102","2.5","+/-0.2","6.1","+/-2.7"
"S0201","103","43.2","+/-4.5","57.3","+/-22.3"
,"103",,,,
,"104",,,,
"S0201","104","2,839,640","+/-1,549","52,424","+/-1,656"
"S0201","105","12.4","+/-0.2","10.4","+/-2.0"
,"105",,,,
,"106",,,,
"S0201","106","3,428,493","+/-2,565","72,028","+/-2,891"
"S0201","107","16.3","+/-0.4","17.8","+/-2.7"
"S0201","108","525,912","+/-3,159","18,305","+/-1,656"
"S0201","109","6.5","+/-0.7","9.0","+/-3.4"
"S0201","110","2,440,267","+/-3,607","48,891","+/-2,082"
"S0201","111","13.8","+/-0.4","16.9","+/-3.5"
"S0201","112","86.2","+/-0.4","83.1","+/-3.5"
"S0201","113","462,314","+/-2,380","4,832","+/-830"
"S0201","114","41.0","+/-1.1","60.5","+/-10.9"
,"114",,,,
,"115",,,,
"S0201","115","3,652,923","+/-2,875","84,186","+/-3,042"
"S0201","116","79.2","+/-0.6","74.4","+/-5.3"
"S0201","117","20.2","+/-0.6","25.4","+/-5.3"
"S0201","118","12.2","+/-0.5","17.2","+/-4.6"
"S0201","119","8.0","+/-0.3","8.3","+/-2.3"
"S0201","120","4.0","+/-0.3","3.8","+/-1.4"
"S0201","121","4.1","+/-0.3","4.5","+/-2.0"
"S0201","122","0.5","+/-0.1","0.2","+/-0.2"
,"122",,,,
,"123",,,,
"S0201","123","3,700,758","*****","86,076","+/-3,238"
"S0201","124","3,340,891","+/-10,117","77,674","+/-3,240"
"S0201","125","49.3","+/-0.1","50.4","+/-2.4"
"S0201","126","50.7","+/-0.1","49.6","+/-2.4"
"S0201","127","359,867","+/-10,117","8,402","+/-2,415"
"S0201","128","51.5","+/-1.0","50.5","+/-7.9"
"S0201","129","48.5","+/-1.0","49.5","+/-7.9"
"S0201","130","125,035","+/-6,103","3,171","+/-1,253"
"S0201","131","44.9","+/-2.1","53.2","+/-15.2"
"S0201","132","55.1","+/-2.1","46.8","+/-15.2"
"S0201","133","234,832","+/-10,446","5,231","+/-1,767"
"S0201","134","55.0","+/-1.4","48.9","+/-9.2"
"S0201","135","45.0","+/-1.4","51.1","+/-9.2"
,"136",,,,
"S0201","136","29.6","+/-2.0","40.4","+/-13.6"
"S0201","137","31.5","+/-1.7","32.1","+/-12.9"
"S0201","138","38.9","+/-1.8","27.6","+/-9.6"
,"138",,,,
,"139",,,,
"S0201","139","359,826","+/-10,117","8,402","+/-2,415"
"S0201","140","15.7","+/-1.2","N","N"
"S0201","141","27.9","+/-1.0","N","N"
"S0201","142","1.8","+/-0.5","N","N"
"S0201","143","1.5","+/-0.4","N","N"
"S0201","144","48.4","+/-1.4","N","N"
"S0201","145","4.6","+/-0.5","N","N"
,"145",,,,
,"146",,,,
"S0201","146","3,470,802","+/-2,347","75,075","+/-2,740"
"S0201","147","85.8","+/-0.3","83.9","+/-4.4"
"S0201","148","14.2","+/-0.3","16.1","+/-4.4"
"S0201","149","6.6","+/-0.2","6.7","+/-3.0"
,"149",,,,
,"150",,,,
"S0201","150","2,944,587","+/-2,789","56,770","+/-1,847"
"S0201","151","65.1","+/-0.4","63.3","+/-3.0"
"S0201","152","65.0","+/-0.4","62.6","+/-3.1"
"S0201","153","60.9","+/-0.4","55.1","+/-3.4"
"S0201","154","4.1","+/-0.2","7.5","+/-2.2"
"S0201","155","6.3","+/-0.3","12.0","+/-3.5"
"S0201","156","0.1","+/-0.1","0.6","+/-0.5"
"S0201","157","34.9","+/-0.4","36.7","+/-3.0"
,"157",,,,
"S0201","158","1,495,693","+/-2,732","27,881","+/-1,542"
"S0201","159","58.8","+/-0.5","61.6","+/-5.4"
"S0201","160","58.8","+/-0.5","61.6","+/-5.4"
"S0201","161","55.1","+/-0.5","54.3","+/-5.5"
"S0201","162","3.7","+/-0.2","7.3","+/-3.4"
"S0201","163","6.2","+/-0.4","11.9","+/-5.4"
,"163",,,,
,"164",,,,
"S0201","164","1,741,953","+/-12,854","31,017","+/-2,349"
"S0201","165","71.4","+/-0.6","59.8","+/-5.9"
"S0201","166","11.7","+/-0.5","12.8","+/-3.0"
"S0201","167","4.4","+/-0.3","15.4","+/-3.7"
"S0201","168","3.9","+/-0.3","6.3","+/-2.7"
"S0201","169","2.5","+/-0.2","0.9","+/-0.7"
"S0201","170","6.0","+/-0.3","4.8","+/-1.8"
"S0201","171","21.8","+/-0.2","25.2","+/-2.8"
,"171",,,,
"S0201","172","1,791,946","+/-12,003","31,305","+/-2,351"
,"173",,,,
"S0201","173","33.0","+/-0.6","21.2","+/-4.0"
"S0201","174","16.4","+/-0.5","21.5","+/-4.0"
"S0201","175","25.7","+/-0.5","32.1","+/-4.4"
"S0201","176","2.1","+/-0.2","1.8","+/-1.5"
"S0201","177","9.6","+/-0.4","9.1","+/-3.0"
"S0201","178","13.2","+/-0.5","14.3","+/-3.3"
,"178",,,,
"S0201","179","967,810","+/-7,955","16,174","+/-1,593"
"S0201","180","30.2","+/-0.7","17.9","+/-5.2"
"S0201","181","13.0","+/-0.7","20.0","+/-5.3"
"S0201","182","17.4","+/-0.5","22.6","+/-5.9"
"S0201","183","3.2","+/-0.4","2.3","+/-2.3"
"S0201","184","17.0","+/-0.7","15.7","+/-5.3"
"S0201","185","19.2","+/-0.7","21.6","+/-5.5"
,"185",,,,
"S0201","186","824,136","+/-7,887","15,131","+/-1,846"
"S0201","187","36.2","+/-0.8","24.9","+/-5.8"
"S0201","188","20.4","+/-0.8","23.0","+/-6.4"
"S0201","189","35.4","+/-0.9","42.2","+/-6.7"
"S0201","190","0.8","+/-0.2","1.3","+/-2.0"
"S0201","191","0.9","+/-0.2","2.2","+/-1.7"
"S0201","192","6.2","+/-0.4","6.6","+/-3.4"
,"192",,,,
,"193",,,,
"S0201","193","3.6","+/-0.3","2.4","+/-1.6"
"S0201","194","7.9","+/-0.4","6.5","+/-2.6"
"S0201","195","12.7","+/-0.4","9.4","+/-2.9"
"S0201","196","3.7","+/-0.2","3.9","+/-2.3"
"S0201","197","11.9","+/-0.3","9.6","+/-2.4"
"S0201","198","4.4","+/-0.3","6.4","+/-2.2"
"S0201","199","2.3","+/-0.2","4.5","+/-2.9"
"S0201","200","6.6","+/-0.3","6.9","+/-2.8"
"S0201","201","10.0","+/-0.4","9.5","+/-2.5"
"S0201","202","19.3","+/-0.5","21.3","+/-4.0"
"S0201","203","9.0","+/-0.4","11.3","+/-3.6"
"S0201","204","4.3","+/-0.2","4.3","+/-2.4"
"S0201","205","4.3","+/-0.3","3.9","+/-1.6"
,"205",,,,
,"206",,,,
"S0201","206","77.9","+/-0.5","78.1","+/-4.0"
"S0201","207","13.2","+/-0.5","13.6","+/-3.6"
"S0201","208","8.7","+/-0.3","8.3","+/-2.4"
"S0201","209","0.3","+/-0.1","0.0","+/-0.5"
,"209",,,,
,"210",,,,
"S0201","210","1,449,662","+/-7,388","26,237","+/-1,647"
"S0201","211","46,230","+/-503","29,690","+/-4,758"
,"211",,,,
"S0201","212","79.7","+/-0.5","87.0","+/-3.5"
"S0201","213","59,551","+/-711","36,872","+/-3,259"
"S0201","214","26.9","+/-0.3","18.3","+/-3.8"
"S0201","215","14,368","+/-151","11,579","+/-1,492"
"S0201","216","3.1","+/-0.2","4.3","+/-1.9"
"S0201","217","7,172","+/-335","5,637","+/-914"
"S0201","218","2.7","+/-0.2","5.4","+/-2.7"
"S0201","219","2,900","+/-303","2,119","+/-1,297"
"S0201","220","17.8","+/-0.4","8.9","+/-2.3"
"S0201","221","20,523","+/-513","15,385","+/-4,716"
"S0201","222","10.7","+/-0.4","29.3","+/-5.2"
,"222",,,,
"S0201","223","927,071","+/-10,197","15,077","+/-1,321"
"S0201","224","55,923","+/-757","32,117","+/-4,990"
"S0201","225","77.6","+/-0.6","48.1","+/-6.3"
"S0201","226","64,311","+/-702","53,240","+/-10,581"
"S0201","227","6.5","+/-0.4","7.4","+/-3.4"
"S0201","228","38,146","+/-2,577","N","N"
"S0201","229","15.9","+/-0.6","44.5","+/-6.7"
"S0201","230","27,429","+/-1,250","18,633","+/-6,477"
,"230",,,,
"S0201","231","3,700,758","*****","86,076","+/-3,238"
"S0201","232","24,418","+/-276","13,306","+/-1,123"
,"232",,,,
,"233",,,,
"S0201","233","658,791","+/-9,847","10,498","+/-1,454"
"S0201","234","425,418","+/-7,510","8,272","+/-1,519"
,"235",,,,
"S0201","235","53,378","+/-786","39,063","+/-4,061"
"S0201","236","39,181","+/-780","31,261","+/-2,484"
,"237",,,,
"S0201","237","41,536","+/-399","34,809","+/-4,506"
"S0201","238","32,390","+/-484","27,994","+/-2,646"
,"238",,,,
,"239",,,,
"S0201","239","9.2","+/-0.6","30.1","+/-6.8"
"S0201","240","14.8","+/-1.0","37.6","+/-8.9"
"S0201","241","18.5","+/-2.6","45.3","+/-22.9"
"S0201","242","4.4","+/-0.4","13.3","+/-6.0"
"S0201","243","6.3","+/-0.8","15.5","+/-10.2"
"S0201","244","7.0","+/-2.0","N","N"
"S0201","245","29.8","+/-2.0","49.8","+/-12.4"
"S0201","246","38.1","+/-2.6","54.2","+/-12.9"
"S0201","247","51.4","+/-7.3","58.0","+/-26.5"
,"247",,,,
"S0201","248","13.3","+/-0.5","29.2","+/-4.3"
"S0201","249","16.8","+/-1.1","32.3","+/-6.6"
"S0201","250","16.2","+/-1.1","31.9","+/-6.7"
"S0201","251","20.6","+/-1.9","36.3","+/-10.2"
"S0201","252","14.6","+/-1.1","29.6","+/-7.5"
"S0201","253","12.2","+/-0.4","27.2","+/-3.9"
"S0201","254","12.9","+/-0.4","27.4","+/-4.1"
"S0201","255","8.5","+/-0.7","25.5","+/-9.3"
"S0201","256","10.0","+/-0.6","27.3","+/-5.3"
"S0201","257","25.2","+/-0.9","35.8","+/-5.1"
,"257",,,,
"S0201","258","1,449,662","+/-7,388","26,237","+/-1,647"
,"259",,,,
"S0201","259","64.8","+/-0.6","36.0","+/-5.6"
"S0201","260","35.2","+/-0.6","64.0","+/-5.6"
,"260",,,,
"S0201","261","2.60","+/-0.02","2.57","+/-0.24"
"S0201","262","2.31","+/-0.03","2.37","+/-0.21"
,"262",,,,
,"263",,,,
"S0201","263","68.2","+/-0.6","51.7","+/-5.4"
"S0201","264","7.1","+/-0.3","11.4","+/-3.4"
"S0201","265","15.4","+/-0.5","35.7","+/-5.5"
"S0201","266","9.2","+/-0.4","1.2","+/-1.3"
,"266",,,,
,"267",,,,
"S0201","267","11.5","+/-0.4","15.0","+/-4.2"
"S0201","268","18.2","+/-0.5","12.8","+/-3.8"
"S0201","269","11.7","+/-0.4","11.5","+/-3.8"
"S0201","270","31.0","+/-0.5","28.6","+/-4.5"
"S0201","271","15.0","+/-0.4","16.2","+/-3.7"
"S0201","272","12.6","+/-0.4","15.9","+/-4.0"
,"272",,,,
,"273",,,,
"S0201","273","7.4","+/-0.3","19.1","+/-4.9"
"S0201","274","92.6","+/-0.3","80.9","+/-4.9"
,"274",,,,
,"275",,,,
"S0201","275","40.5","+/-0.6","32.2","+/-5.3"
"S0201","276","47.0","+/-0.6","58.1","+/-5.7"
"S0201","277","12.3","+/-0.4","9.7","+/-3.6"
"S0201","278","0.2","+/-0.1","0.0","+/-0.6"
,"278",,,,
,"279",,,,
"S0201","279","4.8","+/-0.3","6.2","+/-2.7"
"S0201","280","2.5","+/-0.2","2.9","+/-1.7"
,"280",,,,
"S0201","281","939,123","+/-9,326","9,458","+/-1,456"
,"282",,,,
"S0201","282","68.2","+/-0.7","48.8","+/-9.2"
"S0201","283","31.8","+/-0.7","51.2","+/-9.2"
,"283",,,,
,"284",,,,
"S0201","284","236,600","+/-1,803","240,300","+/-15,336"
"S0201","285","1,412","+/-11","1,494","+/-99"
"S0201","286","385","+/-5","338","+/-113"
,"286",,,,
"S0201","287","510,539","+/-10,385","16,779","+/-1,968"
,"288",,,,
"S0201","288","53.0","+/-1.4","45.8","+/-7.2"
"S0201","289","47.0","+/-1.4","54.2","+/-7.2"
,"289",,,,
,"290",,,,
"S0201","290","714","+/-7","728","+/-79"

